year,en_ADP onde_NOUN,en_ADP rondes_NOUN
1853,8.957897534855874e-09,1.7915795513800958e-09
1854,8.313063126763609e-09,7.79349651480743e-09
1855,5.837630823180007e-09,7.429711956774554e-09
1856,1.9673318973900678e-08,2.7439103433835044e-08
1857,1.8061584228235006e-08,2.0502338549110988e-08
1858,1.1255455234504552e-08,2.104280660830682e-08
1859,1.323965115318515e-08,2.036869339860914e-09
1860,1.6020143434047895e-08,1.327383358784573e-08
1861,7.545541969022906e-09,6.6023493339173456e-09
1862,1.671654992208005e-08,9.939570055905733e-09
1863,6.493007020935693e-09,6.99246927027275e-09
1864,1.2945765348604255e-08,8.63051052846231e-09
1865,4.706844247692743e-09,8.943004559114343e-09
1866,2.6760870852626795e-08,1.8002767276925624e-08
1867,6.308654931785895e-09,5.82337378318698e-09
1868,5.433861360870651e-09,2.0747471296544973e-08
1869,1.2208797528501236e-08,1.0255390314739543e-08
1870,1.1468097582678638e-08,2.8670243956696595e-09
1871,1.1683295220166201e-08,1.6993883633631413e-08
1872,1.0280476914203973e-08,8.4662747923403e-09
1873,9.577607151811662e-09,1.7958012854535355e-09
1874,2.3898436563030145e-09,7.169530746864439e-09
1875,1.2015206607429718e-08,9.154443425529735e-09
1876,1.3301232115736639e-08,1.209202959984168e-08
1877,4.329371083855449e-09,8.040260901509555e-09
1878,1.2078177569208037e-08,3.0195443923020093e-09
1879,1.0996785704264767e-08,1.221865053580018e-09
1880,1.9895322722618403e-08,5.134277003548959e-09
1881,1.3945015142624584e-09,9.064259565150223e-09
1882,9.317538740560849e-09,6.655385131892899e-09
1883,2.7173157945981075e-08,1.8326083761621703e-08
1884,7.2618666635548834e-09,1.7164412113856997e-08
1885,4.511945039809007e-09,1.8047780159236027e-08
1886,2.3877817056927597e-08,1.2906927970846027e-08
1887,5.223139698529167e-09,2.0892559238205877e-08
1888,1.4583413587843097e-08,2.028996615166534e-08
1889,8.771191772893872e-09,7.51816386923565e-09
1890,9.176140736144589e-09,3.2771931834929546e-09
1891,1.2748440525456317e-08,1.7210394887001712e-08
1892,2.382034658410248e-08,9.402768341715273e-09
1893,2.278614097406262e-08,1.2316833108982905e-09
1894,1.3233232287745977e-08,6.301539290376468e-09
1895,1.3240951446391591e-08,2.5880042109349688e-08
1896,1.2383760683576384e-08,2.5357223876198987e-08
1897,1.6897470089816125e-08,1.806281169081103e-08
1898,2.2633418694795182e-08,1.584339415217073e-08
1899,1.1607914629507832e-08,7.185851913504848e-09
1900,2.491705508589348e-08,8.305684695564253e-09
1901,1.5648469187112823e-08,2.9061443085343086e-08
1902,1.4730851205513318e-08,2.4060391012881155e-08
1903,1.296052865029651e-08,2.1060859278776434e-08
1904,1.666133897515465e-08,2.5260738389931703e-08
1905,1.0837593933388234e-08,2.2191263937543226e-08
1906,1.6461390472954918e-08,2.7778596922711785e-08
1907,2.262851062084792e-08,1.4399961223432456e-08
1908,1.4734167663732478e-08,1.7189861978295085e-08
1909,3.4106097501762633e-08,1.925344328412848e-08
1910,1.2291546447329438e-08,2.137660359835536e-08
1911,1.4365010514438836e-08,9.576673676292558e-09
1912,3.1777467768279166e-08,2.5005221615526096e-08
1913,2.0681659052002033e-08,1.5908969364097914e-08
1914,1.4732836284281348e-08,2.0090231700464756e-08
1915,2.591767689352764e-08,1.8849219074468238e-08
1916,1.7579939282086343e-08,1.3184954461564757e-08
1917,3.289927263949721e-08,1.973956464951243e-08
1918,3.5607765624945387e-08,2.1824114071478107e-08
1919,1.5653341733923298e-08,7.366278698128781e-09
1920,2.8774479687854182e-08,1.1358347151713133e-08
1921,2.6504615391331754e-08,3.3320087633459394e-08
1922,2.2133805899215986e-08,1.696925089333945e-08
1923,3.1847843473542525e-08,1.4862327368803108e-08
1924,4.640984840875717e-08,9.02413699321869e-09
1925,1.9796720707176974e-08,2.74954441437103e-08
1926,3.343841470382358e-08,6.018914433525424e-08
1927,2.4528294062520217e-08,1.6723836537835268e-08
1928,1.0283437212876834e-08,4.798937380812163e-08
1929,3.119313873867213e-08,1.4482528065684619e-08
1930,3.466189113510154e-08,1.575540586884472e-08
1931,2.2810713318222042e-08,3.4216069977333063e-09
1932,4.4934100884574946e-08,1.4247397928102146e-08
1933,3.211785326584504e-08,9.176529536247813e-09
1934,2.875579241390369e-08,2.995395220750652e-08
1935,3.351119559624749e-08,9.574627313213568e-09
1936,4.4861444337129797e-08,1.2124714565686645e-08
1937,6.799204044227736e-08,1.1332006333297784e-08
1938,6.482607517455108e-08,1.9447821131279852e-08
1939,5.352917753498332e-08,1.2235240376412548e-08
1940,3.803674530900025e-08,0.0
1941,4.132103725851266e-08,2.3612020783048138e-08
1942,3.3376331032286544e-08,4.8547388331598995e-08
1943,2.322588166236983e-08,2.9032351633873077e-08
1944,4.177142187700156e-08,3.213186161588055e-08
1945,6.971212940243277e-08,1.5249528306782167e-08
1946,7.238973864787113e-08,2.3665877257883494e-08
1947,2.7418003867296648e-08,2.0265479960812627e-08
1948,8.153915587172378e-08,1.5220643190261285e-08
1949,7.068246077324147e-08,1.47255123650325e-08
1950,9.997239658332546e-08,4.3604980959344175e-08
1951,1.0448173526356186e-07,1.0661401539380222e-08
1952,7.90860283927941e-08,2.319856839960721e-08
1953,1.023513576114965e-07,7.541679392097933e-09
1954,6.547599440409613e-08,1.8567819282111486e-08
1955,6.288357212724804e-08,3.003394510869839e-08
1956,5.05826207586324e-08,2.267496745922415e-08
1957,1.6786572132332367e-07,1.9437083498274887e-08
1958,1.2904699531191e-07,1.3235589180204954e-08
1959,9.920957211306813e-08,9.300897829689347e-09
1960,8.37420870425376e-08,2.214666694477785e-08
1961,8.685199048841241e-08,1.876002997391879e-08
1962,7.229830600863352e-08,9.512934440181198e-09
1963,5.819448034571906e-08,2.7157422977097667e-08
1964,7.361601461752798e-08,2.251068309533366e-08
1965,6.949495201524769e-08,1.860494691641179e-08
1966,8.419393537906217e-08,2.326411419062424e-08
1967,7.198289608822961e-08,2.2679544353643166e-08
1968,8.488775904424983e-08,2.8295919329845987e-08
1969,5.768032451669569e-08,1.4987801166821413e-08
1970,8.32369195791216e-08,1.5175793066646293e-08
1971,8.735275969229406e-08,2.0039749526468142e-08
1972,6.05357328709033e-08,2.8215808356435446e-08
1973,9.70323839055709e-08,1.32316891332529e-08
1974,6.469407765052893e-08,1.2938814575313984e-08
1975,5.88282453861666e-08,1.3707552426467373e-08
1976,7.770396592832185e-08,1.828328588526773e-08
1977,6.464460255983795e-08,2.4094804818020066e-08
1978,6.118808926203201e-08,1.663365600812483e-08
1979,7.256446821202189e-08,1.638552571403551e-08
1980,8.69828085114932e-08,2.1035057307106086e-08
1981,1.246133223276047e-07,1.644642960707543e-08
1982,1.253915513643733e-07,1.6139505731871395e-08
1983,1.0672884087625789e-07,1.768288515613392e-08
1984,1.188796758810895e-07,1.391762050051426e-08
1985,9.083492358286094e-08,2.707001200974446e-08
1986,8.871838730328818e-08,1.9182352650748413e-08
1987,9.593982497335674e-08,2.810975807676641e-08
1988,5.81665702270584e-08,2.338656018840979e-08
1989,5.7625282323670035e-08,1.9208427959327423e-08
1990,6.32043537507343e-08,1.6345952147389653e-08
1991,5.4511627212150415e-08,1.52398094144246e-08
1992,5.67524232053529e-08,2.5345743948079758e-08
1993,4.819110444032049e-08,2.6588195312093887e-08
1994,7.068401686183279e-08,2.1099706870586488e-08
1995,4.771756678678685e-08,1.7351842629409475e-08
1996,4.110330920070737e-08,2.2419987422139798e-08
1997,3.6920688728514506e-08,1.1028257529410723e-08
1998,3.0516027038629545e-08,1.4304387896402204e-08
1999,3.1991408633302854e-08,1.690974471557638e-08
2000,3.843687323978884e-08,2.3857369524371563e-08
2001,3.8992784112679146e-08,1.5334241071363053e-08
2002,5.082216958385288e-08,1.9277375029602695e-08
2003,3.7502307037584615e-08,1.5000923170305214e-08
2004,3.655976854588516e-08,1.4095332012686868e-08
2005,2.9724747108161864e-08,1.2610498645315715e-08
2006,3.500206346984669e-08,1.153009171472874e-08
2007,3.754810862233171e-08,1.9173502258107433e-08
2008,2.809910171208685e-08,9.79211112195344e-09
2009,2.5271420511785436e-08,2.5748239540490658e-08
2010,3.7317963830219014e-08,1.8895172759769707e-08
2011,4.1298896746866376e-08,1.7207873792557393e-08
2012,4.153188370992211e-08,1.974466595777713e-08
2013,3.68164521091785e-08,2.008170008060972e-08
2014,3.572984397237633e-08,1.9922095084723423e-08
2015,3.2805317573547654e-08,1.3521110286962568e-08
2016,3.583418362040902e-08,1.657072018490524e-08
2017,2.7671724467381864e-08,1.2578056513001812e-08
2018,2.917057351226049e-08,1.0842160003132761e-08
2019,3.392813852087784e-08,1.1224345952687287e-08
