year,rien_PRON acheter_VERB,rien_PRON racheter_VERB
1800,7.860410988769218e-08,0.0
1801,1.6668278135512082e-07,0.0
1802,9.84649659585557e-08,0.0
1803,8.581492494386112e-08,0.0
1804,1.5325475999361515e-07,0.0
1805,9.665784261869703e-08,0.0
1806,1.0085842205853623e-07,0.0
1807,7.686778502602465e-08,0.0
1808,1.0197332755979005e-07,0.0
1809,7.454800510231507e-08,0.0
1810,1.0998595456612748e-07,0.0
1811,1.3287507272252697e-07,0.0
1812,4.5342538612658245e-08,0.0
1813,8.052076339026826e-08,0.0
1814,1.2901375612273114e-07,0.0
1815,7.552225866902518e-08,0.0
1816,8.806894413737609e-08,0.0
1817,9.808302792180257e-08,0.0
1818,1.0133000927226021e-07,0.0
1819,1.376689624521532e-07,1.035105001712111e-09
1820,1.0679833195581523e-07,0.0
1821,1.1340711836282935e-07,0.0
1822,1.233150754842427e-07,0.0
1823,1.324279992331867e-07,0.0
1824,7.410579172528742e-08,0.0
1825,6.60408261410339e-08,0.0
1826,8.455664612938563e-08,0.0
1827,1.0784209791836474e-07,9.217273055917019e-10
1828,8.346793833879929e-08,0.0
1829,1.1145128553380346e-07,8.57317605795771e-10
1830,1.231546633562175e-07,0.0
1831,7.639690835503643e-08,0.0
1832,6.900284432731496e-08,0.0
1833,1.3900354645102198e-07,0.0
1834,1.4468523090727103e-07,0.0
1835,9.605121675804185e-08,1.2100940693926532e-08
1836,1.2567802798457706e-07,0.0
1837,1.3219992922586243e-07,1.3915781860163179e-09
1838,8.458297173774554e-08,6.312161904276081e-10
1839,7.480878139176639e-08,0.0
1840,1.4268103143422195e-07,0.0
1841,1.4703056194775854e-07,6.420548537278137e-10
1842,9.726984018243456e-08,0.0
1843,1.1459407289748924e-07,0.0
1844,1.2733461574043758e-07,1.097712254427563e-09
1845,1.0044410458931452e-07,0.0
1846,1.6275514269636915e-07,0.0
1847,1.6557196147459763e-07,5.393223645455691e-10
1848,1.2550546557577036e-07,1.126331028444838e-08
1849,1.2736710175431654e-07,0.0
1850,7.264225843073291e-08,6.788996032014438e-10
1851,1.4704720285863004e-07,1.9348316282474798e-09
1852,1.1393454713015672e-07,2.6042181744401205e-09
1853,7.226037723739864e-08,1.7915795513800958e-09
1854,7.949366676029967e-08,1.0391328908454511e-09
1855,9.499417785718833e-08,0.0
1856,1.382309591235753e-07,5.177189232874468e-10
1857,6.638852312335075e-08,9.763018171682347e-10
1858,7.683071601150004e-08,5.872411001917044e-09
1859,6.823512421760825e-08,5.092173349652285e-10
1860,8.879737123379527e-08,2.288591982591015e-09
1861,1.0941035810674293e-07,0.0
1862,1.0165469177536579e-07,0.0
1863,7.441985161449338e-08,0.0
1864,7.3359338159662e-08,0.0
1865,8.943004559114343e-08,4.706844358715045e-10
1866,9.196008221579177e-08,4.865612912574591e-10
1867,9.074757656435395e-08,2.426405742994575e-09
1868,8.792975592086805e-08,0.0
1869,7.862465878361036e-08,2.9301114867763545e-09
1870,4.013834242755365e-08,8.601073631098188e-09
1871,8.815577245968598e-08,4.248470908407853e-09
1872,5.019291648977742e-08,5.442605477412599e-09
1873,6.644464889404844e-08,5.986004469882289e-10
1874,6.631815807622843e-08,0.0
1875,5.549881265665135e-08,0.0
1876,9.129482236858166e-08,1.209202959984168e-09
1877,1.0204946221392674e-07,0.0
1878,6.2202616391005e-08,0.0
1879,7.697749992985337e-08,4.887460214320072e-09
1880,7.508879917850209e-08,3.8507077526617195e-09
1881,5.996356833293248e-08,6.2752567586699115e-09
1882,1.2179354769159545e-07,3.9932310791357395e-09
1883,9.731782313338044e-08,0.0
1884,8.648223115415021e-08,0.0
1885,6.767917426486747e-08,0.0
1886,7.486018205327127e-08,1.936039106809062e-09
1887,8.487602087825508e-08,1.9586774424595887e-09
1888,8.750048152705858e-08,0.0
1889,1.0400127337106824e-07,0.0
1890,6.751017878059429e-08,6.554386478008212e-10
1891,4.5894385181100006e-08,4.461953917456185e-09
1892,7.083419006903569e-08,5.014809900671935e-09
1893,8.067525669730458e-08,6.158416554491453e-10
1894,8.885170643679885e-08,6.301539290376468e-10
1895,5.838056083007359e-08,1.2037228991346183e-09
1896,9.907008546861107e-08,2.358811590497112e-09
1897,8.681803365107044e-08,1.1653427112179315e-09
1898,7.072943475350257e-08,0.0
1899,6.025060628189749e-08,4.9748205555033564e-09
1900,9.499627395825883e-08,0.0
1901,6.650599004842661e-08,0.0
1902,5.646826295446772e-08,3.437198747846537e-09
1903,5.34621804604285e-08,1.6200660812870638e-09
1904,3.7622378101787035e-08,1.0749250378694342e-09
1905,6.347733716438597e-08,2.0643036169332163e-09
1906,9.002322798323803e-08,0.0
1907,8.742834012309686e-08,0.0
1908,6.974172350737717e-08,4.911389073214423e-10
1909,5.0609049395689e-08,2.7504918342913243e-09
1910,8.390316708073442e-08,2.137660271017694e-09
1911,6.597264246011036e-08,5.320374141248863e-10
1912,7.814131919303691e-08,1.0418842455450772e-09
1913,9.386291566215732e-08,3.181793939432964e-09
1914,5.759199694921335e-08,0.0
1915,5.772573175022444e-08,0.0
1916,1.0987461962486123e-07,0.0
1917,1.1734073979141613e-07,7.676496771580332e-09
1918,1.1141784739265859e-07,1.1486376294556067e-09
1919,9.760319130691641e-08,0.0
1920,9.995346061941746e-08,6.057785384427916e-09
1921,6.209653236055601e-08,0.0
1922,1.1066903482515045e-07,2.2133805899215986e-09
1923,7.643483002084395e-08,5.307974060286824e-09
1924,9.281969681751434e-08,0.0
1925,6.928851803422731e-08,2.1996355847875293e-09
1926,6.576221522891501e-08,0.0
1927,1.0591763555112266e-07,0.0
1928,4.6846768242403414e-08,0.0
1929,7.686880110213679e-08,0.0
1930,5.882018072611572e-08,0.0
1931,9.238338805062085e-08,0.0
1932,8.438843224212178e-08,0.0
1933,8.144170493551428e-08,1.1470662197865522e-09
1934,6.82950087593781e-08,2.3963160344919743e-09
1935,5.0266791618014395e-08,1.196828414151696e-09
1936,8.244806082302603e-08,0.0
1937,4.280980192561401e-08,0.0
1938,8.9459980756601e-08,0.0
1939,8.870549095263414e-08,0.0
1940,7.353770570261986e-08,0.0
1941,8.264207451702532e-08,2.9515025978810172e-09
1942,9.709477666319799e-08,0.0
1943,5.8064703267746154e-08,0.0
1944,9.639558129492798e-08,9.639558484764166e-09
1945,9.585417615198821e-08,0.0
1946,6.960551957035932e-08,6.960552134671616e-09
1947,9.775114051535638e-08,0.0
1948,6.414413888933268e-08,0.0
1949,5.890204946013e-08,0.0
1950,6.912984673590472e-08,0.0
1951,5.330700858507953e-08,0.0
1952,4.428817490520487e-08,0.0
1953,4.201792691560513e-08,2.1547654771580937e-09
1954,6.254423112750374e-08,7.818028890937967e-09
1955,4.786659957289885e-08,1.8771215692936494e-09
1956,6.715278999536167e-08,0.0
1957,3.799066305987253e-08,0.0
1958,7.031407278645929e-08,1.6544486891589827e-09
1959,6.278105502133258e-08,7.750747821333448e-10
1960,9.204708106835824e-08,4.152500121534786e-09
1961,5.628008992175637e-08,3.47407969059077e-09
1962,8.371382165250907e-08,1.9025869768540815e-09
1963,6.983337641486287e-08,0.0
1964,7.239922439339352e-08,6.083968329129164e-10
1965,7.82502169727195e-08,1.6416130677043839e-09
1966,8.973301390824417e-08,0.0
1967,6.803863072946115e-08,4.930335584241163e-10
1968,5.9286687559279017e-08,8.982831700699023e-10
1969,8.220581548812333e-08,1.3625273131978588e-09
1970,7.7718453894704e-08,0.0
1971,6.114692752134943e-08,1.0276794970565106e-09
1972,6.361381821307077e-08,1.5390440033513642e-09
1973,5.8991279416886755e-08,1.102640756478479e-09
1974,5.963106275430619e-08,0.0
1975,3.8838066984681063e-08,1.7134440533084216e-09
1976,5.1993094274394025e-08,1.142705374768127e-09
1977,4.818961230057539e-08,0.0
1978,5.584155715609995e-08,2.970295565063452e-09
1979,6.086052195541924e-08,2.3407893401383717e-09
1980,6.196814439363152e-08,1.1370301367108482e-09
1981,5.503228095449231e-08,0.0
1982,6.021276988121826e-08,1.2415004579935385e-09
1983,4.7996401519867504e-08,0.0
1984,4.929157171318366e-08,1.1598016991243298e-09
1985,5.7749357296188464e-08,6.015558051686298e-10
1986,6.29420995323926e-08,0.0
1987,4.522004459772688e-08,6.110816852533674e-10
1988,5.636760747051994e-08,0.0
1989,6.969915489207779e-08,2.1952488715726304e-09
1990,5.2307051134903304e-08,5.44865097484859e-10
1991,6.564840759892832e-08,0.0
1992,5.179347439820958e-08,5.509944167592096e-10
1993,6.536264862688768e-08,1.661762283333701e-09
1994,5.485923537662529e-08,0.0
1995,5.856247042856921e-08,0.0
1996,5.231330391097799e-08,5.338092190498855e-10
1997,6.329261026394306e-08,1.438468344439059e-09
1998,5.531029856342684e-08,4.768129224785866e-10
1999,6.352579617896481e-08,0.0
2000,7.068850038649543e-08,4.4180314962005696e-10
2001,5.301266270407723e-08,8.762423564512289e-10
2002,7.491888709409977e-08,1.3143663935011318e-09
2003,6.583738354493107e-08,8.333845835650777e-10
2004,6.430995114214966e-08,0.0
2005,7.881561714384588e-08,1.8014998381943315e-09
2006,8.729926292971868e-08,4.1178899179428186e-10
2007,8.668020257118769e-08,3.994479469415779e-10
2008,8.387156213984781e-08,4.257439678578834e-10
2009,1.0346978029929232e-07,9.53638501499654e-10
2010,1.0959200125171265e-07,2.3618964561933353e-09
2011,1.1127758625661954e-07,0.0
2012,1.3446798163840867e-07,3.063827413996023e-09
2013,1.4782362711684982e-07,1.1156500168141292e-09
2014,1.3728921999245358e-07,2.1654451842767486e-10
2015,1.2191163989427878e-07,2.2165753954528356e-10
2016,1.3422283018371672e-07,6.214020409345267e-10
2017,1.2477431710067322e-07,7.54683426862357e-10
2018,1.4198066367043793e-07,2.0651733656507076e-09
2019,1.3545745503051876e-07,7.65296326310505e-10
