year,en_PRON apportez_VERB,en_PRON rapportez_VERB
1889,6.265136853755848e-09,3.821733329800736e-08
1890,6.554386366985909e-09,3.4082809463598096e-08
1891,3.824531802365527e-09,1.4023283867459213e-08
1892,5.014809900671935e-09,1.8805536683430546e-08
1893,5.542574843531156e-09,1.1700991287000306e-08
1894,1.2603078580752936e-09,1.8904618315218613e-08
1895,9.027921521465032e-09,2.046328972937772e-08
1896,1.4152869098893461e-08,1.0614652268259306e-08
1897,2.9133566670225264e-09,4.0204323425996336e-08
1898,9.05336783318944e-09,2.998928039232851e-08
1899,3.8693048765026106e-09,1.6029977345510815e-08
1900,3.114631885736685e-09,2.076421168339948e-08
1901,1.0618603774048552e-08,2.459045056468767e-08
1902,5.4013122863239005e-09,2.6024505217492333e-08
1903,4.320176216765503e-09,7.560307935250421e-09
1904,6.449550227216605e-09,2.042357571951925e-08
1905,5.676835002077496e-09,2.580379465655369e-08
1906,3.0865106026567446e-09,2.572092228092515e-08
1907,3.599990305858114e-09,1.697138252154673e-08
1908,4.911389073214423e-10,2.7994918383456024e-08
1909,5.500983557560346e-10,2.3104130164597336e-08
1910,1.6566866989364826e-08,2.6186338430989053e-08
1911,6.916486494645824e-09,1.5961122201701983e-08
1912,1.0418842455450772e-09,1.7712032729377825e-08
1913,6.363587878865928e-09,1.3787773589513108e-08
1914,2.0090231700464756e-09,1.1384464038144415e-08
1915,5.890381071793627e-09,1.767114277129167e-08
1916,5.493730803607377e-09,1.0987461607214755e-08
1917,5.483212106582869e-09,1.4256351654751143e-08
1918,5.743188147278033e-09,9.189101035644853e-09
1919,4.603924352863942e-09,1.4732557396257562e-08
1920,3.786115865267448e-09,1.0601124422748853e-08
1921,5.300923255902035e-09,1.438822039290244e-08
1922,4.426761179843197e-09,7.377935595798135e-09
1923,7.431163684401554e-09,2.229349149729387e-08
1924,1.0313299547703991e-08,1.2891624656674594e-08
1925,9.898360353588487e-09,1.7597084678300234e-08
1926,7.802296586589819e-09,1.114613823460786e-08
1927,1.1149224876660924e-09,2.5643217327342427e-08
1928,5.713020723163709e-09,7.998228745975666e-09
1929,4.4561625500705304e-09,1.7824650200282122e-08
1930,3.1510811737689437e-09,1.470504518152893e-08
1931,3.4216069977333063e-09,7.983749661377715e-09
1932,2.1919073223131136e-09,8.767629289252454e-09
1933,2.2941324395731044e-09,1.3764794637438627e-08
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,7.180970484910176e-09,1.3165112555668657e-08
1936,1.2124714565686645e-09,9.699771652549316e-09
1937,0.0,0.0
1938,0.0,2.5930428915188486e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,0.0
1941,0.0,1.7709016475464523e-08
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,0.0,8.344609447874518e-09
1948,4.348755133776194e-09,1.0871888278529696e-08
1949,7.853606653895895e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,7.444753258312176e-09
1951,4.264560704569931e-09,3.1984206394497505e-09
1952,0.0,2.1089607837865287e-09
1953,4.3095309543161875e-09,6.464296653518886e-09
1954,5.863521668203475e-09,1.4658803948464083e-08
1955,2.815682353940474e-09,1.595553378308523e-08
1956,2.616342476002842e-09,3.488456634670456e-09
1957,8.835037701437898e-10,3.534015080575159e-09
1958,2.4816730892496253e-09,6.617794756635931e-09
1959,4.650448914844674e-09,7.750747599288843e-09
1960,2.7683333403416555e-09,5.536666680683311e-09
1961,6.948159270159238e-10,9.03260666262895e-09
1962,6.341956404476434e-10,5.0735651235811474e-09
1963,5.819448034571906e-09,8.405868889838075e-09
1964,1.034274621503073e-08,2.3727476872181796e-08
1965,2.188817349590977e-09,8.755269398363907e-09
1966,2.215629901769489e-09,1.4401594583546284e-08
1967,4.930335695263466e-09,2.7609878827661305e-08
1968,5.838840522187638e-09,1.3025106326836067e-08
1969,4.541757636644661e-09,4.541757636644661e-09
1970,4.1388523719376735e-09,8.277704743875347e-09
1971,5.138397485282553e-10,1.3873672877195986e-08
1972,3.0780880067027283e-09,5.130146973897354e-09
1973,1.102640756478479e-09,2.205281512956958e-09
1974,2.812785782069227e-09,2.812785782069227e-09
1975,2.2845920710778955e-09,4.569184142155791e-09
1976,1.0284348483935446e-08,9.141642998145016e-09
1977,2.3507127355770763e-09,2.938390863960194e-09
1978,1.7821774056514528e-09,7.128709622605811e-09
1979,5.851973128301324e-09,5.851973128301324e-09
1980,1.1370301367108482e-09,6.253665585376211e-09
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,3.7245013739806154e-09,6.828252629986764e-09
1983,5.052252838311233e-09,2.5261264191556165e-09
1984,1.739702604197646e-09,5.799008384599347e-09
1985,6.015558051686298e-10,6.015558051686298e-10
1986,1.1988970927134801e-09,8.991728250862252e-09
1987,1.2221633705067347e-09,8.555143260480236e-09
1988,1.798966087207532e-09,5.99655392008458e-09
1989,1.6464366536794728e-09,4.939309850016116e-09
1990,5.44865097484859e-10,3.2691906959314565e-09
1991,1.1722930404189924e-09,4.10302547493302e-09
1992,3.30596661157756e-09,6.060938417817852e-09
1993,4.985286850001103e-09,7.754890063438324e-09
1994,2.1099706426497278e-09,6.329911705904578e-09
1995,5.422450821690461e-10,3.253470381991974e-09
1996,5.338092190498855e-10,3.2028553142993132e-09
1997,1.438468344439059e-09,3.3564262480467733e-09
1998,2.86087753487152e-09,1.9072516899143466e-09
1999,7.312321859131998e-09,3.1991407301035224e-09
2000,1.7672125984802278e-09,4.418031274155965e-09
2001,2.190605918883648e-09,5.695575122643959e-09
2002,2.1906108038649563e-09,3.9430991805033955e-09
2003,2.9168460979889232e-09,5.416999737661854e-09
2004,1.7619165015858584e-09,2.642874807889939e-09
2005,3.1526248278623825e-09,5.404499514582994e-09
2006,8.235779835885637e-10,4.529678854225949e-09
2007,5.192823504529542e-09,4.393927444112933e-09
2008,2.1287198670449925e-09,4.6831836186811415e-09
2009,9.53638501499654e-10,8.105927484791664e-09
2010,4.2514138876015295e-09,1.8895172093635892e-09
2011,4.206369030868018e-09,6.118355155848576e-09
2012,3.744677901096338e-09,6.127654827992046e-09
2013,4.183687618564136e-09,8.367375237128272e-09
2014,3.897801192920269e-09,8.661780626084692e-09
2015,3.546520632724537e-09,1.7289288223309995e-08
2016,3.935546111222266e-09,1.491364898242864e-08
2017,3.018733707449428e-09,7.2952728302766445e-09
2018,2.323319980845895e-09,9.29327992338358e-09
2019,5.612172948588068e-09,1.3775333762566788e-08
