year,ancien_ADJ apport_NOUN,ancien_ADJ rapport_NOUN
1882,0.0,2.1962771157291172e-08
1883,0.0,2.211768546089843e-08
1884,0.0,2.772712726084592e-08
1885,0.0,9.66845359329227e-09
1886,0.0,1.8069698626277386e-08
1887,3.264462256069578e-09,2.546280519766242e-08
1888,0.0,2.7264643875923866e-08
1889,0.0,3.132568338060082e-08
1890,0.0,2.818386235503567e-08
1891,1.2748440081367107e-09,6.119250883784844e-08
1892,0.0,3.447681962143179e-08
1893,1.2316833108982905e-09,3.387129154930335e-08
1894,0.0,3.0877544077156927e-08
1895,0.0,7.703826554461557e-08
1896,4.1279202278587945e-09,5.366296207398591e-08
1897,0.0,5.651912005077975e-08
1898,3.3950129374460403e-09,2.7160103499568322e-08
1899,0.0,3.15071986278781e-08
1900,1.038210628578895e-09,2.0245106924221545e-08
1901,0.0,8.38310842965484e-09
1902,9.820567692386817e-10,8.838511256215043e-09
1903,2.7001101354784396e-09,2.214090244478939e-08
1904,0.0,1.3974025492302644e-08
1905,5.160759042333041e-10,1.9610883583709438e-08
1906,0.0,8.230695236477459e-09
1907,1.5428529565042481e-09,8.228549397415463e-09
1908,4.911389073214423e-10,1.964555629285769e-08
1909,0.0,1.7603147384193107e-08
1910,0.0,1.0153886620400954e-08
1911,5.320374141248863e-10,1.4365010514438836e-08
1912,0.0,1.7712032729377825e-08
1913,5.30298971401777e-10,7.954484182448596e-09
1914,2.0090231700464756e-09,5.357394972094198e-09
1915,0.0,1.767114277129167e-08
1916,0.0,1.648119329900055e-08
1917,0.0,1.315970976634162e-08
1918,2.2972752589112133e-09,1.8378202071289707e-08
1919,9.207848372660976e-10,1.3811772170413406e-08
1920,0.0,2.2716694303426266e-08
1921,0.0,2.5747340925974527e-08
1922,1.4755870969551665e-09,1.549366501762961e-08
1923,0.0,1.2739137744688378e-08
1924,0.0,3.867487219366694e-09
1925,4.399271169575059e-09,1.2097995494286806e-08
1926,0.0,1.2260752413340015e-08
1927,0.0,2.2298449753321847e-09
1928,0.0,1.8281665736807895e-08
1929,0.0,2.1166771446701205e-08
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,0.0,1.3686427990933225e-08
1932,0.0,2.0823119339929974e-08
1933,0.0,1.261772819560747e-08
1934,0.0,2.995395220750652e-08
1935,3.590485242455088e-09,2.5133395809007197e-08
1936,0.0,2.424942913137329e-09
1937,0.0,1.6368453259474336e-08
1938,5.186085783037697e-09,2.2040865133021725e-08
1939,6.117620188206274e-09,1.070583532936098e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,4.8547388331598995e-08
1943,0.0,5.806470415592457e-09
1944,9.639558484764166e-09,3.534504600111177e-08
1945,0.0,1.089252066321933e-08
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,0.0,1.549713246618012e-08
1948,0.0,7.610321262063735e-09
1949,0.0,1.3743811422273211e-08
1950,0.0,1.701657836861159e-08
1951,0.0,2.4521224162299404e-08
1952,0.0,1.2653764924763777e-08
1953,0.0,2.370242058180594e-08
1954,0.0,1.9545073115523337e-08
1955,9.385607846468247e-10,1.9709776921672528e-08
1956,6.976913269340912e-09,5.232684952005684e-09
1957,4.417518795207798e-09,1.325255621908994e-08
1958,0.0,1.4062814024384807e-08
1959,3.100299128533379e-09,1.7826719656000023e-08
1960,1.3841666701708277e-09,1.5225833038812198e-08
1961,0.0,1.945484662257968e-08
1962,0.0,1.9025868880362395e-08
1963,6.466053248388448e-10,1.4225316924409981e-08
1964,1.2167936658258327e-09,1.0951143103454797e-08
1965,0.0,2.188817305182056e-08
1966,1.1078149508847446e-09,2.4371928808442078e-08
1967,9.860671168482327e-10,1.9228308223429025e-08
1968,8.982831700699023e-10,2.3355362088750553e-08
1969,2.2708788183223305e-09,1.3171097934527864e-08
1970,1.3796175313274261e-09,3.311081897550139e-08
1971,5.138397485282553e-10,1.4387513402880359e-08
1972,0.0,2.0520587895589415e-08
1973,5.513203782392395e-10,1.9847533394568018e-08
1974,1.6876715580593782e-09,1.7439271360331077e-08
1975,0.0,1.9419033048251322e-08
1976,1.7140580066410394e-09,2.2854107717407146e-08
1977,1.7630346071939584e-09,2.527016151887551e-08
1978,1.7821774056514528e-09,2.7326720442033547e-08
1979,1.1703946700691858e-09,1.814111783016159e-08
1980,0.0,1.364436125195212e-08
1981,0.0,3.0362638236969275e-08
1982,2.483000915987077e-09,1.8622506203769262e-08
1983,1.89459470334441e-09,2.3366668600033336e-08
1984,0.0,2.0296528902008504e-08
1985,0.0,1.9851341237497877e-08
1986,0.0,2.2179596825822046e-08
1987,0.0,1.3443797186596385e-08
1988,1.798966087207532e-09,1.8589316697070757e-08
1989,0.0,1.8659616074501173e-08
1990,1.6345953479657283e-09,2.179460345530515e-08
1991,0.0,1.934283488935762e-08
1992,0.0,1.5427843891302473e-08
1993,5.539207426075166e-10,1.8833305859278227e-08
1994,0.0,1.9517228722065738e-08
1995,0.0,1.843633246068066e-08
1996,0.0,1.975094043871195e-08
1997,4.79489448146353e-10,2.0618046936426992e-08
1998,0.0,2.7655150058869538e-08
1999,4.570201161957499e-10,2.422206613061917e-08
2000,0.0,1.899753598877396e-08
2001,0.0,1.3581756164171566e-08
2002,1.3143663935011318e-09,2.234422957769766e-08
2003,8.333845835650777e-10,1.91678459771083e-08
2004,0.0,1.3214373595360485e-08
2005,0.0,1.5763124139311913e-08
2006,4.1178899179428186e-10,1.2765458912156191e-08
2007,3.994479469415779e-10,1.9173502258107433e-08
2008,0.0,1.5326783397995314e-08
2009,0.0,1.0013204487790972e-08
2010,4.723793023408973e-10,1.4171378737160012e-08
2011,0.0,1.7590270573464295e-08
2012,0.0,1.0212757750593937e-08
2013,0.0,1.059867482666732e-08
2014,0.0,1.2343037619766406e-08
2015,0.0,1.4851054969122757e-08
2016,2.0713400439298368e-10,9.942432654952427e-09
2017,0.0,1.3584300795344006e-08
2018,5.162933414126769e-10,1.3939919996097672e-08
2019,5.1019755087367e-10,7.652963596171958e-09
