year,son_DET éveil_NOUN,son_DET réveil_NOUN
1800,0.0,1.1601966889429605e-06
1801,0.0,1.0143837816389834e-06
1802,0.0,1.2867580494457798e-06
1803,1.755305234496518e-08,1.3632870849988876e-06
1804,0.0,1.5251319940290387e-06
1805,0.0,1.7625841830515299e-06
1806,0.0,1.3342128610815962e-06
1807,2.562259560079383e-08,8.996378348946621e-07
1808,0.0,1.2939282894031123e-06
1809,0.0,1.2989425171028302e-06
1810,0.0,1.574905348356026e-06
1811,0.0,1.391427581154403e-06
1812,0.0,1.0615489234311326e-06
1813,4.026038169513413e-08,1.5011371674589213e-06
1814,0.0,1.1328038205249413e-06
1815,0.0,1.06810058309037e-06
1816,0.0,1.0568273243194426e-06
1817,0.0,1.0026264605222934e-06
1818,0.0,1.375703831296704e-06
1819,1.035105001712111e-09,1.1820899361580928e-06
1820,3.5599443393152796e-09,1.4785635222835936e-06
1821,0.0,1.299744209148912e-06
1822,3.0076847679083585e-09,1.0286282332572227e-06
1823,0.0,1.162203991711408e-06
1824,0.0,1.3515885939341388e-06
1825,8.805443041381977e-10,1.4308844922261699e-06
1826,0.0,1.09483243448949e-06
1827,0.0,9.014493098646881e-07
1828,0.0,8.621963303312441e-07
1829,8.57317605795771e-10,1.0716469773797144e-06
1830,4.174734336004349e-09,1.0238536258810882e-06
1831,1.5591206103948707e-09,9.198811321553535e-07
1832,0.0,1.1865783626774373e-06
1833,1.1583628500844156e-09,1.2765158929894938e-06
1834,5.600718555598405e-09,1.178951247737814e-06
1835,9.075705520444899e-09,1.0951350972732143e-06
1836,5.376600054063374e-09,1.1284139285194783e-06
1837,0.0,1.0228099149856007e-06
1838,4.418513555037862e-09,1.0724362562442025e-06
1839,1.1885507689157748e-08,1.0934666647699487e-06
1840,4.458782232319436e-09,1.1293457644612204e-06
1841,3.2102742686390684e-09,1.0189410613037353e-06
1842,0.0,1.1430883617435939e-06
1843,1.7720733769266417e-09,1.0325280275225168e-06
1844,6.586273748609983e-09,9.352508563154061e-07
1845,6.138250796539069e-09,9.63147306798362e-07
1846,8.781752214304106e-09,1.1269915489720006e-06
1847,2.6966118227278457e-09,1.0576111471038985e-06
1848,1.6090443422100975e-09,1.096563664759742e-06
1849,0.0,9.326289003297461e-07
1850,6.788996032014438e-10,9.083676646426397e-07
1851,0.0,1.0396494989350913e-06
1852,5.208436348880241e-09,9.90254006794089e-07
1853,1.1346670270029335e-08,1.0092565041475154e-06
1854,2.0782657816909023e-09,1.0593960295679494e-06
1855,1.0083180512765466e-08,1.1744251651180093e-06
1856,1.2942972915652717e-08,1.0846211528914296e-06
1857,2.4407544874094356e-09,1.1530124428560384e-06
1858,4.404308473482388e-09,9.523093744689959e-07
1859,9.165912473463322e-09,1.0785222706033437e-06
1860,8.696649622663699e-09,1.1296490365353407e-06
1861,2.357981809808507e-09,1.0757113209081126e-06
1862,2.1234535907410645e-08,1.2704577878608347e-06
1863,3.096664968893492e-08,9.250037698027569e-07
1864,4.315255264231155e-09,9.488766545828753e-07
1865,7.530950973944073e-09,9.296017644544463e-07
1866,1.4596838404656864e-08,9.337111013252297e-07
1867,5.338092634588065e-09,8.759324519047595e-07
1868,5.9278488784286765e-09,8.610200294967285e-07
1869,3.4184632902167778e-09,8.819635493040323e-07
1870,2.8670243956696595e-09,8.853371520345377e-07
1871,1.0621177271019633e-09,9.187318141812284e-07
1872,2.237515595027162e-08,8.641648125973234e-07
1873,2.3944017879529156e-09,7.871595952835264e-07
1874,1.4936523129449597e-08,7.653474494162538e-07
1875,4.577221712764867e-09,9.543507299980547e-07
1876,5.441413541973361e-09,8.524881029980946e-07
1877,8.040260901509555e-09,8.708221139741568e-07
1878,3.0195443923020093e-09,7.983675232026144e-07
1879,4.887460214320072e-09,8.424759712077901e-07
1880,8.984985200299889e-09,8.182754260843694e-07
1881,1.1853263259808955e-08,8.792331789297947e-07
1882,1.1979693681496428e-08,8.572135943296644e-07
1883,1.1374810426900694e-08,7.722231991635908e-07
1884,1.1222884843675729e-08,1.0014774076694266e-06
1885,2.2559724810466975e-08,8.843411960501868e-07
1886,9.680196089156823e-09,1.0009322304327384e-06
1887,1.1099172247952538e-08,1.2835866129989881e-06
1888,3.4239320712003973e-08,1.072831976145494e-06
1889,1.566284169030041e-08,9.992893659216406e-07
1890,1.7696843102044113e-08,1.0001993464570091e-06
1891,1.2748440525456317e-08,9.605949822244497e-07
1892,1.3790727004803216e-08,8.424880713064908e-07
1893,1.847524983000781e-08,8.467822576463391e-07
1894,2.142523447545841e-08,7.851717978013539e-07
1895,1.5648398132839247e-08,8.43809753625635e-07
1896,1.1794058174530164e-08,7.34180099826176e-07
1897,9.905413045352418e-09,7.225124800669391e-07
1898,2.998928050335081e-08,6.49579115830079e-07
1899,3.3165470370022376e-08,6.870779909462499e-07
1900,2.7512582434496835e-08,7.646421162910144e-07
1901,3.1855812210324075e-08,6.941213976929816e-07
1902,2.9461702411026636e-08,6.992244330206177e-07
1903,3.240132318005351e-08,5.940242440161114e-07
1904,3.439760210000031e-08,5.476742881427299e-07
1905,2.4255568220610257e-08,5.625227093020158e-07
1906,5.5042773006164225e-08,6.605133151538212e-07
1907,3.0857059740707626e-08,6.721696421685408e-07
1908,5.206072239971604e-08,6.566527344098461e-07
1909,3.245580160182726e-08,6.854225764740818e-07
1910,3.84778853224077e-08,6.690876661608058e-07
1911,3.6710580797461034e-08,6.118430357915372e-07
1912,1.8753916364300238e-08,6.298190111664326e-07
1913,3.924212310657538e-08,6.09313517863086e-07
1914,2.7456649620560825e-08,6.495841562426108e-07
1915,3.1808056411009034e-08,6.373392160696767e-07
1916,5.2739817624214425e-08,7.108888206985853e-07
1917,6.250861872558744e-08,5.296782923380761e-07
1918,3.6756403254400993e-08,6.133725136692192e-07
1919,4.511845830279526e-08,7.209745227498843e-07
1920,6.284952069890437e-08,6.019924487787875e-07
1921,3.634918854800162e-08,6.580717633042354e-07
1922,8.779743304598853e-08,6.883613656860632e-07
1923,6.369568694708505e-08,7.102069048414705e-07
1924,5.543398617913198e-08,6.536053862582492e-07
1925,4.2892892793133797e-08,6.763879696336517e-07
1926,3.4553028882555736e-08,5.940891565359152e-07
1927,4.5711821883287485e-08,7.536875905600482e-07
1928,5.5987601665918874e-08,5.815854731139325e-07
1929,4.4561623724348465e-08,6.138363968233307e-07
1930,4.411513643276521e-08,5.566909759835426e-07
1931,4.5621427524622504e-08,5.759704997387871e-07
1932,3.06867029564728e-08,4.909872401981374e-07
1933,4.9323849227178584e-08,4.129438382349804e-07
1934,7.308763727564838e-08,5.188024179147988e-07
1935,4.0692165192979246e-08,4.5718844354780686e-07
1936,5.8198629027117477e-08,4.946883453982309e-07
1937,4.1550688223424004e-08,4.608349213341967e-07
1938,4.926781471681352e-08,6.288129092979489e-07
1939,3.8235125288110794e-08,5.888209280158208e-07
1940,2.2822046474857416e-08,4.184041944021999e-07
1941,6.493305537702554e-08,5.017554673969471e-07
1942,6.675265740163638e-08,5.825686364424598e-07
1943,4.935499853253589e-08,6.445181961467483e-07
1944,7.711646965447017e-08,6.522768014605163e-07
1945,7.189063344625879e-08,6.339446674274996e-07
1946,7.517396038991819e-08,6.334102629068639e-07
1947,6.07964405485717e-08,6.306140631906487e-07
1948,5.87081931957556e-08,5.8490754195617e-07
1949,4.810334175431308e-08,5.438622512343727e-07
1950,4.2541444145172136e-08,6.179145046747436e-07
1951,3.944718607318265e-08,6.386179531858716e-07
1952,3.796129277588989e-08,5.757463110711569e-07
1953,7.002988100524021e-08,5.871735773155251e-07
1954,6.645324646115114e-08,6.821230478237794e-07
1955,6.851493417059373e-08,5.978632406922202e-07
1956,6.366433380478043e-08,5.677463352782297e-07
1957,5.3010226985783504e-08,5.292187559291506e-07
1958,5.542402936598023e-08,5.567220000557427e-07
1959,6.04558334504901e-08,5.433274452570913e-07
1960,5.81350018125093e-08,5.855025149159587e-07
1961,3.4740797572041515e-08,5.509890543820006e-07
1962,6.405376212770264e-08,5.58726379829011e-07
1963,6.33673220562514e-08,5.528475650606879e-07
1964,4.9280142522256654e-08,5.536411435969057e-07
1965,6.62117245475713e-08,5.329770420559043e-07
1966,6.369935856564979e-08,5.827106397404691e-07
1967,5.768492677971082e-08,6.192501755819535e-07
1968,7.410836255772324e-08,6.040954287911404e-07
1969,4.632593059161749e-08,5.091310542049143e-07
1970,5.104584846482574e-08,4.286011843213089e-07
1971,4.162101829852105e-08,5.194919996398539e-07
1972,3.642404128312293e-08,5.525168349507226e-07
1973,6.615844405644111e-08,5.165871943546563e-07
1974,6.975709038181677e-08,4.6185943469723156e-07
1975,8.16741678733024e-08,4.14082305333352e-07
1976,5.1421743085811045e-08,4.2680046430376706e-07
1977,7.345977415251781e-08,4.413463141617058e-07
1978,5.7623734561751405e-08,5.334650818866749e-07
1979,5.617894494047704e-08,5.436483263565606e-07
1980,7.674953250713656e-08,5.196227492731964e-07
1981,7.400892748643528e-08,5.035137471409712e-07
1982,8.628428449508618e-08,4.953586572042923e-07
1983,9.220361762984908e-08,5.08382943742447e-07
1984,8.06062215308323e-08,5.456867100406271e-07
1985,9.865515104845457e-08,4.7402598468693213e-07
1986,7.433161780534547e-08,5.305119756826571e-07
1987,7.699629028801169e-08,5.475291979806229e-07
1988,7.135898938415153e-08,5.894612646883957e-07
1989,8.396827055889844e-08,4.703320735099936e-07
1990,1.0134490557867082e-07,5.454099740731522e-07
1991,7.150987446635781e-08,5.24601134088698e-07
1992,6.832330751160853e-08,5.675242231717448e-07
1993,8.474987489570651e-08,5.666609101950826e-07
1994,8.54538120265147e-08,5.75494495613782e-07
1995,7.157635417698316e-08,5.254354906725212e-07
1996,8.754470925964597e-08,5.653039494291079e-07
1997,1.0356972302005829e-07,5.331922472429085e-07
1998,7.629006715248465e-08,5.993538403359366e-07
1999,1.0054442478590886e-07,5.753883360881673e-07
2000,1.0249832960163019e-07,5.964342539854783e-07
2001,9.813914170209159e-08,5.74814993825612e-07
2002,8.981504340255242e-08,5.945317624878044e-07
2003,8.583861443867136e-08,6.937926428918217e-07
2004,9.470301387537461e-08,7.175404821424536e-07
2005,1.0313586562560317e-07,8.003162967895605e-07
2006,1.0212366685635743e-07,7.799283743281649e-07
2007,1.3780954732922623e-07,1.001815419954255e-06
2008,1.2048554109966858e-07,1.0115677149258318e-06
2009,1.382775818292714e-07,1.1662998371519961e-06
2010,1.143157937200101e-07,1.4686272500341602e-06
2011,1.4072216525384817e-07,1.5976554728069914e-06
2012,1.4468073539219972e-07,1.988764335436599e-06
2013,1.3806168919217043e-07,2.037734823545634e-06
2014,1.494157226833437e-07,2.2834618356171177e-06
2015,1.2745308453077087e-07,2.2041626230873135e-06
2016,1.2863021359166282e-07,2.3627776748469387e-06
2017,1.552132196103173e-07,2.2912189088231116e-06
2018,1.6856977236301418e-07,2.533451443298418e-06
2019,1.4055943031721085e-07,2.4948659103074533e-06
