year,en_ADP enseignement_NOUN,en_ADP renseignement_NOUN
1800,9.432493897065797e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,4.746592452420373e-09,0.0
1821,7.88919063410276e-09,0.0
1822,1.9048670196752937e-08,0.0
1823,0.0,0.0
1824,8.421112696055388e-10,8.421112696055388e-10
1825,7.044354433105582e-09,8.805443041381977e-10
1826,1.4973572604048968e-08,0.0
1827,3.6869092223668076e-09,9.217273055917019e-10
1828,6.420610709767516e-09,0.0
1829,6.858540679832714e-09,0.0
1830,1.3567886369969528e-08,0.0
1831,3.1182412207897414e-09,1.5591206103948707e-09
1832,1.3529969256076413e-08,0.0
1833,9.266902800675325e-09,0.0
1834,1.3068343074351674e-08,0.0
1835,9.075705520444899e-09,0.0
1836,1.2769424795333606e-08,0.0
1837,0.0,0.0
1838,6.943378316748294e-09,1.2624323808552163e-09
1839,9.788065469251706e-09,0.0
1840,1.4013314952876499e-08,0.0
1841,7.57624718517036e-08,0.0
1842,3.018719141323345e-08,0.0
1843,1.2995204023980023e-08,0.0
1844,4.171306500211358e-08,0.0
1845,3.0133230854989534e-08,0.0
1846,2.3418005756781213e-08,5.854501328173001e-10
1847,1.294373674909366e-08,2.6966118227278457e-09
1848,1.1263310673026439e-08,0.0
1849,3.6869426622843093e-08,1.5920887719289567e-08
1850,4.6844071732721204e-08,6.788996032014438e-10
1851,3.4826967976187007e-08,3.2247193804124663e-09
1852,2.7344290387532055e-08,1.3021090872200602e-09
1853,2.9262466227919504e-08,5.971931837933653e-10
1854,3.065441944727354e-08,1.0391328908454511e-09
1855,1.963566731433275e-08,2.1227748447927297e-09
1856,4.918329893355278e-08,2.5885946719483854e-09
1857,1.7085282522089074e-08,9.763018171682347e-10
1858,2.3489644007668176e-08,2.4468380654951716e-09
1859,3.4626779221724746e-08,2.036869339860914e-09
1860,1.6020143434047895e-08,3.661747127736703e-09
1861,2.6409397335669382e-08,3.3011746669586728e-09
1862,1.8975542914745347e-08,4.517986262886353e-10
1863,8.490855407661257e-09,4.994620828036034e-10
1864,3.931676806345763e-08,9.589455896019672e-10
1865,2.541696020319506e-08,2.3534221238463715e-09
1866,1.9462451206209153e-08,1.9462451650298362e-09
1867,2.717574432153924e-08,5.82337378318698e-09
1868,2.865127013418345e-08,4.939874287401835e-09
1869,4.199826619810665e-08,6.8369265804335555e-09
1870,3.956493799250893e-08,1.1468097582678638e-09
1871,6.372706451429622e-08,0.0
1872,5.503078881474721e-08,2.4189357183956872e-09
1873,4.0704829895599204e-08,5.986004469882289e-10
1874,1.2546679251101978e-08,4.182226565063729e-09
1875,3.4901315615343265e-08,0.0
1876,7.255217759905008e-09,1.209202959984168e-09
1877,4.329371083855449e-09,4.329371083855449e-09
1878,1.872117572077059e-08,1.8117265465633636e-09
1879,2.443730062751115e-08,1.832797580370027e-09
1880,2.6954954268632036e-08,2.5671385017744797e-09
1881,3.834879308550754e-08,3.4862537301449947e-09
1882,2.3959386918903647e-08,1.3310770263785798e-09
1883,2.6541223441256534e-08,1.2638677882037541e-09
1884,2.9047465766041114e-08,1.9805090900604227e-09
1885,2.6427105837001363e-08,1.2891271383708158e-09
1886,3.87207848007165e-08,1.2906927748801422e-09
1887,3.003305337756501e-08,3.264462256069578e-09
1888,1.3949351895803375e-08,6.340614699951175e-10
1889,4.9494580878217675e-08,1.8795409673089125e-09
1890,3.604912485188905e-08,6.554386478008212e-10
1891,4.971891587324251e-08,1.2748440081367107e-09
1892,3.949162774574688e-08,1.2537024751679837e-09
1893,4.1877232404008424e-08,3.695050043717174e-09
1894,1.890461720499559e-08,1.2603078580752936e-09
1895,4.4537748600248506e-08,0.0
1896,3.4792471126365854e-08,2.358811590497112e-09
1897,2.1558839713442524e-08,5.826713556089658e-10
1898,3.96084840481592e-08,2.8291773368493978e-09
1899,1.1442087455293404e-07,0.0
1900,3.8413792369240696e-08,2.07642125715779e-09
1901,5.19752711980459e-08,5.029864968975062e-09
1902,4.4192553616539954e-08,4.910283846193408e-10
1903,3.942160864411903e-08,2.1600881083827517e-09
1904,3.0635362691100454e-08,5.374625189347171e-10
1905,4.2318223258952514e-08,2.580379465655369e-09
1906,2.3148829852992492e-08,5.144184633820714e-09
1907,3.8057040352423854e-08,1.028568674676933e-09
1908,2.701263968063472e-08,8.349361202419914e-09
1909,3.740668819141035e-08,5.500983557560346e-10
1910,4.168437661711266e-08,1.6032452032632705e-09
1911,6.96969014724047e-08,1.0640748282497725e-09
1912,7.918320060751327e-08,0.0
1913,5.302989652955503e-08,0.0
1914,4.28591603318651e-08,1.3393487430235496e-09
1915,2.238344798399794e-08,0.0
1916,2.636990914517412e-08,2.197492410260793e-09
1917,1.7546279096336548e-08,3.289927441585405e-09
1918,3.2161853624756986e-08,0.0
1919,5.248473505803375e-08,1.8415696745321952e-09
1920,7.042175331761769e-08,1.514446346106979e-09
1921,5.149468251808287e-08,2.2718242842501013e-09
1922,3.467629533515648e-08,1.4755870969551665e-09
1923,7.537323476469737e-08,6.369568872344189e-09
1924,5.0277336072213075e-08,0.0
1925,4.7292164850887275e-08,7.698724324711748e-09
1926,2.1177662734572777e-08,4.458455382660986e-09
1927,3.34476758512281e-08,1.1149224876660924e-09
1928,3.19929166492372e-08,2.2852082448565625e-09
1929,2.6736975522467787e-08,3.342121912552898e-09
1930,4.096405525899627e-08,2.100720708497761e-09
1931,6.843213995466613e-08,5.7026783295555106e-09
1932,6.356531190299108e-08,0.0
1933,2.982372038218273e-08,1.1470662197865522e-09
1934,3.834105832822843e-08,0.0
1935,4.0692166081157666e-08,0.0
1936,3.273673021553236e-08,1.2124714565686645e-09
1937,6.295559051849864e-08,0.0
1938,6.223302762009553e-08,2.5930428915188486e-09
1939,4.129393715857077e-08,0.0
1940,5.0715659227762444e-08,0.0
1941,4.427253941230447e-08,2.9515025978810172e-09
1942,4.247896612241675e-08,3.034211770724937e-09
1943,4.0645293575281016e-08,0.0
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,3.485606603348401e-08,2.178504043826024e-09
1946,4.315542412314244e-08,2.7842208538686464e-09
1947,3.9338875268413176e-08,2.3841741914054637e-09
1948,5.544662684542345e-08,0.0
1949,5.792034740714769e-08,0.0
1950,6.806631347444636e-08,0.0
1951,5.3307010583480974e-08,0.0
1952,4.1124735061792705e-08,0.0
1953,3.663101255657608e-08,2.1547654771580937e-09
1954,3.0294863506696856e-08,3.9090144454689835e-09
1955,2.7218263198847126e-08,3.754243138587299e-09
1956,6.453644729731423e-08,8.72114158667614e-10
1957,5.566073896234869e-08,8.835037701437898e-10
1958,6.204182700919603e-08,3.3088973783179654e-09
1959,8.913360338702603e-08,3.8753737996444215e-09
1960,1.0381249948565596e-07,6.920833350854139e-10
1961,5.002674541287888e-08,2.08444772553662e-09
1962,6.151697728995487e-08,6.341956293454132e-09
1963,8.147227015253833e-08,3.2330267352165265e-09
1964,7.848318928083131e-08,2.4335873316516654e-09
1965,5.964527360902139e-08,5.472043373977442e-10
1966,9.804162659499127e-08,1.6617224263271169e-09
1967,6.557346332591862e-08,1.9721342336964653e-09
1968,1.1363282392817808e-07,1.7965663401398047e-09
1969,1.5260305763487025e-07,1.8167031212712459e-09
1970,1.3750188121441909e-07,1.8394900047624674e-09
1971,1.2589073383750815e-07,1.541519245584766e-09
1972,1.421050739303098e-07,2.0520587451500205e-09
1973,1.245984042608228e-07,4.410563025913916e-09
1974,1.665169169218217e-07,2.812785782069227e-09
1975,1.4392930047790742e-07,2.8557400888473694e-09
1976,1.3369652873684856e-07,2.285410749536254e-09
1977,1.2811384442201756e-07,2.938390863960194e-09
1978,1.1643558739393711e-07,3.5643548113029055e-09
1979,1.3225459571941656e-07,2.3407893401383717e-09
1980,1.7510264793685337e-07,1.7055452605774235e-09
1981,1.9545948037880123e-07,6.325549528618524e-10
1982,2.2471158966919091e-07,1.2415004579935385e-09
1983,1.8440722904244922e-07,1.89459470334441e-09
1984,4.708794805186045e-07,4.059305780401701e-09
1985,2.6709077671771553e-07,1.2031116103372597e-09
1986,2.919314530114292e-07,1.1988970927134801e-09
1987,3.079851584875115e-07,4.888653482026939e-09
1988,3.25612873053327e-07,3.597932174415064e-09
1989,2.4257500508273466e-07,2.1952488715726304e-09
1990,1.8525414025027942e-07,2.179460389939436e-09
1991,2.5614602816581566e-07,2.344586080837985e-09
1992,2.5566141914623586e-07,9.91789939064347e-09
1993,4.004847053984406e-07,5.539207315052863e-09
1994,2.437016055067964e-07,1.1077346151466827e-08
1995,2.591931389517299e-07,1.0844901865425527e-08
1996,2.5836367290033024e-07,7.473328622609188e-09
1997,4.233891841565196e-07,1.1987236092636522e-08
1998,2.2457887949300925e-07,1.2873949017944142e-08
1999,2.5501723588394754e-07,2.376504681933511e-08
2000,3.905539780468814e-07,1.2370488633450805e-08
2001,3.163234872927134e-07,1.7524847351069184e-08
2002,3.439258942083967e-07,1.2267419968736704e-08
2003,2.454317633571179e-07,1.583430631058036e-08
2004,2.6164459265842765e-07,1.6297727611913615e-08
2005,3.846202161206236e-07,1.4411998705554652e-08
2006,4.789105867430976e-07,2.7589862838794943e-08
2007,3.4911751511934597e-07,1.3581230362547103e-08
2008,2.8269398100189136e-07,2.426740586258802e-08
2009,3.924222387041709e-07,2.7178696626606325e-08
2010,3.089360567365418e-07,1.2754241218715379e-08
2011,5.250313437343834e-07,1.1471915861704929e-08
2012,3.482550645639293e-07,2.144679278615058e-08
2013,3.4808281457188173e-07,8.925200134513034e-09
2014,1.9987058408332814e-07,2.663497511434798e-08
2015,2.2897224538631633e-07,1.5072712855612735e-08
2016,2.3344002197944747e-07,1.8849194205472486e-08
2017,2.772203684386909e-07,1.2578056818313144e-08
2018,2.7724952578189743e-07,1.9360999914397325e-08
2019,3.033124529316922e-07,1.6581420680950032e-08
