year,en_ADP établissement_NOUN,en_ADP etablissement_NOUN,en_ADP rétablissement_NOUN
1800,6.288328968651058e-09,0.0,3.458580977167003e-08
1801,2.3811825844433088e-09,0.0,7.143547975374531e-09
1802,4.475680270843441e-09,0.0,6.713520406265161e-09
1803,3.900678446910888e-09,3.900678446910888e-09,1.950339223455444e-09
1804,0.0,2.4718509461507665e-09,3.213406074564773e-08
1805,3.1271653710973624e-08,2.842877711017877e-09,0.0
1806,2.305335300434308e-08,0.0,5.76333825108577e-09
1807,4.839823830593559e-08,0.0,3.9857372513552036e-08
1808,3.6257183921861724e-08,0.0,1.8128591960930862e-08
1809,2.259030518203531e-09,2.259030518203531e-09,6.7770917766551975e-09
1810,4.212228077449254e-08,0.0,3.2761775514700275e-08
1811,5.0141535368197765e-09,2.5070767684098882e-09,2.5070767684098882e-09
1812,0.0,0.0,1.0668832928217853e-08
1813,2.0130190847567064e-08,0.0,2.5881675469463516e-08
1814,2.8320094713762956e-08,0.0,1.5733386149463513e-08
1815,2.4275012222574333e-08,0.0,2.697223555614414e-09
1816,1.622322720606917e-08,0.0,6.952811659743929e-09
1817,2.3353100786493997e-08,0.0,7.784366928831332e-09
1818,2.5034472272977837e-08,1.1921177378582115e-09,1.5497530370112145e-08
1819,5.175524897538253e-09,0.0,1.3456364911235141e-08
1820,2.3732962262101864e-08,1.1866481131050932e-09,1.1866481131050932e-08
1821,1.3806083387635226e-08,0.0,1.97229765852569e-09
1822,5.1130641054442094e-08,0.0,5.012807946513931e-09
1823,1.680056804787e-08,1.9765373782121287e-09,1.1859224713361982e-08
1824,3.621078548121659e-08,0.0,6.736890156844311e-09
1825,1.4969252504215547e-08,0.0,2.4655239627691117e-08
1826,2.6423952803611428e-08,0.0,1.4092774947016551e-08
1827,2.7651818612639545e-08,0.0,4.608636672287503e-08
1828,1.3758452155343548e-08,0.0,4.219258542548232e-08
1829,3.429270378774163e-08,0.0,2.4862210068476998e-08
1830,5.218417697960831e-09,0.0,9.39315203396518e-09
1831,6.080570358335535e-08,0.0,2.6505050598757407e-08
1832,6.3590853471851e-08,2.705993873419743e-09,1.8941957335982806e-08
1833,4.6334513115198206e-08,0.0,2.7800709290204395e-08
1834,3.547121707470069e-08,9.334530925997342e-10,4.573920264761e-08
1835,3.6302822081779595e-08,0.0,3.100866052818674e-08
1836,2.016225053580456e-08,6.720750067579218e-10,3.024337402735e-08
1837,6.053365098068753e-08,0.0,2.365682938432201e-08
1838,2.3354999711955315e-08,0.0,1.64116205070286e-08
1839,3.216078425793967e-08,0.0,2.3771015378315496e-08
1840,8.280595409360103e-08,0.0,1.4013314952876499e-08
1841,2.8250413564023802e-08,0.0,3.146068650039524e-08
1842,2.4820581145945653e-08,0.0,5.0982812638267205e-08
1843,3.603215859016018e-08,0.0,3.485077471054865e-08
1844,2.5247381074677833e-08,0.0,1.975882035765153e-08
1845,3.906159662392383e-08,1.1160455892778032e-09,2.17628883802945e-08
1846,3.7468808500307205e-08,0.0,8.664662232149567e-08
1847,4.1527822958187244e-08,0.0,2.0494249852731627e-08
1848,4.585776380849893e-08,0.0,4.34441957963827e-08
1849,5.865590324560799e-08,0.0,1.5920887719289567e-08
1850,3.6660580349234806e-08,6.788996032014438e-10,2.0366988096043315e-08
1851,7.545843616618697e-08,6.449438760824933e-10,2.3862924081186065e-08
1852,8.463709377792838e-08,1.3021090872200602e-09,2.408901877970493e-08
1853,6.449686651421871e-08,0.0,1.6124216628554677e-08
1854,4.572184764128906e-08,5.195664454227256e-10,1.8704392701351935e-08
1855,5.200798369742188e-08,0.0,2.7596072982305486e-08
1856,5.021873406008126e-08,0.0,1.6049286344355096e-08
1857,5.857810947418329e-08,0.0,1.8549734193129552e-08
1858,4.257498176230001e-08,0.0,7.34051397444091e-09
1859,7.230886445164231e-08,0.0,1.7313389832906978e-08
1860,6.636916793922865e-08,0.0,2.5632230560290736e-08
1861,4.33868656557479e-08,9.431927461278633e-10,1.6034276129062164e-08
1862,4.472806480748659e-08,0.0,2.1234535907410645e-08
1863,3.446288232566985e-08,4.994620828036034e-10,3.1965573299430616e-08
1864,5.418042547944424e-08,9.589455896019672e-10,2.3973639073915365e-08
1865,3.435996337453062e-08,0.0,1.4591217123438582e-08
1866,3.2113046444237625e-08,0.0,2.8707116683790446e-08
1867,7.667442503134225e-08,0.0,2.620518202434141e-08
1868,1.0225539170960474e-07,1.4819622196071691e-09,2.0747471296544973e-08
1869,5.1765301378736694e-08,7.325278605918584e-09,1.2208797528501236e-08
1870,2.0069169881509197e-08,0.0,1.6628741050794815e-08
1871,5.947859449406678e-08,0.0,2.8677177965619194e-08
1872,7.01491345012073e-08,0.0,7.861540751719076e-08
1873,9.457887273356391e-08,0.0,1.4366410283628284e-08
1874,4.600449088343339e-08,5.974609140757536e-10,2.5690820137924675e-08
1875,5.549881387789668e-08,5.721527140956084e-10,2.9751941355016243e-08
1876,8.162119713439608e-08,6.04601479992084e-10,2.1765654167893445e-08
1877,4.143826615177204e-08,0.0,3.154256233983688e-08
1878,6.461824852976861e-08,6.039088673581716e-10,4.287753085918666e-08
1879,6.903537375091418e-08,6.10932526790009e-10,3.360128886242819e-08
1880,5.262634061864446e-08,0.0,2.6954953824542827e-08
1881,9.412885049187025e-08,1.3945015142624584e-09,1.743126887276958e-08
1882,5.457415852561098e-08,1.3310770263785798e-09,4.3925542314582344e-08
1883,4.676310894069502e-08,0.0,2.464542170343975e-08
1884,5.6114424218378645e-08,0.0,1.7824582698722224e-08
1885,5.1565084646654213e-08,0.0,1.0957580620640783e-08
1886,4.065682190912412e-08,6.453463874400711e-10,2.8395241713496944e-08
1887,5.6148752813900416e-08,6.528924623161458e-10,3.7867764035581786e-08
1888,4.2482117379449846e-08,6.340614699951175e-10,2.4094335415725254e-08
1889,5.07476087818759e-08,0.0,2.5060547415023393e-08
1890,7.930807860434541e-08,6.554386478008212e-10,3.4082809463598096e-08
1891,7.64906431527379e-08,0.0,4.3344694944380535e-08
1892,6.769993632360638e-08,6.268512375839919e-10,2.382034658410248e-08
1893,6.77425830986067e-08,0.0,2.6481190573690583e-08
1894,4.0960006941759275e-08,6.301539290376468e-10,2.079507943619774e-08
1895,4.092657945875544e-08,0.0,2.4074457982692365e-08
1896,4.8355638160302306e-08,0.0,2.7126333179694484e-08
1897,4.136966680334808e-08,0.0,1.4566784223291052e-08
1898,4.639851169940812e-08,1.13167097914868e-09,2.4330926606808134e-08
1899,1.813045660270518e-07,2.2110313580014918e-09,2.432134493801641e-08
1900,6.125442553184257e-08,2.07642125715779e-09,1.764958135197503e-08
1901,5.97995076234703e-08,5.588738916095792e-10,5.979950401524547e-08
1902,4.566564015817676e-08,1.9641135384773634e-09,1.915010727771005e-08
1903,9.450385185516552e-08,2.1600881083827517e-09,1.9980815224585058e-08
1904,6.180818790113562e-08,5.374625189347171e-10,3.3860139581065596e-08
1905,4.489860216949637e-08,5.160759042333041e-10,2.9932401446330914e-08
1906,6.275904951280609e-08,1.5432553568395235e-09,9.259531807970234e-09
1907,5.451413959134399e-08,5.142843373384665e-10,2.7771354993433306e-08
1908,5.353414178621563e-08,9.822778146428846e-10,5.107844458507316e-08
1909,4.620826332679684e-08,1.6502950672681038e-09,1.5402754627302784e-08
1910,4.702852507421085e-08,0.0,1.2825961626106164e-08
1911,3.8838731342139e-08,1.5961122423746588e-09,2.926205766584644e-08
1912,5.990834495150921e-08,0.0,3.125652625612929e-08
1913,6.098438376511695e-08,1.060597942803554e-09,2.227255713194154e-08
1914,7.299450999198598e-08,0.0,6.696743604095445e-09
1915,6.479419312199752e-08,0.0,1.6493066468115103e-08
1916,4.614734194774428e-08,0.0,3.2962386153911893e-09
1917,6.031533672512523e-08,0.0,6.57985488317081e-09
1918,3.445912710731136e-08,1.1486376294556067e-09,5.743188147278033e-09
1919,7.458357487166722e-08,1.8415696745321952e-09,1.4732557396257562e-08
1920,6.739286106949294e-08,0.0,6.815008557481406e-09
1921,7.11838264444431e-08,0.0,6.815472630705699e-09
1922,8.779743154718744e-08,0.0,1.770704471937279e-08
1923,8.280439223184999e-08,3.1847844361720945e-09,1.4862327368803108e-08
1924,8.508472149060253e-08,0.0,1.1602462102189293e-08
1925,6.708888378170741e-08,2.1996355847875293e-09,8.798542339150117e-09
1926,7.57937428375044e-08,1.1146138456652466e-09,2.7865345586519652e-08
1927,5.351628118432927e-08,2.2298449753321847e-09,1.4493992672726108e-08
1928,5.0274582719112004e-08,2.2852082448565625e-09,4.570416489713125e-09
1929,9.580749349424877e-08,3.342121912552898e-09,1.6710609784809094e-08
1930,6.407198327451624e-08,0.0,1.7856125467119455e-08
1931,5.5886246741465584e-08,3.4216069977333063e-09,4.5621426636444085e-09
1932,7.562080384104775e-08,0.0,1.0959536611565568e-09
1933,6.76769076335404e-08,1.1470662197865522e-09,3.4411986593596566e-09
1934,6.470052937856963e-08,0.0,4.7926320689839486e-09
1935,3.949533677882755e-08,1.196828414151696e-09,5.98414207075848e-09
1936,6.66859278908305e-08,1.2124714565686645e-09,2.9099314957647948e-08
1937,5.5400921183945684e-08,0.0,8.813782592653752e-09
1938,5.963998717106733e-08,9.075650453382877e-09,1.6854778905894818e-08
1939,5.6587985852729616e-08,3.058810094103137e-09,2.4470480752825097e-08
1940,6.593035806190528e-08,2.5357829169792012e-09,1.0143131667916805e-08
1941,5.60785480274717e-08,0.0,1.1806010391524069e-08
1942,7.282108072104165e-08,1.2136847082899749e-08,0.0
1943,5.516146828199453e-08,2.9032352077962287e-09,1.7419411690866582e-08
1944,6.747690939334916e-08,0.0,0.0
1945,4.357008265287732e-08,0.0,4.357008087652048e-09
1946,6.264496654750928e-08,4.1763312808029696e-09,2.7842208538686464e-09
1947,8.702235732016561e-08,1.1920870957027319e-09,4.7683483828109274e-09
1948,7.284165093324191e-08,1.0871887834440486e-09,7.610321262063735e-09
1949,2.0812058287855706e-07,9.817008317369869e-10,5.890204768377316e-09
1950,1.499585906561407e-07,0.0,5.317680518146517e-09
1951,1.4179664653557467e-07,1.4925962910083967e-08,3.4116485636559446e-08
1952,8.963083675261885e-08,6.326882351359586e-09,4.2179215675730575e-09
1953,1.2713115893348004e-07,5.386913581872932e-09,6.464296653518886e-09
1954,8.697556808101581e-08,9.772536113672459e-10,5.863521668203475e-09
1955,2.3651731417828614e-07,2.815682353940474e-09,7.508486277174597e-09
1956,1.8663242795646795e-07,4.36057079333807e-09,1.657016923672927e-08
1957,2.3147798566824918e-07,3.534015080575159e-09,7.068030161150318e-09
1958,1.7454433615116116e-07,1.0753916701577992e-08,1.0753916868111446e-08
1959,2.084951097325316e-07,3.875373910666724e-09,7.750747599288843e-09
1960,2.622995941004014e-07,5.536666680683311e-09,7.612916519406099e-09
1961,4.321755202596478e-07,6.948159270159238e-10,1.042223907177231e-08
1962,2.3655496905750084e-07,2.5367825617905737e-09,1.1415521861124489e-08
1963,2.405371901659237e-07,3.2330267352165265e-09,5.1728425987107585e-09
1964,2.4457552227907797e-07,1.2167936658258327e-09,7.300761772910391e-09
1965,1.3351786043447333e-07,1.3132904208568164e-08,1.094408652591028e-08
1966,2.138082855207557e-07,1.6617224263271169e-09,1.495550172592175e-08
1967,1.4396579217645922e-07,5.423369309198733e-09,9.367637332502454e-09
1968,1.940291696200802e-07,7.635406917838594e-09,2.6948494546985557e-09
1969,1.439737155606302e-07,5.904285033109247e-09,1.4533624970169967e-08
1970,1.7061269308449312e-07,3.2191074805787423e-09,5.518470125309705e-09
1971,2.1016045814725715e-07,2.5691987426412766e-09,1.284599360218408e-08
1972,1.795551355376901e-07,1.5390440588625154e-09,5.130146973897354e-09
1973,2.1501494590348003e-07,6.615844427848572e-09,5.513203671370093e-09
1974,2.2783565445383402e-07,1.687671502548227e-09,8.438357568252286e-09
1975,1.7305785604548873e-07,5.140332159925265e-09,5.711480177694739e-09
1976,2.4910977458603156e-07,6.8562320265641574e-09,7.427584769459372e-09
1977,2.779717847012364e-07,5.289103821581875e-09,6.464460078348111e-09
1978,2.6019791321552077e-07,5.940591463193812e-09,8.910887139279566e-09
1979,3.1483616003136206e-07,4.681578680276743e-09,2.808947208166046e-08
1980,2.694761331856199e-07,3.4110904101325445e-09,1.0801786132219604e-08
1981,2.9224037789710167e-07,1.0120879245789638e-08,1.138598904049104e-08
1982,2.2284932743588115e-07,1.0552753781922775e-08,9.932003663948308e-09
1983,3.385009428313879e-07,1.1367568553133367e-08,7.57837881337764e-09
1984,3.1082686646755064e-07,1.3917620222958504e-08,1.2177918229383522e-08
1985,3.0739501122312163e-07,1.3234227713709856e-08,1.6242006850575308e-08
1986,4.915478206690693e-07,1.3787316288649265e-08,6.593933843390687e-09
1987,3.263176249213018e-07,6.721898593298192e-09,3.0554083707556856e-09
1988,3.747846046842085e-07,1.2592763054541933e-08,2.5185526553173077e-08
1989,4.769178048036338e-07,1.4817930216182162e-08,3.7319232149002346e-08
