year,aucun_DET établissement_NOUN,aucun_DET etablissement_NOUN,aucun_DET rétablissement_NOUN
1858,2.569179962108592e-07,0.0,4.404308473482388e-09
1859,3.1978848902269874e-07,5.092173349652285e-10,3.055304009791371e-09
1860,3.0804449124843813e-07,4.577183909670879e-10,0.0
1861,3.249298945462442e-07,4.715963730639317e-10,6.6023493339173456e-09
1862,3.496921241463724e-07,0.0,2.710791813242963e-09
1863,3.366374308200193e-07,0.0,1.4983863039219614e-09
1864,3.893319231451642e-07,0.0,4.794727948009836e-10
1865,3.261843239954487e-07,0.0,0.0
1866,2.33549412698153e-07,0.0,0.0
1867,3.7415177800426136e-07,4.85281148598915e-10,0.0
1868,3.0281428564649104e-07,1.4819622196071691e-09,0.0
1869,2.720120235721879e-07,2.441759683335931e-09,9.767038289254515e-10
1870,2.3337579158067e-07,2.2936195165357276e-09,0.0
1871,2.0392660715629063e-07,4.248470908407853e-09,0.0
1872,2.9269121704089684e-07,0.0,5.442605477412599e-09
1873,2.819408120302569e-07,5.986004469882289e-10,5.986004469882289e-10
1874,3.435400159901292e-07,5.974609140757536e-10,1.1949218281515073e-09
1875,2.837877559613844e-07,0.0,2.8607636259891933e-09
1876,3.2890321577383475e-07,0.0,5.441413541973361e-09
1877,3.568638931028545e-07,0.0,6.184815992682502e-10
1878,2.971231705117816e-07,0.0,1.2078177347163432e-09
1879,3.708360516441189e-07,0.0,1.221865053580018e-09
1880,4.916070288629726e-07,0.0,6.417846254436199e-10
1881,3.5280888610600414e-07,3.486253841167297e-09,6.2752567586699115e-09
1882,3.1147203571890714e-07,6.655385131892899e-10,1.3310770263785798e-09
1883,3.1533500077784993e-07,1.8958017378167824e-09,6.319338829996468e-09
1884,3.967619939260203e-07,4.621187876807653e-09,1.3203393933736152e-09
1885,3.7771424388211017e-07,6.445635691854079e-10,1.933690763067375e-09
1886,3.7042883604954113e-07,3.872078213618124e-09,6.453463874400711e-10
1887,2.7356193754712876e-07,0.0,1.3057849246322917e-09
1888,2.9737481810343525e-07,1.268122939990235e-09,0.0
1889,3.5585976476681935e-07,6.265136742733546e-10,6.265136742733546e-10
1890,3.572140734320328e-07,1.3108772956016423e-09,3.2771931834929546e-09
1891,3.7544154452007206e-07,6.374220040683554e-10,6.3742202627281586e-09
1892,2.9336638540655713e-07,0.0,2.5074049503359674e-09
1893,2.8944558128074505e-07,1.2316833108982905e-09,0.0
1894,2.6529481189641047e-07,6.301539290376468e-10,0.0
1895,3.2801450267072596e-07,0.0,0.0
1896,2.9426175984781366e-07,5.89702897624278e-10,2.948514543632541e-09
1897,2.703595072262033e-07,1.1653427112179315e-09,6.409384800676321e-09
1898,2.710351871826333e-07,5.6583548957434e-10,5.6583548957434e-10
1899,3.211522923152188e-07,5.527578395003729e-10,1.1055156790007459e-09
1900,3.1769246433555054e-07,1.038210628578895e-09,0.0
1901,3.2750009637538824e-07,0.0,3.912117296778206e-09
1902,3.8202008312282487e-07,1.4730852093691738e-09,2.9461704187383475e-09
1903,4.2931750954267045e-07,0.0,3.2401321625741275e-09
1904,4.444815147053305e-07,6.987012746151322e-09,1.6123875568041512e-09
1905,3.5351200011746187e-07,3.096455536422127e-09,1.0321518084666081e-09
1906,4.1359244207228585e-07,1.5432553013283723e-09,3.0865106026567446e-09
1907,3.003420445679694e-07,3.599990305858114e-09,1.028568674676933e-09
1908,3.285719287760003e-07,4.911389073214423e-10,3.437972351250096e-09
1909,3.306091009847023e-07,1.6502950672681038e-09,6.60118004702781e-09
1910,2.949971182886202e-07,1.6032452032632705e-09,3.740905363258662e-09
1911,2.8676815588823956e-07,1.0640748282497725e-09,1.0640748282497725e-09
1912,2.7557838322422867e-07,0.0,5.2094213387476884e-09
1913,2.953765410040887e-07,1.060597942803554e-09,0.0
1914,2.5112788293313315e-07,4.687720711604726e-09,0.0
1915,2.768478992720702e-07,2.3561523843085297e-09,3.534228465440492e-09
1916,2.8677275309973993e-07,1.0987462051303964e-09,9.888715624128963e-09
1917,2.807404726468121e-07,0.0,0.0
1918,2.6418666010386005e-07,1.1486376294556067e-09,1.1486376294556067e-09
1919,2.3664170445414356e-07,9.207848372660976e-10,0.0
1920,2.7411478242811427e-07,1.514446346106979e-09,5.300562211374427e-09
1921,2.877644043053351e-07,0.0,1.5145494858259667e-09
1922,2.427340799471267e-07,1.4755870969551665e-09,1.4755870969551665e-09
1923,2.6964508492710593e-07,4.246379248229459e-09,2.1231896241147297e-09
1924,2.2560342571864567e-07,0.0,0.0
1925,2.44159544138256e-07,2.1996355847875293e-09,4.399271169575059e-09
1926,1.794528294851716e-07,1.1146138456652466e-09,2.229227691330493e-09
1927,1.795025177386833e-07,3.3447675740205796e-09,3.344767462998277e-09
1928,2.2280780953565227e-07,0.0,1.371124969118398e-08
1929,2.4508893403663023e-07,2.2280812750352652e-09,3.342121912552898e-09
1930,1.8276269386774402e-07,3.1510811737689437e-09,4.201441416995522e-09
1931,2.828528522513807e-07,1.1405356659111021e-09,0.0
1932,3.4412943605843793e-07,0.0,2.1919073223131136e-09
1933,2.512074956939614e-07,1.1470662197865522e-09,3.4411986593596566e-09
1934,1.9410159701749308e-07,0.0,9.585264137967897e-09
1935,1.7473695024250446e-07,2.393656828303392e-09,5.98414207075848e-09
1936,1.891455490010685e-07,2.424942913137329e-09,3.6374143697059935e-09
1937,2.505632465954477e-07,0.0,1.2591118148108649e-09
1938,2.2170517066655293e-07,1.2965214457594243e-09,9.075650009293668e-09
1939,2.2329313509317217e-07,1.5294050470515685e-09,9.176430282309411e-09
1940,1.4961119432221892e-07,1.5214697057785997e-08,5.0715658339584024e-09
1941,1.5642964434903206e-07,0.0,0.0
1942,1.9115534666269696e-07,9.102635090130207e-09,6.068423541449874e-09
1943,1.1612940653549231e-07,0.0,1.1612940831184915e-08
1944,2.0885709872686675e-07,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.6992331097753777e-07,0.0,2.178504043826024e-09
1946,1.573084773554001e-07,1.3921104269343232e-09,9.744772988540262e-09
1947,1.1324827475789334e-07,3.5762612871081956e-09,1.1920871179071924e-08
1948,1.1089325280266848e-07,1.0871887834440486e-09,2.174377566888097e-09
1949,1.6983424888650234e-07,6.8719057111366055e-09,3.9268033269479474e-09
1950,1.7229285020903262e-07,0.0,1.0635361480382244e-09
1951,1.727147083130376e-07,1.0661401761424827e-09,0.0
1952,1.550086192736444e-07,1.0544803918932644e-09,1.4762725264461096e-08
1953,1.6160741544979373e-07,0.0,6.464296653518886e-09
1954,1.778601550483927e-07,0.0,2.9317608341017376e-09
1955,1.0981161580048138e-07,3.754243138587299e-09,1.8771215692936494e-09
1956,1.3517768948645426e-07,4.36057079333807e-09,7.849027205963921e-09
1957,1.4842862761099695e-07,0.0,5.301022731885041e-09
1958,1.45591489975061e-07,8.272243445794913e-10,4.1361216673863055e-09
1959,1.7051644718435455e-07,0.0,3.100299128533379e-09
1960,1.3703249734930978e-07,0.0,1.3841666701708277e-09
1961,1.5563876942792376e-07,6.948159270159238e-10,2.08444772553662e-09
1962,1.5918311024876175e-07,1.9025869213429303e-09,1.9025869768540815e-09
1963,1.5324546698280983e-07,1.2932106496776896e-09,4.526237051827309e-09
1964,1.952953834205573e-07,6.083968329129164e-10,2.4335873316516654e-09
1965,1.6197247809657256e-07,4.377634810204256e-09,2.188817349590977e-09
1966,1.5010893150702032e-07,3.323444963676536e-09,3.3234448526542337e-09
1967,1.350911915665165e-07,1.479100675272349e-09,2.4651677921205817e-09
1968,1.491150065646707e-07,0.0,2.245707925174756e-09
1969,2.5161337546819595e-07,1.8167030935156703e-09,1.3625273131978588e-09
1970,2.3545471705688215e-07,9.197450023812337e-10,9.197450023812337e-10
1971,1.818992720892254e-07,1.0276794970565106e-09,1.541519245584766e-09
1972,2.3598676079927827e-07,1.5390440033513642e-09,5.130146862875051e-10
1973,2.0123193600340983e-07,0.0,3.3079223804577396e-09
1974,2.3571144858181015e-07,1.1251143350321513e-09,5.625571675160757e-10
1975,2.124670590575306e-07,1.7134440533084216e-09,5.711480177694739e-10
1976,2.759633366267167e-07,0.0,2.856763492431469e-09
1977,2.2860680637393216e-07,1.1753563677885381e-09,1.7630346071939584e-09
1978,2.45940488419194e-07,0.0,5.346532105932056e-09
1979,2.639240115343e-07,0.0,8.192762690484301e-09
1980,3.3201278970551584e-07,1.1370301367108482e-09,4.548120546843393e-09
1981,3.3272391952721136e-07,0.0,1.8976649140967083e-09
1982,1.427725511149447e-07,6.207502289967692e-10,1.2415004579935385e-09
1983,1.319901024032788e-07,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.3975609824967705e-07,0.0,1.1598016991243298e-09
1985,1.1489715756596297e-07,0.0,1.8046674155058895e-09
1986,9.950845747397352e-08,0.0,2.3977941854269602e-09
1987,1.2038308838668854e-07,1.2221633705067347e-09,3.055408426266837e-09
1988,1.379207343887856e-07,2.398621523624911e-09,0.0
1989,1.3610542914932466e-07,5.488122178931576e-10,2.1952488715726304e-09
1990,1.3403681187185157e-07,0.0,2.179460389939436e-09
1991,1.1078169404044047e-07,0.0,0.0
1992,1.3554462974241233e-07,5.509944167592096e-10,2.2039776670368383e-09
1993,1.1964687818277753e-07,1.6617622278225497e-09,5.539207426075166e-10
1994,1.097184760823211e-07,1.0549853213248639e-09,5.274926606624319e-10
1995,1.0736452260573515e-07,1.626735190995987e-09,1.0844901643380922e-09
1996,1.0516041726305048e-07,2.135236876199542e-09,4.804283193493575e-09
1997,1.0021329721610073e-07,4.79489448146353e-10,3.3564261370244708e-09
1998,1.1681916767258826e-07,0.0,1.43043876743576e-09
1999,1.0100144276492529e-07,4.570201161957499e-10,2.2851005809787495e-09
2000,1.1884504758086223e-07,4.4180314962005696e-10,4.418031385178267e-09
2001,1.1303526648021034e-07,0.0,1.7524847129024579e-09
2002,1.2530293602708298e-07,1.752488598683044e-09,8.76244299341522e-10
2003,1.2625776690811108e-07,8.333845835650777e-10,2.083461403401543e-09
2004,1.1672697119990971e-07,8.809582507929292e-10,3.0833537945085254e-09
2005,1.2475386768073804e-07,0.0,1.8014998381943315e-09
2006,1.1735985872007859e-07,2.0589449589714093e-09,1.2353669198716943e-09
2007,9.906308928719909e-08,1.1983438685803094e-09,1.997239706952314e-09
2008,1.0515875992211932e-07,2.1287198670449925e-09,2.9802078582719105e-09
2009,9.727112804114313e-08,9.53638501499654e-10,3.337734755248789e-09
2010,8.597303313706561e-08,4.723793023408973e-10,4.723793023408973e-10
2011,1.0554162344078577e-07,0.0,1.91198598620268e-09
2012,7.693611436820902e-08,0.0,3.404252713057332e-10
2013,8.813635421489607e-08,0.0,5.578250084070646e-10
2014,7.145969238564476e-08,0.0,1.2992670966882613e-09
2015,7.514190425439438e-08,0.0,1.5516027351836215e-09
2016,1.0605260847285081e-07,0.0,1.4499380585064614e-09
2017,6.590901824310436e-08,0.0,2.264050197320344e-09
2018,6.014817444111031e-08,2.5814667070633845e-10,7.744400121190154e-10
2019,5.994821172805587e-08,2.55098775436835e-10,1.02039510174734e-09
