year,en_ADP achat_NOUN,en_ADP rachat_NOUN
1800,5.65949598296811e-08,1.8864987794131594e-08
1801,6.429193177837078e-08,1.904946067554647e-08
1802,1.6112448975036386e-07,3.1329761895904085e-08
1803,5.265916058760922e-08,2.5354410126965377e-08
1804,8.404293083685843e-08,2.8920655381625693e-07
1805,9.665784261869703e-08,8.812921237222326e-08
1806,1.7290014397985942e-07,6.051504897186533e-08
1807,1.822051274302794e-07,9.11025637151397e-08
1808,1.6768947830314573e-07,1.0650547466184435e-07
1809,2.01053723003497e-07,2.710836710662079e-08
1810,7.488405628919281e-08,5.616304221689461e-08
1811,1.278609147448151e-07,7.771937760026049e-08
1812,9.335229123053068e-08,1.8670457180292033e-08
1813,2.01301915581098e-07,3.738464116054274e-08
1814,8.810695817373926e-08,9.440030979135372e-09
1815,1.8341120266995858e-07,4.045835311217161e-08
1816,1.321034233114915e-07,1.1588019432906549e-08
1817,5.4490570278176165e-08,2.490997452753163e-08
1818,4.6492591110336434e-08,3.814776761146277e-08
1819,1.387040668987538e-07,5.4860564091541164e-08
1820,6.051905643289501e-08,1.3053129244156025e-08
1821,1.6271455649530253e-07,2.6626018723163725e-08
1822,1.3334069137727056e-07,1.9048670196752937e-08
1823,1.2847492314449482e-07,1.087095569118901e-08
1824,6.315834610859383e-08,2.863178316658832e-08
1825,1.1270967092968931e-07,2.0252519661312363e-08
1826,1.4268934478423034e-07,3.6112734136395375e-08
1827,1.44711179927981e-07,6.91295483079557e-08
1828,1.9537002060587838e-07,8.89713192009367e-08
1829,1.568891150327545e-07,3.6864655328372464e-08
1830,2.0769303432643937e-07,1.5655253093882493e-08
1831,1.6526678336958867e-07,5.3010101197514814e-08
1832,2.2730348803179368e-07,4.8707889277466165e-08
1833,1.4711207541040494e-07,5.90765054653275e-08
1834,2.1936148186796345e-07,3.267085801894609e-08
1835,3.320195673950366e-07,3.1764969321557146e-08
1836,2.3119380898606323e-07,1.1559690449303162e-07
1837,1.7951359154722013e-07,4.1051556820548285e-08
1838,2.3481241839817812e-07,1.5780404538645598e-08
1839,1.8807068613568845e-07,5.5232654005976656e-08
1840,1.4077012622237817e-07,2.8663599493938818e-08
1841,2.49759324333354e-07,6.099521243640993e-08
1842,1.885022413716797e-07,5.366612043644636e-08
1843,1.7484457259797637e-07,4.8436671562512856e-08
1844,2.206401603643826e-07,5.2141331252641976e-08
1845,2.1428076024676557e-07,5.859239493588575e-08
1846,2.880414626815764e-07,5.444686124178588e-08
1847,3.047171333037113e-07,4.1527822958187244e-08
1848,2.3089786793661915e-07,3.700802153616678e-08
1849,2.957933418201719e-07,6.619738002200393e-08
1850,2.6816533704732137e-07,3.6660580349234806e-08
1851,2.3088990985797864e-07,3.289213879043018e-08
1852,4.869888243774767e-07,6.250123618656289e-08
1853,3.875783818330092e-07,5.912212586167698e-08
1854,2.1042441744612006e-07,2.7017454939937124e-08
1855,1.8255863665217475e-07,3.131092896069276e-08
1856,2.034635429026821e-07,2.2779632402603056e-08
1857,1.723172715628607e-07,1.1715622250108026e-08
1858,2.7208838560000004e-07,4.697928801533635e-08
1859,2.566455350461183e-07,2.2914779407301467e-08
1860,2.2107798258730327e-07,4.851814949802247e-08
1861,2.0231485109434288e-07,2.5466203368296192e-08
1862,1.897554255947398e-07,8.764893522084094e-08
1863,1.428461615660126e-07,3.446288232566985e-08
1864,1.8987122984981397e-07,3.691940619887646e-08
1865,1.7791872153338772e-07,7.38974534897352e-08
1866,1.8392016443158354e-07,7.97960524323571e-08
1867,1.6887784681784979e-07,4.707226963773792e-08
1868,1.59063944238369e-07,3.6061081232219294e-08
1869,2.1633989888414362e-07,6.299739396808945e-08
1870,1.605533697102146e-07,4.9886224928741285e-08
1871,1.4338588982809597e-07,3.3987767267262825e-08
1872,1.97143265268096e-07,4.112190765681589e-08
1873,2.4782059426797787e-07,3.7711828326791874e-08
1874,2.055265611033974e-07,1.4339061493728877e-08
1875,3.2784350878500845e-07,1.4303817685856757e-08
1876,2.0375070164391218e-07,2.5997863417615008e-08
1877,2.1523159432490502e-07,1.3359202455376362e-07
1878,2.1499155877791054e-07,5.495570576385944e-08
1879,2.2482316808236646e-07,6.59807142255886e-08
1880,2.0472928952131042e-07,3.4656370218044685e-08
1881,2.4264326725642604e-07,3.974329487732575e-08
1882,2.216243188968292e-07,3.7270154962243396e-08
1883,2.559332301643735e-07,5.497824773215143e-08
1884,2.099339582173343e-07,1.7164412113856997e-08
1885,2.2172986291479901e-07,2.5782542323327107e-08
1886,1.264878903839417e-07,2.8395241713496944e-08
1887,2.0957847368663352e-07,3.590908548289917e-08
1888,1.8704812987380137e-07,2.9166827175686194e-08
1889,1.5412236109568767e-07,6.01453109538852e-08
1890,1.750021141333491e-07,4.784702056781498e-08
1891,1.6764198562668753e-07,4.0157587477551715e-08
1892,2.0748775853007828e-07,4.2625885043889866e-08
1893,1.976851677909508e-07,2.9560400349737392e-08
1894,1.7077171321489004e-07,3.591877373310126e-08
1895,1.9018821717509127e-07,6.138986918813316e-08
1896,2.0757542529281636e-07,6.014969500256484e-08
1897,1.7072271418783203e-07,3.437761009195128e-08
1898,1.8729154760421807e-07,3.168678830434146e-08
1899,2.3768586743244668e-07,4.5878898902174114e-08
1900,1.7234296478818578e-07,3.114631752509922e-08
1901,1.88340507634166e-07,5.4210769206974874e-08
1902,1.5811113485142414e-07,4.566564015817676e-08
1903,1.8414750968531735e-07,3.132127801563911e-08
1904,1.757502445798309e-07,2.6335662539622717e-08
1905,1.8011049007782276e-07,2.3223416079076742e-08
1906,1.733590124786133e-07,3.755254596171653e-08
1907,2.103422929167209e-07,3.239991386294605e-08
1908,1.841770966848344e-07,1.4243028090277221e-08
1909,2.117878636909154e-07,1.3752458727367411e-08
1910,1.918550083246373e-07,9.886678498105539e-08
1911,2.0004607392820617e-07,1.9685383989553884e-08
1912,1.8701821602462587e-07,3.4903123946605774e-08
1913,1.9090762748419365e-07,1.3257474229533273e-08
1914,1.4464966113791888e-07,1.5402511266415786e-08
1915,1.7199911894749675e-07,1.6493066468115103e-08
1916,1.2965205087311915e-07,6.592477230782379e-09
1917,1.9520236094194843e-07,6.57985488317081e-09
1918,1.6770108857144805e-07,1.722956355365568e-08
1919,1.5100872019502276e-07,1.012863304339362e-08
1920,1.6507465261383913e-07,1.4387239843927091e-08
1921,1.6584317563683726e-07,1.741731914250977e-08
1922,1.1288241097417995e-07,3.8365264742878935e-08
1923,1.7728633849856124e-07,2.0170300985000722e-08
1924,1.0313299725339675e-07,3.0939897754933554e-08
1925,1.1108159725381483e-07,7.698724324711748e-09
1926,1.0031524766418443e-07,1.3375366592072169e-08
1927,9.365349029621939e-08,2.5643217327342427e-08
1928,9.02657291135256e-08,3.450664394222258e-07
1929,8.243900850857244e-08,5.570202965543558e-09
1930,1.0188495735974357e-07,1.1553964007759987e-08
1931,9.92266038224443e-08,1.3686427990933225e-08
1932,8.329247691563069e-08,1.8631212128639163e-08
1933,8.717703536831323e-08,1.8353059516584835e-08
1934,9.225816910429785e-08,4.4331848414458364e-08
1935,8.497481474023516e-08,2.6330225111337313e-08
1936,8.244806082302603e-08,1.576212937948185e-08
1937,4.658713592675667e-08,1.2591118370153254e-08
1938,7.130867629712156e-08,2.074434313215079e-08
1939,7.799965828780842e-08,2.141167065872196e-08
1940,6.593035806190528e-08,3.296517903095264e-08
