year,en_ADP achat_NOUN,en_ADP rachat_NOUN
1941,5.9030050181263505e-08,3.836953510472085e-08
1942,8.49579322448335e-08,2.1239483061208375e-08
1943,6.967764676346633e-08,1.7419411690866582e-08
1944,6.42637232317611e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,1.5249527862692958e-08
1946,4.454753366189834e-08,1.2528993842408909e-08
1947,5.006765846360395e-08,1.0728784083369192e-08
1948,5.762100485640076e-08,1.195907639583993e-08
1949,7.559096104614582e-08,5.890204768377316e-09
1950,4.892266147749069e-08,4.2541445921528975e-09
1951,5.970385075215745e-08,1.2793682557799002e-08
1952,5.5887461769543734e-08,8.435843135146115e-09
1953,7.757155628951296e-08,9.69644453618912e-09
1954,7.036226179479854e-08,1.5636057781875934e-08
1955,6.382213513234092e-08,1.407841132561316e-08
1956,5.05826207586324e-08,8.72114114258693e-09
1957,5.3893728590992396e-08,1.9437083054185678e-08
1958,5.707848060865217e-08,5.790570245522986e-09
1959,5.2705086517335076e-08,7.750747599288843e-09
1960,5.1906251741229426e-08,1.038124963770315e-08
1961,8.407272389376885e-08,1.250668635321972e-08
1962,5.89801949502089e-08,1.5220695814832652e-08
1963,8.147227248400668e-08,2.3277792138287623e-08
1964,4.4412967525886415e-08,9.125952438182594e-09
1965,5.855086371298057e-08,1.0396882466068291e-08
1966,5.760637833418514e-08,1.273987226824147e-08
1967,4.831728972476412e-08,8.381570104631919e-09
1968,6.19815381242006e-08,1.8414805680322388e-08
1969,1.0446042608691641e-07,1.589615195030092e-08
1970,5.702419159092642e-08,1.103694025061941e-08
1971,4.778709694619465e-08,2.5178147566862208e-08
1972,6.463984902893571e-08,1.7442499000708267e-08
1973,3.418186267367673e-08,1.3783009400469837e-08
1974,5.0630145409513716e-08,8.438357568252286e-09
1975,4.7976435268992645e-08,1.3707552426467373e-08
1976,4.57082158789035e-08,2.628222439682304e-08
1977,7.287209768946923e-08,8.815172591880582e-09
1978,4.3366316759829715e-08,7.72276909088987e-09
1979,6.027532606367458e-08,2.57486831856113e-08
1980,5.742002073816366e-08,6.822181042309694e-09
1981,4.99718417756867e-08,2.277197808098208e-08
1982,5.4005269589652016e-08,9.932003663948308e-09
1983,6.378468953016636e-08,1.9577479193344516e-08
1984,1.0670175498717072e-07,2.4935737030773453e-08
1985,1.1489716200685507e-07,1.3234227935754461e-08
1986,8.392279937652347e-08,8.991728250862252e-09
1987,6.416357933858308e-08,1.7721369260925712e-08
1988,1.0134176164910969e-07,1.9188972188999287e-08
1989,9.384688581803857e-08,1.7561990972581043e-08
1990,6.374921923679722e-08,1.1442167213715493e-08
1991,4.6305576262284376e-08,2.2859714121636898e-08
1992,4.958949872957419e-08,1.4876849085965205e-08
1993,5.151462900698789e-08,1.4955860550003308e-08
1994,5.1694279079583794e-08,1.2659823411809157e-08
1995,4.609083248396928e-08,1.5182862966867106e-08
1996,6.245567618634595e-08,6.4057106285986265e-09
1997,8.151320685101382e-08,1.4384683666435194e-08
1998,4.958854304959459e-08,1.859570453177639e-08
1999,7.083811937036444e-08,1.1425503210205079e-08
2000,6.317785050669045e-08,1.590491294223284e-08
2001,5.476514886026962e-08,1.3143635513301888e-08
2002,3.724038322161505e-08,6.571832411594869e-09
2003,4.125253738607171e-08,9.58392298855415e-09
2004,4.8893184612097684e-08,7.488145215006625e-09
2005,4.3686370077011816e-08,2.1617998058331978e-08
2006,6.094477100759832e-08,1.1530091548195287e-08
2007,5.8718846673855296e-08,1.7975157362570826e-08
2008,6.045564049372842e-08,9.366367237362283e-09
2009,5.72183083136224e-08,1.43045770784056e-08
2010,4.959982646823846e-08,8.030448306328708e-09
2011,6.691951170978427e-08,4.5887662558641296e-09
2012,6.7063780306853e-08,5.1063788752969685e-09
2013,4.93675145207817e-08,1.0877587719448911e-08
2014,5.43526752494472e-08,1.5591204771681078e-08
2015,4.765637129366951e-08,1.329945220618356e-08
2016,4.8262222662742715e-08,7.2496901815100045e-09
2017,5.13184694739266e-08,8.553078245654433e-09
2018,4.8789722484343656e-08,1.2649186587054828e-08
2019,3.9540310581287486e-08,6.632568272380013e-09
