year,un_DET apte_ADJ,un_DET rapt_NOUN
1800,0.0,1.477757365364596e-07
1801,4.7623651688866175e-09,4.524246932646747e-08
1802,0.0,1.1412984690650774e-07
1803,0.0,1.1116933285038044e-07
1804,4.943701892301533e-09,1.6314216466639664e-07
1805,5.685755422035754e-09,8.244345273134002e-08
1806,0.0,7.204172902675055e-08
1807,2.8469551160981155e-09,1.224190713244866e-07
1808,1.1330369531492579e-08,9.970725445285211e-08
1809,2.259030518203531e-09,4.743964154840796e-08
1810,2.3401267590372754e-09,1.3806747745093162e-07
1811,2.5070767684098882e-09,1.3287507050208092e-07
1812,0.0,1.4136203674297576e-07
1813,0.0,8.627224912238773e-08
1814,0.0,2.5173417128598885e-08
1815,0.0,1.0788894222457657e-08
1816,2.3176038865813098e-09,2.7811246638975717e-08
1817,0.0,6.53886815804583e-08
1818,0.0,4.530047448270125e-08
1819,0.0,1.594061700416205e-07
1820,2.3732962262101864e-09,7.357218123615894e-08
1821,0.0,1.8046523875270282e-07
1822,2.0051231786055723e-09,8.120748873352568e-08
1823,1.9765373782121287e-09,1.5318164514610544e-07
1824,1.6842225392110777e-09,1.1368501873221248e-07
1825,1.7610886082763955e-09,7.484626385334536e-08
1826,0.0,6.605988289720699e-08
1827,2.7651818612639545e-09,9.217273344575005e-08
1828,3.668920500743411e-09,5.136488800960848e-08
1829,3.429270423183084e-09,6.515613648616636e-08
1830,2.0873671680021744e-09,8.871310797076148e-08
1831,1.5591206103948707e-09,5.456922025359745e-08
1832,4.058990921151917e-09,1.0823975449270051e-07
1833,2.3167257001688313e-09,1.0656938087549861e-07
1834,9.334530925997342e-10,8.681113916608751e-08
1835,1.5126175867408165e-09,7.789980571715205e-08
1836,1.3441500135158435e-09,7.728862527756064e-08
1837,6.957890930081589e-10,9.88020527614708e-08
1838,1.8936485712828244e-09,9.59448596127288e-08
1839,6.9914751765765e-10,7.410963953624616e-08
1840,1.9109065441114126e-09,6.751870240684354e-08
1841,6.420548537278137e-10,6.035315580632528e-08
1842,6.708265054555795e-10,4.8970334898257306e-08
1843,1.7720733769266417e-09,9.687333979435664e-08
1844,2.7442805805577564e-09,5.872760600045268e-08
1845,1.674068439427856e-09,8.03552812067565e-08
1846,1.1709002656346001e-09,3.1614306283955784e-08
1847,5.393223645455691e-10,8.143767882273778e-08
1848,0.0,3.539897619475596e-08
1849,0.0,5.781796375003978e-08
1850,1.3577992064028876e-09,3.326607966869233e-08
1851,6.449438760824933e-10,7.481349229010448e-08
1852,6.510545436100301e-10,4.882908899439542e-08
1853,0.0,4.1803523531669384e-08
1854,5.195664454227256e-10,6.70240714595316e-08
1855,2.653468555990912e-09,8.862584977009647e-08
1856,5.177189232874468e-10,5.5913645269356493e-08
1857,4.881509085841174e-10,5.2232146663389045e-08
1858,1.9574704079872163e-09,7.878818197859516e-08
1859,5.092173349652285e-10,7.230886289733007e-08
1860,0.0,7.689669184740566e-08
1861,9.431927461278633e-10,1.0327960353606613e-07
1862,9.035972525772706e-10,5.33122382073703e-08
1863,4.994620828036034e-10,6.343168479361339e-08
1864,7.671564716815737e-09,6.808513575151665e-08
1865,6.589582213223366e-09,6.307171562802694e-08
1866,4.865612912574591e-10,7.590356432274348e-08
1867,2.426405742994575e-09,3.591080677267655e-08
1868,9.87974813071446e-10,3.803702952609456e-08
1869,4.883519144627257e-10,7.178772998273075e-08
1870,3.4404292748035914e-09,8.543732965549111e-08
1871,3.18635318130589e-09,5.947859293975455e-08
1872,6.047339295989218e-10,4.958818233813389e-08
1873,0.0,6.883905373511467e-08
1874,5.974609140757536e-10,9.439882331374605e-08
1875,0.0,8.410645102596703e-08
1876,1.209202959984168e-09,6.227394910851558e-08
1877,6.184815992682502e-10,7.731019735501832e-08
1878,0.0,6.582606898453136e-08
1879,0.0,1.0202573241802071e-07
1880,1.2835692508872398e-09,6.546203445978449e-08
1881,4.183504653809678e-09,4.880755227754108e-08
1882,6.655385131892899e-10,9.25098535553559e-08
1883,6.319338941018771e-10,3.981183649415243e-08
1884,1.3203393933736152e-09,4.291102939646407e-08
1885,0.0,6.961286841411507e-08
1886,6.453463874400711e-10,7.42148377197438e-08
1887,6.528924623161458e-10,7.116527772632608e-08
1888,1.9021844099853524e-09,5.0090857683926515e-08
1889,1.8795409673089125e-09,7.016953418315097e-08
1890,1.3108772956016423e-09,6.42329907596384e-08
1891,1.2748440081367107e-09,7.776548471838396e-08
1892,6.268512375839919e-10,4.638699313552763e-08
1893,6.158416554491453e-10,5.4194064458279456e-08
1894,2.520615716150587e-09,6.301539090536323e-08
1895,0.0,6.379731209982253e-08
1896,0.0,7.371286203650129e-08
1897,0.0,4.311768009301886e-08
1898,5.6583546736987955e-09,6.846609701405271e-08
1899,0.0,7.462230655619351e-08
1900,5.191053142894475e-10,2.906989848838748e-08
1901,5.58873880507349e-09,4.1915541482140384e-08
1902,9.820567692386817e-10,5.794134816383689e-08
1903,1.0800440541913758e-09,6.102248839567892e-08
1904,1.0749250378694342e-09,7.900699205976025e-08
1905,5.160759042333041e-10,7.999176521167328e-08
1906,1.0288369045596824e-09,4.629766053865225e-08
1907,1.028568674676933e-09,6.9428384819048e-08
1908,4.911389073214423e-10,5.2060724842206696e-08
1909,1.1001967115120692e-09,5.555993354278144e-08
1910,1.068830135508847e-09,4.435645239997399e-08
1911,5.320374141248863e-10,5.958818860563042e-08
1912,5.209421227725386e-10,6.251305251225858e-08
1913,1.060597942803554e-09,4.2423916823963737e-08
1914,6.696743715117748e-10,5.357394883276356e-08
1915,2.3561523843085297e-09,5.183535378705528e-08
1916,3.2962386153911893e-09,4.2851102222130066e-08
1917,7.676496771580332e-09,5.2638836955942736e-08
1918,2.2972752589112133e-09,3.790504266021344e-08
1919,1.8415696745321952e-09,7.366278964582307e-08
1920,1.514446346106979e-09,5.3762845730886966e-08
1921,0.0,8.557204811410202e-08
1922,1.4755870969551665e-09,6.345024416987144e-08
1923,1.0615948120573648e-09,7.112685551646791e-08
1924,0.0,1.1989210668694739e-07
1925,0.0,9.238469678152228e-08
1926,1.1146138456652466e-09,6.910605776511147e-08
1927,0.0,8.250426475342465e-08
1928,0.0,5.713020723163709e-08
1929,1.1140406375176326e-09,7.57547624630206e-08
1930,2.100720708497761e-09,6.512234362876512e-08
1931,1.1405356659111021e-09,5.930785285102047e-08
1932,2.1919073223131136e-09,7.562080250878012e-08
1933,0.0,8.029463227643419e-08
1934,1.1981580172459871e-09,5.2718950982466595e-08
1935,0.0,7.300653681596714e-08
1936,0.0,6.91108694717002e-08
1937,1.2591118148108649e-09,7.680581859403901e-08
1938,3.8895642262559704e-09,1.0761128077518833e-07
1939,1.5294050470515685e-09,6.729382295844744e-08
1940,0.0,3.296517903095264e-08
1941,0.0,6.788455664263893e-08
1942,0.0,6.37184480734021e-08
1943,0.0,8.419382169222445e-08
1944,0.0,8.032965581605822e-08
1945,6.535512131478072e-09,9.803268419261713e-08
1946,0.0,9.466350725517714e-08
1947,0.0,9.179070570297654e-08
1948,1.0871887834440486e-09,8.588791344799063e-08
1949,0.0,6.871906066407973e-08
1950,4.2541445921528975e-09,7.44475301406311e-08
1951,0.0,7.676209179408033e-08
1952,2.1089607837865287e-09,6.959570642006696e-08
1953,0.0,8.619062041859138e-08
1954,0.0,8.20893053532501e-08
1955,0.0,8.165478737609533e-08
1956,8.72114158667614e-10,9.854889881921736e-08
1957,8.835037701437898e-10,6.891329751290698e-08
1958,1.6544486891589827e-09,7.44501880700632e-08
1959,7.750747821333448e-10,7.828255432773545e-08
1960,6.920833350854139e-10,6.713208167141715e-08
1961,1.3896318540318475e-09,6.46178830443489e-08
1962,0.0,7.420088654619406e-08
1963,6.466053248388448e-10,8.276548157937214e-08
1964,0.0,8.030837994610351e-08
1965,0.0,8.153344777106497e-08
1966,0.0,8.862519451646733e-08
1967,1.4791006197611978e-09,9.071817519412662e-08
1968,1.3474247273492779e-09,7.994720196968785e-08
1969,0.0,7.675570334875204e-08
1970,0.0,8.369679638242644e-08
1971,0.0,9.35188360084993e-08
1972,1.0260293725750103e-09,8.77255146303213e-08
