year,un_DET apte_ADJ,un_DET rapt_NOUN
1973,0.0,7.77361721659986e-08
1974,0.0,7.707033150561315e-08
1975,1.1422960355389478e-09,1.0109320092155372e-07
1976,5.713526873840635e-10,9.255913457906217e-08
1977,0.0,1.0460671395762233e-07
1978,0.0,8.376233662232835e-08
1979,5.851973350345929e-10,1.0767631142272194e-07
1980,5.685150683554241e-10,9.209944318300245e-08
1981,2.5302198114474095e-09,9.045535587226539e-08
1982,6.207502289967692e-10,1.210462943213031e-07
1983,6.315316047889041e-10,8.209910529188846e-08
1984,0.0,1.3511690011291932e-07
1985,6.015558051686298e-10,1.1068626593058184e-07
1986,0.0,1.2228750234655195e-07
1987,0.0,1.2221633438613821e-07
1988,5.996553809062277e-10,1.0673866013277689e-07
1989,0.0,1.0098145053483165e-07
1990,5.44865097484859e-10,1.4112006407884792e-07
1991,2.9307325455363298e-09,1.0609252143467529e-07
1992,1.65298330578878e-09,1.256267276872336e-07
1993,1.1078414852150331e-09,1.0967630759139979e-07
1994,1.0549853213248639e-09,1.0286107210433215e-07
1995,1.626735190995987e-09,1.1332922422724323e-07
1996,5.338092190498855e-10,1.1370136654420548e-07
1997,9.58978896292706e-10,1.232287920593933e-07
1998,4.768129224785866e-10,1.2444817087953197e-07
1999,4.570201161957499e-10,1.2887966982511045e-07
2000,2.2090156370779823e-09,1.3121553754658066e-07
2001,2.190605918883648e-09,1.0032975250595655e-07
2002,4.38122149670761e-10,1.309985186992435e-07
2003,1.2500769308587678e-09,1.1084015305584671e-07
2004,1.7619165015858584e-09,1.5460816804591104e-07
2005,4.5037495954858286e-10,1.07189244147321e-07
2006,0.0,1.1324197135564873e-07
2007,0.0,1.1743769423588901e-07
2008,4.257439678578834e-10,1.2091128631652737e-07
2009,4.76819250749827e-10,1.2874119925676553e-07
2010,0.0,1.3321096759000284e-07
2011,1.1471915639660324e-09,1.1395436816385995e-07
2012,1.3617010852229328e-09,1.0076587786400637e-07
2013,8.367375126105969e-10,1.0012958773231162e-07
2014,0.0,1.178002171364767e-07
2015,8.866301581811342e-10,1.0550898998928915e-07
2016,1.0356699942093428e-09,9.880291784725159e-08
2017,5.031222660711876e-10,1.0842285114165406e-07
2018,2.323319980845895e-09,8.854430433302696e-08
2019,2.5509878653906526e-09,9.081516516573629e-08
