year,en_ADP appels_NOUN,en_ADP rappel_NOUN
1869,9.278686263769487e-09,3.4184632902167778e-09
1870,6.880858549607183e-09,2.2936195165357276e-09
1871,1.0621176826930423e-08,3.18635318130589e-09
1872,2.0560953828407946e-08,8.4662747923403e-09
1873,1.496501056408306e-08,1.1373408881354408e-08
1874,1.7326366119618797e-08,8.961913877669758e-09
1875,1.716458086775674e-09,4.577221712764867e-09
1876,1.0278225381910033e-08,1.0882827083946722e-08
1877,1.0514186854493346e-08,6.80329748092845e-09
1878,4.22736201599605e-09,4.831270938865373e-09
1879,1.0996785704264767e-08,8.553055041993218e-09
1880,7.701415505323439e-09,1.2835692730917003e-08
1881,6.9725074602899895e-09,5.5780060570498335e-09
1882,7.320923423037584e-09,9.983077475794744e-09
1883,1.516641390253426e-08,4.423537092179686e-09
1884,1.0562715146988921e-08,5.281357573494461e-09
1885,1.4824961702686323e-08,5.156508553483263e-09
1886,5.162771099520569e-09,3.872078213618124e-09
1887,1.1099172247952538e-08,6.528924512139156e-09
1888,1.8387781963724592e-08,6.530832918905105e-08
1889,1.50363277384713e-08,4.385595886446936e-09
1890,6.554386366985909e-09,1.3108773011527575e-08
1891,8.286486163910922e-09,8.92390783491237e-09
1892,1.002961980134387e-08,3.761107425503951e-09
1893,2.0938616174248637e-08,1.2932674486876294e-08
1894,2.520615716150587e-08,3.150769645188234e-09
1895,1.6852119699706236e-08,1.8055843042930064e-08
1896,2.1229304536518612e-08,1.1794057674929803e-08
1897,1.8645483379486905e-08,6.992056378329892e-09
1898,1.4145887128336199e-08,2.8291774478717002e-08
1899,2.1004797901014172e-08,8.291367592505594e-09
1900,7.786579381274805e-09,7.26747417800766e-09
1901,1.0059729937950124e-08,1.676621685930968e-08
1902,1.3257766440233354e-08,1.0311596021495006e-08
1903,2.214090244478939e-08,1.9440793419533975e-08
1904,1.6123875568041512e-08,6.449550227216605e-09
1905,1.4450125540577119e-08,4.64468330463319e-09
1906,1.7490227932626112e-08,1.0288369267641428e-08
1907,1.6457098794830927e-08,1.0285686691258178e-08
1908,1.964555629285769e-08,6.875944702500192e-09
1909,1.6502950117569526e-08,1.3752459060434319e-08
1910,1.3894791983659616e-08,1.0153886509378651e-08
1911,2.3409645777405785e-08,1.542908456553249e-08
1912,2.4484279492753558e-08,2.2400510502063042e-08
1913,1.5378670781274195e-08,1.6439267336298968e-08
1914,1.339348720819089e-08,2.4777952134513725e-08
1915,2.709575319670421e-08,1.5432797795256192e-07
1916,1.4283700444650549e-08,1.0987461607214755e-08
1917,1.5352993543160665e-08,2.3029491202919417e-08
1918,1.9526840588923733e-08,1.8378202071289707e-08
1919,2.4861190439651182e-08,3.038589913018086e-08
1920,2.4231141537711665e-08,1.514446301698058e-08
1921,1.817459427400081e-08,2.650461605746557e-08
1922,2.951174238319254e-08,1.4018077698629838e-08
1923,1.6985516992917837e-08,9.554353752605493e-09
1924,7.734974438733389e-09,1.0313299436681689e-08
1925,1.4297631523163545e-08,2.3096173862313663e-08
1926,8.916910765321973e-09,2.8979959765251806e-08
1927,2.1183527820767267e-08,2.8987985345452216e-08
1928,2.742249805010033e-08,1.7139061725401916e-08
1929,1.1140405931087116e-08,2.3394852499691865e-08
1930,2.3107928015519974e-08,4.621585714126297e-08
1931,2.6232321204133768e-08,2.3951248095954725e-08
1932,1.53433514782364e-08,1.6439305028370654e-08
1933,1.1470662641954732e-08,1.7205993074753678e-08
1934,1.3179738189705859e-08,5.990790086229936e-09
1935,1.196828414151696e-08,2.393656828303392e-08
1936,2.424942913137329e-08,4.364897421282876e-08
1937,1.6368453259474336e-08,2.2664012666595568e-08
1938,2.5930428915188486e-09,2.3337385357535823e-08
1939,2.4470480752825097e-08,5.505858169385647e-08
1940,1.7750480196809804e-08,1.7750480196809804e-08
1941,3.836953510472085e-08,2.9515025090631752e-08
1942,1.8205270180260413e-08,4.247896612241675e-08
1943,1.7419411690866582e-08,4.354852856103264e-08
1944,0.0,3.855823393905666e-08
1945,1.3071024262956144e-08,1.742803235060819e-08
1946,1.2528993842408909e-08,6.821341091978184e-08
1947,1.4305045148432782e-08,5.2451833765232436e-08
1948,1.9569398546082084e-08,4.022598587560822e-08
1949,1.9634017078828947e-08,4.319483515313749e-08
1950,1.2762433776458693e-08,2.871547555294285e-08
1951,1.3859822622919182e-08,5.757156806840413e-08
1952,1.4762725264461096e-08,3.374337198547295e-08
1953,2.2625037843226892e-08,4.201792691560513e-08
1954,1.9545073115523337e-08,7.036226334911078e-08
1955,1.0324168187025862e-08,4.5050918995315214e-08
1956,1.657016923672927e-08,7.238547761190262e-08
1957,8.835037590415595e-09,5.8311247386200193e-08
1958,1.6544486669545222e-08,7.362296994273265e-08
1959,2.0927018340444192e-08,5.735553543217975e-08
1960,1.9378333604436193e-08,4.498541628095154e-08
1961,1.111705483225478e-08,7.504011945158595e-08
1962,1.8391673961559718e-08,3.868593267952747e-08
1963,1.0345685197421517e-08,3.620989807995301e-08
1964,2.1293889318485526e-08,5.232212874073383e-08
1965,1.860494691641179e-08,3.720989499855776e-08
1966,2.215629990587331e-08,4.431259759130057e-08
1967,1.2818872185960117e-08,5.1275490298152704e-08
1968,1.5719955115400808e-08,4.4914158392472814e-08
1969,1.3625273354023193e-08,3.951329263784942e-08
1970,1.3796174869185052e-08,5.978342443313522e-08
1971,3.288574390580834e-08,8.015900165858625e-08
1972,1.6929485369132635e-08,5.643161449242484e-08
1973,1.9847533394568018e-08,1.5822894283701316e-07
1974,2.8690415376786405e-08,9.169681547405162e-08
1975,1.9990180177842376e-08,6.796661100594292e-08
1976,1.542652228181396e-08,1.1941271216286964e-07
1977,1.469195431980097e-08,6.288156662037636e-08
1978,1.1881182260253809e-08,1.0217817081326075e-07
1979,1.9896710057309974e-08,8.836479437057676e-08
1980,1.8760998088396263e-08,1.6771194388809363e-07
1981,1.3283654176632353e-08,1.556085149623243e-07
1982,1.6760255405756652e-08,1.024237866742439e-07
1983,1.6419821946556112e-08,1.1809641176085961e-07
1984,2.3196033538397387e-08,9.916304488655214e-08
1985,2.045289804186723e-08,9.685048674157315e-08
1986,2.1580147446798037e-08,8.392279982061268e-08
1987,1.7721369260925712e-08,1.3810446741757687e-07
1988,2.7584148298842592e-08,1.277265933019578e-07
1989,1.5366742545097622e-08,1.3830067224773757e-07
1990,1.6345952147389653e-08,1.0406923234285159e-07
1991,1.875668864670388e-08,1.594318508324477e-07
1992,9.366905473484621e-09,9.642402520881888e-08
1993,1.0524494165053966e-08,1.107841480774141e-07
1994,2.2682185019107237e-08,1.3451062796931978e-07
1995,2.3858783393393423e-08,1.4044147400582574e-07
1996,2.1886178203089912e-08,1.612103779358165e-07
1997,2.3015493511024943e-08,1.2898265833172218e-07
1998,1.9072516010965046e-08,1.206336683878817e-07
1999,1.690974471557638e-08,1.4898856459666376e-07
2000,2.076474814316498e-08,1.404934009130443e-07
2001,2.6725391677473453e-08,1.1522587062273715e-07
2002,2.8039817578928705e-08,1.2574105490159582e-07
2003,2.1667998950647416e-08,1.3542499210927872e-07
2004,1.7178685141061578e-08,1.7398925145073463e-07
2005,3.1526248278623825e-08,1.6438686145647807e-07
2006,2.9648807853277503e-08,1.577151795828513e-07
2007,2.0371844655642235e-08,1.6776813271945912e-07
2008,2.4693150635357597e-08,1.8988181338386312e-07
2009,3.290052674742583e-08,2.2935005716817614e-07
2010,2.4563723499682055e-08,2.494162778532427e-07
2011,2.600300952337875e-08,3.999874635951528e-07
2012,3.029784778618705e-08,3.577869609472373e-07
2013,1.9523875849358774e-08,3.4613040433839615e-07
2014,2.7501153354592134e-08,3.4625468181559427e-07
2015,3.014542571122547e-08,3.2406333261292275e-07
2016,1.8434926474242275e-08,3.809194257797799e-07
2017,1.911864622172743e-08,4.20861777428172e-07
2018,2.116802733098666e-08,4.2129537547452856e-07
2019,1.5305927192343916e-08,3.9565820397768903e-07
