year,bien_ADV ajouté_VERB,bien_ADV rajouté_VERB
1800,1.2576657937302116e-08,0.0
1801,9.524730337773235e-09,0.0
1802,4.0281122437590966e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,1.9928686256776018e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,1.581321384946932e-08,0.0
1810,9.360507036149102e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,2.0130190847567064e-08,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,2.5493642752394408e-08,0.0
1817,3.113746815941454e-09,0.0
1818,2.98029441125891e-08,0.0
1819,8.280840013696888e-09,0.0
1820,4.746592452420373e-09,0.0
1821,1.7750679148775816e-08,0.0
1822,2.0051231786055723e-09,0.0
1823,9.882686891060644e-10,0.0
1824,0.0,0.0
1825,2.641632912414593e-09,0.0
1826,0.0,0.0
1827,1.2904182611350734e-08,0.0
1828,4.586150570418113e-09,0.0
1829,7.715858174606183e-09,0.0
1830,6.262101504006523e-09,0.0
1831,3.1182412207897414e-09,0.0
1832,6.764984572527055e-09,0.0
1833,1.1583628278799551e-08,0.0
1834,3.827157613045529e-08,0.0
1835,1.5126175867408165e-09,0.0
1836,1.4785650037651976e-08,0.0
1837,0.0,0.0
1838,1.0730675015224733e-08,0.0
1839,7.690622361167243e-09,0.0
1840,8.280594876453051e-09,0.0
1841,1.4125206782011901e-08,0.0
1842,8.049918065466954e-09,0.0
1843,1.2995204023980023e-08,0.0
1844,1.5367971784030487e-08,0.0
1845,3.9061593959388574e-09,0.0
1846,7.610851504580296e-09,0.0
1847,6.47186837454683e-09,0.0
1848,1.528592186161859e-08,0.0
1849,1.508294644736452e-08,0.0
1850,2.0366988096043315e-09,0.0
1851,9.674158363282004e-09,0.0
1852,6.510545436100301e-10,0.0
1853,1.970737528722566e-08,0.0
1854,8.313063126763609e-09,0.0
1855,1.963566731433275e-08,0.0
1856,1.1907535402144731e-08,0.0
1857,8.78671624349181e-09,0.0
1858,2.6915218498402282e-08,0.0
1859,7.129042689513199e-09,0.0
1860,1.876645328025006e-08,0.0
1861,6.13075279431996e-09,0.0
1862,1.400575744270327e-08,0.0
1863,6.493007020935693e-09,0.0
1864,9.589456340108882e-09,4.794727948009836e-10
1865,9.413688495385486e-09,0.0
1866,1.0704348518686402e-08,0.0
1867,1.261730986357179e-08,0.0
1868,1.2843672791973404e-08,0.0
1869,9.278686263769487e-09,0.0
1870,1.3188312664169644e-08,0.0
1871,1.0621177271019633e-09,0.0
1872,3.0236697590169115e-09,0.0
1873,8.979006871356887e-09,0.0
1874,1.2546679251101978e-08,0.0
1875,9.154443425529735e-09,0.0
1876,1.0278225381910033e-08,0.0
1877,1.2988113695655557e-08,0.0
1878,1.3285995414946683e-08,0.0
1879,1.9549840857280287e-08,0.0
1880,1.0268554007097919e-08,0.0
1881,2.5101027034679646e-08,0.0
1882,1.9300616216355593e-08,0.0
1883,1.3270612164717477e-08,0.0
1884,1.2543224237049344e-08,0.0
1885,1.2891271383708158e-09,0.0
1886,1.0325542199041138e-08,0.0
1887,1.1099172247952538e-08,0.0
1888,7.60873763994141e-09,0.0
1889,7.51816386923565e-09,0.0
1890,3.2771931834929546e-09,0.0
1891,3.824531802365527e-09,0.0
1892,6.268512375839919e-09,0.0
1893,9.853466487186324e-09,0.0
1894,3.150769645188234e-09,0.0
1895,7.22233739480771e-09,0.0
1896,1.0614652268259306e-08,0.0
1897,8.740070001067579e-09,0.0
1898,1.640922953072277e-08,0.0
1899,6.080336234504102e-09,0.0
1900,1.038210584169974e-08,0.0
1901,1.956058603980182e-08,0.0
1902,2.9461704187383475e-09,0.0
1903,8.640352433531007e-09,0.0
1904,8.599400302955473e-09,0.0
1905,1.8062657147766004e-08,0.0
1906,1.6975809202790515e-08,0.0
1907,5.65712765521198e-09,0.0
1908,1.080505640516094e-08,0.0
1909,1.5402754627302784e-08,0.0
1910,9.619471441624228e-09,0.0
1911,1.4365010514438836e-08,0.0
1912,1.40654377034366e-08,0.0
1913,1.3257474229533273e-08,0.0
1914,8.705766774141921e-09,0.0
1915,2.4739600590351074e-08,0.0
1916,4.394984820521586e-09,0.0
1917,4.386569774084137e-09,0.0
