year,son_DET égal_NOUN,son_DET egal_NOUN,son_DET régal_NOUN
1919,1.8415696745321952e-09,0.0,2.4861190439651182e-08
1920,2.2716695191604686e-09,0.0,1.3630017114962811e-08
1921,7.572747429129834e-10,0.0,2.2718241510233383e-08
1922,0.0,7.377935484775833e-10,2.1396012073182646e-08
1923,1.0615948120573648e-09,0.0,1.0615948564662858e-08
1924,1.1602462102189293e-08,0.0,1.6759111320929776e-08
1925,1.0998177923937646e-09,1.0998177923937646e-09,1.979671959695395e-08
1926,3.343841648018042e-09,0.0,1.3375366592072169e-08
1927,1.1149224876660924e-09,0.0,2.1183528042811872e-08
1928,3.4278122562625413e-09,0.0,2.0566874314731365e-08
1929,7.798284684668033e-09,0.0,1.7824650200282122e-08
1930,0.0,0.0,8.402882833991043e-09
1931,1.1405356659111021e-09,0.0,1.596749932275543e-08
1932,2.1919073223131136e-09,2.1919073223131136e-09,6.575721855917038e-09
1933,6.882397318719313e-09,3.4411986593596566e-09,1.261772819560747e-08
1934,2.3963160344919743e-09,0.0,1.5576054224197833e-08
1935,1.196828414151696e-09,0.0,5.98414207075848e-09
1936,6.0623572828433225e-09,0.0,1.4549657034734764e-08
1937,1.2591118148108649e-09,1.2591118148108649e-09,1.0072894518486919e-08
1938,0.0,1.2965214457594243e-09,7.779128785578848e-09
1939,1.5294050470515685e-09,0.0,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0,1.4757512545315876e-08
1942,0.0,0.0,4.247896612241675e-08
1943,2.9032352077962287e-09,0.0,3.774205836748479e-08
1944,0.0,0.0,1.2852744646352221e-08
1945,2.6142048525912287e-08,0.0,6.535512131478072e-09
1946,4.1763312808029696e-09,0.0,1.2528993842408909e-08
1947,0.0,0.0,1.1920871401116528e-08
1948,0.0,0.0,5.435944139264848e-09
1949,1.9634016634739737e-09,9.817008317369869e-10,2.3560819073509265e-08
1950,4.2541445921528975e-09,0.0,2.552486688678357e-08
1951,2.4521224162299404e-08,2.1322803522849654e-09,1.3859822622919182e-08
1952,3.1634410646574906e-09,0.0,5.272402070488624e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09,5.386913581872932e-09
1954,9.772536113672459e-10,0.0,9.772536557761669e-09
1955,0.0,0.0,9.385607846468247e-09
1956,0.0,0.0,3.488456634670456e-09
1957,2.6505113104313693e-09,2.6505113659425206e-09,1.0602045297236629e-08
1958,3.3088973783179654e-09,0.0,8.272243334772611e-09
1959,4.650448914844674e-09,7.750747821333448e-10,3.100299128533379e-09
1960,2.7683333403416555e-09,6.920833350854139e-10,2.007041710605506e-08
1961,2.08444772553662e-09,0.0,1.1117054998788234e-08
1962,1.9025869213429303e-09,0.0,7.610347907416326e-09
1963,3.233026624194224e-09,1.939815863494232e-09,1.4871922249248826e-08
1964,4.258777719368112e-09,6.083968329129164e-10,1.034274621503073e-08
1965,3.2832261354087677e-09,5.472043373977442e-10,9.302474013317408e-09
1966,1.1078149508847446e-09,0.0,1.495550217001096e-08
1967,9.860671168482327e-10,4.930335584241163e-10,1.035370456037299e-08
1968,2.6948494546985557e-09,4.4914158503495116e-10,1.0330256650092906e-08
1969,9.083515606356229e-10,0.0,9.537691469940768e-09
1970,2.759235007143701e-09,4.5987250119061684e-10,1.6555410042862206e-08
1971,0.0,5.138397485282553e-10,1.0790635052160269e-08
1972,1.0260293725750103e-09,2.565073486948677e-09,1.5390440200047095e-08
1973,4.9618833486420044e-09,1.6539611902288698e-09,5.513203671370093e-09
1974,1.1251143350321513e-09,0.0,6.750685843659454e-09
1975,5.711480177694739e-10,5.711480177694739e-10,6.282628195464213e-09
1976,2.285410749536254e-09,5.713526873840635e-10,5.142174241967723e-09
1977,4.11374712072643e-09,5.876781838942691e-10,5.876781838942691e-09
1978,1.1881182704343018e-09,0.0,4.752473081737207e-09
1979,2.925986564150662e-09,5.851973350345929e-10,1.6970723160092405e-08
1980,5.116635559687666e-09,0.0,8.527726080842513e-09
1981,1.2651099057237047e-09,6.325549528618524e-10,1.4548763971333756e-08
1982,2.483000915987077e-09,6.207502289967692e-10,3.1037510339615437e-09
1983,0.0,0.0,1.0736036948344463e-08
1984,1.1598016991243298e-09,0.0,1.1598016769198694e-08
1985,0.0,0.0,7.82022557821449e-09
1986,0.0,0.0,1.258841941798039e-08
1987,1.8332451112712533e-09,6.110816852533674e-10,3.666490056009053e-09
1988,5.996553809062277e-10,2.99827696004229e-09,5.396898483667201e-09
1989,0.0,5.488122178931576e-10,8.232182935330457e-09
1990,2.724325431913144e-09,0.0,7.083246433836621e-09
1991,2.9307325455363298e-09,5.861465202094962e-10,9.964490843561435e-09
1992,2.2039776670368383e-09,5.509944167592096e-10,1.2121877501769518e-08
1993,5.539207426075166e-10,2.7696036575264316e-09,1.2186256725943423e-08
1994,1.0549853213248639e-09,0.0,8.43988251508776e-09
1995,4.880205795032566e-09,2.1689803286761844e-09,1.0302656505700725e-08
1996,1.6014276571496566e-09,0.0,9.074756723848054e-09
1997,4.79489448146353e-10,4.79489448146353e-10,1.054876808126437e-08
1998,1.9072516899143466e-09,9.536258449571733e-10,1.3350761940422728e-08
1999,9.140402323914998e-10,4.570201161957499e-10,1.0968482927475875e-08
2000,1.3254094488601709e-09,8.836062992401139e-10,1.1045078851523726e-08
2001,4.3812117822561447e-10,0.0,1.0076787043677982e-08
2002,1.752488598683044e-09,1.3143663935011318e-09,7.886198361006791e-09
2003,3.333538334260311e-09,8.333845835650777e-10,1.2084076517204778e-08
2004,1.3214374039449694e-09,4.404791253964646e-10,5.285749449246424e-09
2005,1.3511248786457486e-09,0.0,5.854874363109275e-09
2006,2.8825228315376705e-09,1.2353669753828456e-09,1.0294725072412803e-08
2007,7.988958938831558e-10,0.0,6.391166984531793e-09
2008,2.9802078582719105e-09,1.7029758436759579e-09,9.792111288486893e-09
2009,1.430457752249481e-09,0.0,1.2397300297450897e-08
2010,1.8895172093635892e-09,0.0,1.5588516699693855e-08
2011,5.7359579308524644e-09,0.0,1.7972667576415802e-08
2012,1.7021263287730903e-09,3.404252713057332e-10,1.259573534362346e-08
2013,4.741512515948898e-09,2.789125042035323e-10,1.952387518322496e-08
2014,1.2992670966882613e-09,2.1654451842767486e-10,2.1654450899077915e-08
2015,1.329945265027277e-09,0.0,1.595934295828272e-08
2016,8.285360175719347e-10,4.1426800878596737e-10,2.299187429333216e-08
2017,1.0062445321423752e-09,0.0,1.2074934496730805e-08
2018,2.3233200918681973e-09,2.5814667070633845e-10,1.9361000358486535e-08
2019,2.04079020349468e-09,0.0,1.5050827695262115e-08
