year,son_DET égal_NOUN,son_DET egal_NOUN,son_DET régal_NOUN
1800,5.0306631749208464e-08,0.0,1.8864987794131594e-08
1801,7.143547975374531e-09,0.0,0.0
1802,8.951360541686881e-08,1.3427040812530322e-08,0.0
1803,2.7304748684287006e-08,0.0,7.801356893821776e-09
1804,3.213406074564773e-08,0.0,7.4155526164076946e-09
1805,0.0,2.842877711017877e-09,0.0
1806,1.729001475325731e-08,0.0,0.0
1807,2.8469551160981155e-09,0.0,0.0
1808,6.118399653587403e-08,0.0,3.852325747288887e-08
1809,2.0331274441787173e-08,2.259030518203531e-09,2.259030518203531e-09
1810,3.2761775514700275e-08,0.0,2.3401267590372754e-09
1811,6.267691787797958e-08,5.0141535368197765e-09,0.0
1812,3.467370524035118e-08,0.0,0.0
1813,1.7254450312975678e-08,0.0,5.751483289628823e-09
1814,1.2586708564299443e-08,0.0,6.293354282149721e-09
1815,0.0,0.0,8.091670444798638e-09
1816,2.0858434979231788e-08,2.3176038865813098e-09,2.3176038865813098e-09
1817,1.2454987263765815e-08,0.0,3.113746815941454e-09
1818,8.344824387052086e-09,0.0,2.384235475716423e-09
1819,1.5526575580793178e-08,1.035105001712111e-09,7.24573512300708e-09
1820,1.1866481131050932e-09,0.0,5.933240565525466e-09
1821,3.94459531705138e-09,0.0,3.94459531705138e-09
1822,1.2030739071633434e-08,0.0,7.017931125119503e-09
1823,1.581229902569703e-08,0.0,4.941343334508019e-09
1824,8.421112696055388e-10,0.0,8.421112696055388e-09
1825,2.4655239627691117e-08,0.0,4.4027217427355936e-09
1826,1.9377566218281572e-08,8.807984341885344e-10,4.403992281964975e-09
1827,3.6869092223668076e-09,0.0,4.608636583469661e-09
1828,2.2013523448549677e-08,0.0,1.8344602503717056e-09
1829,4.286587973467704e-09,8.57317605795771e-10,1.714635211591542e-09
1830,5.218417697960831e-09,1.0436835840010872e-09,1.1480519646056564e-08
1831,3.1182412207897414e-09,0.0,1.4032085715598441e-08
1832,8.117981842303834e-09,0.0,1.7588959622116818e-08
1833,6.950177322551099e-09,0.0,3.01174338801502e-08
1834,1.4001796166951408e-08,0.0,4.667265685043276e-09
1835,1.8151411040889798e-08,7.563087933704082e-10,2.2689263801112247e-09
1836,6.048674894287842e-09,6.720750067579218e-10,6.048674894287842e-09
1837,8.349468672008697e-09,0.0,1.1828414692161004e-08
1838,4.418513555037862e-09,0.0,3.787297142565649e-09
1839,4.194885327990505e-09,0.0,2.7965900706306e-09
1840,1.592422138596561e-08,6.369688665408546e-10,2.5478754661634184e-09
1841,1.219904177673925e-08,1.2841097074556274e-09,3.2102742686390684e-09
1842,3.3541325272778977e-09,0.0,1.408735705865638e-08
1843,1.5357969118667825e-08,0.0,1.8311423488626133e-08
1844,1.481911582335016e-08,3.2931368743049916e-09,3.841992946007622e-09
1845,1.2834524554250493e-08,0.0,7.254296274794569e-09
1846,2.9272506640865004e-09,5.854501328173001e-10,1.1709002656346001e-08
1847,9.707802561820245e-09,0.0,1.0786447290911383e-08
1848,2.574470947536156e-08,0.0,7.24069959545659e-09
1849,0.0,0.0,7.54147322368226e-09
1850,8.146795238417326e-09,1.3577992064028876e-09,5.431196825611551e-09
1851,1.9348316726564008e-08,0.0,1.6123596680017727e-08
1852,3.2552727180501506e-09,0.0,1.4974254725075298e-08
1853,1.6124216628554677e-08,5.971931837933653e-10,7.763511611358354e-09
1854,8.832629738719788e-09,0.0,2.0782657372819813e-08
1855,1.2205955357558196e-08,0.0,1.751289246954002e-08
1856,1.7602443946884705e-08,0.0,4.659470143053568e-09
1857,7.322263684272912e-09,0.0,5.369659827891837e-09
1858,4.404308473482388e-09,0.0,7.340514196485515e-09
1859,1.2730433596175317e-08,0.0,7.129042689513199e-09
1860,8.696649622663699e-09,0.0,2.5632229755379043e-08
1861,1.5091083938045813e-08,4.715963730639317e-10,1.8863854478468056e-08
1862,8.584174260306554e-09,0.0,7.680577063240435e-09
1863,6.99246927027275e-09,0.0,1.6482248454963155e-08
1864,7.959248193856183e-08,4.794727948009836e-10,2.8768367688059016e-09
1865,1.2708479601997169e-08,0.0,1.0825742080555756e-08
1866,6.3252967308358166e-09,0.0,1.5083399418358567e-08
1867,7.279217228983725e-09,9.7056229719783e-10,1.1161466417775046e-08
1868,7.903798504571569e-09,0.0,8.89177353968762e-09
1869,7.325278605918584e-09,2.9301114867763545e-09,9.278686263769487e-09
1870,5.734048791339319e-09,0.0,1.0321287824410774e-08
1871,8.496941816815706e-09,1.0621177271019633e-09,1.0621177048975028e-08
1872,3.0236697590169115e-09,1.2094678591978436e-09,1.3908880047708294e-08
1873,1.0176207432266438e-08,0.0,1.1972009161809183e-08
1874,9.559374791745512e-09,0.0,2.628828105200043e-08
1875,1.2587359599081083e-08,1.1443054281912168e-09,1.7736734747586524e-08
1876,1.1487427897804992e-08,0.0,1.51150369998021e-08
1877,2.4739263970730008e-09,0.0,9.895705699314306e-09
1878,0.0,0.0,8.454723976480949e-09
1879,3.665595160740054e-09,0.0,6.109325489944695e-09
1880,1.2835692508872398e-09,0.0,1.2193908105473383e-08
1881,4.183504653809678e-09,0.0,1.2550513517339823e-08
1882,7.320923645082189e-09,0.0,7.320923423037584e-09
1883,7.58320695126713e-09,0.0,1.2638677937548692e-08
1884,9.902545450302114e-09,0.0,8.582206056928499e-09
1885,4.511945039809007e-09,0.0,2.320428826863008e-08
1886,1.936039106809062e-09,0.0,1.355227396970804e-08
1887,6.528924623161458e-10,0.0,1.2404957061562527e-08
1888,4.4384300679212174e-09,3.1703073499755874e-09,8.242799331981132e-09
1889,4.385595886446936e-09,0.0,6.265136853755848e-09
1890,1.3108772956016423e-09,0.0,1.4419650362640368e-08
1891,1.2748440525456317e-08,6.374220040683554e-10,2.1672348693435595e-08
1892,2.5074049503359674e-09,0.0,1.629813173309458e-08
1893,3.695050043717174e-09,0.0,3.079208221734575e-09
1894,6.301539290376468e-09,5.041231432301174e-09,2.2685540557176864e-08
1895,4.213029924926559e-09,0.0,7.22233739480771e-09
1896,5.897029087265082e-09,0.0,1.47425724961181e-08
1897,7.574727511894253e-09,0.0,1.7480140002135158e-08
1898,1.0185038590293516e-08,0.0,1.640922953072277e-08
1899,9.949641111006713e-09,0.0,1.5477219506010442e-08
1900,8.30568502863116e-09,0.0,1.038210584169974e-08
1901,2.235495566438317e-09,5.588738916095792e-10,8.383108651699445e-09
1902,5.4013122863239005e-09,0.0,9.329539640834383e-09
1903,2.7001101354784396e-09,0.0,1.4040573148577096e-08
1904,1.0749250378694342e-09,0.0,1.0211787859759625e-08
1905,8.773290538499623e-09,0.0,1.0837593933388234e-08
1906,9.773950260250075e-09,5.144184522798412e-10,2.3663248249761182e-08
1907,3.5999902503469627e-09,0.0,1.697138252154673e-08
1908,5.40252820258047e-09,2.4556945366072114e-09,1.9154416719402434e-08
1909,1.6502950672681038e-09,5.500983557560346e-10,9.351672325408344e-09
1910,4.275320542035388e-09,0.0,1.1757131268552712e-08
1911,4.788336838146279e-09,5.320374141248863e-10,1.0108710979395141e-08
1912,6.251305251225858e-09,0.0,1.6670147928721235e-08
1913,3.181793939432964e-09,0.0,1.803016558277193e-08
1914,6.696743715117748e-10,1.3393487430235496e-09,1.6741859454327823e-08
1915,5.890381071793627e-09,0.0,1.4136913861761968e-08
1916,0.0,0.0,2.197492321442951e-08
1917,2.1932848870420685e-09,0.0,2.52227767560953e-08
1918,1.1486376294556067e-09,0.0,9.189101035644853e-09
