year,bien_ADV établi_VERB,bien_ADV etabli_VERB,bien_ADV rétabli_VERB
1955,1.4425679637497524e-06,2.815682353940474e-09,1.8771215692936494e-08
1956,1.4250344975152984e-06,3.488456634670456e-09,2.1802854632824165e-08
1957,1.3720813285544864e-06,3.534015080575159e-09,2.738861759610245e-08
1958,1.3856007399226655e-06,7.445019267748876e-09,2.4816730004317833e-08
1959,1.3726574934480595e-06,5.425523585955716e-09,2.325224279786653e-08
1960,1.4007766822032863e-06,3.460416619915918e-09,2.07624992754063e-08
1961,1.2437204759407905e-06,2.08444772553662e-09,2.779263752472616e-08
1962,1.3476657159117167e-06,4.43936931660005e-09,1.77574772664002e-08
1963,1.2873912282884703e-06,7.759263453976928e-09,1.2932106940866106e-08
1964,1.2605981964952662e-06,3.041984220075733e-09,2.251068309533366e-08
1965,1.33846185690345e-06,3.830430195250756e-09,2.2435377999840966e-08
1966,1.3504263733921107e-06,4.431259803538978e-09,2.3818021332999706e-08
1967,1.1936342616536422e-06,3.451234853457663e-09,2.3665609916179164e-08
1968,1.2647826679312857e-06,2.6948494546985557e-09,2.3355362088750553e-08
1969,1.159056637334288e-06,3.1792304344691047e-09,1.407944960618579e-08
1970,1.1271474704699358e-06,3.219107425067591e-09,2.0694262303777577e-08
1971,1.154597953245684e-06,1.0276794970565106e-09,2.2608949379332444e-08
1972,1.1778816997320973e-06,6.156176013405457e-09,1.6416469961200164e-08
1973,1.062394403561484e-06,5.513203671370093e-09,2.591205827684462e-08
1974,1.1369280628059641e-06,1.6876715580593782e-09,1.912694358452427e-08
1975,1.0914639005932258e-06,2.2845920710778955e-09,1.770558810676448e-08
1976,1.092426373361377e-06,5.713526873840635e-10,1.2569759455516305e-08
1977,1.2170814898126991e-06,6.464460078348111e-09,2.11564152863275e-08
1978,1.1643559219010058e-06,1.7821774056514528e-09,3.029701645118621e-08
1979,1.102511760109337e-06,6.437170796402825e-09,1.9311512389208474e-08
1980,1.1506745067890733e-06,6.822181042309694e-09,2.1603572264439208e-08
1981,1.1556778645172017e-06,6.325549417596221e-09,1.9609203150139365e-08
1982,1.0714148857005057e-06,2.483000915987077e-09,1.1173503899897241e-08
1983,1.1197055300726788e-06,5.052252838311233e-09,1.705135410645653e-08
1984,1.1806781685663736e-06,2.8995041922996734e-09,1.5657322549600394e-08
1985,1.1032533393517951e-06,5.414002135495366e-09,1.0226449020933615e-08
1986,1.1347560757712927e-06,5.395036861699509e-09,1.9182353483415682e-08
1987,1.1274456710452796e-06,2.4443267410134695e-09,1.588812459374367e-08
1988,1.1681287332976353e-06,4.797243047249822e-09,1.3192418713003917e-08
1989,1.1695187822624575e-06,8.232182935330457e-09,2.250130037850795e-08
1990,1.167101004284632e-06,6.538381391862913e-09,1.471135746555774e-08
1991,1.1752238151530037e-06,5.8614650910726596e-09,1.817054240405014e-08
1992,1.3510383496395661e-06,6.060938417817852e-09,1.4876849085965205e-08
1993,1.5194045772659592e-06,7.200969598386564e-09,2.4372512896775334e-08
1994,1.362513557978673e-06,3.164955852952289e-09,1.2132331583813993e-08
1995,1.3908586424804525e-06,7.591431483433553e-09,1.7894087989134277e-08
1996,1.3772278180113062e-06,3.736664311304594e-09,3.3096171137003694e-08
1997,1.230369889526628e-06,1.917957792585412e-09,1.6302641014931396e-08
1998,1.2034757901346893e-06,4.7681290027412615e-09,1.4304387896402204e-08
1999,1.2732580216834322e-06,4.570201106446348e-09,1.7823785114501334e-08
2000,1.1248308737776824e-06,3.5344251969604557e-09,1.9439339027371716e-08
2001,1.1728503750418895e-06,4.381211837767296e-09,1.7524847351069184e-08
2002,1.109325239667669e-06,8.76244299341522e-10,2.3220474432150695e-08
2003,1.112985160034441e-06,2.5001538617175356e-09,1.4167538253673229e-08
2004,1.1029596862499602e-06,3.9643119897903034e-09,1.1452457648886138e-08
2005,1.0863044508369057e-06,1.3511248786457486e-09,2.567137258324692e-08
2006,1.037708216244937e-06,3.706100981659688e-09,1.5647982465338828e-08
2007,9.89831960396259e-07,7.988958938831558e-10,2.077129401811817e-08
2008,9.75379407464061e-07,1.2772318758180745e-09,2.0435710013089192e-08
2009,9.045261322171427e-07,2.384096253749135e-09,2.384096298158056e-08
2010,8.800426485322532e-07,0.0,1.2754241218715379e-08
2011,7.728247624072537e-07,2.2943831279320648e-09,1.911985947344874e-08
2012,7.523398721787089e-07,3.404252713057332e-10,2.4510619311968185e-08
2013,7.318664074773551e-07,0.0,2.147626254611623e-08
2014,6.823318017268321e-07,0.0,2.5768796874103828e-08
2015,6.6652421537583e-07,2.2165753954528356e-10,3.0588740429493555e-08
2016,7.123338150449854e-07,0.0,3.272717208346876e-08
2017,6.085263635213778e-07,2.515611330355938e-10,2.1634257052483008e-08
2018,6.102587235545798e-07,2.5814667070633845e-10,2.6072813241739823e-08
2019,6.390224598362693e-07,0.0,2.8571061960747102e-08
