year,bien_ADV établi_VERB,bien_ADV etabli_VERB,bien_ADV rétabli_VERB
1800,8.709335475032276e-07,6.288328968651058e-09,1.4148740490327327e-07
1801,9.596166137271211e-07,0.0,1.5477687043130572e-07
1802,6.601628683711169e-07,0.0,1.879785713754245e-07
1803,7.021221222203167e-07,1.950339223455444e-09,8.776526527753958e-08
1804,9.244722605217248e-07,4.943701892301533e-09,1.3100809326260787e-07
1805,1.0177502645092318e-06,0.0,3.098736840456695e-07
1806,1.0460458952366025e-06,5.76333825108577e-09,1.2679343797117326e-07
1807,8.854030397742463e-07,0.0,5.693910054560547e-08
1808,8.180527402146254e-07,0.0,1.7901984961099515e-07
1809,8.539135478713433e-07,4.518061036407062e-09,1.5587310997489112e-07
1810,1.0062544788524974e-06,0.0,1.3572734758326988e-07
1811,1.0203802958130836e-06,0.0,1.6797415014480066e-07
1812,1.181573225039756e-06,0.0,1.226915742336132e-07
1813,1.1244150073252968e-06,0.0,2.5594101771275746e-07
1814,7.457624633389059e-07,3.1466771410748606e-09,1.1328037885505182e-07
1815,1.022247715809499e-06,5.394447111228828e-09,2.1038343334112142e-07
1816,1.2909054021292832e-06,2.3176038865813098e-09,1.3905622608945123e-07
1817,1.0166382935494767e-06,0.0,1.120948880384276e-07
1818,9.85881342785433e-07,2.384235475716423e-09,1.8358613829150272e-07
1819,9.129626050707884e-07,1.035105001712111e-09,1.1800197086131448e-07
1820,1.0264506045132293e-06,0.0,1.779972222948345e-07
1821,1.0956113101201481e-06,9.86148829262845e-10,1.6961759286004963e-07
1822,9.634617299525416e-07,0.0,1.3534581455587613e-07
1823,1.0564592685113894e-06,9.882686891060644e-10,1.5713472123479733e-07
1824,8.151637302944437e-07,8.421112696055388e-10,9.936913158981042e-08
1825,9.897318022922263e-07,3.522177216552791e-09,1.2063456722444243e-07
1826,1.044626969814999e-06,7.0463874735082754e-09,1.7968288545944233e-07
1827,1.0977772717524203e-06,2.7651818612639545e-09,6.91295483079557e-08
1828,1.1364480769771035e-06,1.834460228167245e-08,1.3116390107370535e-07
1829,1.369136271023308e-06,3.429270423183084e-09,1.0030615982259405e-07
1830,1.2179787063359981e-06,2.0873671680021744e-09,1.1063045946002603e-07
1831,1.1786951290559955e-06,6.236482441579483e-09,7.639690835503643e-08
1832,1.2014612593702623e-06,0.0,1.2312271735481772e-07
1833,1.2672489901888184e-06,3.4750886612755494e-09,1.4711207541040494e-07
1834,1.0043954716820735e-06,1.8669061851994684e-09,1.101474680353931e-07
1835,1.2728677347695339e-06,2.2689263801112247e-09,1.9437135279076756e-07
1836,1.315250756306341e-06,2.688300027031687e-09,1.0685992890557827e-07
1837,1.3880992355552735e-06,0.0,9.671468603755784e-08
1838,1.3318662013261928e-06,2.5248647617104325e-09,1.230871617963203e-07
1839,1.569586174809956e-06,2.0974426639952526e-09,1.580073387685843e-07
1840,1.3662981928064255e-06,5.095750932326837e-09,1.1210651962301199e-07
1841,1.326485289609991e-06,1.926164561183441e-09,9.566617364953345e-08
1842,1.4670976042907569e-06,1.341653010911159e-09,1.1873628835701311e-07
1843,1.3769009683528566e-06,3.5441467538532834e-09,6.852016554148577e-08
1844,1.4412961490961607e-06,3.841992946007622e-09,9.111011678442082e-08
1845,1.3554373481383664e-06,2.7901139176833567e-09,6.863680113156079e-08
1846,1.5204140026980895e-06,3.5127007969038004e-09,1.0889372248357176e-07
1847,1.3396767144513433e-06,0.0,4.368511241636952e-08
1848,1.4417037164093927e-06,1.6090443422100975e-09,4.34441957963827e-08
1849,1.6130373978739954e-06,5.02764896381791e-09,4.4410899846525353e-08
1850,1.3713771522816387e-06,3.394498016007219e-09,5.0238568860550004e-08
1851,1.636222577872104e-06,1.9348316282474798e-09,3.4826967976187007e-08
1852,1.4355753137351712e-06,6.510545436100301e-10,6.445439737490233e-08
1853,1.4756643622604315e-06,1.7915795513800958e-09,5.3747385209135246e-08
1854,1.5155753771978198e-06,1.558699391779328e-09,5.975014261139222e-08
1855,1.52892857840925e-06,5.306937111981824e-10,9.552486801567284e-08
1856,1.655147343626595e-06,1.0354378465748937e-09,7.714012184578678e-08
1857,1.6645946061544237e-06,4.881509085841174e-10,7.859229356199648e-08
1858,1.5072522501213825e-06,9.787352039936081e-10,6.802209640000001e-08
1859,1.388126406709489e-06,1.018434669930457e-09,5.754155907311542e-08
1860,1.3498115549737122e-06,0.0,6.774232019779447e-08
1861,1.5892798046479584e-06,4.715963730639317e-10,6.885306902404409e-08
1862,1.6549383872188628e-06,1.3553959066214816e-09,7.183598427218385e-08
1863,1.6612108311164775e-06,2.4973103585068657e-09,5.094513255698985e-08
1864,1.6589758615737082e-06,1.9178911792039344e-09,6.185199197261682e-08
1865,1.7325894532405073e-06,9.41368871743009e-10,7.719224726088214e-08
1866,1.545805275782186e-06,4.865612912574591e-10,6.422609288847525e-08
1867,1.6863519931575865e-06,5.338092634588065e-09,4.755755256269367e-08
1868,1.7091964537030435e-06,3.951899252285784e-09,4.742279102742941e-08
1869,1.603747705303249e-06,1.4650557433881772e-09,5.7137174991339634e-08
1870,1.6559932873860816e-06,1.1468097582678638e-09,4.931282049369656e-08
1871,1.6770839010860072e-06,4.248470908407853e-09,4.248470730772169e-08
1872,1.7156301055365475e-06,6.047339295989218e-10,5.503078881474721e-08
1873,1.7688643083602074e-06,1.1972008939764578e-09,5.3874039451784483e-08
1874,1.767886828929477e-06,3.5847653734322193e-09,4.361464789326419e-08
1875,1.650088393034821e-06,8.58229043387837e-09,4.405575992905142e-08
1876,1.7243233969566063e-06,0.0,4.897271921322499e-08
1877,1.8257576357427752e-06,1.8554447978047506e-09,5.504486111362894e-08
1878,1.6830940694489982e-06,0.0,4.046189516770937e-08
1879,1.6544053096367861e-06,0.0,8.491961978052132e-08
1880,1.6776250504335621e-06,1.2835692508872398e-09,3.786529134686134e-08
1881,1.5144286180657218e-06,6.972507571312292e-10,6.275256936305595e-08
1882,1.681150251897634e-06,0.0,8.452339272935205e-08
1883,1.7074853531084955e-06,1.8958017378167824e-09,6.635305993540896e-08
1884,1.5797860442035017e-06,0.0,5.479408571318345e-08
1885,1.6584621107540443e-06,6.445635691854079e-10,4.18966337178972e-08
1886,1.6779006273281993e-06,6.4534639854230136e-09,6.25986018576441e-08
1887,1.6968674572126474e-06,2.6115698492645834e-09,6.267767815870684e-08
1888,1.8102455214830115e-06,9.510921827882157e-09,5.199304098368884e-08
1889,1.7912026351041277e-06,6.265136742733546e-10,6.077182490571431e-08
1890,1.7061067865142832e-06,1.9663159989136147e-09,4.1948073459252555e-08
1891,1.874020654213382e-06,6.374220040683554e-10,6.884157954800685e-08
1892,1.8059583908325294e-06,1.2537024751679837e-09,3.8864776286118285e-08
1893,1.631980353522522e-06,2.463366621796581e-09,3.571881634911733e-08
1894,1.8980235836352222e-06,6.301539290376468e-10,2.5836310868498913e-08
1895,1.6472947663714876e-06,1.8055843487019274e-09,4.5741469278937075e-08
1896,1.670628307692823e-06,2.948514543632541e-09,4.599682768002822e-08
1897,1.7346126242046012e-06,3.4960281336537946e-09,6.817254671886985e-08
1898,1.8180294318881352e-06,1.13167097914868e-09,5.149102833001962e-08
1899,1.7467148154537426e-06,0.0,3.0954439012020885e-08
1900,1.64193011187308e-06,1.038210628578895e-09,3.73755817406618e-08
1901,1.7453631926400703e-06,1.676621730339889e-09,2.794369535763508e-08
1902,1.603698706276191e-06,9.820567692386817e-10,3.2407871941586563e-08
1903,1.8409350559522863e-06,5.400220270956879e-10,1.5660639007819555e-08
1904,1.825760136853205e-06,5.374625189347171e-10,4.08471514390385e-08
1905,1.6989218920571147e-06,1.0321518084666081e-09,4.18021492976095e-08
1906,1.6806051235107589e-06,2.0576738091193647e-09,5.7100447037328195e-08
1907,1.7372525462633348e-06,5.65712765521198e-09,2.7257069490360664e-08
1908,1.622231820874731e-06,4.911389073214423e-10,5.058730678797474e-08
1909,1.7097056570491986e-06,5.500983557560346e-10,3.850688656825696e-08
1910,1.6796665249785292e-06,4.809735720812114e-09,3.153049021875631e-08
1911,1.7557234741616412e-06,2.128149656499545e-09,5.639596523110413e-08
1912,1.7227556554644252e-06,5.209421227725386e-10,4.167537070998151e-08
1913,1.7648350194576778e-06,0.0,3.977242357677824e-08
1914,1.7565558891874389e-06,3.3483718020477227e-09,3.3483718908655646e-08
1915,1.5197182392512332e-06,0.0,1.8849219074468238e-08
1916,1.4964923593652202e-06,1.0987462051303964e-09,2.4172416956957932e-08
1917,1.6000012692529708e-06,0.0,3.947912929902486e-08
1918,1.5207962178465095e-06,2.2972752589112133e-09,2.1824114071478107e-08
1919,1.4318204648589017e-06,9.207848372660976e-10,1.749491218561161e-08
1920,1.4296373365141335e-06,0.0,9.086678076641874e-09
1921,1.6046651580836624e-06,3.0290989716519334e-09,2.499006690470651e-08
1922,1.6474930362164741e-06,3.6889677978990676e-09,3.9840852394945614e-08
1923,1.4883559060763218e-06,3.1847844361720945e-09,2.653987074552333e-08
1924,1.6217663869610988e-06,1.289162443462999e-09,2.0626599095407983e-08
1925,1.5760389260321972e-06,6.598906754362588e-09,2.0896537833436923e-08
1926,1.4523418485623552e-06,2.229227691330493e-09,1.7833821530643945e-08
1927,1.569810820001294e-06,1.1149224876660924e-09,2.7873062080630007e-08
1928,1.5802214647919754e-06,1.1426041224282812e-09,2.399468712610542e-08
1929,1.506182911725773e-06,1.1140406375176326e-09,4.121950425428622e-08
1930,1.530375016045582e-06,3.1510811737689437e-09,2.10072066408884e-08
1931,1.5739392438263167e-06,1.1405356659111021e-09,2.3951248095954725e-08
1932,1.4674819794890936e-06,0.0,3.1782654730250215e-08
1933,1.6047456483647693e-06,0.0,2.982372038218273e-08
1934,1.556407255520753e-06,1.1981580172459871e-09,2.156684431042777e-08
1935,1.5666483932363917e-06,3.590485242455088e-09,1.9149254626427137e-08
1936,1.6950350527622504e-06,2.424942913137329e-09,3.8799086610197264e-08
1937,1.4391647482625558e-06,6.295559185076627e-09,2.6441348666139675e-08
1938,1.7101117464335402e-06,3.8895642262559704e-09,2.2040865133021725e-08
1939,1.5905812915661954e-06,3.058810094103137e-09,2.5999884911698246e-08
1940,1.6279726651191595e-06,7.607348528892999e-09,2.2822046474857416e-08
1941,1.3813032637699507e-06,1.1806010391524069e-08,2.3612020783048138e-08
1942,1.6991585880532512e-06,1.8205270180260413e-08,2.4273694165799498e-08
1943,1.6229084849328501e-06,5.806470415592457e-09,3.193558839598154e-08
1944,1.6772831941125332e-06,1.6065930807940276e-08,4.819779064746399e-08
1945,1.4530621683661593e-06,6.535512131478072e-09,2.3963544037997053e-08
1946,1.4436185438171378e-06,6.960552134671616e-09,1.6705325123211878e-08
1947,1.3446742741507478e-06,1.1920870957027319e-09,3.099426493236024e-08
1948,1.4568329333997099e-06,2.174377566888097e-09,1.4133454406817236e-08
1949,1.4980754485804937e-06,7.853606653895895e-09,1.9634017078828947e-08
1950,1.4145031173029565e-06,2.1270722960764488e-09,1.3825969702452312e-08
1951,1.5096544530024403e-06,6.396841278899501e-09,2.4521224162299404e-08
1952,1.5268875586116337e-06,3.1634410646574906e-09,1.4762725264461096e-08
1953,1.4641631196354865e-06,1.0773827385790469e-09,2.5857186614075545e-08
1954,1.4316765373223461e-06,9.772536113672459e-10,2.5408594339637602e-08
