year,mon_DET achat_NOUN,mon_DET rachat_NOUN
1971,6.166076982339064e-09,2.0553589941130213e-09
1972,1.1799337507056862e-08,3.0780880067027283e-09
1973,7.1671650836435674e-09,1.6539611902288698e-09
1974,7.875800456247362e-09,2.2502286700643026e-09
1975,1.1994108373158952e-08,3.998036124386317e-09
1976,1.0284348428424295e-08,3.4281160132820787e-09
1977,9.990529292736028e-09,4.7014254711541525e-09
1978,1.4851478380428773e-08,7.128709622605811e-09
1979,1.111874914361266e-08,7.607565244427406e-09
1980,1.6486937204351904e-08,3.97960553399912e-09
1981,2.213942273954217e-08,7.590659656386833e-09
1982,1.3656505259973528e-08,3.1037510339615437e-09
1983,6.946847541655643e-09,3.157658134966823e-09
1984,9.278413592994639e-09,8.118611560803402e-09
1985,1.0828004826102244e-08,1.8046674155058895e-09
1986,1.498621315931814e-08,1.7983456945813714e-09
1987,9.777306964053878e-09,3.0554083707556856e-09
1988,2.9383114386050124e-08,4.797243047249822e-09
1989,2.250130037850795e-08,1.6464366536794728e-09
1990,2.45189291092629e-08,4.358920779878872e-09
1991,7.6199047072123e-09,4.10302547493302e-09
1992,1.7631821336294706e-08,6.060938473329003e-09
1993,1.6063700869484165e-08,2.2156829704300662e-09
1994,1.002236066360851e-08,4.2199412852994556e-09
1995,1.3013881527967897e-08,5.4224509327127635e-09
1996,2.081855887681172e-08,3.2028553142993132e-09
1997,1.6302641014931396e-08,3.3564262480467733e-09
1998,2.8131962204192007e-08,3.814503379828693e-09
1999,2.513610636301067e-08,1.3710603763428253e-09
2000,1.943933913839402e-08,2.2090156370779823e-09
2001,1.4019877703219663e-08,7.448059946568719e-09
2002,1.3143664545633982e-08,3.066854992184176e-09
2003,9.58392298855415e-09,5.416999737661854e-09
2004,1.6297727278846708e-08,4.845270407116686e-09
2005,2.2518747200273026e-08,1.8014998381943315e-09
2006,2.511912877700695e-08,2.4707338397433887e-09
2007,2.3966877593650793e-08,3.595031605740928e-09
2008,1.7881246872075707e-08,5.960415716543821e-09
2009,1.2874119548200724e-08,9.059565542202108e-09
2010,2.6453240264956435e-08,5.668551850135373e-09
2011,2.676780386234867e-08,4.206369030868018e-09
2012,4.05106063139371e-08,4.765953853791416e-09
2013,3.9326662593097694e-08,5.578249862026041e-09
2014,6.431371968318444e-08,9.094869579673315e-09
2015,5.053791984899192e-08,6.428068743957738e-09
2016,4.246247264916292e-08,8.078226365615393e-09
2017,6.439964828075517e-08,1.106868996458843e-08
2018,5.6792267333349855e-08,7.744399788123246e-09
2019,6.88766715883915e-08,5.101975453225549e-09
