year,mon_DET achat_NOUN,mon_DET rachat_NOUN
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,4.475680270843441e-09,4.475680270843441e-09
1803,0.0,0.0
1804,1.4831105232815389e-08,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,0.0,2.2660739951163578e-09
1809,1.3554183553310395e-08,9.036122072814123e-09
1810,0.0,4.680253518074551e-09
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,0.0,0.0
1813,5.751483289628823e-09,5.751483289628823e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,1.5568733857662664e-08
1818,9.536941902865692e-09,1.1921177378582115e-09
1819,2.070210003424222e-09,3.1053151161586356e-09
1820,5.933240565525466e-09,2.1359666035891678e-08
1821,8.875339574387908e-09,7.889190412058156e-09
1822,2.0051231786055723e-09,1.303330066093622e-08
1823,2.4706716672540097e-08,3.9530747564242574e-09
1824,3.3684450784221553e-09,6.736890156844311e-09
1825,8.805443041381977e-10,4.4027217427355936e-09
1826,3.5231937367541377e-09,7.0463874735082754e-09
1827,1.8434546111834038e-09,3.6869092223668076e-09
1828,1.559291185060374e-08,3.668920500743411e-09
1829,3.429270423183084e-09,3.429270423183084e-09
1830,4.174734336004349e-09,1.0436835840010872e-09
1831,9.354723218280014e-09,1.5591206548037917e-08
1832,1.3529969367098715e-09,9.470978667991403e-09
1833,1.0425265983826648e-08,4.6334514003376626e-09
1834,1.0267983796552471e-08,5.600718555598405e-09
1835,1.285724948729694e-08,6.050470346963266e-09
1836,8.064899859050456e-09,2.016224964762614e-09
1837,4.87052354003481e-09,9.045257876039159e-09
1838,1.2624323808552163e-09,2.5248647617104325e-09
1839,0.0,1.3982950353153e-09
1840,4.458782232319436e-09,1.9109065441114126e-09
1841,7.704658244733764e-09,3.2102742686390684e-09
1842,2.683306021822318e-09,1.341653010911159e-09
1843,5.316219964246471e-09,1.1813822142769936e-09
1844,1.920996434146005e-08,1.0428266250528395e-08
1845,1.4508592383055685e-08,1.1160455670733427e-08
1846,4.6836010625384006e-09,9.367202125076801e-09
1847,2.2651539310913904e-08,7.550513103637968e-09
1848,4.82713291560799e-09,4.02261068899179e-09
1849,4.1897072478036534e-09,0.0
1850,4.073397619208663e-09,2.0366988096043315e-09
1851,2.579775504329973e-08,3.2247193804124663e-09
1852,1.0416872919805087e-08,3.2552727180501506e-09
1853,2.030456869306363e-08,2.388772735173461e-09
1854,1.454786069388092e-08,1.558699391779328e-09
1855,4.2455496895854594e-09,8.491099379170919e-09
1856,1.2425253714809514e-08,3.6240324075009767e-09
1857,1.513267733344037e-08,5.857811125054013e-09
1858,5.872411001917044e-09,1.468102750479261e-09
1859,1.476730293603623e-08,1.171199848215565e-08
1860,1.1442959468865865e-08,8.696649622663699e-09
1861,1.0610918277365045e-07,3.772770984511453e-09
1862,1.355395884417021e-08,8.584174260306554e-09
1863,8.490855130105501e-09,1.9978483312144135e-09
1864,9.109982990196386e-09,3.3563094525845827e-09
1865,1.553258677233771e-08,9.413688495385486e-09
1866,1.0217787504984699e-08,2.578774882522339e-08
1867,5.82337378318698e-09,6.308654931785895e-09
1868,7.409810987013543e-09,4.44588676984381e-09
1869,8.790334682373668e-09,7.81363052038131e-09
1870,6.880858549607183e-09,0.0
1871,3.18635318130589e-09,7.434824311758348e-09
1872,3.023669647994609e-09,7.861540751719076e-09
1873,1.3767810003173508e-08,1.0176207432266438e-08
1874,9.559374625212058e-09,1.7923826867161097e-09
1875,5.721527251978387e-09,5.721527251978387e-09
1876,8.464420275799966e-09,4.232210137899983e-09
1877,4.9478527941460015e-09,3.710889595609501e-09
1878,1.1474268646338714e-08,1.2682086270032755e-08
1879,4.887460214320072e-09,9.16398767980553e-09
1880,3.2089231272180996e-09,5.134277003548959e-09
1881,6.2752567586699115e-09,1.3945015142624584e-09
1882,9.983077253750139e-09,3.3276925659464496e-09
1883,7.58320695126713e-09,3.1596695260205365e-09
1884,5.281357573494461e-09,6.601696966868076e-10
1885,1.9336907075562237e-09,1.2891271383708158e-09
1886,5.808117542471791e-09,0.0
1887,3.264462256069578e-09,0.0
1888,3.1703073499755874e-09,0.0
1889,1.002421912144058e-08,3.1325683158556217e-09
1890,6.554386366985909e-09,5.243509182406569e-09
1891,3.824531802365527e-09,6.374220040683554e-10
1892,9.402768341715273e-09,1.0656470816883257e-08
1893,1.0469308087124318e-08,2.463366621796581e-09
1894,1.6384001710889606e-08,2.520615716150587e-09
1895,4.814891374493868e-09,1.444467478961542e-08
1896,1.2383760683576384e-08,2.358811590497112e-09
1897,1.2818770045441852e-08,4.661370955894029e-09
1898,4.52668391659472e-09,3.3950129374460403e-09
1899,6.080336234504102e-09,2.2110313580014918e-09
1900,1.245852754294674e-08,2.595526460424935e-09
1901,1.0618603996093157e-08,4.470991188387785e-09
1902,4.910283735171106e-09,1.178468167495339e-08
1903,5.400220270956879e-09,4.320176216765503e-09
1904,1.1824175416563776e-08,8.061937784020756e-09
1905,1.4966201444810423e-08,7.2250627702885595e-09
1906,1.388929860013377e-08,6.173021205313489e-09
1907,9.771402353919711e-09,6.685696440911215e-09
1908,1.0313916831705683e-08,3.929111258571538e-09
1909,1.0451869147942716e-08,3.85068837926994e-09
1910,1.2825961626106164e-08,2.67207544979442e-09
1911,8.51259862599818e-09,1.5961122423746588e-09
1912,1.0418842677495377e-08,2.6047106693738442e-09
1913,1.5378670392696137e-08,3.71209285532359e-09
1914,1.0714790221744153e-08,6.696743715117748e-10
1915,0.0,0.0
1916,5.493730803607377e-09,0.0
1917,2.1932848870420685e-09,1.4256351654751143e-08
1918,2.5270027848023346e-08,2.2972752589112133e-09
1919,1.8415696301232742e-08,2.762354567309444e-09
1920,1.514446346106979e-08,3.786115865267448e-09
1921,3.7863738810983705e-09,1.5145494858259667e-09
1922,5.164555005876537e-09,2.1396012073182646e-08
1923,6.369568872344189e-09,6.369568872344189e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,1.4297631523163545e-08,6.598906754362588e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,4.4596899506643695e-09,1.6723836537835268e-08
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,1.3368487650211591e-08,1.3368487872256196e-08
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,1.1405356659111021e-08,5.7026783295555106e-09
1932,1.2055489939655217e-08,2.1919073223131136e-09
1933,9.176529758292418e-09,0.0
1934,2.3963160344919743e-09,1.3179738189705859e-08
1935,5.98414207075848e-09,1.196828414151696e-09
1936,7.274828739411987e-09,1.2124714565686645e-08
1937,6.295559185076627e-09,0.0
1938,6.482607117774819e-09,6.482607339819424e-09
1939,7.647025235257843e-09,0.0
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,1.7709016475464523e-08,3.5418032950929046e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,8.714016175304096e-09,1.089252066321933e-08
1946,1.6705325123211878e-08,1.2528993842408909e-08
1947,1.311295849681926e-08,3.5762612871081956e-09
1948,8.697510267552389e-09,9.784699273041042e-09
1949,7.853606653895895e-09,4.908504269707237e-09
1950,1.3825969924496917e-08,2.1270722960764488e-09
1951,1.0661401539380222e-08,1.0661401761424827e-09
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,4.3095309543161875e-09,5.386913803917537e-09
1954,1.3681550781186047e-08,6.840775057526116e-09
1955,1.595553333899602e-08,1.8771215692936494e-09
1956,1.0465369681966763e-08,8.72114158667614e-10
1957,7.951533653738352e-09,1.3252556385623393e-08
1958,6.617794756635931e-09,8.272243334772611e-09
1959,1.3176271629333769e-08,6.200598257066758e-09
1960,8.997083078554624e-09,2.7683333403416555e-09
1961,6.25334317660986e-09,6.25334317660986e-09
1962,1.3952304200870458e-08,3.170978146727066e-09
1963,1.7458344103715717e-08,4.526237162849611e-09
1964,5.475571551727398e-09,3.650380997477498e-09
1965,6.566452104284082e-09,5.472043540510896e-09
1966,9.970334224895794e-09,6.092982118843793e-09
1967,6.409436426046966e-09,5.423369309198733e-09
1968,1.0330256650092906e-08,7.635406973349745e-09
1969,8.62933943746036e-09,5.450109252791435e-09
1970,1.6095538069027526e-08,4.598724956395017e-09
