year,en_PRON appelez_VERB,en_PRON rappelez_VERB
1902,1.3257766440233354e-08,1.9641135384773634e-09
1903,1.4040573148577096e-08,2.1600881083827517e-09
1904,5.912087708281888e-09,2.6873125946735854e-09
1905,1.4450125540577119e-08,6.708986699521802e-09
1906,1.2346042410626978e-08,4.115347618238729e-09
1907,1.2342823652033985e-08,5.65712765521198e-09
1908,7.858222517143076e-09,1.7189861978295085e-08
1909,1.5402754183213574e-08,1.7053048750881317e-08
1910,5.878565634276356e-09,3.740905363258662e-09
1911,6.384448858476333e-09,5.852411444351446e-09
1912,6.251305417759312e-09,7.293189607793238e-09
1913,1.749986605625864e-08,1.0605979205990934e-08
1914,1.808120764223986e-08,4.68772043404897e-09
1915,2.4739600590351074e-08,0.0
1916,2.197492321442951e-08,1.3184954461564757e-08
1917,7.676496771580332e-09,5.483212106582869e-09
1918,2.067547733020092e-08,3.44591288836682e-09
1919,6.4454939163738345e-09,6.4454939163738345e-09
1920,1.1358347595802343e-08,2.2716695191604686e-09
1921,1.741731914250977e-08,5.300923255902035e-09
1922,8.853522359686394e-09,8.115729421831475e-09
1923,1.0615948120573648e-08,7.431163684401554e-09
1924,7.734974438733389e-09,5.156649773851996e-09
1925,2.1996355847875293e-09,6.598906754362588e-09
1926,8.916910765321973e-09,6.687683296036084e-09
1927,1.2264147031260109e-08,4.4596899506643695e-09
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,8.767629289252454e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,4.7926320689839486e-09,2.3963160344919743e-09
1935,9.574627313213568e-09,1.196828414151696e-09
1936,4.849885826274658e-09,6.0623572828433225e-09
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,1.3764645423464117e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,4.7683483828109274e-09,7.152522574216391e-09
1948,6.523132700664291e-09,8.697510267552389e-09
1949,3.9268033269479474e-09,5.890204768377316e-09
1950,5.317680518146517e-09,9.571825110299415e-09
1951,8.529121409139861e-09,7.462981344019681e-09
1952,9.490323193972472e-09,5.272402070488624e-09
1953,2.1547654771580937e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,7.818028890937967e-09
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,5.232684952005684e-09,1.744228317335228e-09
1957,5.301022731885041e-09,9.718541527092839e-09
1958,1.1581140491045971e-08,5.790570245522986e-09
1959,1.5501495642666896e-09,4.650448914844674e-09
1960,5.536666680683311e-09,5.536666680683311e-09
1961,3.47407969059077e-09,4.86371165564492e-09
1962,1.0781326054143392e-08,9.512934440181198e-09
1963,5.1728425987107585e-09,8.405868889838075e-09
1964,6.083968440151466e-09,8.517555549758526e-09
1965,7.660860390501512e-09,2.73602163147757e-09
1966,4.985167390003653e-09,8.308612464702492e-09
1967,4.437302081328198e-09,2.465167847631733e-09
1968,8.982831367632116e-09,7.635406973349745e-09
1969,1.3171097990039016e-08,5.904285060864822e-09
1970,1.1496812390987543e-08,8.7375777724219e-09
1971,2.569198631618974e-09,6.679916619845017e-09
1972,5.130146973897354e-09,2.0520587451500205e-09
1973,1.3783009400469837e-08,3.3079223804577396e-09
1974,7.313243344242437e-09,5.625571564138454e-09
1975,1.028066431985053e-08,6.8537762132336866e-09
1976,6.2848797277581525e-09,5.142174241967723e-09
1977,7.052138428775834e-09,1.1753563455840776e-08
1978,5.346532105932056e-09,1.128712323605896e-08
1979,6.437170796402825e-09,5.266775904289034e-09
1980,1.0801786132219604e-08,5.116635559687666e-09
1981,5.060439622894819e-09,6.958104314946922e-09
1982,3.1037510339615437e-09,1.3035754697909852e-08
1983,4.4207211225000265e-09,8.841442245000053e-09
1984,3.479405208395292e-09,4.639206796497319e-09
1985,3.609334831011779e-09,7.820225356169885e-09
1986,5.395036861699509e-09,7.1933827783254856e-09
1987,7.944062296871834e-09,3.6664902225425067e-09
1988,9.594486094499644e-09,5.396898483667201e-09
1989,8.780995486290522e-09,6.585746614717891e-09
1990,7.628111475810329e-09,4.90378582185258e-09
1991,6.4476117778156095e-09,1.992898113201136e-08
1992,6.61193322315512e-09,1.0468894195980738e-08
1993,1.1632335983335906e-08,1.1632335983335906e-08
1994,5.802419433820205e-09,7.912389854425328e-09
1995,5.4224509327127635e-09,4.880205572987961e-09
1996,8.540947504798169e-09,1.0676184380997711e-08
1997,2.876936688878118e-09,5.274384040632185e-09
1998,5.2449422582867555e-09,1.3350762273489636e-08
1999,5.484241505371301e-09,6.8553016596695215e-09
2000,3.5344251969604557e-09,7.510653432518666e-09
2001,9.638665504629884e-09,7.886181485616817e-09
2002,2.6287327870022636e-09,1.1391176002462089e-08
2003,4.166922806803086e-09,6.667076668520622e-09
2004,3.9643119897903034e-09,8.80958239690699e-09
2005,5.404499514582994e-09,6.305249655724765e-09
2006,6.1768350434476815e-09,7.412201963319376e-09
2007,6.391167151065247e-09,5.991719120856942e-09
2008,7.663391338175174e-09,6.3861596011349775e-09
2009,5.721831008997924e-09,1.0966842545201416e-08
2010,8.502827775203059e-09,1.0392344762522043e-08
2011,6.500752380844688e-09,1.4913490886669933e-08
2012,8.170206733382201e-09,1.191488419038933e-08
2013,1.004085004030486e-08,1.812931316180766e-08
2014,7.795602385840539e-09,1.7323561252169384e-08
2015,1.3299452386594801e-08,1.9505863591007255e-08
2016,1.1599504468051691e-08,2.1334802369210593e-08
2017,7.798395401659164e-09,3.7985731893286356e-08
2018,8.518840410864925e-09,1.9619147195726327e-08
2019,7.3978642656236104e-09,2.5509876877549686e-08
