year,ait_VERB eu_VERB,ait_VERB chu_VERB
1922,7.338832347159041e-06,0.0
1923,7.5744787864096e-06,0.0
1924,7.679540431126952e-06,6.445812328337297e-09
1925,7.552449005743256e-06,0.0
1926,7.199290848802775e-06,1.1146138456652466e-09
1927,7.366292720689671e-06,2.2298449753321847e-09
1928,7.257821380335372e-06,1.1426041224282812e-09
1929,7.368264959950466e-06,0.0
1930,7.469112460967153e-06,0.0
1931,7.056494268908864e-06,1.1405356659111021e-09
1932,6.9878005888313055e-06,3.287861094491973e-09
1933,6.967280114622554e-06,1.1470662197865522e-09
1934,7.19254239811562e-06,0.0
1935,6.73575050313957e-06,5.98414207075848e-09
1936,6.730429049639497e-06,0.0
1937,6.688401754217921e-06,0.0
1938,6.787289748899639e-06,1.2965214457594243e-09
1939,6.773735094611766e-06,0.0
1940,6.998760909482371e-06,0.0
1941,6.378197213052772e-06,0.0
1942,6.632787062699208e-06,3.034211770724937e-09
1943,6.900990229041781e-06,0.0
1944,6.879431566630956e-06,3.2131861615880553e-09
1945,7.267489309015218e-06,2.178504043826024e-09
1946,6.7294618020241614e-06,1.3921104269343232e-09
1947,7.443391950801015e-06,1.1920870957027319e-09
1948,6.802540156058967e-06,0.0
1949,6.535182365041692e-06,0.0
1950,6.725802450091578e-06,0.0
1951,6.873405709484359e-06,2.1322803522849654e-09
1952,6.607373961742269e-06,1.0544803918932644e-09
1953,6.921106887602946e-06,0.0
1954,6.805594239267521e-06,0.0
1955,6.97632231094758e-06,0.0
1956,6.676906195934862e-06,0.0
1957,6.520258011732949e-06,3.534015080575159e-09
1958,6.1859836932853796e-06,0.0
1959,6.446296993090073e-06,0.0
1960,6.403847237379523e-06,1.3841666701708277e-09
1961,6.653557193203596e-06,0.0
1962,6.317856787063647e-06,0.0
1963,6.058045073586982e-06,6.466053248388448e-10
1964,6.785449841117952e-06,0.0
1965,6.658382517343853e-06,0.0
1966,6.1356331571005285e-06,0.0
1967,6.8625340645667166e-06,4.930335584241163e-10
1968,6.290227702265838e-06,1.3474247273492779e-09
1969,6.359823601087555e-06,4.5417578031781147e-10
1970,6.257025233935565e-06,0.0
1971,5.9230305851087905e-06,0.0
1972,5.800144208478741e-06,0.0
1973,5.803198291687295e-06,0.0
1974,5.76677348362864e-06,1.6876715580593782e-09
1975,5.730328211939195e-06,1.7134440533084216e-09
1976,5.745522685174365e-06,0.0
1977,5.535928266908741e-06,0.0
1978,5.679205514752539e-06,2.3762365408686037e-09
1979,5.5892196542117745e-06,0.0
1980,5.461155524244532e-06,5.685150683554241e-10
1981,5.471600161399692e-06,0.0
1982,5.613444500340847e-06,6.207502289967692e-10
1983,5.172875262360321e-06,0.0
1984,5.404675903264433e-06,5.799008495621649e-10
1985,5.015772330807522e-06,1.2031116103372597e-09
1986,5.4621750678052194e-06,5.994485463567401e-10
1987,5.293800768413348e-06,6.110816852533674e-10
1988,5.27336942468537e-06,0.0
1989,5.2987820708949585e-06,5.488122178931576e-10
1990,5.081411927676527e-06,0.0
1991,5.071925897937035e-06,5.861465202094962e-10
1992,5.323156983649824e-06,3.30596661157756e-09
1993,5.047325885243481e-06,1.1078414852150331e-09
1994,5.008015250496101e-06,5.274926606624319e-10
1995,4.92846538691083e-06,0.0
1996,5.07545792061137e-06,1.6014276571496566e-09
1997,4.713860562333139e-06,4.79489448146353e-10
1998,4.813903160538757e-06,4.768129224785866e-10
1999,4.832073500438128e-06,0.0
2000,4.490487299335655e-06,0.0
2001,4.602462922775885e-06,0.0
2002,4.4171474655740894e-06,4.38122149670761e-10
2003,4.618617367668776e-06,0.0
2004,4.397743396111764e-06,0.0
2005,4.226768851367524e-06,0.0
2006,4.360845196060836e-06,1.6471559671771274e-09
2007,4.67394056613557e-06,1.997239706952314e-09
2008,4.595054633682594e-06,4.257439678578834e-10
2009,4.57317355539999e-06,4.76819250749827e-10
2010,4.647267360269325e-06,0.0
2011,4.265640654921299e-06,1.911985902935953e-09
2012,4.672677277994808e-06,1.0212758416727752e-09
2013,5.087642875878373e-06,1.1156500168141292e-09
2014,5.6167318689404055e-06,4.330890368553497e-10
2015,5.282764050207334e-06,2.2165753954528356e-10
2016,5.3562780522042885e-06,6.214020409345267e-10
2017,4.757272563438164e-06,7.54683426862357e-10
2018,4.824245024792617e-06,5.162933414126769e-10
2019,5.032078661315609e-06,2.04079020349468e-09
