year,petit_ADJ an_NOUN,petit_ADJ champ_NOUN
1800,0.0,3.3328143445032765e-07
1801,7.143547975374531e-09,3.786080355894228e-07
1802,8.951360541686881e-09,2.6854081625060644e-07
1803,0.0,3.2570665098319296e-07
1804,2.4718509461507665e-09,3.312280227873998e-07
1805,2.842877711017877e-09,1.2224374756897305e-07
1806,0.0,1.9019015606858147e-07
1807,0.0,1.508886242618246e-07
1808,2.2660739951163578e-09,3.217825081947012e-07
1809,2.259030518203531e-09,3.0496912017952127e-07
1810,7.020380277111826e-09,3.25277625279341e-07
1811,7.521229861140455e-09,2.0056614635777237e-07
1812,5.3344164641089264e-09,2.0270782519205e-07
1813,5.751483289628823e-09,1.984261785992203e-07
1814,0.0,1.6992056028897196e-07
1815,8.091670444798638e-09,2.3465845422343534e-07
1816,2.3176038865813098e-09,2.456660190830462e-07
1817,6.227493631882908e-09,2.47542881193219e-07
1818,2.384235475716423e-09,2.443841253807477e-07
1819,4.140420006848444e-09,2.008103643369452e-07
1820,0.0,1.9579694132687564e-07
1821,9.86148829262845e-10,2.386480164595639e-07
1822,3.0076847679083585e-09,1.804610860745015e-07
1823,1.9765373782121287e-09,2.1445430187227998e-07
1824,8.421112696055388e-10,1.9368558845656025e-07
1825,8.805443041381977e-10,1.5057307223287353e-07
1826,0.0,1.6999409646611952e-07
1827,9.217273055917019e-10,1.5208500181440598e-07
1828,1.8344602503717056e-09,1.6785311623968013e-07
1829,2.571952872898464e-09,2.2461721144173552e-07
1830,3.1310507520032616e-09,2.400472214336702e-07
1831,0.0,1.886535869743966e-07
1832,0.0,2.3271547888725763e-07
1833,2.3167257001688313e-09,2.5252310842382997e-07
1834,0.0,2.9870499851369914e-07
1835,3.025235173481633e-09,2.1857324128404798e-07
1836,1.3441500135158435e-09,2.6210926029612835e-07
1837,5.566312633042969e-09,1.6838095873161762e-07
1838,1.0099459268886335e-08,2.0072674389304268e-07
1839,3.4957376993105527e-09,2.628794713022131e-07
1840,6.369688665408546e-10,2.4778088486554495e-07
1841,0.0,2.5617988974602213e-07
1842,1.341653010911159e-09,2.3747257982265069e-07
1843,4.134837805480629e-09,2.3273229787790228e-07
1844,1.6465684371524958e-09,1.8935536610920067e-07
1845,3.9061593959388574e-09,2.153968022833297e-07
1846,2.9272506640865004e-09,2.1076205003467408e-07
1847,2.6966118227278457e-09,2.2921199871461795e-07
1848,8.045221711050488e-10,2.7514657369165363e-07
1849,0.0,4.1226720615128443e-07
1850,2.0366988096043315e-09,3.4895438361104425e-07
1851,6.449438760824933e-10,3.2569666430504185e-07
1852,0.0,2.428433529821916e-07
1853,4.777545470346922e-09,1.827411200139295e-07
1854,1.0391328908454511e-09,2.140613717949158e-07
1855,5.306937111981824e-10,2.0113291654411114e-07
1856,2.0708756931497874e-09,2.2831403923007088e-07
1857,1.4644527812635033e-09,2.3040722685330195e-07
1858,9.787352039936081e-10,2.0847059456485795e-07
1859,5.092173349652285e-10,2.566455306052262e-07
1860,2.288591982591015e-09,2.499142533751719e-07
1861,1.4147891747029462e-09,2.5749162724242325e-07
1862,1.8071945051545413e-09,2.959281036885031e-07
1863,1.4983862484108101e-09,2.5672349690530893e-07
1864,3.356309563606885e-09,2.1432434449408788e-07
1865,4.706844358715045e-10,2.226337337818407e-07
1866,0.0,2.014363813529485e-07
1867,2.91168689159349e-09,3.6784310353255023e-07
1868,2.9639244392143382e-09,1.8178736072016477e-07
1869,4.883519144627257e-10,1.8752712838132624e-07
1870,1.1468097582678638e-09,2.454172896015905e-07
1871,2.1242354542039266e-09,2.0605083284053194e-07
1872,0.0,2.437077692984957e-07
1873,5.986004469882289e-10,1.8257313261216268e-07
1874,5.974609140757536e-10,1.9895448133411264e-07
1875,5.721527140956084e-10,1.6249136569612688e-07
1876,1.813804439976252e-09,2.3639918245166314e-07
1877,6.184815992682502e-10,2.2883819583707776e-07
1878,3.019544336790858e-09,3.043700653737602e-07
1879,0.0,3.0668813444378884e-07
1880,2.5671385017744797e-09,2.3681853145163245e-07
1881,1.3945015142624584e-09,1.924412060816394e-07
1882,3.3276925659464496e-09,1.7170893307216772e-07
1883,3.159669414998234e-09,1.8958016489989404e-07
1884,6.601696966868076e-10,2.4162212231004787e-07
1885,6.445635691854079e-10,2.6813843262418757e-07
1886,1.2906927748801422e-09,2.471676626703001e-07
1887,6.528924623161458e-10,2.4614046423288016e-07
1888,4.438430289965822e-09,2.086062171891001e-07
1889,1.8795409673089125e-09,2.5185850538456123e-07
1890,2.6217545912032847e-09,2.4185686370303827e-07
1891,6.374220040683554e-10,1.9632598158292325e-07
1892,6.268512375839919e-10,2.0372665310297577e-07
1893,1.2316833108982905e-09,1.7428318743739624e-07
1894,1.8904617871129403e-09,2.5899326150380375e-07
1895,1.8055843487019274e-09,2.2810549271667924e-07
1896,5.89702897624278e-10,1.875255221106542e-07
1897,0.0,1.9927359717897275e-07
1898,1.13167097914868e-09,2.1275414863186626e-07
1899,5.527578395003729e-10,2.1889210266579084e-07
1900,3.6337372000261325e-09,2.0816122947575622e-07
1901,5.588738916095792e-10,1.8275176238979896e-07
1902,4.910283846193408e-10,1.5860216306951003e-07
1903,5.400220270956879e-10,1.3716559066345724e-07
1904,2.6873125946735854e-09,1.9617381941117173e-07
1905,1.0321518084666081e-09,2.0488213686720158e-07
1906,2.572092261399206e-09,2.2325761306341008e-07
1907,2.057137349353866e-09,2.1394227783799735e-07
1908,9.822778146428846e-10,2.799491767291329e-07
1909,3.300590023513905e-09,2.563458335602675e-07
1910,1.068830135508847e-09,2.6186339463496466e-07
1911,5.320374141248863e-10,1.6599567032038465e-07
1912,1.0418842455450772e-09,1.719108991826701e-07
1913,1.590896969716482e-09,2.046954006851287e-07
1914,6.696743715117748e-10,1.8148175640053665e-07
1915,2.3561523843085297e-09,1.507937477107646e-07
1916,1.0987462051303964e-09,1.3294828948851034e-07
1917,0.0,1.8533257706287998e-07
1918,1.1486376294556067e-09,2.2857889359073624e-07
1919,0.0,1.850777492373723e-07
1920,7.572231730534895e-10,2.0369303710410236e-07
1921,6.058197943303867e-09,1.9159050840267255e-07
1922,0.0,1.8223500752867494e-07
1923,1.0615948120573648e-09,1.9851823651606537e-07
1924,2.578324886925998e-09,2.2431426272007116e-07
1925,3.299453377181294e-09,1.9356792502200904e-07
1926,2.229227691330493e-09,2.0508894582604853e-07
1927,0.0,2.1963972818284105e-07
1928,3.4278123672848437e-09,1.7253322637245105e-07
1929,0.0,1.3591296466053393e-07
1930,3.1510811737689437e-09,1.922159390543854e-07
1931,1.1405356659111021e-09,2.429341074972058e-07
1932,3.287861094491973e-09,1.5562542410307856e-07
1933,5.735331320977366e-09,1.4223620636855117e-07
1934,1.1981580172459871e-09,1.2820290962167746e-07
1935,5.98414207075848e-09,1.7593377954483458e-07
1936,0.0,2.0612014850485139e-07
1937,2.5182236296217297e-09,2.2664012533368805e-07
1938,0.0,1.361347491402043e-07
1939,0.0,1.804698008811556e-07
1940,5.0715658339584024e-09,2.6372141981312325e-07
1941,5.9030051957620344e-09,2.567807388942356e-07
1942,3.034211770724937e-09,1.6384743162234372e-07
1943,2.9032352077962287e-09,2.6129116315054546e-07
1944,6.4263723231761105e-09,1.8636479914846404e-07
1945,0.0,1.7645882843808636e-07
1946,2.7842208538686464e-09,2.0742445183685732e-07
1947,0.0,1.5854758106392808e-07
1948,1.0871887834440486e-09,1.5764237515369928e-07
1949,0.0,1.0111518611299886e-07
1950,0.0,1.4995859776156806e-07
1951,1.0661401761424827e-09,2.1002961148042232e-07
1952,3.1634410646574906e-09,1.739892592222958e-07
1953,2.1547654771580937e-09,1.4760143207670495e-07
1954,0.0,1.446335349264416e-07
1955,9.385607846468247e-10,1.6987949535973712e-07
1956,8.72114158667614e-10,1.8924877198678303e-07
1957,3.5340151360863103e-09,1.4047709911979567e-07
1958,3.3088973783179654e-09,1.5551818055570266e-07
1959,3.875373910666724e-09,1.5191466384845143e-07
1960,6.920833350854139e-10,1.5018207683015206e-07
1961,2.779263708063695e-09,1.7648324240893132e-07
1962,6.341956404476434e-10,1.6742764907817786e-07
1963,3.233026624194224e-09,1.4289977934289766e-07
1964,0.0,1.5818317311566688e-07
1965,5.472043373977442e-10,1.7784141070897874e-07
1966,1.1078149508847446e-09,1.5232454997349265e-07
1967,9.860671168482327e-10,1.2473748561836473e-07
1968,2.6948494546985557e-09,1.2800534882062564e-07
1969,4.5417578031781147e-10,1.212649367032803e-07
1970,1.3796175313274261e-09,1.0715029011287847e-07
1971,5.138397485282553e-10,1.300014613736522e-07
1972,0.0,1.3902697437728762e-07
1973,2.7566018356850464e-09,1.4224065614243386e-07
1974,5.625571675160757e-10,1.1476166283941325e-07
1975,0.0,1.273660048539682e-07
1976,5.713526873840635e-10,1.4112411983457918e-07
1977,1.1753563677885381e-09,1.3927973174787667e-07
1978,1.1881182704343018e-09,1.21782121276226e-07
1979,5.851973350345929e-10,1.2757302292332184e-07
1980,1.1370301367108482e-09,1.0574380560068875e-07
1981,1.2651099057237047e-09,1.1006456457351987e-07
1982,1.2415004579935385e-09,1.2973679641703484e-07
1983,1.89459470334441e-09,1.3135857923618488e-07
1984,1.1598016991243298e-09,1.171399752752933e-07
1985,6.015558051686298e-10,1.2813138960954262e-07
1986,1.1988970927134801e-09,9.711066656370448e-08
1987,6.110816852533674e-10,8.799576189932878e-08
1988,0.0,1.0793797067254474e-07
1989,5.488122178931576e-10,1.2842206109642262e-07
1990,2.179460389939436e-09,1.324022194104657e-07
1991,0.0,9.554188190596946e-08
1992,2.2039776670368383e-09,1.0854590137832076e-07
1993,5.539207426075166e-10,1.0635278285819894e-07
1994,1.5824779264761446e-09,1.2870820831345497e-07
1995,0.0,9.218166535651662e-08
1996,5.338092190498855e-10,9.555184665721583e-08
1997,0.0,1.0500819014325202e-07
1998,0.0,9.250170884822495e-08
1999,9.140402323914998e-10,9.734528588767333e-08
2000,0.0,8.836062881378837e-08
2001,1.7524847129024579e-09,9.770101988548774e-08
2002,4.38122149670761e-10,8.455757782854789e-08
2003,8.333845835650777e-10,1.0917338388871656e-07
2004,2.202395626982323e-09,9.646493098758313e-08
2005,0.0,7.836524562598868e-08
2006,4.1178899179428186e-10,8.729926537220933e-08
2007,3.994479469415779e-10,8.028903566992263e-08
2008,4.257439678578834e-10,8.046560881491693e-08
2009,0.0,1.0728432964235424e-07
2010,4.723793023408973e-10,6.802261781624352e-08
2011,3.82397197240536e-10,9.598169675717472e-08
2012,1.0212758416727752e-09,1.1948927147731325e-07
2013,1.952387473913575e-09,1.1351738599119088e-07
2014,1.2992671383216248e-09,1.0394137069102971e-07
2015,1.1747849276710909e-08,1.2346325156675775e-07
2016,8.285360175719347e-10,1.4147252047624903e-07
2017,1.509366853724714e-09,1.0892596732925419e-07
2018,2.5814667070633845e-10,1.1797303145488769e-07
2019,2.55098775436835e-10,9.821302743295846e-08
