year,aurait_VERB eu_VERB,aurait_VERB chu_VERB
1967,5.0353519327472895e-06,4.930335584241163e-10
1968,5.147611773281824e-06,2.6948494546985557e-09
1969,5.070872703072382e-06,4.5417578031781147e-10
1970,4.859012733504642e-06,9.197450023812337e-10
1971,4.710882876679534e-06,1.0276794970565106e-09
1972,4.70896202386939e-06,0.0
1973,4.6421178012678865e-06,5.513203782392395e-10
1974,4.396384156279964e-06,0.0
1975,4.393270501168445e-06,0.0
1976,4.470263320399681e-06,0.0
1977,4.478695245779818e-06,5.876781838942691e-10
1978,4.396631538838847e-06,0.0
1979,4.579168944474077e-06,2.3407893401383717e-09
1980,4.4702337618218735e-06,1.1370301367108482e-09
1981,4.441800683707697e-06,1.2651099057237047e-09
1982,4.602242370310705e-06,2.483000915987077e-09
1983,4.576709670800483e-06,1.89459470334441e-09
1984,4.491332219913602e-06,0.0
1985,4.246984190103831e-06,1.2031116103372597e-09
1986,4.6331379053299315e-06,0.0
1987,4.540336703939829e-06,0.0
1988,4.394274583319202e-06,5.996553809062277e-10
1989,4.344397439126624e-06,1.6464366536794728e-09
1990,4.399240879138233e-06,1.089730194969718e-09
1991,4.41895872427267e-06,0.0
1992,4.464707672013901e-06,3.30596661157756e-09
1993,4.555998202704359e-06,3.877445031719162e-09
1994,4.404563696880359e-06,1.0549853213248639e-09
1995,4.369410817162134e-06,2.7112254663563817e-09
1996,4.325456302467501e-06,1.067618438099771e-09
1997,4.314445959607838e-06,4.79489448146353e-10
1998,4.479180461203214e-06,0.0
1999,4.356315912446007e-06,4.570201161957499e-10
2000,4.2090587157872505e-06,8.836062992401139e-10
2001,4.276500931155169e-06,4.3812117822561447e-10
2002,4.160408025200013e-06,4.38122149670761e-10
2003,4.5394458538794424e-06,1.2500769308587678e-09
2004,4.230361355439527e-06,1.3214374039449694e-09
2005,4.210555289319018e-06,1.8014998381943315e-09
2006,4.455145244719461e-06,8.235779835885637e-10
2007,4.4586381591216195e-06,1.997239706952314e-09
2008,4.425182851264253e-06,1.7029758714315335e-09
2009,4.530259502644185e-06,1.430457752249481e-09
2010,4.922664629702922e-06,0.0
2011,4.709221684606746e-06,2.6767803529281764e-09
2012,5.3177832342043985e-06,4.425528388196653e-09
2013,5.732488716603257e-06,1.1156500168141292e-09
2014,6.191007742017973e-06,1.9489005964601347e-09
2015,5.767307357018581e-06,3.103205470367243e-09
2016,6.086632765800459e-06,2.899876117012923e-09
2017,5.339888048183639e-06,1.7609279590047322e-09
2018,5.94537596043665e-06,2.0651733656507076e-09
2019,5.669060101354262e-06,7.65296326310505e-10
