year,aurait_VERB eu_VERB,aurait_VERB chu_VERB
1800,3.53718496626243e-06,0.0
1801,2.471667585268733e-06,0.0
1802,2.9651382646989077e-06,0.0
1803,2.5939511942851823e-06,0.0
1804,4.884377631242387e-06,0.0
1805,2.948064093288849e-06,0.0
1806,2.6972422801918583e-06,0.0
1807,5.3892858886683825e-06,0.0
1808,4.2171636778221e-06,0.0
1809,3.969116733060218e-06,0.0
1810,5.131897978571942e-06,0.0
1811,4.926405836158665e-06,0.0
1812,5.355754183256067e-06,0.0
1813,5.9154003793082666e-06,0.0
1814,4.4399612306733616e-06,0.0
1815,5.09775236423593e-06,0.0
1816,4.4822459130955394e-06,0.0
1817,5.403907380241435e-06,0.0
1818,5.50519962416729e-06,0.0
1819,5.575075647357153e-06,0.0
1820,5.8976411310140975e-06,0.0
1821,7.275806183315581e-06,0.0
1822,6.234930424398044e-06,0.0
1823,5.98890846958966e-06,0.0
1824,6.224886419659015e-06,0.0
1825,6.570621735590976e-06,0.0
1826,5.636229161609663e-06,0.0
1827,8.250381142715923e-06,0.0
1828,8.260574759333394e-06,0.0
1829,8.75321256899042e-06,0.0
1830,7.963305506564211e-06,0.0
1831,8.020116183615755e-06,0.0
1832,8.709241228643805e-06,0.0
1833,7.476073733414523e-06,0.0
1834,7.4246859185223e-06,0.0
1835,7.616785751451971e-06,0.0
1836,7.358549282798776e-06,0.0
1837,7.2487309807911515e-06,0.0
1838,7.16051636118209e-06,0.0
1839,7.069779712765012e-06,0.0
1840,7.965933036757633e-06,0.0
1841,8.280581823782995e-06,0.0
1842,8.053943020058796e-06,0.0
1843,7.586836545669939e-06,0.0
1844,7.66806897445349e-06,0.0
1845,7.73810188547941e-06,0.0
1846,7.709207238804083e-06,0.0
1847,8.27913754619658e-06,0.0
1848,7.916498361737467e-06,0.0
1849,8.578845154261217e-06,0.0
1850,7.881345482019242e-06,0.0
1851,8.248187441495247e-06,0.0
1852,7.470850960089592e-06,6.510545436100301e-10
1853,7.129292043828173e-06,0.0
1854,7.1861236392578576e-06,0.0
1855,7.843122148187831e-06,0.0
1856,7.891071618360002e-06,0.0
1857,8.0046984294313e-06,0.0
1858,7.648815881111659e-06,0.0
1859,7.919857125671115e-06,0.0
1860,7.5230595939501654e-06,0.0
1861,7.613923571625492e-06,0.0
1862,7.51566994949826e-06,0.0
1863,7.112339972081827e-06,0.0
1864,7.369496870524017e-06,0.0
1865,7.443403774232138e-06,0.0
1866,7.872561582189519e-06,0.0
1867,7.799438208166976e-06,0.0
1868,7.29224211681867e-06,0.0
1869,7.920579264464322e-06,0.0
1870,7.660115443286486e-06,0.0
1871,7.939330316730775e-06,0.0
1872,7.604528946103528e-06,0.0
1873,7.910504791652784e-06,1.7958012854535355e-09
1874,7.687529432587326e-06,0.0
1875,7.534679298260016e-06,0.0
1876,7.784849003655836e-06,0.0
1877,7.122433999029454e-06,6.184815992682502e-10
1878,7.70164933783235e-06,0.0
1879,7.68553127272753e-06,0.0
1880,6.998019671300426e-06,0.0
1881,7.058966730255634e-06,7.669758161910067e-09
1882,7.249710961332312e-06,0.0
1883,7.363293661910575e-06,0.0
1884,7.100785296643153e-06,0.0
1885,6.989002940827049e-06,6.445635691854079e-10
1886,6.471533652074868e-06,0.0
1887,7.072784228512319e-06,0.0
1888,6.970237791392719e-06,0.0
1889,6.842782568128314e-06,0.0
1890,7.13641611582716e-06,0.0
1891,6.896268587297527e-06,0.0
1892,6.5618787630228326e-06,0.0
1893,7.1259037213167176e-06,0.0
1894,6.785497589589795e-06,0.0
1895,7.204883331723977e-06,0.0
1896,7.017464668024331e-06,0.0
1897,6.821333499829052e-06,0.0
1898,6.90036358719226e-06,0.0
1899,6.875754934299039e-06,0.0
1900,6.406278771464713e-06,0.0
1901,6.6835727920988575e-06,0.0
1902,6.115267296991078e-06,0.0
1903,6.732454494340345e-06,0.0
1904,6.660773124167463e-06,4.837162670412454e-09
1905,6.530940481752623e-06,0.0
1906,6.702357950416626e-06,0.0
1907,6.709353328915313e-06,5.142843373384665e-10
1908,6.6087650338886306e-06,1.964555629285769e-09
1909,6.6715929278871045e-06,0.0
1910,6.6262123255000915e-06,0.0
1911,6.437652700697072e-06,0.0
1912,6.627425591432257e-06,0.0
1913,6.22995230514789e-06,0.0
1914,6.353200660669245e-06,0.0
1915,6.8540471147571225e-06,0.0
1916,6.512268555525225e-06,0.0
1917,6.480060164903989e-06,1.0966424435210342e-09
1918,6.057915015844628e-06,0.0
1919,6.525602202600567e-06,0.0
1920,6.436397143261274e-06,0.0
1921,6.468641004175879e-06,0.0
1922,6.283787570282584e-06,0.0
1923,6.426895197364502e-06,1.0615948120573648e-09
1924,6.448390649893554e-06,0.0
1925,6.241466053324984e-06,0.0
1926,6.00553948970628e-06,3.343841648018042e-09
1927,6.652742285950808e-06,0.0
1928,6.122073045844445e-06,0.0
1929,6.469233994721435e-06,0.0
1930,6.096291599533288e-06,0.0
1931,5.823575065733166e-06,1.1405356659111021e-09
1932,5.829377641930478e-06,1.0959536611565568e-09
1933,6.300834684225265e-06,4.588264879146209e-09
1934,6.077057605580194e-06,0.0
1935,5.518576017493615e-06,0.0
1936,5.694978426618036e-06,4.849885826274658e-09
1937,5.954339940217324e-06,1.2591118148108649e-09
1938,5.8745386013470124e-06,0.0
1939,5.940209121035878e-06,0.0
1940,5.6218309509858955e-06,0.0
1941,5.283189693727763e-06,5.9030051957620344e-09
1942,5.692181275662733e-06,0.0
1943,5.495824098034063e-06,0.0
1944,6.0022316574759316e-06,3.2131861615880553e-09
1945,6.080204911995679e-06,6.535512131478072e-09
1946,5.763336957897991e-06,4.1763312808029696e-09
1947,5.831690032209735e-06,3.5762612871081956e-09
1948,5.208721631788649e-06,0.0
1949,5.215776582190301e-06,0.0
1950,5.325125584931811e-06,0.0
1951,5.352023890736746e-06,5.330700769690111e-09
1952,5.194370260142023e-06,0.0
1953,5.1843658184225205e-06,0.0
1954,5.525391770788701e-06,0.0
1955,5.199626684770919e-06,3.754243138587299e-09
1956,5.284139660943765e-06,1.744228317335228e-09
1957,5.034204605181003e-06,4.417518795207798e-09
1958,5.170152235223213e-06,5.790570245522986e-09
1959,5.147271622263361e-06,7.750747821333448e-10
1960,4.924173026665812e-06,0.0
1961,5.168040843273047e-06,4.16889545107324e-09
1962,5.196598976908717e-06,3.805173953708163e-09
1963,4.975628144165967e-06,6.466053248388448e-10
1964,5.07646336700418e-06,0.0
1965,5.1727224672504235e-06,0.0
1966,5.007323579775402e-06,0.0
