year,petit_ADJ art_NOUN,petit_ADJ char_NOUN
1939,1.988226561167039e-08,2.2941076593951948e-08
1940,1.0143131667916805e-08,3.803674530900025e-08
1941,2.066051862925633e-08,2.066051862925633e-08
1942,2.730790527039062e-08,4.247896612241675e-08
1943,2.9032352522051497e-08,4.064529335323641e-08
1944,2.2492303131116387e-08,2.8918675454292497e-08
1945,1.5249528306782167e-08,2.178504132643866e-08
1946,1.3921104269343232e-08,2.9234318077442367e-08
1947,1.1920871401116528e-08,4.172304723937259e-08
1948,2.0656586885436923e-08,4.348755311411878e-08
1949,1.0798709260129158e-08,4.0249732879971134e-08
1950,7.444753036267571e-09,3.2969619256917326e-08
1951,9.595261474260042e-09,2.0256663901818683e-08
1952,9.49032352703938e-09,1.265376459169687e-08
1953,7.54167928107563e-09,2.477980309834038e-08
1954,2.736310134032749e-08,2.14995790059902e-08
1955,1.595553333899602e-08,5.349796339260138e-08
1956,1.4825940697349438e-08,3.226822542501395e-08
1957,4.4175189062301e-09,1.3252556385623393e-08
1958,6.617794756635931e-09,1.4890038535497752e-08
1959,1.7826719878044628e-08,1.7826719656000023e-08
1960,1.0381249748725452e-08,2.629916728835724e-08
1961,3.335116405267513e-08,1.945484662257968e-08
1962,1.5220695148698837e-08,3.1709782577493684e-08
1963,9.69907976156037e-09,2.3924397463126468e-08
1964,1.0342745937474973e-08,2.3727476428092587e-08
1965,1.1491291473930687e-08,1.4227312938874803e-08
1966,1.7725039436200518e-08,1.495550172592175e-08
1967,1.2818872185960117e-08,2.1693477236794934e-08
1968,1.706738020357257e-08,2.1558795637588446e-08
1969,1.7258679291254353e-08,3.088395358896712e-08
1970,6.898087712148282e-09,1.4256047370375668e-08
1971,3.1344224216134364e-08,1.7470551227916076e-08
1972,3.950213012249293e-08,2.103360174920965e-08
1973,1.3783009789047895e-08,1.6539610570021068e-08
1974,7.875800289713908e-09,1.1813700240281833e-08
1975,1.4278700888326057e-08,1.599214449754527e-08
1976,1.8283285663223126e-08,4.5136861248629145e-08
1977,1.116588538296881e-08,1.3516598507123945e-08
1978,8.910887250301869e-09,2.8514838490423244e-08
1979,6.43717057435822e-09,2.3993090181306798e-08
1980,1.7055451828618118e-08,1.4781392110307934e-08
1981,1.644642960707543e-08,3.162774853127104e-08
1982,6.207502289967692e-09,2.6071509395819703e-08
1983,8.209910862255754e-09,2.0209011353244932e-08
1984,1.6237224120807525e-08,2.3196033538397387e-08
1985,1.8046673599947383e-08,4.752291005161169e-08
1986,1.1988971038157104e-08,3.1770774455708306e-08
1987,1.0999470334560613e-08,2.627651163322753e-08
1988,1.1993107784658008e-08,1.9188972188999287e-08
1989,9.329807371116772e-09,1.5366742212030715e-08
1990,8.717841726291198e-09,3.0512445903241314e-08
1991,8.20605139395525e-09,2.1101275393675678e-08
1992,1.2672871863017576e-08,1.4325855168806356e-08
1993,9.970573311424147e-09,2.3818591543545153e-08
1994,2.004472143823932e-08,1.582477948680605e-08
1995,1.735184240736487e-08,2.331653803366862e-08
1996,1.1209993155958387e-08,1.6014276127407356e-08
1997,2.3015494066136455e-08,2.205651483677684e-08
1998,1.0013071150005715e-08,1.7165264432073002e-08
1999,1.0511462422702067e-08,2.3765045847889965e-08
2000,2.0322944327411108e-08,1.1045078629479121e-08
2001,1.3143635679835342e-08,1.7962967779894257e-08
2002,1.2705542173918616e-08,1.8401130730261173e-08
2003,1.5417615240043148e-08,2.708499913239848e-08
2004,1.3214374039449694e-08,2.3785872299564303e-08
2005,1.3961623857028371e-08,1.7564623533417034e-08
2006,1.0294724850368198e-08,2.0589450144825605e-08
2007,1.47795736760159e-08,1.3181782249072072e-08
2008,5.534671554396908e-09,1.9158479247494142e-08
2009,9.53638501499654e-09,1.3827758493789588e-08
2010,1.3698999934419476e-08,1.6060896612657416e-08
2011,3.0591775501687124e-09,1.6060682533902693e-08
2012,6.468080210320082e-09,1.3617010630184723e-08
2013,4.7415126269712005e-09,2.2591913340086478e-08
2014,8.01214718182397e-09,2.2304085689484054e-08
2015,1.0417904455772842e-08,2.6820561951912403e-08
2016,1.284230832787614e-08,2.5891750965456595e-08
2017,6.037467220609827e-09,1.7106156491308866e-08
2018,7.486253561506118e-09,3.097760148396134e-08
2019,6.12237061048404e-09,1.785691511324572e-08
