year,tout_ADV au_ADP,tout_ADV chaud_ADJ
1800,5.345079490126636e-08,1.8864986373046122e-07
1801,1.1191557902634486e-07,2.571677271134831e-07
1802,6.042168365638645e-08,2.2602185367759375e-07
1803,1.287223887480593e-07,2.02835281015723e-07
1804,6.179627476399219e-08,2.694317515761213e-07
1805,6.822906506442905e-08,2.1321582721611776e-07
1806,8.068673729155762e-08,1.9595350408962986e-07
1807,7.402083213037258e-08,2.44838133767189e-07
1808,6.571614363792833e-08,1.6315732409566408e-07
1809,7.228897835886983e-08,2.0331275152329908e-07
1810,7.254392997424475e-08,2.6443433398526395e-07
1811,5.515568979319596e-08,2.732713539899123e-07
1812,1.2269157600997005e-07,1.7336853375127248e-07
1813,2.2143210998137874e-07,1.4091133948568313e-07
1814,7.237357380063258e-08,1.195737269199526e-07
1815,2.966945888971395e-08,8.091670622434322e-08
1816,8.343373814057031e-08,2.5261883251914696e-07
1817,6.85024303948012e-08,2.3041727104100573e-07
1818,3.337929666002992e-08,1.1086694939876907e-07
1819,9.729986949480462e-08,2.2047736081276526e-07
1820,6.407899721949661e-08,1.6494408328071586e-07
1821,6.409967312492881e-08,9.960103142248045e-08
1822,9.825103575167304e-08,1.523893615740235e-07
1823,6.522573503531248e-08,1.3440454438296e-07
1824,1.0694812857536817e-07,9.431646219582035e-08
1825,7.220463604795668e-08,2.0780845488843624e-07
1826,6.165589194750964e-08,1.1626539275777503e-07
1827,7.926854794781946e-08,1.087638210606201e-07
1828,7.337840646215454e-08,1.2749498523589864e-07
1829,1.0373543024577714e-07,1.38885445200021e-07
1830,1.356788690287658e-07,1.7951357733636542e-07
1831,8.886987679090907e-08,1.6682589887295762e-07
1832,1.6641862132793506e-07,2.773643643649848e-07
1833,1.0309429132604464e-07,1.888131464511389e-07
1834,1.120143711119681e-07,1.2134890314818847e-07
1835,9.529490796467144e-08,2.0344707252206717e-07
1836,7.191202922030016e-08,1.7070705488064775e-07
1837,1.2385045611296164e-07,1.976041090756553e-07
1838,1.0478188849916137e-07,1.2687445405390463e-07
1839,9.368576492363445e-08,1.6779540601419285e-07
1840,1.3694830869326324e-07,1.4331799602640416e-07
1841,1.2776891367138887e-07,1.239165894340033e-07
1842,1.0800306959879435e-07,1.1471133376517173e-07
1843,1.5239830730706672e-07,1.5948660014863947e-07
1844,1.3831174339173913e-07,1.2404148574951535e-07
1845,1.272291987319818e-07,1.3169338330953906e-07
1846,1.2294452567118697e-07,1.4460617592249037e-07
1847,1.5963942523455898e-07,9.707802917091612e-08
1848,2.059576766910709e-07,9.73471847576235e-08
1849,1.0977033859660423e-07,1.4245006085822354e-07
1850,1.4053221075727151e-07,1.2152302986123686e-07
1851,1.3801799214618882e-07,1.5543147791063916e-07
1852,1.2565352403015595e-07,1.438830565803073e-07
1853,1.4272917248092654e-07,1.30188112734686e-07
1854,1.5431123578935058e-07,1.3145030663963553e-07
1855,1.0189319255005103e-07,1.549625601171556e-07
1856,1.0613238021761617e-07,1.5997514424270776e-07
1857,1.2399032733867443e-07,1.869617980432281e-07
1858,1.1940569866197848e-07,1.2527810500095882e-07
1859,1.3392415709745364e-07,1.94011802401306e-07
1860,2.0002293688037298e-07,1.8537594836942617e-07
1861,1.924113153251028e-07,1.4760966848825774e-07
1862,1.838820384847395e-07,1.8297843962233884e-07
1863,9.98924178929883e-08,2.0178267945425432e-07
1864,1.4432130512886943e-07,1.625412806571802e-07
1865,1.4544149440354204e-07,1.7650665773416563e-07
1866,1.3818340960369824e-07,1.6202491548433784e-07
1867,1.5723109747511899e-07,1.3102591367442074e-07
1868,1.9710097376446356e-07,1.1905096641839918e-07
1869,1.294132605522691e-07,9.181015769854639e-08
1870,1.0550649687246505e-07,1.164011917964558e-07
1871,1.6356613574686207e-07,1.0727388799480764e-07
1872,1.6811603664734776e-07,1.2215625655453977e-07
1873,1.747913245253585e-07,1.3528369552373576e-07
1874,1.4279315152521121e-07,1.2666170756681083e-07
1875,1.5619769122565685e-07,1.5162047384276178e-07
1876,1.2031569696091537e-07,1.50545763411003e-07
1877,1.4781710078182186e-07,1.7935966867277386e-07
1878,1.2621695155701218e-07,1.376912254213991e-07
1879,1.4845659901396857e-07,1.472347450626188e-07
1880,1.3990904790261993e-07,1.4632689193661008e-07
1881,1.4502815126604673e-07,1.4502816242378813e-07
1882,1.8834740522777338e-07,1.5640154837903708e-07
1883,1.516641301435584e-07,1.5229607291944447e-07
1884,1.6438225358683667e-07,1.7626530457448553e-07
1885,1.418039881073696e-07,1.3020184774781285e-07
1886,1.271332354946253e-07,1.69726101839629e-07
1887,1.9195037914698787e-07,1.3645453122990148e-07
1888,1.6485598841597948e-07,1.6041755301898775e-07
1889,1.773033648788669e-07,1.6352007009556857e-07
1890,1.3764211992395303e-07,1.5009544496180638e-07
1891,1.5234385664086858e-07,1.434199439209749e-07
1892,1.410415251257291e-07,1.9307018517267238e-07
1893,1.410277423730122e-07,1.8536833590321322e-07
1894,1.4997664088411966e-07,1.1531816856980015e-07
1895,1.6190073459654286e-07,1.2699276741301446e-07
1896,1.662962176851579e-07,1.7455206069438844e-07
1897,1.2527433845832547e-07,1.5091188476645812e-07
1898,1.2844465402395144e-07,1.7144815922520706e-07
1899,1.719076845319023e-07,1.5366667760474684e-07
1900,1.687092296975834e-07,1.7130474638804571e-07
1901,1.4027735062427382e-07,1.4027735062427382e-07
1902,1.7480610203790548e-07,1.1048138981450961e-07
1903,1.323053950841313e-07,1.3554553413008819e-07
1904,1.2307891950058547e-07,1.2737861254663585e-07
1905,1.5224239291455888e-07,1.057955588135151e-07
1906,1.8261854961565405e-07,1.7078693276273427e-07
1907,1.6251385304144605e-07,1.481138873771215e-07
1908,1.5176192924570842e-07,1.4095687062010143e-07
1909,1.7713166755584098e-07,1.6943029024218959e-07
1910,1.5337712611085408e-07,1.7528813689438039e-07
1911,1.915334664204238e-07,1.308811989897407e-07
1912,1.5836640976374383e-07,1.5159416033583284e-07
1913,1.7075627667395565e-07,1.5749880111215475e-07
1914,1.9286622077174798e-07,1.4264063619151557e-07
1915,2.0380718801504827e-07,1.9202641521331998e-07
1916,2.1974923392065193e-07,1.329482925971348e-07
1917,1.9629900371853637e-07,1.6559300952678768e-07
1918,2.3087616796146904e-07,1.435797027937724e-07
1919,2.2282993583644384e-07,1.4824635385934926e-07
1920,1.6810354708240993e-07,2.1353693124837037e-07
1921,1.8628958464717016e-07,1.2192123821641587e-07
1922,1.8075941810025142e-07,1.5198546687855696e-07
1923,1.6454719187208866e-07,1.4119210733909426e-07
1924,1.495428403330834e-07,1.4696452044216102e-07
1925,1.6497267552040284e-07,1.836695755486062e-07
1926,1.4824364313881233e-07,1.7387975470573025e-07
1927,1.2933101167789118e-07,2.765007862670643e-07
1928,1.2568645502142317e-07,2.0909654763201502e-07
1929,1.0026365693249772e-07,1.5262356045653291e-07
1930,9.243170850936622e-08,1.7120874318266033e-07
1931,1.699398133325758e-07,1.5625338445346415e-07
1932,1.2822657780020563e-07,1.7535257890166633e-07
1933,1.5141273834728963e-07,1.766481920739693e-07
1934,1.4857159058578873e-07,1.521660646375267e-07
1935,1.0532090044534925e-07,1.4720989227612336e-07
1936,1.115473722279603e-07,1.6732105567740518e-07
1937,1.1080184059153453e-07,1.4731608377616112e-07
1938,1.7762343418326054e-07,1.4391388170054142e-07
1939,1.238818114757123e-07,1.498816937228753e-07
1940,1.4200384157447843e-07,1.242533604894902e-07
1941,1.239631082228243e-07,2.213626904001842e-07
1942,1.2743689481453657e-07,1.69915864489667e-07
1943,1.538714649029771e-07,2.467749897760996e-07
1944,1.6065930807940276e-07,1.9279117147164015e-07
1945,1.8735135043357332e-07,2.0042237425244025e-07
1946,1.545242582778883e-07,1.767980313260864e-07
1947,1.3709001578376956e-07,2.0146272117216313e-07
1948,1.7068864011093865e-07,2.1417618567554086e-07
1949,1.7866954848955174e-07,1.2958450745781391e-07
1950,1.0529007710147198e-07,1.9781772309102053e-07
1951,1.2473839916538054e-07,1.6845014116917412e-07
1952,1.634444615206121e-07,1.5079070170287423e-07
1953,1.8100029564038778e-07,1.8854197803008788e-07
1954,1.1531592747360264e-07,1.8665544310181303e-07
1955,1.3327563408438436e-07,1.4359979871869655e-07
1956,1.4738729348096058e-07,1.7703917176703499e-07
1957,1.7051623046882014e-07,1.590306801801944e-07
1958,1.348375668897006e-07,1.5882706971837024e-07
1959,1.457140577088012e-07,1.5501496175573948e-07
1960,1.626395835785388e-07,1.8686249547705813e-07
1961,1.6050248063947947e-07,1.563335789711573e-07
1962,1.5284114951441552e-07,1.8518512234777518e-07
1963,1.810494936194118e-07,1.7781646111103555e-07
1964,1.484488230119041e-07,1.8921141053951374e-07
1965,1.4665076264464005e-07,1.154601116937215e-07
1966,1.733730385922172e-07,1.7392694418028043e-07
1967,2.0756713325909004e-07,1.8883185592954987e-07
1968,1.7202122393200625e-07,1.6708067507309465e-07
1969,1.798536075625634e-07,1.4442789919577592e-07
1970,1.963655549275245e-07,1.5313754242463062e-07
1971,1.8138543111945182e-07,1.818992716451362e-07
1972,1.775030824546775e-07,1.3902697437728762e-07
1973,1.9516741645020375e-07,1.3948405253039198e-07
1974,1.9633245074146544e-07,1.0463563548945842e-07
1975,1.759135912493548e-07,1.1822764234281635e-07
1976,1.7826203446702493e-07,1.114137723190467e-07
1977,2.0745039819303202e-07,1.1577260172757065e-07
1978,1.900989232694883e-07,1.2831677298486e-07
1979,1.9370031623111572e-07,1.3576578239415937e-07
1980,2.1205612199537427e-07,1.4781391777241026e-07
1981,1.9419437080614443e-07,1.5877129566632675e-07
1982,2.0733057226607343e-07,1.2787454739537907e-07
1983,1.9766939374221693e-07,1.5851442958236817e-07
1984,2.1456331467106793e-07,1.3975610768657276e-07
1985,2.3821609573815294e-07,1.3234227269620646e-07
1986,2.080086431988093e-07,1.282819943604352e-07
1987,1.7354719972217936e-07,1.2771607149630881e-07
1988,2.458587076148433e-07,1.5051349944172898e-07
1989,1.7068059321445617e-07,1.3939830523224117e-07
1990,1.9887576740984514e-07,1.531070910054666e-07
1991,1.9635908188320172e-07,1.365721451485058e-07
1992,1.911950633370907e-07,1.4766650657804803e-07
1993,2.0882811924138878e-07,1.6119093138033946e-07
1994,2.0308467441054745e-07,1.3925806263692664e-07
1995,2.2015150591414567e-07,1.371880005152093e-07
1996,2.3380843572340382e-07,1.4359468214486526e-07
1997,2.2679851241491633e-07,1.3138010990232374e-07
1998,2.3554558481464483e-07,1.344612376996679e-07
1999,2.2896707463360144e-07,1.3207881743859673e-07
2000,2.717089273573947e-07,1.298901244339845e-07
2001,2.4359538031148986e-07,1.3231259599066902e-07
2002,2.742644653608295e-07,1.375703480022139e-07
2003,2.4168153345272003e-07,1.420920754391375e-07
2004,2.3962063977478465e-07,1.4447715179777276e-07
2005,2.747287268789478e-07,1.324102351096812e-07
2006,2.7054537810045076e-07,1.3918468333429246e-07
2007,2.6962736399127607e-07,1.6856703366485704e-07
2008,2.797137810262029e-07,2.0307987647072423e-07
2009,2.6940287511934e-07,1.807144904830693e-07
2010,2.5791909763484e-07,2.3524488801385246e-07
2011,2.7264920277048077e-07,2.978874040771018e-07
2012,2.6348915582730115e-07,3.6731885710850065e-07
2013,2.317762906045573e-07,3.681645175390713e-07
2014,2.091820050509341e-07,3.852327004061351e-07
2015,2.2675565958252264e-07,3.8634910026758007e-07
2016,2.3923976755213516e-07,3.651772542134779e-07
2017,2.2087068174414526e-07,3.6325427554828593e-07
2018,2.3336458809808391e-07,4.17681308206852e-07
2019,2.6122114604731905e-07,3.5866886616275906e-07
