year,excellent_ADJ an_NOUN,excellent_ADJ champ_NOUN
1933,1.1470662197865522e-09,1.9500125958415992e-08
1934,0.0,5.990790086229936e-09
1935,0.0,1.3165112555668657e-08
1936,0.0,3.6374143697059935e-09
1937,0.0,2.0145789036973838e-08
1938,0.0,1.4261735792331365e-08
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,3.193558839598154e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,6.535512131478072e-09
1946,0.0,8.352662561605939e-09
1947,0.0,1.3112957830685446e-08
1948,0.0,1.4133454406817236e-08
1949,0.0,6.8719057111366055e-09
1950,0.0,1.1698897850465073e-08
1951,0.0,4.264560704569931e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,1.1851209791302608e-08
1954,0.0,1.7590565448699635e-08
1955,0.0,1.1262729415761896e-08
1956,0.0,1.5698054411927842e-08
1957,0.0,1.6786572132332367e-08
1958,0.0,4.1361216673863055e-09
1959,0.0,4.650448914844674e-09
1960,0.0,1.7302083321624195e-08
1961,0.0,7.64297514166401e-09
1962,0.0,3.170978146727066e-09
1963,0.0,3.2330267352165265e-09
1964,6.083968329129164e-10,1.2776333768727e-08
1965,0.0,1.3132904541635071e-08
1966,0.0,5.539074976468328e-09
1967,0.0,7.888536934785861e-09
1968,0.0,1.4372530721118437e-08
1969,0.0,7.2668124850849836e-09
1970,0.0,6.898087434592526e-09
1971,0.0,1.2332153964678128e-08
1972,0.0,8.721249500354133e-09
1973,0.0,6.615844760915479e-09
1974,0.0,3.3753431161187564e-09
1975,7.4249242310031605e-09,1.028066431985053e-08
1976,0.0,1.2569759455516305e-08
1977,0.0,9.990529292736028e-09
1978,5.940591352171509e-10,1.0693064211864112e-08
1979,0.0,1.1703946256602649e-08
1980,0.0,1.1370301145063877e-08
1981,0.0,1.5181319312773667e-08
1982,6.207502289967692e-10,8.069752865935698e-09
1983,0.0,8.841442245000053e-09
1984,0.0,1.0438215625185876e-08
1985,0.0,7.218669662023558e-09
1986,0.0,1.019062523255343e-08
1987,0.0,1.1610551631235921e-08
1988,0.0,7.195864348830128e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,8.717841559757744e-09
1991,0.0,2.9307325455363298e-09
1992,0.0,6.060938417817852e-09
1993,0.0,1.3294098266669607e-08
1994,0.0,1.160483886764041e-08
1995,0.0,5.4224509327127635e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,0.0,9.110299181713799e-09
1998,0.0,9.059445638115449e-09
1999,0.0,6.8553016596695215e-09
2000,0.0,4.859834756842929e-09
2001,0.0,6.133696661692056e-09
2002,0.0,9.63868718173444e-09
2003,0.0,9.167230530238157e-09
2004,0.0,5.726228824443069e-09
2005,0.0,4.053374524914943e-09
2006,0.0,8.235780057930242e-09
2007,0.0,4.7933754743212376e-09
2008,0.0,5.960415716543821e-09
2009,0.0,1.907277002999308e-09
2010,0.0,3.7790344187271785e-09
2011,0.0,3.4415748029203996e-09
2012,0.0,2.0425516833455504e-09
2013,0.0,1.9523875849358774e-09
2014,0.0,3.897801192920269e-09
2015,0.0,3.32486305154589e-09
2016,6.214020409345267e-10,4.556948152156792e-09
2017,0.0,1.509366853724714e-09
2018,0.0,1.8070267504555204e-09
2019,0.0,1.7856913725466939e-09
