year,sont_VERB au_ADP,sont_VERB chaud_ADJ
1800,1.987740870390553e-05,0.0
1801,1.8630373233463615e-05,0.0
1802,2.175628105760552e-05,0.0
1803,2.439094168948941e-05,0.0
1804,2.0323557691881433e-05,0.0
1805,2.3902915927465074e-05,0.0
1806,1.8059419744531624e-05,0.0
1807,1.6173551557585597e-05,0.0
1808,1.987346877285745e-05,0.0
1809,1.8309441657038406e-05,0.0
1810,1.5187422832241282e-05,0.0
1811,1.7075699361157604e-05,0.0
1812,1.816368785512168e-05,0.0
1813,1.6840343960211612e-05,0.0
1814,1.6173920812434517e-05,0.0
1815,1.8632419596542604e-05,0.0
1816,1.9057657482335344e-05,2.3176038865813098e-09
1817,1.9666424122988246e-05,0.0
1818,1.5545214409939945e-05,0.0
1819,1.648197758186143e-05,0.0
1820,1.4373868907568976e-05,1.1866481131050932e-09
1821,1.529615474282764e-05,0.0
1822,1.540736593597103e-05,0.0
1823,1.5197595530480612e-05,0.0
1824,1.587211409059819e-05,0.0
1825,1.6177360521396622e-05,0.0
1826,1.4750731679669116e-05,0.0
1827,1.5767989680171013e-05,9.217273055917019e-10
1828,1.5669958884245716e-05,0.0
1829,1.6446780136902817e-05,0.0
1830,1.6404617781518027e-05,0.0
1831,1.6470550690428354e-05,0.0
1832,1.5425517631229013e-05,0.0
1833,1.6774252799223177e-05,0.0
1834,1.5901372535154223e-05,0.0
1835,1.5970215827110223e-05,0.0
1836,1.4504050341201946e-05,0.0
1837,1.607759804755915e-05,0.0
1838,1.5493833416257985e-05,0.0
1839,1.5012794392532669e-05,0.0
1840,1.4784684026381001e-05,6.369688665408546e-10
1841,1.5317502402467653e-05,0.0
1842,1.4503269085253123e-05,0.0
1843,1.5114604138943832e-05,0.0
1844,1.3899232726544142e-05,0.0
1845,1.4047107470105402e-05,0.0
1846,1.4751586604688782e-05,0.0
1847,1.4180942343955394e-05,0.0
1848,1.4561851457983721e-05,0.0
1849,1.4943010683055036e-05,0.0
1850,1.3995515473652631e-05,0.0
1851,1.3996572306496091e-05,0.0
1852,1.5135065041249618e-05,0.0
1853,1.580770367581863e-05,0.0
1854,1.4587347322958522e-05,0.0
1855,1.456701193092158e-05,0.0
1856,1.4144598935672548e-05,0.0
1857,1.438971230527386e-05,0.0
1858,1.3220265827840194e-05,0.0
1859,1.3226411283540074e-05,0.0
1860,1.344273186987266e-05,0.0
1861,1.3483411748893559e-05,0.0
1862,1.4251987522584386e-05,0.0
1863,1.3567388123192359e-05,0.0
1864,1.4009715414431412e-05,0.0
1865,1.405463717674138e-05,0.0
1866,1.3823206245433539e-05,0.0
1867,1.4240090422390494e-05,0.0
1868,1.480332048231503e-05,2.4699371437009177e-09
1869,1.4678881598229054e-05,0.0
1870,1.4330535123008303e-05,0.0
1871,1.4912133337929845e-05,0.0
1872,1.397116830048617e-05,0.0
1873,1.4496306903311051e-05,5.986004469882289e-10
1874,1.4612101949751377e-05,0.0
1875,1.4429691873374395e-05,0.0
1876,1.6093281374196522e-05,0.0
1877,1.5947547581163235e-05,0.0
1878,1.4866424862702843e-05,0.0
1879,1.5545178030151874e-05,0.0
1880,1.4225156519387383e-05,0.0
1881,1.530186455056537e-05,0.0
1882,1.4902072507538833e-05,0.0
1883,1.4812530025665183e-05,0.0
1884,1.5217571672110353e-05,6.601696966868076e-10
1885,1.594456989550963e-05,0.0
1886,1.5239855201798491e-05,6.453463874400711e-10
1887,1.4706402907904703e-05,0.0
1888,1.4347542673931457e-05,0.0
1889,1.5039460777188651e-05,0.0
1890,1.4830609870841727e-05,1.9663159989136147e-09
1891,1.4675366401206702e-05,6.374220040683554e-10
1892,1.4248328625399154e-05,0.0
1893,1.5296274796128273e-05,0.0
1894,1.5037993762234692e-05,0.0
1895,1.4179855497786775e-05,6.018614495673091e-10
1896,1.4161125363898464e-05,0.0
1897,1.4602909686800558e-05,0.0
1898,1.4613833627663553e-05,0.0
1899,1.4287684280134272e-05,5.527578395003729e-10
1900,1.4481999642157461e-05,0.0
1901,1.441726999473758e-05,0.0
1902,1.3569077964348253e-05,0.0
1903,1.4200959412846714e-05,5.400220270956879e-10
1904,1.414010148437228e-05,0.0
1905,1.3539767678594217e-05,0.0
1906,1.3674785805051215e-05,5.144184522798412e-10
1907,1.3434650099952705e-05,5.142843373384665e-10
1908,1.3903651051805355e-05,0.0
1909,1.3729904821957462e-05,0.0
1910,1.316959060204681e-05,0.0
1911,1.3301999388204422e-05,0.0
1912,1.2791212611773517e-05,0.0
1913,1.2983839951630216e-05,5.30298971401777e-10
1914,1.3315805517777335e-05,0.0
1915,1.3739902897214051e-05,0.0
1916,1.3262965694593731e-05,0.0
1917,1.2694732504314743e-05,2.1932848870420685e-09
1918,1.2065289411111735e-05,0.0
1919,1.1622146303125191e-05,0.0
1920,1.1408324098738376e-05,0.0
1921,1.1484828974062111e-05,0.0
1922,1.106468971556751e-05,0.0
1923,1.1577752957236953e-05,0.0
1924,1.1330448614899069e-05,0.0
1925,1.1115858796983957e-05,0.0
1926,1.0832932275661733e-05,2.229227691330493e-09
1927,1.1473667655081954e-05,0.0
1928,1.0770186236186419e-05,1.1426041224282812e-09
1929,1.112703830585815e-05,4.4561625500705304e-09
1930,1.1364899364707526e-05,0.0
1931,1.1225151865801308e-05,0.0
1932,1.0714043128245976e-05,0.0
1933,1.055989196174778e-05,0.0
1934,1.0120840670424514e-05,0.0
1935,1.0465068044140935e-05,0.0
1936,1.0887993994401768e-05,2.424942913137329e-09
1937,1.0208878848061431e-05,0.0
1938,1.060295198840322e-05,0.0
1939,1.0753246897365898e-05,0.0
1940,1.028259976010304e-05,0.0
1941,1.061065177054843e-05,2.9515025978810172e-09
1942,1.0926196409855038e-05,0.0
1943,1.0919067790382542e-05,0.0
1944,1.0420362741569988e-05,0.0
1945,9.968834092433099e-06,0.0
1946,9.701617273094598e-06,0.0
1947,9.959887393051758e-06,1.1920870957027319e-09
1948,1.0815354471560568e-05,0.0
1949,1.1221822205698118e-05,0.0
1950,9.883441634883638e-06,0.0
1951,1.0411925359221641e-05,1.0661401761424827e-09
1952,9.988038073061034e-06,0.0
1953,1.025991605274612e-05,0.0
1954,9.80869481281843e-06,0.0
