year,sont_VERB au_ADP,sont_VERB chaud_ADJ
1955,9.979717106034514e-06,0.0
1956,9.745003808347974e-06,8.72114158667614e-10
1957,9.791871889319737e-06,0.0
1958,9.778618732525501e-06,0.0
1959,9.554346434015315e-06,0.0
1960,9.550750291964505e-06,0.0
1961,9.978946764022112e-06,0.0
1962,9.797688107937574e-06,0.0
1963,9.983586096495856e-06,1.2932106496776896e-09
1964,1.023445111059118e-05,0.0
1965,1.0312613085261546e-05,0.0
1966,1.0634469617798459e-05,0.0
1967,1.0044079317594878e-05,1.9721342336964653e-09
1968,1.0479371667315718e-05,0.0
1969,1.1042830010410398e-05,0.0
1970,1.0043615475296974e-05,0.0
1971,1.016066744341515e-05,1.0276794970565106e-09
1972,1.0141787242901046e-05,0.0
1973,1.0086406291520689e-05,0.0
1974,1.0019142791861668e-05,0.0
1975,9.722652976051904e-06,0.0
1976,9.843263796938118e-06,0.0
1977,1.0096311598317698e-05,0.0
1978,1.004435216600541e-05,0.0
1979,9.82604888122296e-06,0.0
1980,9.979145033867098e-06,0.0
1981,1.0189827662543394e-05,6.325549528618524e-10
1982,1.0477642717887647e-05,6.207502289967692e-10
1983,9.902415513352025e-06,0.0
1984,1.0173200280405581e-05,0.0
1985,1.0083879715239163e-05,0.0
1986,1.0252967513224576e-05,0.0
1987,1.0129289876203984e-05,0.0
1988,1.006581533147255e-05,0.0
1989,1.0219432624580804e-05,5.488122178931576e-10
1990,1.034807792166248e-05,0.0
1991,1.0323212336516008e-05,0.0
1992,1.0521238436922431e-05,5.509944167592096e-10
1993,1.0554405889706686e-05,0.0
1994,1.075768523151055e-05,0.0
1995,1.08167050711927e-05,0.0
1996,1.0925473361567128e-05,0.0
1997,1.1358146366546862e-05,0.0
1998,1.1370080756023526e-05,4.768129224785866e-10
1999,1.1538387298060115e-05,4.570201161957499e-10
2000,1.189820068248082e-05,0.0
2001,1.1769687262130901e-05,0.0
2002,1.1616371011768933e-05,0.0
2003,1.1829060895252042e-05,0.0
2004,1.1485934010124765e-05,0.0
2005,1.209932361234678e-05,0.0
2006,1.2040710316796321e-05,0.0
2007,1.1842433195852209e-05,0.0
2008,1.1974048902629875e-05,0.0
2009,1.1568588888621889e-05,0.0
2010,1.111602978198789e-05,0.0
2011,1.123597667174181e-05,7.64794394481072e-10
2012,1.0675055818865076e-05,6.808505426114664e-10
2013,9.740740097186062e-06,8.367375126105969e-10
2014,9.390885679749772e-06,8.661780737106994e-10
2015,9.525289897283074e-06,6.649726325136385e-10
2016,9.699049769551493e-06,1.6570720351438695e-09
2017,9.870001122180838e-06,2.264050280587071e-09
2018,9.190795935865026e-06,1.5488800242380307e-09
2019,9.128964848059695e-06,1.02039510174734e-09
