year,ait_VERB armé_VERB,ait_VERB charmé_VERB
1884,3.300848483434038e-09,2.6406787867472303e-09
1885,6.445635580831777e-09,0.0
1886,7.098810428374236e-09,5.162771099520569e-09
1887,5.876032105334161e-09,1.7628096316002484e-08
1888,2.53624587998047e-09,2.53624587998047e-09
1889,3.759081934617825e-09,7.51816386923565e-09
1890,1.0487018364813139e-08,5.898947996740844e-09
1891,5.099376032546843e-09,1.9122659011827636e-09
1892,1.0656471260972467e-08,1.8805537127519756e-09
1893,4.310891643655168e-09,6.774258043407144e-09
1894,1.2603078580752936e-09,2.520615716150587e-09
1895,0.0,6.018614495673091e-09
1896,5.897029087265082e-09,4.1279202278587945e-09
1897,1.1653427112179315e-09,8.157399200570126e-09
1898,1.6975064687230201e-09,1.13167097914868e-09
1899,7.185851913504848e-09,5.527578395003729e-09
1900,4.15284251431558e-09,4.671947717582725e-09
1901,2.794369402536745e-09,3.353243460679778e-09
1902,2.9461704187383475e-09,1.718599307309887e-08
1903,1.0260418292773466e-08,3.2401321625741275e-09
1904,1.0749250378694342e-09,2.6873125946735854e-09
1905,1.5482277682110634e-09,4.1286072338664326e-09
1906,1.0288369045596824e-09,6.173021205313489e-09
1907,1.028568674676933e-09,1.0799970695529737e-08
1908,5.40252820258047e-09,2.9468334439286537e-09
1909,3.850688656825696e-09,1.1001967115120692e-09
1910,5.344150677544235e-10,4.275320542035388e-09
1911,3.1922244847493175e-09,1.0640748282497725e-09
1912,4.688479049441696e-09,6.251305251225858e-09
1913,3.181793939432964e-09,1.2196876397752021e-08
1914,9.37544086809794e-09,2.0090231700464756e-09
1915,0.0,1.6493066468115103e-08
1916,0.0,4.394984820521586e-09
1917,3.289927441585405e-09,3.289927441585405e-09
1918,1.2635013924011673e-08,4.594550517822427e-09
1919,4.603924352863942e-09,1.8415696745321952e-09
1920,8.329454459499175e-09,2.2716695191604686e-09
1921,3.0290989716519334e-09,1.5145494858259667e-09
1922,4.426761179843197e-09,7.377935595798135e-09
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,2.578324886925998e-09,1.0313299547703991e-08
1925,1.0998177923937646e-09,1.5397448649423495e-08
1926,3.343841648018042e-09,2.229227691330493e-09
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,1.1140406375176326e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,0.0,5.4797681947604815e-09
1933,3.4411986593596566e-09,0.0
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,2.393656828303392e-09,5.98414207075848e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,5.186085783037697e-09,0.0
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,0.0,4.7683483828109274e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,7.444753036267571e-09,3.190608444114673e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,1.0544803918932644e-09
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,1.9545072227344917e-09,0.0
1955,0.0,9.385607846468247e-10
1956,2.616342476002842e-09,6.104799332717903e-09
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,0.0,3.100299128533379e-09
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,5.55852741612739e-09,4.16889545107324e-09
1962,2.5367825617905737e-09,4.43936931660005e-09
1963,6.466053248388448e-10,4.526237162849611e-09
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,1.0944086747954884e-09,2.73602163147757e-09
1966,2.769537488234164e-09,1.1078149508847446e-09
1967,9.860671168482327e-10,0.0
1968,2.6948494546985557e-09,5.838840522187638e-09
1969,3.6334062425424918e-09,2.2708788183223305e-09
1970,3.6789800095249348e-09,3.219107425067591e-09
1971,2.569198631618974e-09,4.624557625731995e-09
1972,5.130146862875051e-10,2.565073486948677e-09
1973,5.513203782392395e-10,3.859242703185828e-09
1974,3.937900228123681e-09,6.1881286761433785e-09
1975,2.8557400888473694e-09,7.4249242310031605e-09
1976,1.142705374768127e-09,1.7140580066410394e-09
1977,0.0,5.876781838942691e-10
1978,2.970295565063452e-09,1.7821774056514528e-09
1979,2.925986564150662e-09,1.7555920051037788e-09
1980,1.7055452605774235e-09,5.116635559687666e-09
1981,0.0,3.795329828193417e-09
1982,3.7245013739806154e-09,6.207502289967692e-10
1983,4.4207211225000265e-09,0.0
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,1.7983456945813714e-09,4.196139880008332e-09
1987,1.8332451112712533e-09,6.110816852533674e-10
1988,2.99827696004229e-09,2.398621523624911e-09
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,1.7584396161396398e-09,3.5168792322792797e-09
1992,5.509944167592096e-10,5.509944167592096e-10
1993,3.323524400133948e-09,1.1078414852150331e-09
1994,1.5824779264761446e-09,0.0
1995,5.422450821690461e-10,1.626735190995987e-09
1996,0.0,0.0
1997,1.917957792585412e-09,0.0
1998,9.536258449571733e-10,4.768129224785866e-10
1999,9.140402323914998e-10,4.113180906983871e-09
2000,1.3254094488601709e-09,2.2090156370779823e-09
2001,2.6287270138425356e-09,1.3143635069212678e-09
2002,8.76244299341522e-10,1.3143663935011318e-09
2003,8.333845835650777e-10,4.1669229178253886e-10
2004,0.0,0.0
2005,4.5037495954858286e-10,1.8014998381943315e-09
2006,2.0589450144825605e-09,2.8825228870488218e-09
2007,1.1983438685803094e-09,1.997239706952314e-09
2008,4.257439678578834e-10,1.7029758714315335e-09
2009,1.907277002999308e-09,9.53638501499654e-10
2010,9.447586046817946e-10,9.447586046817946e-10
2011,7.64794394481072e-10,0.0
2012,3.404252713057332e-10,6.808505426114664e-10
2013,5.578250084070646e-10,2.5102124823206395e-09
2014,1.5158115873603606e-09,1.7323561474213989e-09
2015,1.10828768384863e-09,1.5516027351836215e-09
2016,2.2784739928116693e-09,2.0713399884186856e-09
2017,1.2578056374223934e-09,1.0062445321423752e-09
2018,3.3559066636712487e-09,2.323319980845895e-09
2019,1.53059265262101e-09,2.2958890344426663e-09
