year,ait_VERB assez_ADV,ait_VERB chassé_VERB
1800,6.854278353785048e-07,5.65949598296811e-08
1801,7.024488581919286e-07,4.7623650800687756e-08
1802,6.444979590014555e-07,1.3427040812530322e-08
1803,6.065554885026359e-07,3.315576790896557e-08
1804,7.390834184661799e-07,2.2246657849223084e-08
1805,4.491746778967354e-07,2.842877711017877e-09
1806,6.195588753143966e-07,6.051504897186533e-08
1807,4.98217161748471e-07,6.547996633798903e-08
1808,4.3961836126982234e-07,2.7192887941396293e-08
1809,6.076792260500952e-07,5.873479480555943e-08
1810,5.358890007300943e-07,1.4040760554223652e-08
1811,3.785685862567334e-07,3.760615285841595e-08
1812,5.307744572746742e-07,1.0668832928217853e-08
1813,5.924027846049285e-07,2.300593315851529e-08
1814,3.776012533762696e-07,1.0069366851439554e-07
1815,4.045835453325708e-07,7.282503844407984e-08
1816,4.936496225127485e-07,4.8669683394564345e-08
1817,4.32810793427052e-07,4.514932783195036e-08
1818,4.23201782950855e-07,2.8610825708597076e-08
1819,5.175525075173937e-07,1.9666995143552413e-08
1820,4.153268378104258e-07,6.289234733003468e-08
1821,3.609304712881567e-07,5.029358973729359e-08
1822,4.992756430510781e-07,2.8071724500478012e-08
1823,3.3403480870219937e-07,3.261286707356703e-08
1824,3.494761813271907e-07,4.884245186076441e-08
1825,4.781355755767436e-07,5.723537910284904e-08
1826,3.9724008615849016e-07,2.554315514657901e-08
1827,3.594736597278825e-07,4.608636672287503e-08
1828,3.3020285172824515e-07,3.8523666034961934e-08
1829,3.8064902696532954e-07,3.257806824308318e-08
1830,4.2269184064025467e-07,3.1310506187764986e-08
1831,4.022531072678248e-07,2.0268567268999504e-08
1832,4.0725208805270086e-07,2.1647950987357945e-08
1833,4.042686327920819e-07,3.359252431778259e-08
1834,3.761815889902209e-07,3.453776287187793e-08
1835,3.4714574326244474e-07,2.117664621437143e-08
1836,3.4141410765187175e-07,1.6129799718100912e-08
1837,4.0355766373068036e-07,3.2006298056330706e-08
1838,3.6168688666293747e-07,5.302215910774066e-08
1839,3.6215840282238787e-07,2.4470162784950844e-08
1840,3.7899647509220813e-07,2.7389662093924017e-08
1841,3.287320851086406e-07,3.4028907691663335e-08
1842,3.3608407079555036e-07,2.0795621225033756e-08
1843,3.733167659447645e-07,5.2571508035725856e-08
1844,3.7596643664983276e-07,3.1833653935109396e-08
1845,3.627148146279069e-07,4.1293688468613254e-08
1846,3.518555331538664e-07,2.8101606375230404e-08
1847,3.0525646366186265e-07,5.55502026600152e-08
1848,3.990429888744984e-07,1.448139919091318e-08
1849,2.9998304285072663e-07,4.022119171054328e-08
1850,3.645690753728559e-07,2.1724787302446202e-08
1851,3.8180678529897705e-07,1.5478653025979838e-08
1852,3.320378141324909e-07,2.6042181744401205e-08
1853,3.218871142962598e-07,2.8665272822081533e-08
1854,3.673334845188947e-07,3.4810952342922974e-08
1855,3.348677353187668e-07,4.2986190607052777e-08
1856,2.4384561925216985e-07,9.318940286107136e-09
1857,2.67018549493514e-07,4.149282872845106e-08
1858,3.35216810753991e-07,3.034079298913639e-08
1859,3.0298431852315844e-07,2.64793023063703e-08
1860,3.1491026675212197e-07,2.5174511364411956e-08
1861,2.7682708036991244e-07,4.480165571862926e-08
1862,3.5466192116473394e-07,4.111367601922211e-08
1863,3.426309831411345e-07,3.3963420520422005e-08
1864,3.102188941284112e-07,4.746780746245349e-08
1865,2.8947093255737855e-07,4.9421867487353666e-08
1866,2.559312406447134e-07,5.157549765044678e-08
1867,2.877717122373724e-07,4.31900204489466e-08
1868,2.9787440780637553e-07,3.210918109175509e-08
1869,2.456410186368885e-07,1.953407746668745e-08
1870,2.3509599600401998e-07,4.243196016773254e-08
1871,2.3260378156919614e-07,2.7615060460561835e-08
1872,2.6124504870495e-07,1.7537283625301825e-08
1873,2.585954064215912e-07,1.97538145840781e-08
1874,2.551158218011551e-07,2.8080663128093875e-08
1875,2.5174719553433533e-07,5.0921592276154115e-08
1876,3.228572040825384e-07,3.023007266733657e-08
1877,3.0120054361759685e-07,2.2265338017746217e-08
1878,2.7779807965089276e-07,2.3552445327368332e-08
1879,2.0649518717164028e-07,7.147910707772098e-08
1880,1.7969969690057042e-07,2.1178893305773272e-08
1881,1.9871646372848772e-07,3.416528571165145e-08
1882,2.2228987006656098e-07,3.128031167420886e-08
1883,2.5087774702114984e-07,8.847074184359371e-09
1884,2.389814426351222e-07,3.8289840631478e-08
1885,2.1721791654272238e-07,3.3517306263775026e-08
1886,2.174817268496554e-07,3.0976625708944994e-08
1887,2.2524790210809442e-07,1.697520346510828e-08
1888,2.2509182429075736e-07,2.9800888867725916e-08
1889,2.1740024180871842e-07,1.6915869593958632e-08
1890,2.320252860954497e-07,2.6217545467943637e-08
1891,1.963259705917153e-07,2.103492668936724e-08
1892,2.2754700523819338e-07,1.191017329205124e-08
1893,1.859841773921289e-07,1.2932674486876294e-08
1894,2.438695787532197e-07,1.449354058991048e-08
1895,2.1185522314226546e-07,2.347259631108045e-08
1896,2.0521660815120413e-07,2.299841384001411e-08
1897,1.7946277353075857e-07,2.7385553380554484e-08
1898,2.0426661251349287e-07,7.355861253444118e-09
1899,2.222086550318636e-07,2.266307141951529e-08
1900,1.9933644068714784e-07,2.803168719367477e-08
1901,1.8498725751214806e-07,1.5089595351014395e-08
1902,1.6989582718451857e-07,2.0623192042990013e-08
1903,1.9710803655925702e-07,1.4580594509538969e-08
1904,2.3272127691598143e-07,9.674325340824907e-09
1905,2.1159111440738343e-07,2.4255568220610257e-08
1906,1.8673389945433883e-07,1.6461390472954918e-08
1907,1.5325673530242057e-07,1.9542804707839423e-08
1908,1.527442066162621e-07,9.822778146428846e-09
1909,1.6667979707563063e-07,2.3104130164597336e-08
1910,1.6406542613367492e-07,2.7255168788542505e-08
1911,2.0004607392820617e-07,1.5961122201701983e-08
1912,1.7034807342497515e-07,2.031674206648404e-08
1913,2.0098330821838317e-07,1.2727175757731857e-08
1914,1.868391450443596e-07,2.4777952134513725e-08
1915,1.3076645188903058e-07,2.238344798399794e-08
1916,7.581348882013117e-08,2.0876177231343718e-08
1917,1.9958892494287284e-07,2.1932848426331475e-08
1918,1.5391744057069445e-07,2.5270027848023346e-08
1919,1.3627615658151626e-07,1.6574126959767455e-08
1920,1.5901686367669754e-07,2.4988365154854364e-08
1921,1.5069767300701642e-07,7.572747762196741e-09
1922,1.6969251248610817e-07,9.591316185719734e-09
1923,1.4543849147230503e-07,5.307974060286824e-09
1924,1.791935773098885e-07,1.0313299547703991e-08
1925,1.9576756926653616e-07,8.798542339150117e-09
1926,1.6273362746233033e-07,2.229227646921572e-08
1927,1.861920537749029e-07,1.0034302277972529e-08
1928,1.6567759075769573e-07,7.998228745975666e-09
1929,1.7601841761916148e-07,1.6710609784809094e-08
1930,1.396979314449709e-07,2.2057568216382606e-08
1931,1.710803445575948e-07,1.1405356659111021e-08
1932,1.632971020626428e-07,1.753525857850491e-08
1933,1.0323596200123575e-07,2.982372038218273e-08
1934,1.461752816567241e-07,1.4377896206951846e-08
1935,1.4361941680363088e-07,8.377798899061872e-09
1936,1.5762128668939113e-07,8.487299751891442e-09
1937,1.523525270386017e-07,1.0072894518486919e-08
1938,8.297737252860315e-08,9.075650453382877e-09
1939,1.452934839107911e-07,1.3764645423464117e-08
1940,1.2678914629304927e-07,1.2678914806940611e-08
1941,1.6233263977483148e-07,1.1806010391524069e-08
1942,1.4867637787574495e-07,9.102635090130207e-09
1943,1.5096823346993915e-07,2.6129116648121453e-08
1944,1.5744612369417155e-07,6.4263723231761105e-09
1945,1.612093001313042e-07,1.3071024262956144e-08
1946,1.7679802510883746e-07,1.5313215584455975e-08
1947,1.5020297894352552e-07,2.8610090296865565e-08
1948,1.6742707487082953e-07,1.522064252412747e-08
1949,1.2369430635317258e-07,1.47255123650325e-08
1950,1.2868787280240213e-07,8.508289184305795e-09
1951,1.6311945216784807e-07,1.2793682557799002e-08
1952,1.381369258979248e-07,1.370824520563474e-08
1953,1.6807170766242052e-07,1.0773827163745864e-08
1954,1.4365627976076212e-07,2.7363100230104465e-08
1955,1.7081806902297103e-07,1.9709776921672528e-08
1956,1.7791128925637167e-07,4.360570571293465e-09
1957,1.4312760754364717e-07,1.1485549400447326e-08
1958,1.3649201946464018e-07,7.445019267748876e-09
1959,1.4493897992906568e-07,1.7826719656000023e-08
1960,1.5364250316451944e-07,9.689166802218097e-09
1961,1.535543248110116e-07,1.250668635321972e-08
1962,1.6045149209276133e-07,1.585489073363533e-08
1963,1.4742600740191847e-07,5.1728425987107585e-09
1964,1.6730912477669335e-07,2.494427064902993e-08
1965,1.4500915312964935e-07,1.4227312661319047e-08
1966,1.6838787075812434e-07,1.3293779410616935e-08
1967,1.651662415724786e-07,1.429797347185513e-08
1968,1.639366757899552e-07,1.7067380397861598e-08
1969,1.680450338881201e-07,9.991866889436096e-09
1970,1.6693371662768186e-07,1.0577067222072856e-08
1971,1.608318456192137e-07,7.707596338946132e-09
1972,1.220974894522442e-07,1.7442499000708267e-08
1973,1.554723496610677e-07,8.269805285010534e-09
1974,1.125114366118396e-07,9.563471792262135e-09
1975,1.1822763923419188e-07,7.4249242310031605e-09
1976,1.3998140957482974e-07,1.656922776760439e-08
1977,1.2870151522292872e-07,1.3516598507123945e-08
1978,1.1227717777728685e-07,1.128712323605896e-08
1979,1.269878282528225e-07,1.462993370893173e-08
1980,1.3075846538868063e-07,1.0801786132219604e-08
1981,9.804601575069682e-08,1.3283654176632353e-08
1982,1.1297654367581345e-07,1.1173503899897241e-08
1983,1.1493875007317911e-07,1.0736036948344463e-08
1984,1.026424527594827e-07,9.858314165001048e-09
1985,8.421780961498371e-08,1.2031115659283387e-08
1986,1.0790073901034702e-07,1.498621315931814e-08
1987,1.1121686327442148e-07,7.332980445085013e-09
1988,9.654451815777065e-08,1.139345240375178e-08
1989,1.0482313683723987e-07,9.329808037250586e-09
1990,1.0243464032555494e-07,1.0897301727652575e-08
1991,1.0257564042603917e-07,1.1136783939491579e-08
1992,1.212187754617844e-07,1.322386644631024e-08
1993,8.419595332043173e-08,1.606370148010683e-08
1994,1.0338855815916759e-07,1.793475057354499e-08
1995,8.567472065124093e-08,1.6809597269684673e-08
1996,8.43418561657927e-08,1.1743802375008272e-08
1997,9.925431498913895e-08,1.4384683666435194e-08
1998,1.0394521865464412e-07,1.4781200263769279e-08
1999,9.186104676928153e-08,1.279656292041409e-08
2000,9.189505334461501e-08,8.394259509714175e-09
2001,8.49955057447005e-08,1.5334240544007116e-08
2002,9.770123909902395e-08,8.762443215459825e-09
2003,8.625530512063051e-08,1.0000615446870142e-08
2004,1.0571498876288388e-07,1.0131019578807354e-08
2005,9.728098859795864e-08,2.0266872624574717e-08
2006,1.1118302722934459e-07,7.823991232669414e-09
2007,1.234294160212812e-07,9.98619853476157e-09
2008,1.2176278119113704e-07,1.1069342775726909e-08
2009,1.144366166272448e-07,1.2397300963584712e-08
2010,1.2707003804734995e-07,1.1337103700270745e-08
2011,1.391925792404436e-07,8.795135286732148e-09
2012,1.5387222163099068e-07,1.191488419038933e-08
2013,1.6065359886852093e-07,2.147626254611623e-08
2014,1.7388525463957194e-07,1.407539329534302e-08
2015,1.6779475231487595e-07,1.440773989003219e-08
2016,1.849706592338407e-07,1.636358604173438e-08
2017,1.97978607729965e-07,3.370919188228072e-08
2018,1.8121896516731795e-07,1.626323964387666e-08
2019,1.7652834571890708e-07,1.5305927192343916e-08
