year,sont_VERB aux_ADP,sont_VERB chauds_ADJ
1800,2.5499173261778196e-06,1.5720821977538435e-07
1801,2.5169099444610765e-06,2.0240051412656612e-07
1802,2.2714077658747556e-06,1.857407312400028e-07
1803,2.76558102996205e-06,1.969842600146876e-07
1804,2.8352130811981624e-06,1.928043786847411e-07
1805,3.033350594705553e-06,9.665784261869703e-08
1806,2.4811170078464784e-06,1.498467980809437e-07
1807,2.644821279318421e-06,9.394951661079176e-08
1808,2.7034263894165633e-06,2.0847880932706175e-07
1809,2.79216169474239e-06,2.82378806559791e-07
1810,2.2301408080238616e-06,6.31834211617388e-08
1811,2.0332392978161806e-06,2.63243066456198e-07
1812,2.3444761154678417e-06,2.0804223765935603e-07
1813,2.0590309759427328e-06,8.052076339026826e-08
1814,1.8974462818732718e-06,5.034683425719777e-08
1815,2.0121287889196537e-06,9.440282155992463e-08
1816,2.180865294576506e-06,1.8540831092650478e-07
1817,2.0675279301940463e-06,6.383181272440197e-08
1818,1.952688762685284e-06,7.152706160695743e-08
1819,1.7120636357503827e-06,7.556266723440785e-08
1820,2.1893656594329514e-06,1.0205173595068118e-07
1821,2.112330776071758e-06,9.762873531826699e-08
1822,2.2276917661656626e-06,9.323822780515911e-08
1823,1.717610984997009e-06,1.1859224002819246e-07
1824,2.10275175049901e-06,6.400046004273463e-08
1825,2.3211148345581023e-06,1.0214314016820936e-07
1826,1.6788018228908186e-06,9.512623222462935e-08
1827,1.9015234329344821e-06,1.0599863742299931e-07
1828,1.8729839439401985e-06,1.2566052021156793e-07
1829,1.8389462184131844e-06,5.572564276690173e-08
1830,1.8473199361324077e-06,8.036363396968227e-08
1831,1.7727201111483737e-06,1.5279381671007286e-07
1832,2.02002433979942e-06,1.041807635715486e-07
1833,1.9008734852832276e-06,1.1467792404573629e-07
1834,1.965852106877719e-06,1.2601616106167057e-07
1835,1.891528313535673e-06,8.621920244422654e-08
1836,2.0646143639169168e-06,1.236618061284389e-07
1837,2.0031768599437783e-06,7.72325918774186e-08
1838,2.1013186142226914e-06,9.152634561360173e-08
1839,1.798207449610345e-06,6.85164565084051e-08
1840,1.8962563217428396e-06,9.681927082283437e-08
1841,2.01733632820833e-06,9.695028069245382e-08
1842,1.858860287029529e-06,8.184083100104544e-08
1843,1.7638036524658673e-06,7.50177733266355e-08
1844,1.8540359860708122e-06,8.342613000422716e-08
1845,1.7761865365173435e-06,8.537748641401777e-08
1846,1.9565743514249334e-06,1.200172761173235e-07
1847,1.7290675486947293e-06,7.496581133636937e-08
1848,1.8906271179730538e-06,8.527935335678194e-08
1849,1.8660956584426458e-06,8.547003460535052e-08
1850,1.915175744215958e-06,8.418355434969271e-08
1851,1.8232562979392242e-06,7.610337604546658e-08
1852,1.8730838746705558e-06,8.398603768000612e-08
1853,1.6697521232345025e-06,6.091370607919089e-08
1854,1.6662495454511372e-06,4.572184764128906e-08
1855,1.6472732795591583e-06,8.066544410212373e-08
1856,1.666537173150573e-06,4.2970672353703776e-08
1857,1.7226846011908492e-06,6.638852312335075e-08
1858,2.0147263057879172e-06,6.459652013290906e-08
1859,1.8398022803012282e-06,5.397703617404659e-08
1860,1.6999661056615878e-06,5.53839250017063e-08
1861,1.819418798731931e-06,7.687020797675359e-08
1862,1.8315915895072976e-06,4.337266901188741e-08
1863,1.718649059512245e-06,1.1887197359783386e-07
1864,1.80233826085896e-06,6.520829742839851e-08
1865,1.894975525829068e-06,4.706844336510585e-08
1866,1.837742047428037e-06,6.714545719432863e-08
1867,1.88871422324155e-06,6.648351558169452e-08
1868,1.9077792785537895e-06,7.903798859842937e-08
1869,1.6525829096281086e-06,6.543915986867432e-08
1870,1.7632199842410046e-06,7.511604138699113e-08
1871,1.7142580190920853e-06,2.7615060460561835e-08
1872,1.617058501324209e-06,6.833493415570047e-08
1873,1.700623897704645e-06,5.3874039451784483e-08
1874,1.5115761016204488e-06,7.587753714233259e-08
1875,1.668397317189374e-06,5.435450844970546e-08
1876,1.648143665988755e-06,9.25040239962982e-08
1877,1.7762791912900866e-06,7.359930975781026e-08
1878,1.53755195242411e-06,4.5293166550663955e-08
1879,1.7381030374963302e-06,8.491961978052132e-08
1880,1.6095958699224866e-06,8.471557322309309e-08
1881,1.8560815533419373e-06,7.878933416805012e-08
1882,1.5779918385305791e-06,5.1912003584675404e-08
1883,2.039250603047549e-06,1.049010265319339e-07
1884,1.6425021840404952e-06,6.799747609420592e-08
1885,1.5495307934543234e-06,6.1878104418156e-08
1886,1.584970732437796e-06,7.421483161351716e-08
1887,1.6263551287920563e-06,6.920659956222153e-08
1888,1.6929441244428745e-06,6.02358412038484e-08
1889,1.650236981731723e-06,6.265136676120164e-08
1890,1.6379411817979417e-06,8.32407067719032e-08
1891,1.531087605144421e-06,1.1664822352486226e-07
1892,1.6956325907813152e-06,3.823792482648969e-08
1893,1.5063486671351711e-06,7.698020709767661e-08
1894,1.5779054365339107e-06,6.616616587962199e-08
1895,1.7044716287273332e-06,6.078800396380757e-08
1896,1.752007278810197e-06,5.955999426987546e-08
1897,1.5662205896660453e-06,7.866063356232189e-08
1898,1.654502966630389e-06,4.9793523970720344e-08
1899,1.6085252809716621e-06,6.190887802404177e-08
1900,1.670480855864298e-06,6.852189926576102e-08
1901,1.628558493393939e-06,4.918090112937534e-08
1902,1.5987884580681566e-06,5.745032183313015e-08
1903,1.609805622138083e-06,5.022204874194358e-08
1904,1.414601342730748e-06,3.654745128756076e-08
1905,1.585385234648129e-06,5.728442431518488e-08
1906,1.5159911299633677e-06,6.07013745934637e-08
1907,1.5263958630384877e-06,5.142843306771283e-08
1908,1.6291077145069721e-06,7.219741604558294e-08
1909,1.5809827118573594e-06,4.290767208203761e-08
1910,1.5770588106533978e-06,6.359539383993251e-08
1911,1.5514210645051207e-06,1.0534341043921813e-07
1912,1.5237557136060786e-06,5.678269232589628e-08
1913,1.6264269788734964e-06,6.628737025948794e-08
1914,1.848970896389801e-06,6.361906201846068e-08
1915,2.293714260304114e-06,4.947920118070215e-08
1916,2.2183685359777883e-06,4.9443578120644815e-08
1917,2.005759142775787e-06,6.470190072604964e-08
1918,2.1847088191861985e-06,9.418828739171659e-08
1919,1.7890849903778872e-06,8.287063479883727e-08
1920,1.5659375094401184e-06,5.6791737534922504e-08
1921,1.5683159517720924e-06,4.922285867792198e-08
1922,1.4291060779214604e-06,6.56636274243283e-08
1923,1.6051313878051587e-06,5.4141334970836397e-08
1924,1.5147659269132419e-06,7.34822620529485e-08
1925,1.5540425692961435e-06,4.3992713472107425e-08
1926,1.540396283417067e-06,6.241837269271855e-08
1927,1.5207542674033903e-06,4.9056588125040435e-08
1928,1.389406634189072e-06,7.998228568339982e-08
1929,1.5150952776821214e-06,5.3473950600846365e-08
1930,1.380173557663511e-06,5.7769820926978355e-08
1931,1.4062804893910652e-06,8.325910272333203e-08
1932,1.3819975492879166e-06,3.9454331357546835e-08
1933,1.3684499435839825e-06,3.9000251916831985e-08
1934,1.4713380096509354e-06,6.589868917217245e-08
1935,1.3512192253983812e-06,5.38572777486479e-08
1936,1.5216517113003647e-06,5.941110003959693e-08
1937,1.2062291716574691e-06,4.1550688223424004e-08
1938,1.3626440704683773e-06,5.315737894306949e-08
1939,1.312229528593889e-06,4.8940961505650193e-08
1940,1.5113266726984875e-06,5.0715659227762444e-08
1941,1.3990122624818468e-06,1.151085982087352e-07
1942,1.5413795608765213e-06,8.192371581117186e-08
1943,1.718715225251799e-06,9.00002916637277e-08
1944,1.59052717663144e-06,5.462416652335378e-08
1945,1.7231966467079474e-06,8.714016530575464e-08
1946,1.5132239923332236e-06,5.8468636154884734e-08
1947,1.3625555084217922e-06,6.794896734163558e-08
1948,1.438350750504469e-06,7.827759418432834e-08
1949,1.5147643352975138e-06,3.435953033203987e-08
1950,1.3719616163143655e-06,8.082874813908347e-08
1951,1.4371569250215543e-06,6.503454841322309e-08
1952,1.2590495543918223e-06,4.2179216563908994e-08
1953,1.267002062377287e-06,4.201792691560513e-08
1954,1.2313395245655556e-06,8.306655985279576e-08
1955,1.2557943591673393e-06,3.754243138587299e-08
1956,1.3055548606644152e-06,4.971050771018781e-08
1957,1.2369052910798928e-06,4.0641172205369e-08
1958,1.2648259826164576e-06,5.6251256097539226e-08
1959,1.3052259646428865e-06,4.5729411368711226e-08
1960,1.2215270999149652e-06,5.3982500247684584e-08
1961,1.3993592347105732e-06,4.655266749864495e-08
1962,1.354007736154017e-06,4.883306559122502e-08
1963,1.4904252338965307e-06,4.7202188824257973e-08
1964,1.317787564403261e-06,5.840609418328313e-08
1965,1.3390090316534042e-06,4.4323552828018364e-08
1966,1.343225676464499e-06,4.154306054715562e-08
1967,1.3459815590977087e-06,5.521975765532261e-08
1968,1.4219822332961485e-06,6.108325578679796e-08
1969,1.5687231780248112e-06,5.177603767947403e-08
1970,1.3699601595362765e-06,5.794393587166269e-08
1971,1.4140870234768954e-06,4.264870057113512e-08
1972,1.3661581306223525e-06,6.976999600283307e-08
1973,1.3783009080725606e-06,5.127279578687194e-08
1974,1.3191965990699828e-06,2.925297337696975e-08
1975,1.3033597952016862e-06,3.940921189382607e-08
1976,1.3198247188483947e-06,4.685092136469393e-08
1977,1.2352995781839127e-06,3.8786758693731826e-08
1978,1.2599994079209864e-06,3.742572474152439e-08
1979,1.2400331570461276e-06,5.969013017192992e-08
1980,1.3706898016607738e-06,5.5145960686786566e-08
1981,1.2961050970261567e-06,4.680906684484398e-08
1982,1.381169226988277e-06,3.600351305976801e-08
1983,1.30474427351146e-06,3.726036368334462e-08
1984,1.4085791235629586e-06,5.567048333432467e-08
1985,1.3306414530234179e-06,4.992913105184016e-08
1986,1.3451625591187621e-06,4.2560845514572065e-08
1987,1.328491634922102e-06,3.972030881982391e-08
1988,1.2976541938769515e-06,3.358070088665954e-08
1989,1.3956295106254402e-06,3.951447880012893e-08
1990,1.2896956604890875e-06,3.650596269721973e-08
1991,1.3422754818748217e-06,4.0444110283033297e-08
1992,1.3504873095371295e-06,4.24265707010818e-08
1993,1.3454734926199308e-06,3.822053074031828e-08
1994,1.4041854683455313e-06,3.323203756622206e-08
1995,1.402245743520325e-06,4.554858534788764e-08
1996,1.338793481409084e-06,4.003569031851839e-08
1997,1.375175770590431e-06,5.178485906753849e-08
1998,1.4342532494993065e-06,3.719140906355278e-08
1999,1.3381549024416017e-06,4.2959889867688617e-08
2000,1.4062594573260867e-06,4.0204085394179856e-08
2001,1.3713192856812384e-06,4.249775287235025e-08
2002,1.4129439023236046e-06,5.0384048932983205e-08
2003,1.4392551292985445e-06,4.50027677345588e-08
2004,1.5570936966469162e-06,4.845270495934528e-08
2005,1.4195818494044943e-06,4.1434496722558833e-08
2006,1.4354964150697924e-06,5.1061835648624765e-08
2007,1.3537290897147614e-06,5.0330442036283785e-08
2008,1.3904798379371641e-06,5.492097088222181e-08
2009,1.516762040409958e-06,6.198650481792356e-08
2010,1.4280026334745344e-06,8.313875810017635e-08
2011,1.3747179536949261e-06,9.789368249357722e-08
2012,1.3882543044019258e-06,1.1472331351569665e-07
2013,1.274072360502032e-06,8.674178531009602e-08
2014,1.2869240890722722e-06,1.1217006345987102e-07
2015,1.3130992329024593e-06,9.686434765399099e-08
2016,1.2757383274220047e-06,1.2655887360324414e-07
2017,1.248497937922366e-06,1.3357896477828035e-07
2018,1.1848932217617403e-06,1.1151936263331663e-07
2019,1.2198823924336466e-06,1.1224346252447504e-07
