year,grand_ADJ hommage_NOUN,grand_ADJ chômage_NOUN
1800,1.2576657937302116e-08,0.0
1801,5.000483582762172e-08,0.0
1802,7.384872446891677e-08,0.0
1803,3.1205427575287104e-08,0.0
1804,4.449331569844617e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,5.76333825108577e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,6.798221985349073e-09,0.0
1809,3.840352036377226e-08,0.0
1810,6.084329839950442e-08,0.0
1811,4.011322829455821e-08,0.0
1812,6.401299401659344e-08,0.0
1813,0.0,0.0
1814,7.552024783308298e-08,0.0
1815,2.4275012222574333e-08,0.0
1816,2.7811246638975717e-08,0.0
1817,1.5568733857662664e-08,0.0
1818,1.1921176934492905e-08,0.0
1819,1.9666995143552413e-08,0.0
1820,4.034603762193001e-08,0.0
1821,6.7058117281249e-08,1.97229765852569e-09
1822,2.7069162911175226e-08,0.0
1823,2.174191138237802e-08,0.0
1824,4.463189640091514e-08,0.0
1825,6.60408261410339e-08,0.0
1826,3.8755132436563144e-08,0.0
1827,6.820781806027298e-08,0.0
1828,4.953042775923677e-08,0.0
1829,4.372319750700626e-08,0.0
1830,2.922314124020886e-08,0.0
1831,1.870944643656003e-08,0.0
1832,1.7588959622116818e-08,0.0
1833,5.560141858040879e-08,0.0
1834,4.480574844478724e-08,0.0
1835,3.403389570166837e-08,0.0
1836,3.965242711956307e-08,0.0
1837,3.5485243188304594e-08,0.0
1838,2.209256599883247e-08,0.0
1839,3.915226187700682e-08,0.0
1840,5.095751021144679e-08,0.0
1841,3.146068650039524e-08,0.0
1842,2.3478927246856074e-08,0.0
1843,2.5990408047960045e-08,0.0
1844,4.061535463506516e-08,0.0
1845,4.464182268293371e-08,0.0
1846,3.688335681317767e-08,5.854501328173001e-10
1847,5.3392913201832926e-08,0.0
1848,2.976732105253177e-08,0.0
1849,3.603148357456121e-08,5.02764896381791e-09
1850,2.9192683825840504e-08,0.0
1851,2.8377531435808123e-08,0.0
1852,6.836072685700856e-08,1.3021090872200602e-09
1853,3.58315901394235e-08,0.0
1854,3.585008556683533e-08,3.63696517347023e-09
1855,4.5108965451845506e-08,0.0
1856,3.6240326295455816e-08,0.0
1857,3.7099468386259105e-08,0.0
1858,4.3553715300959084e-08,4.893676019968041e-10
1859,3.4626779665813956e-08,2.5460866748261424e-09
1860,4.073693560258107e-08,0.0
1861,4.5744847909645614e-08,2.357981809808507e-09
1862,6.23482137029896e-08,0.0
1863,5.743813957792554e-08,1.4983863039219614e-09
1864,6.712619438076217e-08,4.794727948009836e-10
1865,2.6358328852893465e-08,0.0
1866,5.887391552050758e-08,0.0
1867,4.2219461704462447e-08,0.0
1868,4.791677810089823e-08,0.0
1869,3.320792885119772e-08,0.0
1870,5.734048613703635e-08,5.160643912205387e-09
1871,2.973929724703339e-08,1.0621177271019633e-09
1872,3.38650991693612e-08,6.047339295989218e-10
1873,5.028243776905583e-08,0.0
1874,4.839433387360259e-08,2.9873046258899194e-09
1875,6.007603303714859e-08,5.721527140956084e-10
1876,3.3253080289341597e-08,3.627608879952504e-09
1877,3.3398006138440905e-08,0.0
1878,3.563062378475479e-08,6.039088673581716e-10
1879,3.848874996492668e-08,0.0
1880,5.390990764908565e-08,6.417846254436199e-10
1881,2.370652651961791e-08,0.0
1882,2.9283693692150337e-08,1.9966155395678697e-09
1883,4.676310894069502e-08,1.2638677882037541e-09
1884,6.667713847718915e-08,6.601696966868076e-10
1885,6.252266615547342e-08,0.0
1886,4.001147502208369e-08,6.453463874400711e-10
1887,2.9380160526670807e-08,3.264462256069578e-09
1888,4.628648753168818e-08,1.9021844099853524e-09
1889,3.195219733242993e-08,6.265136742733546e-10
1890,4.915789730830511e-08,1.3108772956016423e-09
1891,3.314594465564369e-08,1.2748440081367107e-09
1892,4.8894396087462155e-08,6.268512375839919e-10
1893,3.079208354961338e-08,0.0
1894,3.969969597505951e-08,2.520615716150587e-09
1895,4.8750777636996645e-08,6.018614495673091e-10
1896,3.656158042986135e-08,7.076434549446731e-09
1897,3.612562338162206e-08,3.4960281336537946e-09
1898,4.866185321361627e-08,2.26334195829736e-09
1899,3.371822998587959e-08,1.0502398950507086e-08
1900,4.360484595622438e-08,5.191053142894475e-10
1901,3.63268028991115e-08,3.912117296778206e-09
1902,3.0443761289689064e-08,5.892340837476695e-09
1903,4.212171944573129e-08,1.0800440541913758e-09
1904,3.7622378101787035e-08,8.599400302955473e-09
1905,6.244518147013878e-08,8.773290538499623e-09
1906,3.7038127231880935e-08,4.115347618238729e-09
1907,2.9314207949937554e-08,3.0857059130084963e-09
1908,2.504808449543816e-08,1.964555629285769e-09
1909,3.960708028216686e-08,6.60118004702781e-09
1910,3.153049021875631e-08,6.412980813053082e-09
1911,3.830669470517023e-08,1.0640748726586935e-08
1912,2.5526164293410147e-08,4.167536982180309e-09
1913,3.340883480973389e-08,2.0151361468379037e-08
1914,3.214437072074361e-08,6.027069510139427e-09
1915,2.9451904026700504e-08,2.1205371680821372e-08
1916,2.966614687238689e-08,7.69122365795738e-09
1917,2.52227767560953e-08,2.1932848870420685e-09
1918,4.020231614276781e-08,1.1486376294556067e-09
1919,4.051453217357448e-08,1.8415696745321952e-09
1920,3.48322650722821e-08,2.2716695191604686e-09
1921,5.6038331308627676e-08,8.330022005509363e-09
1922,3.39385017866789e-08,1.475587119159627e-08
1923,3.290944050604594e-08,1.4862327368803108e-08
1924,3.609654797287476e-08,2.836157442231979e-08
1925,4.2892892793133797e-08,2.3096173862313663e-08
1926,3.1209186346359274e-08,1.114613823460786e-08
1927,5.9090890403012963e-08,1.5608915049369898e-08
1928,3.313552099371009e-08,6.8556245125250825e-09
1929,4.0105462062456354e-08,1.1140405931087116e-08
1930,5.3568378177715203e-08,2.520864939015155e-08
1931,3.649714130915527e-08,2.0529641986399838e-08
1932,4.383814555808385e-08,1.753525857850491e-08
1933,4.01473165823063e-08,8.02946331646126e-09
1934,4.4331848414458364e-08,8.38710612072191e-09
