year,tant_ADV armé_VERB,tant_ADV charmé_VERB
1887,3.9173548849191775e-09,1.1099172247952538e-08
1888,1.9021844099853524e-09,8.876860135842435e-09
1889,0.0,1.1903759755682586e-08
1890,0.0,2.4906668727453507e-08
1891,0.0,6.3742202627281586e-09
1892,0.0,1.9432388143059143e-08
1893,0.0,1.23168328869383e-08
1894,0.0,1.7014155417882648e-08
1895,0.0,2.2268872967856623e-08
1896,0.0,1.6511680911435178e-08
1897,0.0,1.1070755867592652e-08
1898,1.13167097914868e-09,2.2067583316243145e-08
1899,0.0,1.492446166651007e-08
1900,0.0,8.30568502863116e-09
1901,1.676621730339889e-09,1.0618603774048552e-08
1902,0.0,4.910283735171106e-09
1903,0.0,5.400220270956879e-09
1904,0.0,8.599400302955473e-09
1905,0.0,5.676835002077496e-09
1906,0.0,1.0802787109298606e-08
1907,1.028568674676933e-09,6.1714118260169926e-09
1908,9.822778146428846e-10,8.349361202419914e-09
1909,1.1001967115120692e-09,7.151278680339601e-09
1910,5.344150677544235e-10,1.2291546447329438e-08
1911,0.0,6.384448969498635e-09
1912,0.0,1.1981668990301841e-08
1913,5.30298971401777e-10,6.893886794756554e-09
1914,0.0,1.0045115850232378e-08
1915,0.0,1.1780762143587253e-08
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,0.0,3.289927441585405e-09
1918,0.0,2.067547733020092e-08
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,0.0,1.817335615328375e-08
1921,0.0,2.2718242842501013e-09
1922,1.4755870969551665e-09,4.426761179843197e-09
1923,0.0,2.1231896241147297e-08
1924,0.0,6.445812328337297e-09
1925,0.0,1.4297631523163545e-08
1926,3.343841648018042e-09,2.6750733184144337e-08
1927,1.1149224876660924e-09,2.6758140592164636e-08
1928,3.4278122562625413e-09,1.7139061725401916e-08
1929,2.2280812750352652e-09,1.0026365515614089e-08
1930,0.0,1.6805765667982087e-08
1931,2.2810713318222042e-09,4.5621426636444085e-09
1932,0.0,5.4797681947604815e-09
1933,6.882397318719313e-09,4.588264879146209e-09
1934,0.0,1.5576054224197833e-08
1935,0.0,5.98414207075848e-09
1936,0.0,4.849885826274658e-09
1937,0.0,1.510934133364117e-08
1938,0.0,1.5558256905023882e-08
1939,0.0,1.070583532936098e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,0.0,5.568441707737293e-09
1947,2.3841741914054637e-09,1.549713246618012e-08
1948,0.0,4.348755133776194e-09
1949,0.0,3.9268033269479474e-09
1950,0.0,4.2541445921528975e-09
1951,1.0661401761424827e-09,1.5992101864981123e-08
1952,0.0,1.0544804140977249e-08
1953,0.0,6.464296653518886e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,1.8771215692936494e-09,9.385607846468247e-09
1956,0.0,4.360570571293465e-09
1957,0.0,1.7670075402875796e-09
1958,8.272243445794913e-10,6.617794756635931e-09
1959,0.0,3.100299128533379e-09
1960,0.0,8.997083078554624e-09
1961,0.0,7.64297514166401e-09
1962,0.0,6.341956293454132e-09
1963,0.0,5.1728425987107585e-09
1964,0.0,1.0951143103454797e-08
1965,0.0,4.924839203113152e-09
1966,0.0,2.769537488234164e-09
1967,0.0,7.395503320850594e-09
1968,0.0,1.392338955241712e-08
1969,1.8167031212712459e-09,1.8167031212712459e-09
1970,1.3796175313274261e-09,6.438214850135182e-09
1971,0.0,1.0276794526475896e-08
1972,2.0520587451500205e-09,1.1799337507056862e-08
1973,5.513203782392395e-10,4.410563025913916e-09
1974,0.0,1.012602890426706e-08
1975,0.0,1.7134440533084216e-09
1976,0.0,4.570821499072508e-09
1977,0.0,2.938390863960194e-09
1978,0.0,2.970295565063452e-09
1979,0.0,2.925986564150662e-09
1980,2.2740602734216964e-09,3.411090521154847e-09
1981,6.325549528618524e-10,3.1627747087981106e-09
1982,0.0,3.1037510339615437e-09
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,0.0,3.479405208395292e-09
1985,0.0,5.414002135495366e-09
1986,5.994485463567401e-10,4.196139880008332e-09
1987,0.0,4.277571630240118e-09
1988,0.0,1.1993107618124554e-09
1989,0.0,3.841685636274406e-09
1990,0.0,5.993515905799995e-09
1991,0.0,4.10302547493302e-09
1992,0.0,3.30596661157756e-09
1993,5.539207426075166e-10,3.323524566667402e-09
1994,0.0,1.5824779264761446e-09
1995,0.0,1.138714633697191e-08
1996,0.0,5.871901187504136e-09
1997,4.79489448146353e-10,3.3564262480467733e-09
1998,0.0,5.72175506974304e-09
1999,0.0,4.113180906983871e-09
2000,0.0,3.5344251969604557e-09
2001,4.3812117822561447e-10,5.257454027685071e-09
2002,4.38122149670761e-10,5.6955880012310445e-09
2003,1.6667691671301554e-09,6.250384210204629e-09
2004,0.0,1.7619165015858584e-09
2005,4.5037495954858286e-10,4.503749373441224e-09
2006,0.0,1.070651389767363e-08
2007,0.0,4.7933754743212376e-09
2008,0.0,8.940623352771127e-09
2009,0.0,8.105927484791664e-09
2010,0.0,5.668551850135373e-09
2011,0.0,4.5887662558641296e-09
2012,0.0,1.0212757750593937e-08
2013,2.789125042035323e-10,9.204113027294625e-09
2014,0.0,1.017759210242275e-08
2015,0.0,1.4851055496478693e-08
2016,2.0713400439298368e-10,1.8020658743012063e-08
2017,2.515611330355938e-10,7.798394818792076e-09
2018,2.5814667070633845e-10,1.0325866384164328e-08
2019,5.1019755087367e-10,1.1479444950168727e-08
