year,tout_DET entier_ADJ,tout_DET chantier_NOUN
1895,3.0634748782176757e-07,2.1065151400989635e-08
1896,2.924926434388908e-07,1.2383761072154442e-08
1897,3.0298909337034274e-07,8.157399200570126e-09
1898,2.936686200882832e-07,3.960848538042683e-09
1899,2.962781877613452e-07,1.3818945987509323e-08
1900,3.083485466959246e-07,6.22926377147337e-09
1901,2.928499327481404e-07,6.147612641171918e-09
1902,3.3340828053951554e-07,1.0802624572647801e-08
1903,3.1591289939569833e-07,2.1600881083827517e-09
1904,3.3107690455835836e-07,1.5586413049106795e-08
1905,2.9261502731969813e-07,1.5998352531632065e-08
1906,2.819013218413602e-07,5.658602919567102e-09
1907,3.7388471696431225e-07,1.131425531042396e-08
1908,2.966478973576159e-07,2.7503778810000767e-08
1909,2.8770145377166045e-07,1.5952851484257735e-08
1910,3.1370163355859404e-07,2.992724434935923e-08
1911,3.261389451836294e-07,5.213966502992662e-08
1912,3.031883295534499e-07,2.7609931674277277e-08
1913,3.335580629482138e-07,5.1438998838193584e-08
1914,2.9465672923834063e-07,2.6117301210604182e-08
1915,2.591767724879901e-07,1.4136914527895783e-08
1916,4.307085248456133e-07,3.5159878564172686e-08
1917,3.0596325473197794e-07,3.3995916304263574e-08
1918,3.687126763907145e-07,1.4932289182922887e-08
1919,3.185915602443856e-07,1.4732557396257562e-08
1920,2.5291254246440076e-07,2.0445024784265797e-08
1921,3.241135857479094e-07,1.3630945483456003e-08
1922,3.017575522790139e-07,2.4347187377316004e-08
1923,3.620038171447959e-07,1.9108707061121777e-08
1924,2.9135071599739604e-07,4.640984752057875e-08
1925,3.134480834887654e-07,1.0998177923937646e-08
1926,3.0651881388621405e-07,1.3375366592072169e-08
1927,3.1106335995900736e-07,1.4493992672726108e-08
1928,2.8108061655984784e-07,9.140832757381645e-09
1929,3.509227894937794e-07,8.912325322185666e-09
1930,2.856980074739113e-07,2.1007207529066818e-08
1931,2.5091785005315614e-07,3.079446297959976e-08
1932,2.7727628548745997e-07,1.7535258800549514e-08
1933,2.592369696685637e-07,1.261772819560747e-08
1934,2.33640818692038e-07,1.3179738189705859e-08
1935,2.4894029593269806e-07,2.2739740757060645e-08
1936,3.9526568684777885e-07,8.487299751891442e-09
1937,2.46785901936164e-07,7.55467088886519e-09
1938,2.6837994937523035e-07,2.9819993585533666e-08
1939,4.267040196737071e-07,2.4470480752825097e-08
1940,1.4453962648985907e-06,2.5357829169792012e-09
1941,3.010532623193285e-07,3.246652724442356e-08
1942,3.1252380949808867e-07,2.730790527039062e-08
1943,3.396785075437947e-07,5.806470415592457e-09
1944,3.502372862840275e-07,1.6065930807940276e-08
1945,3.529176524352806e-07,2.178504043826024e-09
1946,3.2575383102084743e-07,1.809743643832462e-08
1947,3.349764767790475e-07,1.7881305991451768e-08
1948,3.033256632534176e-07,2.174377522479176e-08
1949,2.660409279542364e-07,1.2762110479513922e-08
1950,3.07361943896467e-07,2.6588404367089424e-08
1951,3.294373129847372e-07,2.7719644801749155e-08
1952,3.384882063528494e-07,2.741648952309106e-08
1953,3.6631013244914357e-07,1.723812381726475e-08
1954,3.723336305938574e-07,2.345408756099232e-08
1955,3.876255902923731e-07,1.0324168187025862e-08
1956,2.930303537596046e-07,1.1337484284723587e-08
1957,2.8183771405565494e-07,1.501956381488867e-08
1958,2.9366464104896295e-07,1.4062814024384807e-08
1959,3.5963469713351515e-07,2.015194411342236e-08
1960,2.643758421072562e-07,1.591791637389761e-08
1961,4.141103033816762e-07,3.265634962446029e-08
1962,3.2978172725961485e-07,8.87873907728931e-09
1963,4.054215310134168e-07,1.4871922804360338e-08
1964,4.0458388639308396e-07,9.125952438182594e-09
1965,3.2503936608918593e-07,1.0396882466068291e-08
1966,4.8965421228786e-07,8.862519385033352e-09
1967,4.3830684148815635e-07,1.1339771677221222e-08
1968,4.1365939296156284e-07,1.3923388886283306e-08
1969,4.3510038949534646e-07,1.1808570066218493e-08
1970,5.136776053404901e-07,2.5292987260172595e-08
1971,4.6759416250097274e-07,1.644287239699338e-08
1972,5.468736503644323e-07,5.643161493651405e-09
1973,5.099713575873466e-07,1.709093233603909e-08
1974,3.476603183116822e-07,1.5751601134539328e-08
1975,3.855249133266625e-07,2.4559365208176587e-08
1976,3.348126824676001e-07,1.314111219841152e-08
1977,4.489861282763741e-07,1.2928919990162768e-08
1978,3.718810148711782e-07,1.4851478380428773e-08
1979,3.4058484743582085e-07,1.2289143591637242e-08
1980,3.399720185370825e-07,1.193881615790815e-08
1981,4.889649858341727e-07,1.2018543715797136e-08
1982,3.407918711673119e-07,1.5518755946963836e-08
1983,2.8734689294651616e-07,1.073603728141137e-08
1984,2.638549005951063e-07,9.858314165001048e-09
1985,2.538565411214222e-07,1.2632671686496622e-08
1986,2.673540393516305e-07,1.3787316177626963e-08
1987,2.535988983254356e-07,1.4054879038383206e-08
1988,2.980287376885826e-07,1.0194141530917022e-08
1989,2.326963794985204e-07,1.3171493451480387e-08
1990,2.6534931407695694e-07,1.9615143509454924e-08
1991,2.3445861074833374e-07,1.1136783939491579e-08
1992,2.2149976075525046e-07,1.3774860863069449e-08
1993,2.531417919726664e-07,1.938722604677423e-08
1994,2.3526172299170867e-07,1.9517228611043436e-08
1995,2.1635578661971522e-07,1.3556126665648094e-08
1996,2.2473368233022484e-07,2.028475076798486e-08
1997,2.378267680569479e-07,1.3425704215030976e-08
1998,2.026454950510015e-07,1.716526476513991e-08
1999,1.878352691164764e-07,7.312321970154301e-09
2000,1.9306797582885338e-07,1.8555732061997787e-08
2001,1.7831531806677958e-07,1.1829271423513532e-08
2002,1.678007777172752e-07,1.2705542173918616e-08
2003,1.912617619836965e-07,2.7501691146625262e-08
2004,1.691439877049561e-07,1.3654853081579432e-08
2005,2.1032511199337023e-07,1.57631235842004e-08
2006,3.3643161145846534e-07,2.2648395159308166e-08
2007,2.1250630766189715e-07,1.8374606058912946e-08
2008,1.9839669107568625e-07,1.7881246872075707e-08
2009,1.7928404361100547e-07,2.1933686200625857e-08
2010,1.6580513317876466e-07,1.086472406486294e-08
2011,2.0725927640796726e-07,2.6385407192464072e-08
2012,2.369359890508349e-07,1.3276585830723775e-08
2013,2.6970838007400744e-07,2.900690088125657e-08
2014,4.7314978246504324e-07,9.527958866328845e-09
2015,6.122181162027118e-07,1.7732604051801104e-08
2016,8.161079563251405e-07,1.4499380585064614e-08
2017,4.462694391804689e-07,1.4087423672037858e-08
2018,5.766996764577925e-07,1.3165479817445203e-08
2019,5.122383299749345e-07,1.9897705039184643e-08
