year,grand_ADJ are_NOUN,grand_ADJ char_NOUN
1800,3.144164484325529e-09,5.0306630416940834e-08
1801,2.3811825844433088e-09,7.143547975374531e-09
1802,2.2378401354217203e-09,0.0
1803,5.851017448321727e-09,3.1205427575287104e-08
1804,9.887403784603066e-09,4.69651695311768e-08
1805,2.842877711017877e-09,3.695740957709859e-08
1806,5.76333825108577e-09,5.76333825108577e-09
1807,2.8469551160981155e-09,1.1672516109229036e-07
1808,0.0,9.064295980465431e-09
1809,0.0,2.259030518203531e-09
1810,0.0,2.3401266702194334e-08
1811,1.0028307073639553e-08,2.0056614147279106e-08
1812,1.600324850414836e-08,2.6672083208723052e-08
1813,5.751483289628823e-09,0.0
1814,3.1466771410748606e-09,2.2026739543434815e-08
1815,8.091670444798638e-09,5.394447111228828e-09
1816,6.952811659743929e-09,1.367386346373678e-07
1817,4.670620334934483e-09,6.227493631882908e-09
1818,0.0,3.5763532135746345e-09
1819,4.140420006848444e-09,3.4158465056499665e-08
1820,2.3732962262101864e-09,3.559944161679596e-08
1821,1.97229765852569e-09,1.0847637343935901e-08
1822,3.0076847679083585e-09,9.023054303725075e-09
1823,9.882686891060644e-10,2.9648061450338048e-08
1824,2.5263338088166165e-09,3.705289586264371e-08
1825,1.7610886082763955e-09,8.805443041381977e-10
1826,3.5231937367541377e-09,3.6112734136395375e-08
1827,9.217273055917019e-10,1.2904182611350734e-08
1828,3.668920500743411e-09,1.3758452155343548e-08
1829,3.429270423183084e-09,2.8291480991260443e-08
1830,2.0873671680021744e-09,1.982998831806526e-08
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,6.764984572527055e-09,1.7588959622116818e-08
1833,3.4750886612755494e-09,4.6334514003376626e-09
1834,1.8669061851994684e-09,4.1071936074388304e-08
1835,5.294161553592858e-09,2.7227116561334697e-08
1836,6.720750067579218e-10,4.032450107160912e-08
1837,3.478945576063097e-09,3.8268400781582557e-08
1838,3.1560809521380406e-09,3.345445720448481e-08
1839,2.7965900706306e-09,4.754203297707704e-08
1840,3.1848443882154243e-09,3.949206894837687e-08
1841,2.5682194149112547e-09,3.467096254539115e-08
1842,2.683306021822318e-09,5.836190553054621e-08
1843,2.953455480181333e-09,2.3036953678001737e-08
1844,3.2931368743049916e-09,1.1745521399930681e-07
1845,3.348136878855712e-09,2.622707206967334e-08
1846,5.854501328173001e-09,1.1299187807622957e-07
1847,5.3932236454556914e-09,2.0494249852731627e-08
1848,5.63165514222419e-09,3.378993085334514e-08
1849,5.865590679832167e-09,1.843471353346615e-08
1850,4.073397619208663e-09,2.1045888587423178e-08
1851,4.514607354622058e-09,5.3530342825069965e-08
1852,6.510545436100301e-09,2.278690836021724e-08
1853,5.971931837933653e-09,2.20961471342207e-08
1854,2.0782657816909023e-09,3.4810952342922974e-08
1855,4.2455496895854594e-09,5.890700194299825e-08
1856,4.141751386299575e-09,2.433278972757691e-08
1857,2.9289055625270066e-09,4.6862485725274183e-08
1858,1.9574704079872163e-09,5.774537603642216e-08
1859,3.5645213447565993e-09,6.365216709269816e-08
1860,3.661747127736703e-09,4.8060429858054476e-08
1861,4.2443675241088386e-09,6.602349333917346e-08
1862,1.3553959066214816e-09,3.6143891435358455e-08
1863,9.489779628779615e-09,3.795911879267422e-08
1864,4.794728170054441e-09,7.959248193856183e-08
1865,4.706844247692743e-09,6.777855587891679e-08
1866,1.9462451650298362e-09,1.0120474769337306e-07
1867,8.249779526181555e-09,1.0045319420726173e-07
1868,2.9639244392143382e-09,1.8573926496845417e-07
1869,3.906815315701806e-09,4.15099131734209e-08
1870,6.880858549607183e-09,6.651496819998215e-08
1871,1.0621177271019633e-09,1.6993883633631413e-08
1872,3.628403577593531e-09,3.567930284553711e-08
1873,3.591602570907071e-09,4.250063073696353e-08
1874,5.974609251779839e-09,3.1067967309894584e-08
1875,5.149374260327022e-09,3.37570102426632e-08
1876,6.04601479992084e-09,1.3180311952964985e-07
1877,2.4739263970730008e-09,3.401648873690988e-08
1878,3.0195443923020093e-09,4.227361927178208e-08
1879,6.720257683667796e-09,4.581993806596074e-08
1880,3.2089231272180996e-09,4.299957012676714e-08
1881,2.091752326904839e-09,5.299105709788421e-08
1882,2.6621540527571597e-09,5.590523510790035e-08
1883,3.159669414998234e-09,4.2971503688704615e-08
1884,4.621187876807653e-09,5.413391512831822e-08
1885,5.156508553483263e-09,3.416186999949389e-08
1886,5.162771099520569e-09,4.130216829656419e-08
1887,3.9173548849191775e-09,1.5669418762520593e-08
1888,2.53624587998047e-09,3.0434949893631824e-08
1889,5.012109394186837e-09,5.325366103647866e-08
1890,2.4251230357208442e-08,2.2284913914205617e-08
1891,3.1871101313640793e-09,3.505821033478185e-08
1892,7.522214851007902e-09,4.764069316820496e-08
1893,3.079208221734575e-09,4.803564851441067e-08
1894,6.301539290376468e-10,4.6001235043391375e-08
1895,2.4074457982692365e-09,3.671354775747204e-08
1896,6.486732040400511e-09,2.4767522477375792e-08
1897,3.4960281336537946e-09,4.020432486928627e-08
1898,5.6583546736987955e-09,2.3199254406414127e-08
1899,3.8693048765026106e-09,1.6582735185011188e-08
1900,6.748368974740515e-09,1.8687791425442413e-08
1901,3.353243460679778e-09,3.968004591570207e-08
1902,6.38336894454028e-09,2.5533476499806085e-08
1903,2.1600881083827517e-09,5.6702313511181046e-08
1904,6.449550227216605e-09,2.9022976022474722e-08
1905,4.1286072338664326e-09,3.6641388589941926e-08
1906,8.745113966313056e-09,6.533114316198407e-08
1907,5.142843484406967e-09,2.6228500871194882e-08
1908,3.929111258571538e-09,3.192402875384914e-08
1909,7.701377313651392e-09,2.585462333115629e-08
1910,4.809735720812114e-09,3.527139458281425e-08
1911,5.852411444351446e-09,3.085817112946643e-08
1912,6.772247651554153e-09,4.115442625574062e-08
1913,2.121195885607108e-09,5.302989858346763e-08
1914,7.366418142140674e-09,6.094036564263661e-08
1915,8.246533234057551e-09,1.8849219074468238e-08
1916,2.197492410260793e-09,3.076489463182952e-08
1917,1.0966424435210342e-09,3.509255752653928e-08
1918,1.033773866510046e-08,4.479686666059024e-08
1919,4.603924352863942e-09,2.301962176431971e-08
1920,3.028892692213958e-09,2.4231141093622455e-08
1921,6.058197943303867e-09,2.801916526573578e-08
1922,2.951174193910333e-09,6.566362892312938e-08
1923,8.492758496458919e-09,2.1231896685236507e-08
1924,2.578324886925998e-09,3.996403541428606e-08
1925,5.499089184013428e-09,3.299453377181294e-08
1926,4.458455382660986e-09,5.127223767775746e-08
1927,2.2298449753321847e-09,2.7873062080630007e-08
1928,4.570416489713125e-09,2.742249805010033e-08
1929,2.2280812750352652e-09,1.7824650422326727e-08
1930,8.402882833991043e-09,1.7856125467119455e-08
1931,3.4216069977333063e-09,2.623232031595535e-08
1932,0.0,3.835837791843488e-08
1933,3.4411986593596566e-09,2.2941325283909464e-08
1934,1.1981580172459871e-09,1.7972370258689807e-08
1935,1.196828414151696e-09,2.393656828303392e-08
1936,0.0,3.152425653851765e-08
1937,3.777335333410292e-09,1.76275650742852e-08
1938,2.5930428915188486e-09,2.0744343354195394e-08
1939,1.5294050470515685e-09,2.7529290846928234e-08
1940,5.0715658339584024e-09,3.550096039361961e-08
1941,1.1806010391524069e-08,5.9030050181263505e-08
1942,3.034211770724937e-09,4.247896612241675e-08
1943,5.806470415592457e-09,3.774205858952939e-08
1944,1.2852744646352221e-08,6.7476911169706e-08
1945,6.535512131478072e-09,3.0499055725385915e-08
1946,0.0,2.227376683094917e-08
1947,1.1920870957027319e-09,2.7418002757073623e-08
1948,0.0,1.4133454184772631e-08
1949,0.0,2.4542519905246252e-08
1950,2.1270722960764488e-09,1.914365022059883e-08
1951,2.1322803522849654e-09,2.2388944032059044e-08
1952,4.2179215675730575e-09,2.1089608281954497e-08
1953,3.232148326759443e-09,2.693456835345387e-08
1954,9.772536113672459e-10,1.7590565448699635e-08
1955,1.8771215692936494e-09,2.5341140741375057e-08
1956,2.616342476002842e-09,4.6222051963695776e-08
1957,0.0,1.5903067862588216e-08
1958,2.4816730892496253e-09,2.812562788223616e-08
1959,4.650448914844674e-09,2.092702000577873e-08
1960,6.920833350854139e-10,2.0070416439921246e-08
1961,1.3896318540318475e-09,1.1811870370692645e-08
1962,6.341956404476434e-10,1.5220695481765745e-08
1963,3.2330267352165265e-09,3.103705381590771e-08
1964,2.4335873316516654e-09,2.7986254869105665e-08
1965,1.0944086747954884e-09,3.556828309658755e-08
1966,5.539074754423723e-10,2.1602391209185612e-08
1967,0.0,1.9721342781053863e-08
1968,4.042274071025531e-09,2.110965446888713e-08
1969,4.5417578031781147e-10,2.5888018728714712e-08
1970,4.5987250119061684e-10,1.7935027685211935e-08
1971,0.0,2.260894960137705e-08
1972,1.0260293725750103e-09,3.745007060018679e-08
1973,4.410563025913916e-09,1.4885650267970618e-08
1974,1.1251143350321513e-09,1.518904385600095e-08
1975,0.0,1.1994108817248161e-08
1976,2.285410749536254e-09,2.4568166168137395e-08
1977,0.0,9.990529126202574e-09
1978,5.940591352171509e-10,2.257424647211792e-08
1979,1.1703946700691858e-09,4.03786155622754e-08
1980,5.685150683554241e-10,1.989802728141754e-08
1981,1.2651099057237047e-09,3.1627749308427155e-08
1982,6.207502289967692e-10,2.0484758112004897e-08
1983,1.2630632095778083e-09,1.5156758848000607e-08
1984,0.0,8.698512410365566e-09
1985,1.2031116103372597e-09,2.2257564347150094e-08
1986,0.0,3.476801613278013e-08
1987,0.0,1.5888123539031795e-08
1988,0.0,1.679035038781862e-08
1989,5.488122178931576e-10,1.8110803523541108e-08
1990,0.0,1.3621627381610324e-08
1991,0.0,1.934283488935762e-08
1992,1.1019888335184191e-09,8.815910668147353e-09
1993,0.0,1.550978012687665e-08
1994,0.0,1.4242301449307604e-08
1995,0.0,1.6809597269684673e-08
1996,5.338092190498855e-10,1.1743802375008272e-08
1997,0.0,2.8289877107567918e-08
1998,0.0,1.3827574973923618e-08
1999,4.570201161957499e-10,2.1479944767310855e-08
2000,4.4180314962005696e-10,1.590491294223284e-08
2001,0.0,1.8839211413101964e-08
2002,0.0,2.8916061323158715e-08
2003,4.1669229178253886e-10,1.6250998602362898e-08
2004,8.809582507929292e-10,2.334539406234626e-08
2005,0.0,9.007498746882447e-09
2006,0.0,1.729513776638214e-08
2007,0.0,1.6776813188679185e-08
2008,8.514879357157668e-10,1.7029759102893394e-08
2009,4.76819250749827e-10,1.8595950335154043e-08
2010,4.723793023408973e-10,1.2754241662804588e-08
2011,3.82397197240536e-10,1.6060682450635966e-08
2012,6.808505426114664e-10,1.565956322946427e-08
2013,0.0,2.7891249809730567e-08
2014,0.0,2.511916347147647e-08
2015,4.433150790905671e-10,2.8150507883073494e-08
2016,4.1426800878596737e-10,3.3762841550322165e-08
2017,0.0,1.4842107098900215e-08
2018,0.0,2.1684320061776674e-08
2019,0.0,2.3213988120662776e-08
