year,seront_VERB aux_ADP,seront_VERB chauds_ADJ
1800,2.3581234387393124e-07,2.829747991484055e-08
1801,1.142967676059925e-07,0.0
1802,1.0741632650024258e-07,1.3427040812530322e-08
1803,1.170203516309698e-07,0.0
1804,1.97748079244775e-07,4.943701892301533e-09
1805,2.5301611117356515e-07,5.685755422035754e-09
1806,3.832619892563116e-07,0.0
1807,2.448381430930624e-07,0.0
1808,2.991217762371434e-07,0.0
1809,3.185232952951367e-07,1.129515236897305e-08
1810,1.3338721949196497e-07,9.360507036149102e-09
1811,2.6575014544505393e-07,2.5070767684098882e-09
1812,2.213782899218586e-07,0.0
1813,2.5881673559879914e-07,0.0
1814,1.32160433263806e-07,0.0
1815,1.1867783911156948e-07,8.091670444798638e-09
1816,2.688420579488593e-07,0.0
1817,2.164054064834886e-07,6.227493631882908e-09
1818,1.871624846216946e-07,0.0
1819,1.500902300222151e-07,1.035105001712111e-09
1820,1.2578470620638882e-07,0.0
1821,1.6370070765603373e-07,9.86148829262845e-10
1822,1.4637399203820678e-07,2.0051231786055723e-09
1823,9.388552690836605e-08,1.9765373782121287e-09
1824,1.9368558845656025e-07,8.421112696055388e-10
1825,1.0742640621508315e-07,8.805443041381977e-10
1826,2.6423953158882796e-07,0.0
1827,1.926410089225783e-07,9.217273055917019e-10
1828,1.715220367959347e-07,0.0
1829,1.5174521905692018e-07,0.0
1830,1.6072726793936454e-07,8.349468672008697e-09
1831,1.2784789360509308e-07,0.0
1832,1.1094574858816486e-07,4.058990921151917e-09
1833,1.5406225806202656e-07,1.1583628278799551e-08
1834,2.0629313812747796e-07,9.334530925997342e-10
1835,1.686568680270284e-07,1.5126175867408165e-09
1836,1.4180783125539165e-07,0.0
1837,1.5237780903731846e-07,0.0
1838,1.4707336992714204e-07,5.049729523420865e-09
1839,1.8457494754819948e-07,0.0
1840,1.8535793611107465e-07,1.2739377330817092e-09
1841,1.4510439072523695e-07,0.0
1842,1.3282364363931265e-07,2.0124795163667386e-09
1843,1.3054273584334197e-07,0.0
1844,1.4819114824149437e-07,4.390849017710252e-09
1845,1.3894768091660126e-07,5.580227835366713e-09
1846,1.0245377368711672e-07,4.6836010625384006e-09
1847,1.6611129449728423e-07,1.0786447290911383e-09
1848,1.7377678407370922e-07,4.82713291560799e-09
1849,1.173118073793944e-07,8.379414939696517e-10
1850,9.572484316322516e-08,6.788996032014438e-10
1851,1.1995956228361138e-07,2.579775504329973e-09
1852,1.3086195838063475e-07,0.0
1853,9.256494593046227e-08,0.0
1854,1.1482418216246515e-07,1.0391328686409906e-08
1855,1.0083180512765466e-07,4.776243400783642e-09
1856,9.991974864176356e-08,4.659470143053568e-09
1857,8.103305237927572e-08,1.9526036343364694e-09
1858,1.6149130432907555e-07,5.3830437884982985e-09
1859,1.3545181332119682e-07,4.582956236731661e-09
1860,1.281611484438283e-07,4.119465657481669e-09
1861,1.678883096989381e-07,1.8863854922557266e-09
1862,1.432201637285857e-07,2.2589932147099034e-09
1863,8.540801843537338e-08,1.4983863039219614e-09
1864,1.1986819714593366e-07,2.8768367688059016e-09
1865,6.871992597190513e-08,1.882737743486018e-09
1866,9.050040006286508e-08,1.9462451650298362e-09
1867,9.171813353248126e-08,4.85281148598915e-10
1868,8.941171936172054e-08,0.0
1869,1.5822601540094183e-07,9.767038289254515e-10
1870,1.0780011594491157e-07,1.7202146374017957e-09
1871,1.1895718898813357e-07,4.248470908407853e-09
1872,6.168286148522384e-08,0.0
1873,1.0774807890356897e-07,4.190203295451056e-09
1874,7.109784616599057e-08,4.182226565063729e-09
1875,9.955456903298909e-08,4.005069165202713e-09
1876,6.529695895096665e-08,2.418405919968336e-09
1877,9.710161275044982e-08,6.184816214727107e-09
1878,7.0657335982105e-08,1.8117265465633636e-09
1879,8.553055386162356e-08,0.0
1880,1.1231231145103493e-07,1.9253538763308597e-09
1881,1.2062437804161164e-07,6.972507571312292e-10
1882,1.0981385156760837e-07,1.9966155395678697e-09
1883,8.910267723649667e-08,1.8958017378167824e-09
1884,1.0034579389639475e-07,6.601696966868076e-10
1885,9.410627838102315e-08,0.0
1886,1.064821546492567e-07,3.2267319927115068e-09
1887,1.312313915313723e-07,1.9586774424595887e-09
1888,1.0525420091056503e-07,1.268122939990235e-09
1889,1.3657998465532728e-07,1.8795409673089125e-09
1890,1.0618105916737619e-07,1.3108772956016423e-09
1891,8.79642350071208e-08,2.5496880162734215e-09
1892,1.1596748095143994e-07,1.8805537127519756e-09
1893,9.9766346517427e-08,4.310891643655168e-09
1894,1.0523570637133162e-07,0.0
1895,1.1134437016835363e-07,0.0
1896,9.494216829386559e-08,5.89702897624278e-10
1897,1.322664012759489e-07,1.1653427112179315e-09
1898,9.392869249058577e-08,1.13167097914868e-09
1899,8.401918982769985e-08,0.0
1900,1.0382106552242476e-07,1.5573159428683425e-09
1901,8.941982088117584e-08,1.676621730339889e-09
1902,9.6732591714499e-08,4.910283846193408e-10
1903,1.1826482704258012e-07,2.1600881083827517e-09
1904,7.416982583663412e-08,1.0749250378694342e-09
1905,1.104402400642357e-07,5.160759042333041e-10
1906,8.590787814455325e-08,5.144184522798412e-10
1907,1.1314255665695327e-07,0.0
1908,1.1443536607202986e-07,9.822778146428846e-10
1909,8.856583705307841e-08,3.300590023513905e-09
1910,8.22999197680474e-08,5.344150677544235e-10
1911,7.608134922065801e-08,0.0
1912,1.1825386181385511e-07,2.0837684910901544e-09
1913,1.2143846506162959e-07,5.30298971401777e-10
1914,9.174538773137897e-08,1.3393487430235496e-09
1915,9.660224975505116e-08,0.0
1916,8.460345513050527e-08,0.0
1917,8.882803825827068e-08,8.773139548168274e-09
1918,1.4932289182922887e-07,4.594550517822427e-09
1919,1.0957339885431239e-07,9.207848372660976e-10
1920,9.99534583989714e-08,7.572231730534895e-10
