year,seront_VERB aux_ADP,seront_VERB chauds_ADJ
1921,9.011569090944249e-08,0.0
1922,8.041949683956773e-08,3.6889677978990676e-09
1923,1.2420659478706852e-07,2.1231896241147297e-09
1924,9.281969681751434e-08,0.0
1925,6.818870446068104e-08,1.0998177923937646e-09
1926,5.4616079880887014e-08,0.0
1927,7.581472782902665e-08,1.1149224876660924e-09
1928,5.48449977655352e-08,0.0
1929,6.350031611646045e-08,0.0
1930,6.827342247106571e-08,0.0
1931,4.790249708008787e-08,0.0
1932,7.671675916753884e-08,1.0959536611565568e-09
1933,1.238831544014829e-07,0.0
1934,9.585264137967897e-08,2.3963160344919743e-09
1935,5.505410882733486e-08,4.787313656606784e-09
1936,6.062357282843323e-08,0.0
1937,9.946983636766049e-08,0.0
1938,9.983215087938646e-08,7.779128452511941e-09
1939,7.494084997006212e-08,0.0
1940,4.564409294971483e-08,0.0
1941,7.083606590185809e-08,0.0
1942,6.371844563091145e-08,3.034211770724937e-09
1943,7.548411673496958e-08,0.0
1944,1.0924833127035072e-07,0.0
1945,8.06046500656521e-08,0.0
1946,7.099762910911522e-08,4.1763312808029696e-09
1947,5.841226768943386e-08,0.0
1948,5.3272248834446145e-08,1.0871887834440486e-09
1949,7.264586088240321e-08,9.817008317369869e-10
1950,5.530388036412148e-08,0.0
1951,4.691016641800161e-08,0.0
1952,5.483298082253896e-08,1.0544803918932644e-09
1953,5.0636987936059086e-08,1.0773827385790469e-09
1954,5.374894840315392e-08,9.772536113672459e-10
1955,5.255940394022218e-08,9.385607846468247e-10
1956,5.319896456690287e-08,0.0
1957,5.654424201084751e-08,2.6505113659425206e-09
1958,3.722509556158826e-08,1.6544486891589827e-09
1959,5.890568499644644e-08,1.5501495642666896e-09
1960,6.021125131816518e-08,4.152500121534786e-09
1961,4.7247482370949e-08,0.0
1962,6.659054463398206e-08,1.2683912808952869e-09
1963,6.72469511187046e-08,3.2330267352165265e-09
1964,6.996563856054294e-08,1.2167936658258327e-09
1965,5.2531618166540284e-08,0.0
1966,5.871419261893607e-08,0.0
1967,5.324762497593838e-08,4.930335695263466e-09
1968,6.826952358984784e-08,1.7965663401398047e-09
1969,9.855614280240843e-08,4.5417578031781147e-10
1970,6.990061934830649e-08,1.8394900047624674e-09
1971,5.755005028085236e-08,5.138397485282553e-10
1972,4.411926468605998e-08,1.5390440033513642e-09
1973,5.733731989199242e-08,2.205281512956958e-09
1974,7.0882201441691e-08,1.6876715580593782e-09
1975,5.140332248743107e-08,5.711480177694739e-10
1976,5.0850388788603595e-08,0.0
1977,8.345030266809772e-08,5.876781838942691e-10
1978,5.999996943728547e-08,1.7821774056514528e-09
1979,6.144572073374377e-08,5.851973350345929e-10
1980,6.083111531163254e-08,1.7055452605774235e-09
1981,5.123695029363162e-08,1.8976649140967083e-09
1982,7.076552910323386e-08,1.8622506869903077e-09
1983,5.8732440577635714e-08,1.89459470334441e-09
1984,6.378909489512807e-08,3.479405208395292e-09
1985,5.3538467548186475e-08,0.0
1986,5.2751470747125495e-08,1.1988970927134801e-09
1987,6.110816741511371e-08,1.8332451112712533e-09
1988,6.056519186170561e-08,1.798966087207532e-09
1989,7.079677288857056e-08,0.0
1990,6.701840504774736e-08,1.6345953479657283e-09
1991,6.682070363694947e-08,0.0
1992,7.989419259502029e-08,0.0
1993,5.871559949355287e-08,0.0
1994,5.6969206185808474e-08,5.274926606624319e-10
1995,4.7175323203418884e-08,5.422450821690461e-10
1996,4.6441403611652277e-08,2.135236876199542e-09
1997,4.794894536974681e-08,9.58978896292706e-10
1998,6.055524048864669e-08,1.43043876743576e-09
1999,3.93037282719888e-08,9.140402323914998e-10
2000,5.036556061099873e-08,0.0
2001,5.783199696907104e-08,1.7524847129024579e-09
2002,5.914649037208619e-08,4.38122149670761e-10
2003,5.0836460208092404e-08,8.333845835650777e-10
2004,5.2857493326730065e-08,1.7619165015858584e-09
2005,5.314424456059896e-08,1.3511248786457486e-09
2006,5.394435831362898e-08,1.2353669198716943e-09
2007,5.2327682464881065e-08,7.988958938831558e-10
2008,7.5356680895311e-08,8.514879357157668e-10
2009,6.29401384344419e-08,1.430457752249481e-09
2010,6.471596236679034e-08,1.8895172093635892e-09
2011,1.2810306770916213e-07,1.1471915639660324e-09
2012,1.3140415403012362e-07,3.744677901096338e-09
2013,8.032679943426047e-08,1.3945624655065103e-09
2014,9.029906583579717e-08,1.0827225782605865e-09
2015,1.02184124273208e-07,3.546520632724537e-09
2016,9.859578425919224e-08,2.4856081637381067e-09
2017,1.3131490678164326e-07,4.528100561174142e-09
2018,7.77021469389183e-08,2.8396134332808742e-09
2019,1.0790677862360099e-07,2.806086474294034e-09
