year,étaient_VERB aux_ADP,étaient_VERB chauds_ADJ,etaient_VERB aux_ADP
1907,5.204557282922906e-07,5.142843484406967e-09,0.0
1908,4.449718460364238e-07,4.4202499438483756e-09,4.911389073214423e-10
1909,4.208252448734129e-07,1.4302557360679202e-08,0.0
1910,4.804391551260778e-07,1.8170112525695004e-08,0.0
1911,5.080957521386154e-07,1.1704822888702893e-08,0.0
1912,4.59470953728669e-07,6.772247651554153e-09,0.0
1913,4.576480137075123e-07,6.893886794756554e-09,0.0
1914,5.076131515124871e-07,6.027069510139427e-09,0.0
1915,5.949284513917519e-07,9.424609537234119e-09,0.0
1916,6.592477461708768e-07,9.888715624128963e-09,0.0
1917,6.217962891241768e-07,8.773139548168274e-09,0.0
1918,6.489802331088868e-07,4.594550517822427e-09,0.0
1919,5.322136189533921e-07,5.524709134618888e-09,9.207848372660976e-10
1920,5.209695359553734e-07,8.329454459499175e-09,7.572231730534895e-10
1921,4.816267278329178e-07,5.300923255902035e-09,0.0
1922,5.076019533589715e-07,5.902348387820666e-09,0.0
1923,4.5223939082461584e-07,1.4862327368803108e-08,1.0615948120573648e-09
1924,4.39604406210492e-07,6.445812328337297e-09,0.0
1925,4.5752420874123345e-07,1.8696901804560184e-08,1.0998177923937646e-09
1926,5.03805438256677e-07,8.916910765321973e-09,0.0
1927,4.916807938570855e-07,8.919379901328739e-09,0.0
1928,4.353321685357514e-07,6.8556245125250825e-09,0.0
1929,5.102306204207707e-07,1.0026365515614089e-08,1.1140406375176326e-09
1930,4.3589955112111056e-07,1.1553964007759987e-08,0.0
1931,4.402467652653286e-07,2.2810713318222042e-09,0.0
1932,4.964670097251656e-07,8.767629289252454e-09,0.0
1933,4.244145088705409e-07,4.588264879146209e-09,0.0
1934,3.7741978076155647e-07,1.4377896206951846e-08,0.0
1935,3.8896922660569544e-07,5.98414207075848e-09,1.196828414151696e-09
1936,3.892033362262737e-07,9.699771652549316e-09,0.0
1937,4.117295588912384e-07,1.2591118370153254e-08,0.0
1938,4.3952076111963834e-07,1.5558256905023882e-08,0.0
1939,3.76233629140188e-07,1.2235240376412548e-08,0.0
1940,3.8290320958367374e-07,2.5357829169792012e-09,0.0
1941,5.696400080523745e-07,8.854508237732261e-09,0.0
1942,3.732080529061932e-07,1.2136847082899749e-08,3.034211770724937e-09
1943,5.138726351106015e-07,5.806470415592457e-09,2.9032352077962287e-09
1944,4.948306582264195e-07,1.6065930807940276e-08,0.0
1945,5.816605721520318e-07,1.9606536838523425e-08,0.0
1946,5.290019657877565e-07,9.744772988540262e-09,1.3921104269343232e-09
1947,5.292866944728303e-07,2.0265479960812627e-08,0.0
1948,4.283523935555422e-07,4.348755133776194e-09,1.0871887834440486e-09
1949,3.818816196599073e-07,1.0798709482173763e-08,0.0
1950,4.1584263499316876e-07,2.2334258886758107e-08,1.0635361480382244e-09
1951,4.701678051333147e-07,1.0661401539380222e-08,0.0
1952,4.3550039663386997e-07,1.4762725264461096e-08,0.0
1953,4.06173285227851e-07,7.54167928107563e-09,1.0773827385790469e-09
1954,3.957877083848871e-07,1.172704333640695e-08,0.0
1955,3.444518199557933e-07,7.508486277174597e-09,9.385607846468247e-10
1956,3.226822400392848e-07,1.3081712602058815e-08,0.0
1957,3.843241529466468e-07,1.501956425897788e-08,8.835037701437898e-10
1958,3.929315539608069e-07,1.5717262158432277e-08,0.0
1959,3.4568336104712216e-07,8.525822714489095e-09,0.0
1960,3.674962556488026e-07,1.1765417085030094e-08,0.0
1961,4.1619475155130203e-07,1.181187059273725e-08,0.0
1962,3.5641795648189145e-07,1.4586500007851555e-08,0.0
1963,4.0930117961579526e-07,9.69907976156037e-09,6.466053248388448e-10
1964,3.546953450950241e-07,1.2776333768727e-08,0.0
1965,3.835902475657349e-07,1.094408652591028e-08,0.0
1966,3.838578663817316e-07,1.1078149952936656e-08,5.539074754423723e-10
1967,3.96892005483096e-07,2.465167847631733e-09,9.860671168482327e-10
1968,4.2309136460971786e-07,8.084548142051062e-09,1.7965663401398047e-09
1969,3.8922863154766674e-07,9.083515273289322e-09,9.083515606356229e-10
1970,3.40305660984086e-07,9.197449912790034e-09,1.8394900047624674e-09
1971,3.1549760137750127e-07,8.735275613958038e-09,0.0
1972,3.11912941697301e-07,5.130146973897354e-09,0.0
1973,3.655254090517701e-07,9.37244681864513e-09,5.513203782392395e-10
1974,3.499105503124156e-07,1.1251143128276908e-08,5.625571675160757e-10
1975,3.0899107628101774e-07,1.3707552426467373e-08,1.1422960355389478e-09
1976,3.279564566582849e-07,7.998937512354587e-09,0.0
1977,3.2381066716880014e-07,8.22749424145286e-09,5.876781838942691e-10
1978,3.5227705552642874e-07,1.0099005187669263e-08,5.940591352171509e-10
1979,3.557999832537462e-07,6.437170796402825e-09,0.0
1980,3.30307244666983e-07,1.193881615790815e-08,0.0
1981,3.2576579656051763e-07,6.325549417596221e-09,6.325549528618524e-10
1982,3.7058788393551367e-07,9.932003663948308e-09,0.0
1983,3.2460724241900607e-07,3.157658134966823e-09,6.315316047889041e-10
1984,3.4446111385477707e-07,9.278413592994639e-09,1.1598016991243298e-09
1985,3.3266036325585446e-07,7.820225356169885e-09,0.0
1986,3.338928422635945e-07,5.395036861699509e-09,5.994485463567401e-10
1987,3.140959847769409e-07,1.2221633483022742e-08,1.2221633705067347e-09
1988,3.609925443015527e-07,6.596209356501959e-09,0.0
1989,3.452028920492012e-07,1.2073869015694072e-08,1.0976244357863152e-09
1990,3.47079065932121e-07,8.172976073694826e-09,0.0
1991,3.1476068329538975e-07,1.1722930182145319e-08,0.0
1992,3.48228468283196e-07,7.713921945651236e-09,0.0
1993,3.218279402972257e-07,1.1632335983335906e-08,0.0
1994,3.59222497081646e-07,6.329911705904578e-09,5.274926606624319e-10
1995,3.2263582738778496e-07,1.0844901865425527e-08,0.0
1996,3.1654886356591305e-07,1.1743802375008272e-08,0.0
1997,3.562606707419036e-07,3.835915585170824e-09,1.438468344439059e-09
1998,3.642850856522273e-07,5.72175506974304e-09,1.9072516899143466e-09
1999,3.54647596623181e-07,1.0054442611817649e-08,0.0
2000,3.591859467633185e-07,9.277866475088103e-09,8.836062992401139e-10
2001,3.504969470213837e-07,9.20054432640427e-09,0.0
2002,3.776612800265866e-07,1.1391176002462089e-08,4.38122149670761e-10
2003,3.946076105876273e-07,1.2917460878725251e-08,0.0
2004,3.6780008372261364e-07,8.369103632333008e-09,4.404791253964646e-10
2005,4.125434713841969e-07,7.656374201303606e-09,4.5037495954858286e-10
2006,3.8131659607643087e-07,1.070651389767363e-08,4.1178899179428186e-10
2007,4.0184463045989105e-07,2.236908436259455e-08,7.988958938831558e-10
2008,3.8487254983010644e-07,2.2138685551453818e-08,1.2772318758180745e-09
2009,4.014817989173025e-07,2.336414262060771e-08,4.76819250749827e-10
2010,4.2703089775386616e-07,3.212179322531483e-08,0.0
2011,4.1910732306860154e-07,3.6710130046913036e-08,3.82397197240536e-10
2012,4.929357828586944e-07,5.004251590889908e-08,3.404252713057332e-10
2013,5.304916044224228e-07,5.6898151967743615e-08,0.0
2014,5.673466603184352e-07,6.496335203109993e-08,0.0
2015,5.685515702680277e-07,6.184245648910291e-08,0.0
2016,5.681685593117436e-07,6.317586809245768e-08,0.0
2017,5.848796149621194e-07,6.3896528956775e-08,0.0
2018,5.470128030538035e-07,6.376222927428898e-08,0.0
2019,5.777987439614662e-07,5.433603789128938e-08,0.0
