year,petit_ADJ are_NOUN,petit_ADJ char_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,1.1905912700171939e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,1.3652374342143503e-08
1804,0.0,9.640218934237055e-08
1805,5.685755422035754e-09,8.52863308864471e-08
1806,0.0,8.06867319624871e-08
1807,0.0,4.839823830593559e-08
1808,0.0,6.345007053099039e-08
1809,0.0,3.162642769893864e-08
1810,4.680253518074551e-09,4.212228077449254e-08
1811,5.0141535368197765e-09,7.270522672797597e-08
1812,2.6672082320544632e-09,3.467370746079723e-08
1813,0.0,4.3136125782439194e-08
1814,0.0,6.293354459785405e-08
1815,0.0,5.394447111228828e-09
1816,0.0,1.622322720606917e-08
1817,0.0,2.80237220096069e-08
1818,1.1921177378582115e-09,3.5763530803478716e-08
1819,2.070210003424222e-09,3.3123360054787554e-08
1820,0.0,6.645229433388522e-08
1821,0.0,4.6348993976153e-08
1822,0.0,5.514088741165324e-08
1823,1.9765373782121287e-09,4.0519015698237126e-08
1824,3.3684450784221553e-09,5.642145595174952e-08
1825,0.0,2.4655239627691117e-08
1826,8.807984341885344e-10,3.787433300317389e-08
1827,0.0,2.9495274389557125e-08
1828,2.7516904310687096e-09,5.77854990524429e-08
1829,8.57317605795771e-10,7.544394975411706e-08
1830,2.0873671680021744e-09,2.6092090266160994e-08
1831,0.0,3.4300654760954785e-08
1832,0.0,4.058990654698391e-08
1833,0.0,3.01174338801502e-08
1834,9.334530925997342e-10,4.1071935186209885e-08
1835,0.0,2.2689263801112247e-08
1836,0.0,4.771732520225669e-08
1837,2.0873671680021744e-09,3.6181031504156635e-08
1838,1.2624323808552163e-09,5.680945847075236e-08
1839,3.4957374772659477e-09,2.866504900111977e-08
1840,0.0,4.2039946634986336e-08
1841,1.2841097074556274e-09,6.548959419205858e-08
1842,0.0,3.957876515414682e-08
1843,5.906911071384968e-10,3.7804230856863796e-08
1844,5.488561272137815e-10,2.4698525891153622e-08
1845,5.580227946389016e-10,2.5669049108500985e-08
1846,1.1709002656346001e-09,4.5665111247927825e-08
1847,2.6966118227278457e-09,3.020205241455187e-08
1848,8.045221711050488e-10,1.930853166243196e-08
1849,2.513824481908955e-09,3.77073661184113e-08
1850,0.0,2.308258650884909e-08
1851,6.449438760824933e-10,4.9660677348128957e-08
1852,6.510545436100301e-10,2.539112742283578e-08
1853,5.971931837933653e-10,3.1054046445433414e-08
1854,3.117398783558656e-09,3.065441944727354e-08
1855,2.1227748447927297e-09,3.343370380548549e-08
1856,1.5531567143511893e-09,2.2779632402603056e-08
1857,4.881509085841174e-10,2.001418764052687e-08
1858,4.893676019968041e-10,3.4745100907507265e-08
1859,5.092173349652285e-10,3.208069188076479e-08
1860,1.373155145145688e-09,3.4328881071132855e-08
1861,2.357981809808507e-09,5.94211435611669e-08
1862,9.035972525772706e-10,1.762014723016847e-08
1863,0.0,2.447364177982081e-08
1864,2.8768367688059016e-09,1.726102105692462e-08
1865,0.0,4.1890913848874334e-08
1866,0.0,3.843834051053818e-08
1867,0.0,2.620518202434141e-08
1868,4.93987406535723e-10,5.285665238830006e-08
1869,9.767038289254515e-10,2.783605879130846e-08
1870,4.587239033071455e-09,3.555110428266062e-08
1871,0.0,1.805600113868877e-08
1872,6.047339295989218e-10,2.6003559305820545e-08
1873,0.0,5.6268440573603584e-08
1874,1.1949218281515073e-09,2.2106053876314036e-08
1875,1.1443054281912168e-09,1.830888685105947e-08
1876,3.02300739996042e-09,1.5115036333668286e-08
1877,0.0,4.638611983409646e-08
1878,6.039088673581716e-10,5.857915885698617e-08
1879,1.221865053580018e-09,2.871382953628654e-08
1880,0.0,3.144744553651435e-08
1881,0.0,3.5559789779426865e-08
1882,6.655385131892899e-10,5.590523599607877e-08
1883,6.319338941018771e-10,2.4013488642005143e-08
1884,0.0,4.951272902786741e-08
1885,6.445635691854079e-10,2.707166935067562e-08
1886,1.2906927748801422e-09,3.743009102663564e-08
1887,0.0,4.309090329002174e-08
1888,0.0,5.199304098368884e-08
1889,1.2530273485467092e-09,3.947036120166558e-08
1890,1.9663159989136147e-09,5.046877760150892e-08
1891,6.374220040683554e-10,4.398211927991724e-08
1892,6.268512375839919e-10,3.3223116258085383e-08
1893,6.158416554491453e-10,1.6627724974682678e-08
1894,0.0,5.5453547531669756e-08
1895,0.0,6.740847879882494e-08
1896,5.89702897624278e-10,4.599682768002822e-08
1897,5.826713556089658e-10,5.0109736138281846e-08
1898,5.6583548957434e-10,4.583267454449924e-08
1899,1.6582735185011188e-09,2.5426860617017155e-08
1900,1.038210628578895e-09,2.5436159845071415e-08
1901,0.0,2.2913829056392387e-08
1902,0.0,2.6515532880466708e-08
1903,0.0,4.6981917023458664e-08
1904,5.374625189347171e-10,2.8485512615361586e-08
1905,0.0,3.251278357652154e-08
1906,3.600929110447737e-09,3.189394348623864e-08
1907,1.028568674676933e-09,3.291419758966185e-08
1908,9.822778146428846e-10,2.6030361865991836e-08
1909,0.0,2.4754425509421196e-08
1910,5.344150677544235e-10,4.8097355209719694e-08
1911,1.0640748282497725e-09,1.915334713054051e-08
1912,0.0,3.854971808436858e-08
1913,5.30298971401777e-10,5.1439001613751145e-08
