year,petit_ADJ are_NOUN,petit_ADJ char_NOUN
1914,1.3393487430235496e-09,6.227971738326232e-08
1915,0.0,2.473960047932877e-08
1916,0.0,2.8567400889301098e-08
1917,0.0,7.676496771580332e-09
1918,0.0,1.722956355365568e-08
1919,2.762354567309444e-09,2.025726608678724e-08
1920,2.2716695191604686e-09,2.0445025228355007e-08
1921,3.0290989716519334e-09,3.483463828501954e-08
1922,0.0,4.426761179843197e-08
1923,1.0615948120573648e-09,3.3971033985835675e-08
1924,0.0,2.0626599095407983e-08
1925,1.0998177923937646e-09,3.079489729884699e-08
1926,0.0,2.8979959765251806e-08
1927,0.0,3.6792440649691116e-08
1928,0.0,2.2852082892654835e-08
1929,1.1140406375176326e-09,1.5596569369336066e-08
1930,0.0,1.575540586884472e-08
1931,0.0,2.8513390759599133e-08
1932,0.0,5.589363827329663e-08
1933,1.1470662197865522e-09,2.1794258842078307e-08
1934,0.0,2.995395220750652e-08
1935,0.0,3.829851102921111e-08
1936,0.0,2.9099314957647948e-08
1937,0.0,3.1477796369472344e-08
1938,1.2965214457594243e-09,1.6854778350783306e-08
1939,0.0,2.2941076593951948e-08
1940,0.0,3.803674530900025e-08
1941,0.0,2.066051862925633e-08
1942,0.0,4.247896612241675e-08
1943,2.9032352077962287e-09,4.064529335323641e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,2.178504132643866e-08
1946,2.7842208538686464e-09,2.9234318077442367e-08
1947,0.0,4.172304723937259e-08
1948,1.0871887834440486e-09,4.348755311411878e-08
1949,0.0,4.0249732879971134e-08
1950,0.0,3.2969619256917326e-08
1951,0.0,2.0256663901818683e-08
1952,0.0,1.265376459169687e-08
1953,0.0,2.477980309834038e-08
1954,9.772536113672459e-10,2.14995790059902e-08
1955,9.385607846468247e-10,5.349796339260138e-08
1956,0.0,3.226822542501395e-08
1957,0.0,1.3252556385623393e-08
1958,8.272243445794913e-10,1.4890038535497752e-08
1959,7.750747821333448e-10,1.7826719656000023e-08
1960,0.0,2.629916728835724e-08
1961,6.948159270159238e-10,1.945484662257968e-08
1962,0.0,3.1709782577493684e-08
1963,0.0,2.3924397463126468e-08
1964,0.0,2.3727476428092587e-08
1965,0.0,1.4227312938874803e-08
1966,0.0,1.495550172592175e-08
1967,4.930335584241163e-10,2.1693477236794934e-08
1968,0.0,2.1558795637588446e-08
1969,0.0,3.088395358896712e-08
1970,0.0,1.4256047370375668e-08
1971,0.0,1.7470551227916076e-08
1972,0.0,2.103360174920965e-08
1973,0.0,1.6539610570021068e-08
1974,1.1251143350321513e-09,1.1813700240281833e-08
1975,0.0,1.599214449754527e-08
1976,0.0,4.5136861248629145e-08
1977,0.0,1.3516598507123945e-08
1978,5.940591352171509e-10,2.8514838490423244e-08
1979,0.0,2.3993090181306798e-08
1980,0.0,1.4781392110307934e-08
1981,0.0,3.162774853127104e-08
1982,0.0,2.6071509395819703e-08
1983,0.0,2.0209011353244932e-08
1984,0.0,2.3196033538397387e-08
1985,0.0,4.752291005161169e-08
1986,0.0,3.1770774455708306e-08
1987,0.0,2.627651163322753e-08
1988,5.996553809062277e-10,1.9188972188999287e-08
1989,0.0,1.5366742212030715e-08
1990,0.0,3.0512445903241314e-08
1991,0.0,2.1101275393675678e-08
1992,0.0,1.4325855168806356e-08
1993,0.0,2.3818591543545153e-08
1994,0.0,1.582477948680605e-08
1995,0.0,2.331653803366862e-08
1996,5.338092190498855e-10,1.6014276127407356e-08
1997,0.0,2.205651483677684e-08
1998,0.0,1.7165264432073002e-08
1999,0.0,2.3765045847889965e-08
2000,0.0,1.1045078629479121e-08
2001,0.0,1.7962967779894257e-08
2002,0.0,1.8401130730261173e-08
2003,0.0,2.708499913239848e-08
2004,0.0,2.3785872299564303e-08
2005,0.0,1.7564623533417034e-08
2006,1.2353669198716943e-09,2.0589450144825605e-08
2007,0.0,1.3181782249072072e-08
2008,0.0,1.9158479247494142e-08
2009,0.0,1.3827758493789588e-08
2010,0.0,1.6060896612657416e-08
2011,0.0,1.6060682533902693e-08
2012,0.0,1.3617010630184723e-08
2013,0.0,2.2591913340086478e-08
2014,2.1654451842767486e-10,2.2304085689484054e-08
2015,0.0,2.6820561951912403e-08
2016,2.0713400439298368e-10,2.5891750965456595e-08
2017,0.0,1.7106156491308866e-08
2018,2.5814667070633845e-10,3.097760148396134e-08
2019,0.0,1.785691511324572e-08
