year,serait_VERB aux_ADP,serait_VERB chaud_ADJ
1906,1.04941364043043e-07,4.115347618238729e-09
1907,1.429710465572498e-07,0.0
1908,1.3801003717617277e-07,4.911389073214423e-10
1909,1.2817291406008735e-07,0.0
1910,1.122271626741167e-07,5.344150677544235e-10
1911,1.340734314680958e-07,3.1922244847493175e-09
1912,1.224213974637678e-07,1.5628263128064646e-09
1913,1.606805852816251e-07,5.30298971401777e-10
1914,1.4464966113791888e-07,6.696743715117748e-10
1915,1.7906758387198352e-07,0.0
1916,1.2965205087311915e-07,1.0987461607214755e-08
1917,1.6559300775043084e-07,2.1932848870420685e-09
1918,1.4013379256994085e-07,0.0
1919,1.3443458612982795e-07,9.207848372660976e-10
1920,1.2418459505170176e-07,7.572231730534895e-10
1921,9.768844222435291e-08,3.0290989716519334e-09
1922,1.2911387159419974e-07,1.4755870969551665e-09
1923,1.210218130154317e-07,1.0615948120573648e-09
1924,1.4438619189149904e-07,3.867487219366694e-09
1925,1.1548086575885463e-07,2.1996355847875293e-09
1926,1.2372213120670494e-07,0.0
1927,1.6723836893106636e-07,8.919379901328739e-09
1928,1.451107181082989e-07,1.1426041224282812e-09
1929,1.0806193984080892e-07,0.0
1930,1.344461253438567e-07,3.1510811737689437e-09
1931,1.437074956811557e-07,1.1405356659111021e-09
1932,1.8850403193937382e-07,0.0
1933,1.720599271948231e-07,2.2941324395731044e-09
1934,1.2341027399997984e-07,1.1981580172459871e-09
1935,1.1609235883724978e-07,2.393656828303392e-09
1936,1.4428410111122503e-07,0.0
1937,1.1961562051965302e-07,1.2591118148108649e-09
1938,1.4391387992418458e-07,0.0
1939,1.636463338172689e-07,4.588215141154706e-09
1940,1.2932493120842992e-07,0.0
1941,1.121570960549434e-07,2.9515025978810172e-09
1942,1.153000468434584e-07,0.0
1943,9.580676163523094e-08,2.9032352077962287e-09
1944,8.996921252446555e-08,6.4263723231761105e-09
1945,1.524952892850706e-07,2.178504043826024e-09
1946,1.1136883415474585e-07,1.3921104269343232e-09
1947,1.0251949333905941e-07,2.3841741914054637e-09
1948,1.1959076573475613e-07,0.0
1949,1.3743812132815947e-07,0.0
1950,7.444752725405124e-08,5.317680518146517e-09
1951,1.5245804263486207e-07,1.0661401761424827e-09
1952,9.49032354924384e-08,6.326882129314981e-09
1953,1.023513576114965e-07,0.0
1954,9.479359874831061e-08,4.886268278880834e-09
1955,8.353190850129977e-08,9.385607846468247e-10
1956,8.110662008675718e-08,8.72114158667614e-10
1957,8.304935761316301e-08,2.6505113659425206e-09
1958,9.264912392836777e-08,8.272243445794913e-10
1959,9.998464634008997e-08,3.8753737996444215e-09
1960,1.0588875198891401e-07,1.3841666701708277e-09
1961,8.407272389376885e-08,1.3896318540318475e-09
1962,1.1288682344456902e-07,6.341956404476434e-10
1963,8.987814226202318e-08,0.0
1964,1.2107096836189157e-07,3.041984220075733e-09
1965,9.79495737851721e-08,1.0944086747954884e-09
1966,1.0524242100018455e-07,2.215629901769489e-09
1967,9.90997435224017e-08,3.451234853457663e-09
1968,1.0375170944598722e-07,8.982831700699023e-10
1969,1.2989427489173977e-07,4.995933444718048e-09
1970,1.1956684886627045e-07,4.1388523719376735e-09
1971,7.810363911175955e-08,2.0553589941130213e-09
1972,9.695977354340357e-08,1.5390440033513642e-09
1973,1.0750747492238588e-07,5.513203782392395e-10
1974,9.450960192225466e-08,1.1251143350321513e-09
1975,9.138368284311582e-08,1.1422960355389478e-09
1976,9.19877791716317e-08,1.7140580066410394e-09
1977,1.0343136125356978e-07,3.526069214387917e-09
1978,9.504945808203047e-08,2.3762365408686037e-09
1979,8.71944010327752e-08,2.3407893401383717e-09
1980,7.845508065429385e-08,3.97960553399912e-09
1981,9.29855801246049e-08,6.325549528618524e-10
1982,8.566352960315271e-08,3.1037510339615437e-09
1983,9.915046206288025e-08,5.052252838311233e-09
1984,9.626354113834168e-08,0.0
1985,9.083492358286094e-08,1.2031116103372597e-09
1986,1.0070735356748628e-07,1.7983456945813714e-09
1987,9.777306786418194e-08,1.8332451112712533e-09
1988,9.354624097568376e-08,5.996553809062277e-10
1989,9.329807681979219e-08,1.0976244357863152e-09
1990,8.772327930728352e-08,6.538381391862913e-09
1991,9.085270846753701e-08,4.10302547493302e-09
1992,1.0028098529346607e-07,5.509944167592096e-10
1993,8.862731704084581e-08,1.661762283333701e-09
1994,9.653115995433836e-08,2.1099706426497278e-09
1995,8.730145850677218e-08,5.422450821690461e-10
1996,1.0729565502742844e-07,5.338092190498855e-10
1997,1.0644665593417812e-07,2.876936688878118e-09
1998,9.870027639635737e-08,9.536258449571733e-10
1999,8.911892024343615e-08,2.7421207526856506e-09
2000,7.599014395509585e-08,8.836062992401139e-10
2001,9.726289817990619e-08,2.190605918883648e-09
2002,1.0690180118899661e-07,1.3143663935011318e-09
2003,8.792207495389448e-08,2.9168460979889232e-09
2004,1.0527450911013148e-07,1.3214374039449694e-09
2005,9.592986316420138e-08,1.8014998381943315e-09
2006,1.0088830038057495e-07,4.117890028965121e-09
2007,9.067468198509232e-08,1.1983438685803094e-09
2008,1.0941619876803088e-07,4.6831836186811415e-09
2009,1.09668427228371e-07,7.629108011997232e-09
2010,1.133710298972801e-07,8.97520635589899e-09
2011,1.1777833464066134e-07,4.5887662558641296e-09
2012,1.266381985942644e-07,4.765953853791416e-09
2013,1.3471473891968344e-07,7.530637446961919e-09
2014,1.4660064096005954e-07,1.1043770342666903e-08
2015,1.4695895345084864e-07,8.86630147078904e-09
2016,1.5576476641854242e-07,1.118523584864306e-08
2017,1.2578057351220195e-07,1.282961736848165e-08
2018,1.3914105068124627e-07,1.3165480261534412e-08
2019,1.426002143034566e-07,9.693753355577428e-09
