year,grand_ADJ ange_NOUN,grand_ADJ change_NOUN
2010,2.0784688692376818e-08,1.8895172093635892e-09
2011,2.8297391985177e-08,0.0
2012,1.8723389283437086e-08,1.3617010852229328e-09
2013,1.9523875849358774e-08,2.789125042035323e-10
2014,2.7284608933308974e-08,0.0
2015,2.8150507258573043e-08,0.0
2016,2.6306019418331772e-08,2.0713400439298368e-10
2017,1.4087423616526706e-08,2.0124890642847504e-09
2018,3.536609405330182e-08,5.162933414126769e-10
2019,2.80608652425407e-08,1.53059265262101e-09
