year,grand_ADJ ange_NOUN,grand_ADJ change_NOUN
1800,1.5720821977538435e-08,6.288328968651058e-09
1801,4.7623651688866175e-09,2.3811825844433088e-09
1802,4.475680270843441e-09,4.475680270843441e-09
1803,1.950339223455444e-09,1.3652374342143503e-08
1804,0.0,9.887403784603066e-09
1805,1.421438833304478e-08,2.842877711017877e-09
1806,0.0,5.76333825108577e-09
1807,8.540865792383556e-09,1.4234775136401367e-08
1808,7.47804413947506e-08,2.2660739951163578e-09
1809,0.0,9.036122072814123e-09
1810,0.0,1.6380887757350138e-08
1811,6.518399686683551e-08,2.5070767684098882e-09
1812,1.3336041160272316e-08,2.6672082320544632e-09
1813,2.5881675469463516e-08,2.8757416448144113e-09
1814,0.0,9.440030979135372e-09
1815,0.0,2.697223555614414e-09
1816,0.0,1.622322720606917e-08
1817,1.712560726563339e-08,1.8682481339737933e-08
1818,7.987188865854478e-08,3.5763532135746345e-09
1819,0.0,1.035105001712111e-09
1820,3.322614716694261e-08,1.3053129244156025e-08
1821,4.930744168518686e-08,1.4792232327920374e-08
1822,1.1028177482330648e-08,1.0025615893027862e-08
1823,4.941343334508019e-09,1.087095569118901e-08
1824,0.0,1.0105335235266466e-08
1825,1.4088708644166559e-08,9.68598712347557e-09
1826,1.2331177634550272e-08,4.403992281964975e-09
1827,3.6869092223668076e-09,2.7651818612639545e-09
1828,3.6689205562545624e-09,1.6510142586412258e-08
1829,1.1145129263923081e-08,1.2002446148073886e-08
1830,1.4611569953970616e-08,0.0
1831,1.5591206548037917e-08,6.236482441579483e-09
1832,1.7588959622116818e-08,9.470978667991403e-09
1833,1.2741991017861665e-08,3.4750886612755494e-09
1834,1.7735608537350345e-08,1.8669061851994684e-09
1835,1.663879345414898e-08,8.31939672707449e-09
1836,2.8227150838944226e-08,2.688300027031687e-09
1837,8.349469449164815e-09,5.5663127440652715e-09
1838,1.2624323808552163e-08,1.8936486156917454e-08
1839,1.5381245166423696e-08,2.7965900706306e-09
1840,1.1465439264668476e-08,7.64362617644565e-09
1841,3.980740226339208e-08,9.630822361827995e-09
1842,7.379091560011375e-09,9.391571076378114e-09
1843,4.6664598629675424e-08,1.0041748765843295e-08
1844,1.2074834687680891e-08,3.841992946007622e-09
1845,2.9017184932644824e-08,2.7901139176833567e-09
1846,1.5221703009160592e-08,9.367202125076801e-09
1847,7.550513103637968e-09,2.6966118227278457e-09
1848,1.2872354959725385e-08,2.413566457803995e-09
1849,1.75967720394965e-08,8.379414495607307e-09
1850,2.4440386603430397e-08,1.0862393651223101e-08
1851,7.739326735034524e-09,8.384270167027807e-09
1852,2.669323606596663e-08,3.906327261660181e-09
1853,5.3747388761848924e-09,5.971931837933653e-10
1854,1.3508728025080075e-08,8.313063126763609e-09
1855,1.1675261646360013e-08,1.0613874223963649e-09
1856,3.158085348786699e-08,5.694908100650764e-09
1857,2.147863975565656e-08,7.810414537345878e-09
1858,1.9574704301916768e-08,5.3830437884982985e-09
1859,3.41175612206257e-08,1.1202780925145817e-08
1860,2.197048232233101e-08,5.950338888283113e-09
1861,3.1125361177331e-08,3.772770984511453e-09
1862,6.054101622798846e-08,1.8071945051545413e-09
1863,1.6482248899052365e-08,5.494082966350788e-09
1864,1.6302074690166535e-08,4.315255264231155e-09
1865,2.2122168596983016e-08,1.882737743486018e-09
1866,4.7683005988119476e-08,9.244664589402873e-09
1867,3.202855580752839e-08,4.85281148598915e-09
1868,1.0373735426227881e-08,5.433861360870651e-09
1869,7.325278605918584e-09,5.371870948067681e-09
1870,3.383088742481277e-08,4.587239033071455e-09
1871,2.0180236592892697e-08,4.248470908407853e-09
1872,1.9351486080232405e-08,2.4189357183956872e-09
1873,1.1373408159709442e-08,3.591602570907071e-09
1874,1.4339061493728877e-08,3.5847653734322193e-09
1875,3.89063856687244e-08,1.1443054281912168e-09
1876,8.827181385839822e-08,6.04601479992084e-10
1877,2.72131900347361e-08,7.421779191219002e-09
1878,1.3285995192902078e-08,5.435179861734696e-09
1879,3.4823155470320444e-08,1.832797580370027e-09
1880,8.343200352811664e-09,3.8507077526617195e-09
1881,8.367009307619355e-09,2.091752326904839e-09
1882,2.3293847961625147e-08,3.9932310791357395e-09
1883,1.3270611998184023e-08,1.1374810426900694e-08
1884,1.1883054540362536e-08,4.621187876807653e-09
1885,1.160214457840425e-08,3.2228177904158883e-09
1886,1.3552273858685737e-08,9.034849313138693e-09
1887,1.2404956672984468e-08,2.6115698492645834e-09
1888,1.4583414031932307e-08,6.340614699951175e-10
1889,2.8193115397812107e-08,1.0650732740202784e-08
1890,7.865263995654459e-09,1.9663159989136147e-09
1891,1.0836173958139739e-08,7.0116419337296065e-09
1892,2.193979353748432e-08,3.761107425503951e-09
1893,2.894455786162098e-08,1.2316833108982905e-09
1894,2.2055387960406847e-08,1.8904617871129403e-09
1895,3.611168697403855e-09,1.2037228991346183e-09
1896,1.2383761127665593e-08,1.533227589334274e-08
1897,1.6314797735006437e-08,1.1653427112179315e-09
1898,1.4711722617910539e-08,6.7900258748920805e-09
1899,3.814029092552573e-08,2.2110313580014918e-09
1900,3.218452981901265e-08,4.671947717582725e-09
1901,1.9001712481259148e-08,7.265360757457984e-09
1902,2.160524809058373e-08,2.455141867585553e-09
1903,2.1600880195649097e-08,2.7001101354784396e-09
1904,1.4511488011237361e-08,1.6123875568041512e-09
1905,1.9610884915977067e-08,5.160759042333041e-10
1906,1.8004645940816744e-08,1.5432553013283723e-09
1907,1.0799971028596644e-08,4.114274698707732e-09
1908,2.8977195531965094e-08,1.4734167219643268e-09
1909,2.4204328319399337e-08,1.6502950117569526e-09
1910,2.992724368322541e-08,1.068830135508847e-09
1911,3.298631934267604e-08,2.128149656499545e-09
1912,1.927485909769544e-08,1.0418842455450772e-09
1913,2.3863453935124568e-08,2.121195885607108e-09
1914,2.343860305842327e-08,2.678697486047099e-09
1915,3.6520362622916025e-08,3.534228465440492e-09
1916,2.197492410260793e-08,1.0987462051303964e-09
1917,4.057576963312215e-08,4.386569774084137e-09
1918,5.398597036077035e-08,5.743188147278033e-09
1919,2.3940405713407387e-08,4.603924352863942e-09
1920,3.028892825440721e-08,3.028892692213958e-09
1921,3.786373770076068e-08,1.5145494858259667e-09
1922,4.0578645388311685e-08,2.951174193910333e-09
1923,4.989495661078536e-08,0.0
1924,4.254236007916745e-08,2.578324886925998e-09
1925,4.8391984197593274e-08,3.299453377181294e-09
1926,3.3438415592002e-08,2.229227691330493e-09
1927,4.013721066620235e-08,4.4596899506643695e-09
1928,4.5704166451443484e-08,0.0
1929,6.12722352855144e-08,2.2280812750352652e-09
1930,4.8316575629314684e-08,3.1510811737689437e-09
1931,2.8513390759599133e-08,2.2810713318222042e-09
1932,3.287860916856289e-08,2.1919073223131136e-09
1933,3.6706119255214276e-08,0.0
1934,4.553000465534751e-08,1.1981580172459871e-09
1935,4.4282650435434334e-08,1.196828414151696e-09
1936,3.031178685830582e-08,2.424942913137329e-09
1937,2.3923124703451037e-08,2.5182236296217297e-09
1938,3.370955736770043e-08,1.2965214457594243e-09
1939,8.105846749373313e-08,4.588215141154706e-09
1940,2.0286263113789005e-08,2.5357829169792012e-09
1941,3.246652768851277e-08,2.9515025978810172e-09
1942,3.6410541692788456e-08,3.034211770724937e-09
1943,5.8064703711835364e-08,5.806470415592457e-09
1944,1.092483259412802e-07,0.0
1945,5.2284097051824574e-08,2.178504043826024e-09
1946,6.264497010022296e-08,1.3921104269343232e-09
1947,5.602809416416221e-08,3.5762612871081956e-09
1948,3.913879664807496e-08,2.174377566888097e-09
1949,5.006674241858633e-08,1.9634016634739737e-09
1950,6.274863273425524e-08,2.1270722960764488e-09
1951,3.838104689624089e-08,6.396841278899501e-09
1952,3.6906813383197346e-08,2.1089607837865287e-09
1953,4.955960741792609e-08,3.232148326759443e-09
1954,5.4726202014521164e-08,4.886268278880834e-09
1955,3.00339455527876e-08,0.0
1956,2.180285441077956e-08,0.0
1957,5.389372825792549e-08,1.7670075402875796e-09
1958,4.7979012762766615e-08,1.6544486891589827e-09
1959,4.0303887560710905e-08,7.750747821333448e-10
1960,4.014083287984249e-08,1.3841666701708277e-09
1961,7.017640824003024e-08,2.08444772553662e-09
1962,3.67833463688072e-08,0.0
1963,3.2330265131719216e-08,1.2932106496776896e-09
1964,1.0099387504070023e-07,1.2167936658258327e-09
1965,4.432355127370613e-08,2.73602163147757e-09
1966,4.763604399826704e-08,0.0
1967,5.2261556859889424e-08,4.930335584241163e-10
1968,3.907531775926287e-08,1.7965663401398047e-09
1969,3.4971535778360874e-08,9.083515606356229e-10
1970,4.644712309209709e-08,9.197450023812337e-10
1971,6.32022891799977e-08,5.138397485282553e-10
1972,4.87363935874896e-08,2.0520587451500205e-09
1973,4.6310911994140724e-08,1.6539611902288698e-09
1974,3.6566215388944556e-08,6.1881286761433785e-09
1975,3.3126585030629485e-08,3.998036124386317e-09
1976,3.085304478567252e-08,2.285410749536254e-09
1977,4.407586412513709e-08,2.3507127355770763e-09
1978,3.980196205954911e-08,4.158414057542359e-09
1979,2.516348474035368e-08,4.096381456264453e-09
1980,3.240535828563651e-08,5.685150683554241e-10
1981,3.0362637848391216e-08,2.5302198114474095e-09
1982,5.2763770796993015e-08,3.1037510339615437e-09
1983,2.9050454819490312e-08,1.89459470334441e-09
1984,2.841514207263529e-08,4.059305780401701e-09
1985,7.03820296488189e-08,2.4062232206745193e-09
1986,3.356911804086593e-08,3.5966913891627428e-09
1987,2.5665430170018766e-08,0.0
1988,3.118207891894542e-08,2.99827696004229e-09
1989,3.567279482918906e-08,3.2928733073589456e-09
1990,3.705082651794811e-08,5.44865097484859e-10
1991,2.403200671796668e-08,2.344586080837985e-09
1992,3.636563100650747e-08,2.2039776670368383e-09
1993,1.9941146178759084e-08,2.2156829704300662e-09
1994,2.9539589774252306e-08,0.0
1995,3.1450215320916186e-08,1.626735190995987e-09
1996,2.508903329534462e-08,5.3380921904988554e-09
1997,1.7741109803459665e-08,1.917957792585412e-09
1998,3.3376905017590275e-08,9.536258449571733e-10
1999,2.7421207859923413e-08,9.140402323914998e-10
2000,3.004261461825308e-08,0.0
2001,3.198284592720313e-08,2.190605918883648e-09
2002,3.548789545559927e-08,3.504977197366088e-09
2003,2.8751768799128996e-08,4.1669229178253886e-10
2004,3.3916892461238746e-08,0.0
2005,4.0984120985854133e-08,1.3511248786457486e-09
2006,2.388376163509065e-08,8.235779835885637e-10
2007,3.7548108844376316e-08,3.994479469415779e-10
2008,2.7673357105850727e-08,1.7029758714315335e-09
2009,1.9072769363859265e-08,1.430457752249481e-09
