year,auraient_VERB eu_VERB,auraient_VERB chu_VERB
1940,1.1791390761572984e-06,0.0
1941,1.1422315537856775e-06,0.0
1942,9.224003747476672e-07,0.0
1943,1.080003471543023e-06,0.0
1944,1.1310414720355766e-06,0.0
1945,1.2591752920343424e-06,0.0
1946,1.1944307516387198e-06,0.0
1947,1.051420781550405e-06,0.0
1948,1.0665321497072e-06,0.0
1949,1.0798709126902395e-06,0.0
1950,1.009295829135226e-06,4.2541445921528975e-09
1951,9.840473467193078e-07,0.0
1952,1.0323362857889151e-06,0.0
1953,1.007352807391726e-06,0.0
1954,9.752991445566295e-07,0.0
1955,9.920587444867124e-07,0.0
1956,8.773468493927794e-07,0.0
1957,1.0752240768852062e-06,0.0
1958,9.463446417612431e-07,0.0
1959,1.0068221172332414e-06,0.0
1960,9.22547087611747e-07,0.0
1961,9.887230589811224e-07,0.0
1962,1.05276478734595e-06,0.0
1963,9.899526958179194e-07,0.0
1964,9.825608913160977e-07,0.0
1965,9.368138194076892e-07,0.0
1966,9.516130603515194e-07,0.0
1967,9.855740472630714e-07,0.0
1968,1.0734484021668322e-06,0.0
1969,1.119997477871948e-06,0.0
1970,1.0351729997637449e-06,0.0
1971,9.55741938923893e-07,0.0
1972,9.311216331298056e-07,5.130146862875051e-10
1973,8.887284366210224e-07,5.513203782392395e-10
1974,9.130303055826516e-07,0.0
1975,9.69238158177177e-07,0.0
1976,9.878688160824822e-07,0.0
1977,8.685883585712872e-07,0.0
1978,9.409896506440418e-07,0.0
1979,9.187598379867268e-07,0.0
1980,9.437350172447623e-07,0.0
1981,8.912699058782891e-07,0.0
1982,9.373328566653072e-07,6.207502289967692e-10
1983,9.201415309689764e-07,1.2630632095778083e-09
1984,9.31320755626075e-07,1.1598016991243298e-09
1985,8.927088401833316e-07,0.0
1986,9.399353189110116e-07,0.0
1987,8.903460297915444e-07,0.0
1988,9.162734500023362e-07,0.0
1989,8.94015101948753e-07,0.0
1990,9.115593115893716e-07,0.0
1991,8.927011663217854e-07,0.0
1992,9.322825462731998e-07,5.509944167592096e-10
1993,9.200623480865033e-07,0.0
1994,8.534831295037293e-07,0.0
1995,8.816904824016092e-07,0.0
1996,8.850556696415879e-07,0.0
1997,9.388403441334958e-07,4.79489448146353e-10
1998,9.798505971048144e-07,0.0
1999,9.419184721082274e-07,4.570201161957499e-10
2000,9.061382684194541e-07,0.0
2001,9.152351481134247e-07,0.0
2002,8.442613648185215e-07,0.0
2003,8.892213259059645e-07,0.0
2004,8.906487778403971e-07,1.3214374039449694e-09
2005,8.273387948065647e-07,0.0
2006,8.709337180334842e-07,0.0
2007,8.464302254651557e-07,1.1983438685803094e-09
2008,8.75329590144247e-07,0.0
2009,8.620892231192556e-07,4.76819250749827e-10
2010,8.76263584359549e-07,0.0
2011,8.431858304902562e-07,1.529588788962144e-09
2012,9.324248253506084e-07,1.7021263287730903e-09
2013,9.505338312010281e-07,5.578250084070646e-10
2014,1.0716788665376953e-06,4.330890368553497e-10
2015,9.664269100539968e-07,0.0
2016,1.0338058018533047e-06,2.0713400439298368e-10
2017,8.726655664759164e-07,0.0
2018,9.60047486842086e-07,7.744400121190154e-10
2019,9.920790944306646e-07,2.55098775436835e-10
