year,tout_DET hommage_NOUN,tout_DET chômage_NOUN
1800,4.7162465932615305e-08,0.0
1801,4.0480104601670064e-08,0.0
1802,2.9091921760482364e-08,0.0
1803,2.3404069793286908e-08,0.0
1804,2.4718509905596875e-08,0.0
1805,2.558589873302708e-08,0.0
1806,2.305335300434308e-08,0.0
1807,3.701041606518629e-08,0.0
1808,7.478044494746428e-08,0.0
1809,4.743964154840796e-08,0.0
1810,2.574139479349924e-08,0.0
1811,6.267691787797958e-08,0.0
1812,8.00162425207418e-09,0.0
1813,3.163315653864629e-08,0.0
1814,1.1328037885505182e-07,0.0
1815,1.3486118000116676e-08,0.0
1816,6.25753067140522e-08,0.0
1817,1.0742426415077944e-07,0.0
1818,8.70245977502293e-08,0.0
1819,5.79658792076998e-08,0.0
1820,6.645229433388522e-08,0.0
1821,7.198886198267473e-08,1.97229765852569e-09
1822,7.719724237631453e-08,0.0
1823,4.941343623166006e-08,0.0
1824,3.621078548121659e-08,0.0
1825,8.629334313781101e-08,0.0
1826,4.403991993306988e-08,0.0
1827,5.161672822495689e-08,0.0
1828,8.163347803291643e-08,9.172301251858528e-10
1829,7.115736233576087e-08,2.571952872898464e-09
1830,6.053364676184003e-08,2.0873671680021744e-09
1831,9.198811312671751e-08,0.0
1832,1.325936995755228e-07,0.0
1833,4.170106393530659e-08,0.0
1834,5.0406466556296436e-08,0.0
1835,7.109302657681837e-08,0.0
1836,6.048675016412375e-08,6.720750067579218e-10
1837,6.888311654407175e-08,4.174734336004349e-09
1838,5.491580767902349e-08,6.312161904276081e-10
1839,3.775396706373613e-08,6.9914751765765e-10
1840,4.9683573144498894e-08,8.917564464638872e-09
1841,7.062603657459476e-08,1.5409316489467528e-08
1842,7.244926125693496e-08,1.341653010911159e-09
1843,3.5441465817687146e-08,3.5441467538532834e-09
1844,7.519328637517475e-08,6.586273748609983e-09
1845,3.738752596404993e-08,2.2320911785556063e-09
1846,6.84976650955349e-08,7.610851504580296e-09
1847,3.28986633491013e-08,9.168480197274675e-09
1848,5.470750608083108e-08,1.126331028444838e-08
1849,9.636327136242073e-08,4.1897072478036534e-09
1850,5.7706465383944305e-08,8.146795238417326e-09
1851,5.3530343269159175e-08,1.096404567135778e-08
1852,4.882909210301989e-08,4.557382027314816e-09
1853,5.195580832229041e-08,5.3747388761848924e-09
1854,5.819144260899023e-08,7.27393034694046e-09
1855,7.217434117023913e-08,1.0613874223963649e-09
1856,6.419714426719736e-08,1.5531567143511893e-09
1857,7.078188368758731e-08,1.757343248698362e-08
1858,8.955426933354715e-08,3.4255731584664773e-09
1859,5.1940168610542514e-08,1.1202781591279631e-08
1860,6.957319892419989e-08,2.746310290291376e-08
1861,6.932466867226594e-08,8.960331143725853e-09
1862,6.641440120080944e-08,9.035972636795009e-09
1863,6.143383846080042e-08,2.3474717836258208e-08
1864,5.3221480555976086e-08,1.7740493851725603e-08
1865,4.28322831091954e-08,8.47231973466478e-09
1866,4.087114940931613e-08,2.919367858567057e-09
1867,3.396968040192405e-08,1.3102591012170706e-08
1868,5.088070442749171e-08,2.420538391945115e-08
1869,7.618289732391759e-08,1.7580668476568917e-08
1870,6.250113138150937e-08,2.1789385407089412e-08
1871,1.805600113868877e-08,2.2304472935275044e-08
1872,8.647695515229259e-08,1.3908880824864411e-08
1873,6.285304382513957e-08,6.584604861359367e-09
1874,3.644511537004291e-08,1.0156835150709753e-08
1875,4.6344369564188526e-08,1.1443054503956773e-08
1876,5.1995727723408436e-08,1.5719638035704975e-08
1877,5.1333973072331673e-08,8.658742167710898e-09
1878,5.7371342288004e-08,2.2948536182454404e-08
1879,3.787781821529279e-08,0.0
1880,5.519347823224052e-08,7.701415505323439e-09
1881,2.719278008322945e-08,1.5339516323820135e-08
1882,4.7918774281896503e-08,9.983077253750139e-09
1883,4.73950407808843e-08,1.327061183165057e-08
1884,4.8192386081780114e-08,1.4523733327109767e-08
1885,3.480643329112354e-08,2.0626034324955356e-08
1886,4.711028722681476e-08,2.452316305578961e-08
1887,2.8727269063555383e-08,2.6768590899450828e-08
1888,2.53624587998047e-08,8.242799331981132e-09
1889,4.1976417453071235e-08,2.0048438020836556e-08
1890,5.177965389790984e-08,5.243509015873116e-09
1891,4.015758514608336e-08,1.0198752065093686e-08
1892,3.5103667528346705e-08,1.9432388143059143e-08
1893,4.803564879196642e-08,1.1085149687062312e-08
1894,2.898708117982096e-08,2.9617235330903213e-08
1895,2.6481902892783182e-08,2.347259631108045e-08
1896,1.5332274894142017e-08,1.7691087705884456e-08
1897,3.0881581292163673e-08,1.3401440845939305e-08
1898,2.602843285348655e-08,1.5277558773618694e-08
1899,2.9296165493519766e-08,2.1557555740514545e-08
1900,4.100932027295556e-08,1.86877908703309e-08
1901,2.9620316865930363e-08,2.4590450620198823e-08
1902,3.093478684323969e-08,2.0623192042990013e-08
1903,1.674068350610014e-08,3.834156414583845e-08
1904,3.493506461893503e-08,1.1824175416563776e-08
1905,3.4577084306874895e-08,2.115911268418813e-08
1906,3.54948734848648e-08,2.3663248249761182e-08
1907,2.82856382760599e-08,9.257118072092396e-09
1908,4.322022562064376e-08,2.013669497813453e-08
1909,2.9155212910580985e-08,2.3654228797909127e-08
1910,3.63402246073008e-08,1.2825961626106164e-08
1911,4.9479478292369095e-08,1.649315972684917e-08
1912,2.9693701275590456e-08,1.250261111307438e-08
1913,2.8636145010807468e-08,2.333315496372279e-08
1914,3.884111221541531e-08,1.9420556718330317e-08
1915,4.5944972271172446e-08,9.424609537234119e-09
1916,2.4172416956957932e-08,1.648119329900055e-08
1917,2.3029490314740997e-08,1.315970976634162e-08
1918,3.675640414257941e-08,2.2972752589112133e-08
1919,3.498982398264516e-08,3.130668446704732e-08
1920,2.2716696079783105e-08,1.665890891899835e-08
1921,3.256281289054641e-08,1.4388220503924742e-08
1922,2.7298361793270942e-08,1.2542490601674672e-08
1923,2.866305948145964e-08,9.554353308516284e-09
1924,2.5783248425170768e-08,2.5783248869259978e-08
1925,2.7495444365754906e-08,7.698724324711748e-09
1926,2.7865345586519652e-08,1.3375366592072169e-08
1927,2.8987985345452216e-08,2.2298449753321847e-09
1928,3.085031030636287e-08,6.8556245125250825e-09
1929,2.5622934884950155e-08,5.570202965543558e-09
1930,1.7856125467119455e-08,1.2604324695075775e-08
1931,1.3686427990933225e-08,1.0264820993199919e-08
1932,1.2055490161699822e-08,4.383814644626227e-09
1933,1.2617728417652074e-08,9.176529758292418e-09
1934,1.0783422155213884e-08,7.188948103475923e-09
1935,1.9149253738248717e-08,1.4361940969820353e-08
1936,1.9399543749187842e-08,1.4549657478823974e-08
1937,1.510934133364117e-08,1.3850230295986421e-08
1938,2.463390824658518e-08,1.1668692678767911e-08
1939,1.988226472349197e-08,1.070583532936098e-08
1940,2.2822046474857416e-08,5.0715658339584024e-09
1941,2.6563522936839945e-08,1.1806010391524069e-08
1942,9.406056733496371e-08,0.0
1943,2.032264689866281e-08,1.4516175816936538e-08
1944,6.105053707017305e-08,1.6065930807940276e-08
1945,5.010559434026618e-08,1.3071024262956144e-08
1946,2.5057986796639398e-08,2.9234318965620787e-08
1947,5.245183398727704e-08,4.7683483828109274e-09
1948,2.391815279167986e-08,1.7395020535104777e-08
1949,2.257911879688379e-08,1.2762110479513922e-08
1950,1.8080113850516e-08,1.808011518278363e-08
1951,1.8124383327489113e-08,4.264560704569931e-09
1952,1.4762725264461096e-08,2.319856839960721e-08
1953,1.939288907237824e-08,1.1851209791302608e-08
1954,1.2704296725729591e-08,1.5636057781875934e-08
1955,2.0648337262230143e-08,1.407841132561316e-08
1956,1.744228317335228e-08,1.744228228517386e-08
1957,1.4136060155767183e-08,1.236905244894615e-08
1958,1.5717262158432277e-08,2.1507833403155985e-08
1959,2.2477168570844697e-08,2.3252243908089554e-08
1960,2.145458388724819e-08,2.6299167066312634e-08
1961,2.570818979918954e-08,1.8760029252273824e-08
1962,1.7123282347597524e-08,1.52206956482992e-08
1963,1.6165132787904213e-08,2.263118559220345e-08
1964,2.1293889262974375e-08,2.1293889207463224e-08
1965,1.3132903875501256e-08,1.2038495811328431e-08
1966,1.273987226824147e-08,1.4401594028434772e-08
1967,1.2325838516513699e-08,1.0846738618397467e-08
1968,2.2906220920049236e-08,1.0330256650092906e-08
1969,2.3617140465503894e-08,1.635032773061873e-08
1970,2.1614007472692265e-08,8.7375777724219e-09
1971,1.4387512958791149e-08,1.0790634497048757e-08
1972,1.4364411160538992e-08,1.1286323153836264e-08
1973,1.7642251715077606e-08,7.718485406371656e-09
1974,1.2376257407797908e-08,9.563471792262135e-09
1975,1.9990180177842376e-08,1.2565256390928425e-08
1976,2.1140049488721502e-08,1.199840671262109e-08
1977,1.4691954541845575e-08,4.113747231748732e-09
1978,1.3663360332039076e-08,1.1287123347081263e-08
1979,1.6385525491990904e-08,7.022368020415115e-09
1980,1.591842130332921e-08,1.0801786187730755e-08
1981,1.5181319312773667e-08,1.0120879467834243e-08
1982,1.6139506286982908e-08,1.365650492690662e-08
1983,1.0104506009689374e-08,8.841442022955448e-09
1984,1.3337719650952096e-08,1.333771937339634e-08
1985,2.04528967095996e-08,9.62489254963117e-09
1986,1.138952232526691e-08,3.596691222629289e-09
1987,1.1610552352880887e-08,8.555143982125202e-09
1988,6.596209356501959e-09,6.596209356501959e-09
1989,1.2622680900520322e-08,7.134558721588746e-09
1990,1.4166492867673242e-08,8.717841171179685e-09
1991,1.582595610116755e-08,9.37834432335194e-09
1992,1.322386644631024e-08,7.162927639914329e-09
1993,1.4955859883869493e-08,8.308811416668505e-09
1994,1.5297286770632468e-08,2.1099706426497278e-09
1995,1.5725107438413488e-08,4.880205572987961e-09
1996,1.2811421035152648e-08,6.939519847648512e-09
1997,1.917957836994333e-08,1.2466725651805177e-08
1998,1.1920323061964666e-08,4.291316191284977e-09
1999,1.6909743744131234e-08,3.656160929565999e-09
2000,1.3254094155534801e-08,6.1852438726361925e-09
2001,1.2267392601739147e-08,3.5049694258049158e-09
2002,1.5334275516032392e-08,8.76244299341522e-10
2003,1.4584230545455767e-08,2.0834614589126943e-09
2004,2.2023955659200567e-08,3.523833003171717e-09
2005,1.3060873604864298e-08,4.503749706508131e-09
2006,9.47114670024618e-09,2.4707338397433887e-09
2007,1.557846973643251e-08,3.1955834922658966e-09
2008,8.940623574815731e-09,3.831695793987677e-09
2009,1.7642312499788204e-08,1.907277002999308e-09
2010,1.039234459598859e-08,3.7790344187271785e-09
2011,9.942326933964907e-09,3.823971805871906e-09
2012,1.2595735232601157e-08,3.404252713057332e-09
2013,9.761937536101328e-09,3.068037490727704e-09
2014,1.2992670772593584e-08,3.8978013316981475e-09
2015,1.6845973282997306e-08,2.659890446787827e-09
2016,1.3877978155552029e-08,2.278474076078396e-09
2017,8.049956368161304e-09,1.5093667704579872e-09
2018,6.711813271831346e-09,3.0977600484760615e-09
2019,9.438654968718652e-09,3.571382800604539e-09
