year,petit_ADJ an_NOUN,petit_ADJ chant_NOUN
1846,2.9272506640865004e-09,5.854501328173001e-09
1847,2.6966118227278457e-09,1.1325769655456952e-08
1848,8.045221711050488e-10,4.82713291560799e-09
1849,0.0,0.0
1850,2.0366988096043315e-09,1.3577992064028876e-08
1851,6.449438760824933e-10,9.674158363282004e-09
1852,0.0,5.859490670445666e-09
1853,4.777545470346922e-09,1.3735443005202796e-08
1854,1.0391328908454511e-09,4.1565315633818045e-09
1855,5.306937111981824e-10,2.2289135870323662e-08
1856,2.0708756931497874e-09,2.847454005916461e-08
1857,1.4644527812635033e-09,1.9037885934380938e-08
1858,9.787352039936081e-10,2.0553439838977283e-08
1859,5.092173349652285e-10,8.656694916453489e-09
1860,2.288591982591015e-09,2.334363813361051e-08
1861,1.4147891747029462e-09,2.452301117727984e-08
1862,1.8071945051545413e-09,9.035972525772706e-10
1863,1.4983862484108101e-09,1.4484400345793347e-08
1864,3.356309563606885e-09,1.1986819536957682e-08
1865,4.706844358715045e-10,1.694463946932956e-08
1866,0.0,1.6543083347642096e-08
1867,2.91168689159349e-09,2.814630661873707e-08
1868,2.9639244392143382e-09,1.877152122631287e-08
1869,4.883519144627257e-10,1.7580669364747337e-08
1870,1.1468097582678638e-09,1.1468097582678638e-08
1871,2.1242354542039266e-09,3.18635318130589e-09
1872,0.0,2.2979889990892843e-08
1873,5.986004469882289e-10,3.5317427204972773e-08
1874,5.974609140757536e-10,9.559374625212058e-09
1875,5.721527140956084e-10,1.602027666081085e-08
1876,1.813804439976252e-09,1.209202959984168e-08
1877,6.184815992682502e-10,1.793596560162314e-08
1878,3.019544336790858e-09,2.1740719446938783e-08
1879,0.0,2.8102896010295808e-08
1880,2.5671385017744797e-09,7.701415505323439e-09
1881,1.3945015142624584e-09,1.8825771164188154e-08
1882,3.3276925659464496e-09,7.986462158271479e-09
1883,3.159669414998234e-09,1.1374810426900694e-08
1884,6.601696966868076e-10,5.941527270181268e-09
1885,6.445635691854079e-10,1.0957580620640783e-08
1886,1.2906927748801422e-09,1.4197620856748472e-08
1887,6.528924623161458e-10,9.793386546164129e-09
1888,4.438430289965822e-09,5.706553452000662e-09
1889,1.8795409673089125e-09,1.50363277384713e-08
1890,2.6217545912032847e-09,7.209825181320184e-09
1891,6.374220040683554e-10,9.561330394092238e-09
1892,6.268512375839919e-10,9.402768341715273e-09
1893,1.2316833108982905e-09,1.0469308087124318e-08
1894,1.8904617871129403e-09,5.041231432301174e-08
1895,1.8055843487019274e-09,1.6852119699706236e-08
1896,5.89702897624278e-10,3.5382172747233653e-09
1897,0.0,1.0488084178916779e-08
1898,1.13167097914868e-09,2.9423445013776472e-08
1899,5.527578395003729e-10,4.311511148102909e-08
1900,3.6337372000261325e-09,9.863001082521805e-09
1901,5.588738916095792e-10,3.912117296778206e-09
1902,4.910283846193408e-10,1.0311596021495006e-08
1903,5.400220270956879e-10,9.720396931811592e-09
1904,2.6873125946735854e-09,2.6873125946735854e-09
1905,1.0321518084666081e-09,1.8062657147766004e-08
1906,2.572092261399206e-09,2.0576738091193647e-09
1907,2.057137349353866e-09,1.7999951751335175e-08
1908,9.822778146428846e-10,1.1787333775714615e-08
1909,3.300590023513905e-09,8.251475058784763e-09
1910,1.068830135508847e-09,1.4963621453034648e-08
1911,5.320374141248863e-10,1.702519725199636e-08
1912,1.0418842455450772e-09,1.4586379215586476e-08
1913,1.590896969716482e-09,1.9090762748419365e-08
1914,6.696743715117748e-10,1.2054139020278853e-08
1915,2.3561523843085297e-09,3.534228465440492e-09
1916,1.0987462051303964e-09,1.3184954461564757e-08
1917,0.0,2.631941953268324e-08
1918,1.1486376294556067e-09,1.2635013924011673e-08
1919,0.0,4.603924352863942e-09
1920,7.572231730534895e-10,1.1358347151713133e-08
1921,6.058197943303867e-09,3.7863738810983705e-09
1922,0.0,1.770704471937279e-08
1923,1.0615948120573648e-09,1.3800733000834953e-08
1924,2.578324886925998e-09,1.804827398643738e-08
1925,3.299453377181294e-09,1.0998178368026856e-08
1926,2.229227691330493e-09,1.4489979882625903e-08
1927,0.0,5.574612327308159e-09
1928,3.4278123672848437e-09,1.3711249025050165e-08
1929,0.0,1.3368487650211591e-08
1930,3.1510811737689437e-09,0.0
1931,1.1405356659111021e-09,1.710803587684495e-08
1932,3.287861094491973e-09,6.575722188983946e-09
1933,5.735331320977366e-09,6.882397318719313e-09
1934,1.1981580172459871e-09,1.1981580172459871e-08
1935,5.98414207075848e-09,5.98414207075848e-09
1936,0.0,7.032334536916096e-08
1937,2.5182236296217297e-09,1.7627565185307503e-08
1938,0.0,1.9447821131279852e-08
1939,0.0,3.058810094103137e-09
1940,5.0715658339584024e-09,2.028626333583361e-08
1941,5.9030051957620344e-09,2.066051862925633e-08
1942,3.034211770724937e-09,1.517105907566929e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,2.3963544037997053e-08
1946,2.7842208538686464e-09,1.8097434661967782e-08
1947,0.0,2.0265479960812627e-08
1948,1.0871887834440486e-09,1.848220954059343e-08
1949,0.0,1.9634017078828947e-08
1950,0.0,1.4889506516624351e-08
1951,1.0661401761424827e-09,1.8124383771578323e-08
1952,3.1634410646574906e-09,1.2653764258629963e-08
1953,2.1547654771580937e-09,8.619061908632375e-09
1954,0.0,5.863521668203475e-09
1955,9.385607846468247e-10,9.385607846468247e-09
1956,8.72114158667614e-10,4.360570571293465e-09
1957,3.5340151360863103e-09,6.184526224473075e-09
1958,3.3088973783179654e-09,1.1581140491045971e-08
1959,3.875373910666724e-09,1.6276571201956358e-08
1960,6.920833350854139e-10,5.536666680683311e-09
1961,2.779263708063695e-09,1.320150300188061e-08
1962,6.341956404476434e-10,6.341956293454132e-09
1963,3.233026624194224e-09,1.1638896069143811e-08
1964,0.0,6.6923653285755336e-09
1965,5.472043373977442e-10,4.377634699181954e-09
1966,1.1078149508847446e-09,2.326411419062424e-08
1967,9.860671168482327e-10,1.1832804958089582e-08
1968,2.6948494546985557e-09,1.0330256650092906e-08
1969,4.5417578031781147e-10,1.2716921737876419e-08
1970,1.3796175313274261e-09,1.241655755990223e-08
1971,5.138397485282553e-10,2.1067430466814585e-08
1972,0.0,1.846852804021637e-08
1973,2.7566018356850464e-09,3.859242703185828e-09
1974,5.625571675160757e-10,7.875800456247362e-09
1975,0.0,1.7134439644905797e-08
1976,5.713526873840635e-10,3.485251554025126e-08
1977,1.1753563677885381e-09,7.639816779203557e-09
1978,1.1881182704343018e-09,1.7821774278559133e-08
1979,5.851973350345929e-10,7.022368020415115e-09
1980,1.1370301367108482e-09,1.8760998088396263e-08
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,1.2415004579935385e-09,9.311253101884631e-09
1983,1.89459470334441e-09,1.515675762675528e-08
1984,1.1598016991243298e-09,1.0438215625185876e-08
1985,6.015558051686298e-10,1.9249785765396155e-08
1986,1.1988970927134801e-09,1.498621315931814e-08
1987,6.110816852533674e-10,4.277571630240118e-09
1988,0.0,7.795519785247507e-09
1989,5.488122178931576e-10,8.232182935330457e-09
1990,2.179460389939436e-09,1.0352437129768077e-08
1991,0.0,2.4618154625954958e-08
1992,2.2039776670368383e-09,1.3774860363469088e-08
1993,5.539207426075166e-10,1.883330469354405e-08
1994,1.5824779264761446e-09,1.0549853435293244e-08
1995,0.0,8.675921314704738e-09
1996,5.338092190498855e-10,1.014237493990322e-08
1997,0.0,7.671831170341648e-09
1998,0.0,7.629006759657386e-09
1999,9.140402323914998e-10,1.1425503210205079e-08
2000,0.0,1.1045078629479121e-08
2001,1.7524847129024579e-09,1.7086726700199506e-08
2002,4.38122149670761e-10,7.009954394732176e-09
2003,8.333845835650777e-10,5.000307723435071e-09
2004,2.202395626982323e-09,3.9643119897903034e-09
2005,0.0,8.557123898356167e-09
2006,4.1178899179428186e-10,1.2765458912156191e-08
2007,3.994479469415779e-10,9.98619853476157e-09
2008,4.257439678578834e-10,4.6831836186811415e-09
2009,0.0,7.1522885392028e-09
2010,4.723793023408973e-10,8.502827775203059e-09
2011,3.82397197240536e-10,7.265546830836911e-09
2012,1.0212758416727752e-09,1.327658516458996e-08
2013,1.952387473913575e-09,1.1156499724052082e-08
2014,1.2992671383216248e-09,1.1909948582911056e-08
2015,1.1747849276710909e-08,1.5294370214746777e-08
2016,8.285360175719347e-10,1.4292246497404903e-08
2017,1.509366853724714e-09,1.282961736848165e-08
2018,2.5814667070633845e-10,1.2649186587054828e-08
2019,2.55098775436835e-10,9.438654302584837e-09
