year,soit_VERB au_ADP,soit_VERB chaud_ADJ
1956,3.446595158607124e-06,1.0465369904011368e-08
1957,3.4465480922563074e-06,1.501956425897788e-08
1958,3.7117556814791897e-06,8.272243334772611e-09
1959,3.5513926164298937e-06,1.3176271629333769e-08
1960,3.4334253982137852e-06,9.689166802218097e-09
1961,3.4956189551849093e-06,1.111705483225478e-08
1962,3.6580404056962834e-06,1.585489073363533e-08
1963,3.5375776477053478e-06,1.6165133231993423e-08
1964,3.486722327750158e-06,2.1902286206909594e-08
1965,3.56777219678861e-06,1.2038495533772675e-08
1966,3.3478168433020983e-06,1.2185964237687585e-08
1967,3.3171297637579755e-06,1.4791006641701188e-08
1968,3.4202132752625403e-06,1.9313088017725022e-08
1969,3.3708925712971904e-06,1.090021850558287e-08
1970,3.669322769184191e-06,2.0694262303777577e-08
1971,3.4843472747070336e-06,1.4387513402880359e-08
1972,3.4566928945878317e-06,8.721249500354133e-09
1973,3.4369312302828803e-06,1.598829157956061e-08
1974,3.538484683929255e-06,9.563471792262135e-09
1975,3.686760528864852e-06,1.1422960355389478e-08
1976,3.569240327294665e-06,1.199840671262109e-08
1977,3.343301255398501e-06,9.990529292736028e-09
1978,3.4740578200853633e-06,1.485147826940647e-08
1979,3.469634975772351e-06,1.2289143924704149e-08
1980,3.448612289957964e-06,5.6851505725319385e-09
1981,3.3512761490328558e-06,1.4548763971333756e-08
1982,3.4712351997256974e-06,8.690503427999374e-09
1983,3.3212247174674303e-06,1.0736036948344463e-08
1984,3.5008614389653303e-06,2.145633182237816e-08
1985,3.4475163523950414e-06,7.218669662023558e-09
1986,3.404268262841015e-06,1.1988970705090196e-08
1987,3.278453142741e-06,6.110816741511371e-09
1988,3.084027522248789e-06,1.0793796967334401e-08
1989,3.197379871977546e-06,6.585746614717891e-09
1990,3.102461977988469e-06,1.0897301727652575e-08
1991,3.233770435429051e-06,1.0550637696837839e-08
1992,3.12909722666177e-06,1.7080827419135858e-08
1993,3.043794546186973e-06,1.4955860550003308e-08
1994,3.0768647825141215e-06,1.0549853435293244e-08
1995,3.131465280858947e-06,8.675921314704738e-09
1996,3.090755310353188e-06,6.4057106285986265e-09
1997,3.251417869165607e-06,1.054876808126437e-08
1998,3.191785697964633e-06,1.1920323395031573e-08
1999,3.0643199586677383e-06,1.4624643718263997e-08
2000,3.108968817500113e-06,7.068850393920911e-09
2001,3.2986143700952653e-06,1.1829271784336015e-08
2002,3.1965392039978724e-06,9.63868718173444e-09
2003,3.2810349992473675e-06,9.58392298855415e-09
2004,3.1974379552934806e-06,5.726228824443069e-09
2005,3.259363694496642e-06,1.0358624180639708e-08
2006,3.115595465175147e-06,1.1941880373456115e-08
2007,3.250307843316591e-06,1.6377365241737607e-08
2008,3.3118624163108734e-06,2.299017509699297e-08
2009,3.334397080223539e-06,1.9549588614609092e-08
2010,3.434669894275544e-06,3.3066552163063534e-08
2011,3.2744671063511532e-06,2.0267052036615496e-08
2012,3.3092741382745317e-06,2.6212745751763578e-08
2013,3.346113297553188e-06,2.621777461797592e-08
2014,3.1760585184059664e-06,2.8800421603136783e-08
2015,3.3332861075763276e-06,3.3026974932681696e-08
2016,3.2971590933073003e-06,2.6720286427917017e-08
2017,3.354316175929739e-06,3.320607078194371e-08
2018,3.260908673752283e-06,3.5624239558273985e-08
2019,3.2805702154803384e-06,3.7499521710060435e-08
