year,avait_VERB eu_VERB,avait_VERB chu_VERB
1894,2.503160430933349e-05,4.411077725308132e-09
1895,2.4995908461278304e-05,4.814891596538473e-09
1896,2.4695578758837655e-05,7.66613794667137e-09
1897,2.355973447265569e-05,5.826713556089658e-10
1898,2.411986861261539e-05,2.26334195829736e-09
1899,2.3905671696411446e-05,0.0
1900,2.3063848857418634e-05,5.191053142894475e-10
1901,2.3524678908870555e-05,3.353243460679778e-09
1902,1.994851845665835e-05,5.4013122863239005e-09
1903,2.2519458070746623e-05,3.7801539676252105e-09
1904,2.202628820668906e-05,0.0
1905,2.1992058464093134e-05,5.676835002077496e-09
1906,2.25958301598439e-05,3.600929110447737e-09
1907,2.129600034095347e-05,5.142843484406967e-09
1908,2.1656769604305737e-05,4.911389073214423e-09
1909,2.2620593881583773e-05,4.400786846048277e-09
1910,2.1715955881518312e-05,5.878565634276356e-09
1911,2.1562413166975603e-05,5.3203743632934675e-09
1912,2.121276338584721e-05,4.688478938419394e-09
1913,2.048173701041378e-05,2.121195885607108e-09
1914,2.03741728910245e-05,1.3393487430235496e-09
1915,1.9924802472814918e-05,1.1780761921542648e-09
1916,1.993784826481715e-05,1.0987462051303964e-09
1917,1.9636479919427074e-05,9.869782324756216e-09
1918,1.934190913743805e-05,9.189101035644853e-09
1919,1.9195602362742648e-05,1.2890987832747669e-08
1920,1.937885463121347e-05,3.786115865267448e-09
1921,2.015032441704534e-05,8.330022005509363e-09
1922,2.018529448832851e-05,1.3280283539529592e-08
1923,2.0776471501449123e-05,3.1847844361720945e-09
1924,2.0631756342481822e-05,7.734974438733389e-09
1925,2.0511601178441197e-05,1.5397448649423495e-08
1926,2.0429757569218054e-05,2.452150482668003e-08
1927,2.4165945433196612e-05,1.0034302277972529e-08
1928,2.065371154458262e-05,7.998228745975666e-09
1929,2.2210628230823204e-05,7.798284684668033e-09
1930,2.101876089000143e-05,3.1510811737689437e-09
1931,1.942218113981653e-05,9.124285327288817e-09
1932,2.0293773559387773e-05,2.1919073223131136e-09
1933,2.0468249203986488e-05,5.735331320977366e-09
1934,1.9508408513502218e-05,3.5944740517379614e-09
1935,1.903076918097213e-05,1.0771455727365264e-08
1936,1.8475640899850987e-05,8.487299751891442e-09
1937,1.9093171431450173e-05,2.5182236296217297e-09
1938,1.8222608559881337e-05,1.1668692678767911e-08
1939,1.7468864825787023e-05,1.6823456405745674e-08
1940,1.6457230231026188e-05,1.2678914806940611e-08
1941,1.832587986427825e-05,5.9030051957620344e-09
1942,1.785330277925823e-05,6.068423541449874e-09
1943,1.9782644812949002e-05,1.7419411690866582e-08
1944,1.941407026606612e-05,1.2852744646352221e-08
1945,2.2148849893710576e-05,2.6142048525912287e-08
1946,2.0050565581186675e-05,1.9489545977080525e-08
1947,2.0133158614044078e-05,1.907339353124371e-08
1948,1.877248905657325e-05,8.697510267552389e-09
1949,1.657110988162458e-05,7.853606653895895e-09
1950,1.7519631001050584e-05,2.2334258886758107e-08
1951,1.8837630705093034e-05,2.5587365115598004e-08
1952,1.7800683053792454e-05,2.4253049346611988e-08
1953,1.742451058817096e-05,4.3095309543161875e-09
1954,1.8830700355465524e-05,1.07497895029951e-08
1955,1.706021976133343e-05,1.1262729415761896e-08
1956,1.691901525191497e-05,1.3953826538681824e-08
1957,1.7681561075733043e-05,1.0602045463770082e-08
1958,1.7187239791383035e-05,1.3235589513271862e-08
1959,1.7050095266313292e-05,8.525822714489095e-09
1960,1.6639067325741053e-05,1.038124963770315e-08
1961,1.6955593309830874e-05,2.431855783413539e-08
1962,1.7227925127372146e-05,1.3952304200870458e-08
1963,1.7407261111657135e-05,1.2932106940866106e-08
1964,1.7325317458016798e-05,4.867174663303331e-09
1965,1.6064277588156983e-05,1.094408652591028e-08
1966,1.793164665286895e-05,7.200797291773142e-09
1967,1.717482336971443e-05,1.429797347185513e-08
1968,1.8051448932965286e-05,1.257596426995633e-08
1969,1.6517464246135205e-05,1.1808570121729645e-08
1970,1.5500461813644506e-05,1.1496812390987543e-08
1971,1.4559649571310729e-05,3.5968783507200897e-09
1972,1.403197802574141e-05,4.6171320100540925e-09
1973,1.4892817489453591e-05,7.1671650836435674e-09
1974,1.3709518498217221e-05,8.438357568252286e-09
1975,1.3733825653616805e-05,7.996072248772634e-09
1976,1.3873014722776134e-05,5.142174241967723e-09
1977,1.3232162018539384e-05,6.464460078348111e-09
1978,1.4269894563767593e-05,1.1881182260253809e-08
1979,1.4595992070098873e-05,2.0481905949054635e-08
1980,1.3802408830088098e-05,1.3075846183596695e-08
1981,1.3654963368026074e-05,1.8344094243616382e-08
1982,1.415310543961823e-05,2.110550845202397e-08
1983,1.3958111594547518e-05,9.47297440490047e-09
1984,1.3392809705692343e-05,1.681712546997005e-08
1985,1.3799690350424498e-05,1.4437339324047116e-08
1986,1.4522839592245873e-05,1.9182353483415682e-08
1987,1.3368634427024517e-05,7.944062296871834e-09
1988,1.4025938980921637e-05,1.4391728697660255e-08
1989,1.4312473467725795e-05,1.3720305780395847e-08
1990,1.3683742508874275e-05,5.993515905799995e-09
1991,1.356049961032113e-05,1.2895223555631219e-08
1992,1.3857509657100309e-05,1.2672871640972971e-08
1993,1.4095620826992672e-05,1.3294098266669607e-08
1994,1.3236900485935621e-05,9.494868002946077e-09
1995,1.376163800159702e-05,1.8978578708583882e-08
1996,1.2775655704899691e-05,1.1209993822092201e-08
1997,1.306752619711915e-05,1.1987236092636522e-08
1998,1.3680239135283045e-05,1.0013071261028017e-08
1999,1.3005878827243578e-05,9.597422412355172e-09
2000,1.2805664482584689e-05,1.3254094710646314e-08
2001,1.2753269402310252e-05,8.762423675534592e-09
2002,1.3196677173255011e-05,1.4896152755738967e-08
2003,1.424170932295965e-05,1.3750845795357236e-08
2004,1.3923985534347594e-05,1.6738207264666016e-08
2005,1.3809847587253898e-05,1.306087415997581e-08
2006,1.4437733625527471e-05,1.6059770402421236e-08
2007,1.759168844728265e-05,1.4380126422963713e-08
2008,1.853902176662814e-05,1.5326783397995314e-08
2009,2.097432479786221e-05,1.5258216023994464e-08
2010,2.5815055778366514e-05,2.220182793166714e-08
2011,2.6378140319138765e-05,2.2561435386592166e-08
2012,3.250414374633692e-05,2.5872321174347235e-08
2013,3.497004945529625e-05,3.876883880593596e-08
2014,4.000616536359303e-05,3.269822101970021e-08
2015,3.739916792255826e-05,2.659890441236712e-08
2016,3.8078065699664876e-05,3.355570754592918e-08
2017,3.402615766390227e-05,2.842640789424422e-08
2018,3.747799200937152e-05,3.149389371515099e-08
2019,3.65041232726071e-05,2.4999680547921344e-08
