year,fût_VERB aux_ADP,fût_VERB chaud_ADJ
1862,8.855253241790706e-08,1.3553959066214816e-09
1863,1.1737358818209032e-07,3.995696662428827e-09
1864,1.0164823294189773e-07,3.3563094525845827e-09
1865,1.0402126093822517e-07,1.4120533631256649e-09
1866,9.390632982331226e-08,6.811858188626729e-09
1867,8.880645196995829e-08,6.308654931785895e-09
1868,8.200191103924226e-08,1.2349684830326169e-08
1869,1.0939082528693689e-07,5.371870948067681e-09
1870,1.0607990219568819e-07,4.013834153937523e-09
1871,8.603153389685758e-08,1.0621177271019633e-09
1872,8.768641635015229e-08,1.0280476914203973e-08
1873,8.79942660958477e-08,4.190203295451056e-09
1874,1.1650487863335002e-07,5.974609140757536e-10
1875,1.1671915700617319e-07,1.1443054281912168e-09
1876,8.827181829929032e-08,6.04601479992084e-10
1877,7.236234722540758e-08,8.040260901509555e-09
1878,8.454723854356416e-08,2.4156354694326865e-09
1879,8.797428563411813e-08,4.887460214320072e-09
1880,7.765594034481182e-08,6.417846254436199e-09
1881,6.83305714233029e-08,2.091752326904839e-09
1882,7.653692790654532e-08,2.6621540527571597e-09
1883,8.657494277031219e-08,5.687405213450347e-09
1884,8.252121119767253e-08,5.941527270181268e-09
1885,9.732909944659696e-08,5.80107206715752e-09
1886,8.195899425800235e-08,3.2267319927115068e-09
1887,1.0380990289604597e-07,2.6115698492645834e-09
1888,6.657645457153194e-08,1.9021844099853524e-09
1889,6.891650627949275e-08,3.759081934617825e-09
1890,7.996351314432104e-08,0.0
1891,1.0517462811776568e-07,2.5496880162734215e-09
1892,6.143142172732041e-08,1.8805537127519756e-09
1893,7.390099909798664e-08,1.2316833108982905e-09
1894,5.419323656496999e-08,4.411077725308132e-09
1895,9.44922504686474e-08,4.814891596538473e-09
1896,9.258335609274582e-08,2.358811590497112e-09
1897,7.807796009728918e-08,1.1653427112179315e-09
1898,8.827033326497258e-08,6.7900258748920805e-09
1899,9.175779780434823e-08,3.3165470370022376e-09
1900,6.852189926576102e-08,2.595526460424935e-09
1901,1.0339167033635022e-07,3.353243460679778e-09
1902,7.218117303864346e-08,9.820567692386817e-10
1903,8.046328048294527e-08,5.400220270956879e-10
1904,8.1694302878077e-08,5.374625189347171e-10
1905,1.0166695574298501e-07,0.0
1906,9.053764671307363e-08,2.572092316910357e-09
1907,9.411403567582965e-08,1.5428529565042481e-09
1908,7.17062818011982e-08,9.331639461152008e-09
1909,6.931239227014885e-08,2.7504918342913243e-09
1910,8.497199388557419e-08,7.481810726517324e-09
1911,8.991432309812808e-08,5.3203743632934675e-09
1912,9.42905273859651e-08,6.251305251225858e-09
1913,9.174172532766534e-08,2.121195885607108e-09
1914,6.830678245250965e-08,2.0090231700464756e-09
1915,5.419150639340842e-08,2.3561523843085297e-09
1916,4.9443578120644815e-08,8.789969641043172e-09
1917,7.457168749169796e-08,1.7546279096336548e-08
1918,1.1716103642811504e-07,3.44591288836682e-09
1919,5.340552178267899e-08,7.366278698128781e-09
1920,1.0373957337606043e-07,3.028892692213958e-09
1921,7.875657104250422e-08,0.0
1922,6.418803621954794e-08,2.2133805899215986e-09
1923,8.068120394000289e-08,1.2739137744688378e-08
1924,6.703644572780831e-08,0.0
1925,7.6987248576188e-08,5.499089184013428e-09
1926,8.471064916193427e-08,3.343841648018042e-09
1927,6.801027296887696e-08,5.574612327308159e-09
1928,7.426926629250374e-08,3.4278122562625413e-09
1929,5.681607362362229e-08,4.4561625500705304e-09
1930,7.982738736700412e-08,3.1510811737689437e-09
1931,4.790249619190945e-08,6.843213995466613e-09
1932,8.000461804158476e-08,2.1919073223131136e-09
1933,9.405943046658649e-08,2.2941324395731044e-09
1934,7.188948103475923e-08,1.1981580172459871e-09
1935,6.462873614054843e-08,0.0
1936,6.30485175179274e-08,4.849885826274658e-09
1937,5.9178255185088346e-08,2.5182236296217297e-09
1938,7.90878047496335e-08,0.0
1939,8.564668263488784e-08,1.2235240376412548e-08
1940,3.803674530900025e-08,0.0
1941,4.427253941230447e-08,2.9515025978810172e-09
1942,8.799214157306778e-08,0.0
1943,6.67744117777147e-08,8.709705845433291e-09
1944,1.0603514510876266e-07,6.4263723231761105e-09
1945,6.535512397931598e-08,4.357008087652048e-09
1946,7.65660743695662e-08,2.7842208538686464e-09
1947,6.198852986472048e-08,8.344609447874518e-09
1948,6.958008214041911e-08,2.174377566888097e-09
1949,5.890204946013e-08,3.9268033269479474e-09
1950,6.593923984610228e-08,4.2541445921528975e-09
1951,6.610068936652169e-08,4.264560704569931e-09
1952,4.5342655852209646e-08,1.0544803918932644e-09
1953,7.757155628951296e-08,4.3095309543161875e-09
1954,5.863521579385633e-08,1.4658803948464083e-08
1955,5.0682281482750113e-08,3.754243138587299e-09
1956,6.802490304380626e-08,8.72114158667614e-10
1957,2.9155623693100097e-08,6.184526224473075e-09
1958,3.887954491688106e-08,5.790570245522986e-09
1959,5.503030919840057e-08,6.200598257066758e-09
1960,5.1214165353030694e-08,1.3841666701708277e-09
1961,6.322824930293791e-08,2.779263708063695e-09
1962,4.8198867119708666e-08,5.7077609305622445e-09
1963,4.6555584276575246e-08,5.819448034571906e-09
1964,7.239922439339352e-08,4.867174663303331e-09
1965,4.54179591713455e-08,3.2832261354087677e-09
1966,6.5361085432869e-08,1.1078149508847446e-09
1967,4.831728972476412e-08,2.9582012395223956e-09
1968,6.422724396770718e-08,4.940557296606585e-09
1969,7.175977145834622e-08,3.6334062425424918e-09
1970,5.3805081279278966e-08,9.197450023812337e-10
1971,4.1107178105903586e-08,2.569198631618974e-09
1972,3.078088184338412e-08,1.0260293725750103e-09
1973,2.811733956775697e-08,1.6539611902288698e-09
1974,4.6692246513657665e-08,0.0
1975,4.112265727940212e-08,2.8557400888473694e-09
1976,4.285145038807059e-08,1.142705374768127e-09
1977,3.408533544302372e-08,2.3507127355770763e-09
1978,3.861384456627093e-08,5.940591352171509e-10
1979,5.500854882711792e-08,5.851973350345929e-10
1980,2.8425754194927322e-08,1.7055452605774235e-09
1981,2.84649726012276e-08,6.325549528618524e-10
1982,2.7933760193832313e-08,1.2415004579935385e-09
1983,3.157657957331139e-08,6.315316047889041e-10
1984,3.2474446243213606e-08,1.739702604197646e-09
1985,2.7671566371623157e-08,1.2031116103372597e-09
1986,4.136195030923773e-08,1.1988970927134801e-09
1987,2.8720839040374813e-08,2.4443267410134695e-09
1988,3.897759981441595e-08,1.1993107618124554e-09
1989,3.6221607047082216e-08,2.1952488715726304e-09
1990,1.6345952147389653e-08,1.089730194969718e-09
1991,2.6376593353916178e-08,1.1722930404189924e-09
1992,3.581463658974826e-08,3.856960972825618e-09
1993,2.1602909683338112e-08,1.1078414852150331e-09
1994,3.586950114708998e-08,0.0
1995,2.8196744494835002e-08,2.1689803286761844e-09
1996,1.975094043871195e-08,1.6014276571496566e-09
1997,2.013855748828064e-08,4.79489448146353e-10
1998,2.193339376788117e-08,2.86087753487152e-09
1999,2.6050146928469076e-08,9.140402323914998e-10
2000,1.5463109903635086e-08,3.092622158362701e-09
2001,2.190605918883648e-08,0.0
2002,2.9354184860608257e-08,4.38122149670761e-10
2003,2.5834921757450502e-08,1.6667691671301554e-09
2004,1.761916479381398e-08,1.3214374039449694e-09
2005,2.612174831995162e-08,4.5037495954858286e-10
2006,2.800165077587735e-08,0.0
2007,2.7961355897332396e-08,0.0
2008,2.6396126173722223e-08,1.2772318758180745e-09
2009,2.9085974517784052e-08,1.907277002999308e-09
2010,2.3618964561933353e-08,3.3066551718974324e-09
2011,2.982698177333987e-08,3.059177577924288e-09
2012,3.676592896795228e-08,2.382976926895708e-09
2013,4.8530775842436924e-08,6.136075203500013e-09
2014,5.500230670918427e-08,5.630157673408576e-09
2015,6.05125052288713e-08,5.54143841924315e-09
2016,5.302630512460382e-08,5.59261792432153e-09
2017,2.616235761365715e-08,5.534344982294215e-09
2018,3.949644167278166e-08,7.486253394972664e-09
2019,3.90301124753023e-08,5.3570743396846865e-09
