year,voulait_VERB armer_VERB,voulait_VERB charmer_VERB
1800,4.4018303668735825e-08,0.0
1801,7.143547975374531e-09,0.0
1802,0.0,0.0
1803,5.851017448321727e-09,0.0
1804,2.2246657849223084e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,8.540865792383556e-09,2.8469551160981155e-09
1808,0.0,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,1.4040760554223652e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,2.400487453257938e-08,0.0
1813,3.163315653864629e-08,0.0
1814,4.405347908686963e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,2.0239355080775567e-08,0.0
1818,1.0729059418679299e-08,0.0
1819,1.0351049795076506e-08,0.0
1820,2.1359666035891678e-08,5.933240565525466e-09
1821,4.536284592404627e-08,0.0
1822,6.51665033046811e-08,0.0
1823,1.7788837070042973e-08,0.0
1824,1.0105335235266466e-08,0.0
1825,2.1133063299316746e-08,0.0
1826,1.145037931138404e-08,0.0
1827,1.013900075008678e-08,0.0
1828,4.3109814384934e-08,0.0
1829,3.600733933240008e-08,8.57317605795771e-10
1830,8.349468672008697e-09,1.0436835840010872e-09
1831,1.091384405071949e-08,0.0
1832,0.0,0.0
1833,1.1583628278799551e-08,0.0
1834,1.8669062740173104e-08,0.0
1835,3.403389570166837e-08,0.0
1836,4.704525213838906e-09,0.0
1837,2.6439986200443855e-08,2.7831563720326358e-09
1838,1.009945904684173e-08,0.0
1839,3.146163862766116e-08,2.7965900706306e-09
1840,4.8409635411417185e-08,6.369688665408546e-10
1841,3.9165346521485844e-08,8.346713542550788e-09
1842,8.049918065466954e-09,8.049918065466954e-09
1843,2.008349753168659e-08,6.497602011990011e-09
1844,8.232841963717874e-09,6.037417232818143e-09
1845,1.9530798311961917e-08,9.48638767539478e-09
1846,1.9319854160926297e-08,2.9272506640865004e-09
1847,1.1325769655456952e-08,9.707802561820245e-09
1848,3.861706332486392e-08,8.045221711050488e-10
1849,2.011059585527164e-08,5.02764896381791e-09
1850,3.394498016007219e-09,5.431196825611551e-09
1851,5.8044946626978344e-09,0.0
1852,4.557382027314816e-09,1.9531636308300904e-09
1853,1.6721408258035808e-08,6.569124799682413e-09
1854,3.117398783558656e-09,1.2989160858012383e-08
1855,1.8574279891936385e-08,2.1227748447927297e-09
1856,2.0708757375587084e-08,3.6240324075009767e-09
1857,2.147863931156735e-08,0.0
1858,1.2234189661342043e-08,1.1255455234504552e-08
1859,1.8331824946926645e-08,0.0
1860,1.327383358784573e-08,4.57718396518203e-09
1861,2.5466203368296192e-08,1.4147891747029462e-09
1862,1.0843167252971853e-08,1.3553959066214816e-09
1863,1.39849385405455e-08,8.490855130105501e-09
1864,8.151037178549814e-09,2.8768367688059016e-09
1865,1.1296426905005319e-08,4.706844358715045e-10
1866,1.556996132023869e-08,2.432806400776144e-09
1867,9.7056229719783e-09,1.94112459439566e-09
1868,8.89177353968762e-09,0.0
1869,2.441759683335931e-09,4.883519144627257e-10
1870,8.027668307875047e-09,1.7202146374017957e-09
1871,8.496941816815706e-09,0.0
1872,8.4662747923403e-09,0.0
1873,1.4366410283628284e-08,1.7958012854535355e-09
1874,3.5847653734322193e-09,1.1949218281515073e-09
1875,1.602027666081085e-08,5.149374260327022e-09
1876,2.418405919968336e-09,6.04601479992084e-10
1877,1.2369632429454214e-08,1.2369631985365004e-09
1878,6.039088784604019e-09,6.039088673581716e-10
1879,6.109325489944695e-09,1.832797580370027e-09
1880,8.343199908722454e-09,1.9253538763308597e-09
1881,9.761510710859511e-09,0.0
1882,6.655385131892899e-10,7.320923423037584e-09
1883,7.58320695126713e-09,0.0
1884,9.902545450302114e-09,4.621187876807653e-09
1885,7.090199094506033e-09,2.5782542767416317e-09
1886,1.871504551331782e-08,1.936039106809062e-09
1887,1.0446279397058333e-08,1.3057849246322917e-09
1888,1.2047167707862627e-08,2.53624587998047e-09
1889,3.132568426877924e-09,1.8795409673089125e-09
1890,1.4419650362640368e-08,3.9326319978272295e-09
1891,3.1871101313640793e-09,1.9122659011827636e-09
1892,5.014809900671935e-09,2.5074049503359674e-09
1893,9.23762488724833e-09,1.847525021858587e-09
1894,1.8904617871129403e-09,6.301539290376468e-10
1895,1.0833506536300774e-08,1.2037228991346183e-09
1896,1.7691087705884456e-08,1.179405795248556e-09
1897,1.7480140668268973e-09,5.826713334045053e-09
1898,5.6583548957434e-10,0.0
1899,1.8241008703512307e-08,3.8693048765026106e-09
1900,6.22926377147337e-09,1.038210628578895e-09
1901,2.235495566438317e-09,1.1177477832191585e-09
1902,2.9461704187383475e-09,0.0
1903,1.4580594509538969e-08,0.0
1904,6.449550227216605e-09,1.0749250378694342e-09
1905,5.160758931310738e-09,1.5482277682110634e-09
1906,3.600929110447737e-09,1.0288369045596824e-09
1907,2.5714217422034835e-09,3.0857059130084963e-09
1908,1.964555629285769e-09,0.0
1909,2.7504918342913243e-09,1.1001967115120692e-09
1910,1.6032452032632705e-09,8.01622590529405e-09
1911,1.5429085564733214e-08,1.5961122423746588e-09
1912,6.772247651554153e-09,3.646594803896619e-09
1913,2.121195885607108e-09,1.590896969716482e-09
1914,3.3483718020477227e-09,6.027069510139427e-09
1915,5.890381071793627e-09,0.0
1916,7.69122365795738e-09,2.197492410260793e-09
1917,1.6449636319748606e-08,2.1932848870420685e-09
1918,6.89182577673364e-09,4.594550517822427e-09
1919,6.4454939163738345e-09,3.6831393490643904e-09
1920,1.514446346106979e-09,3.028892692213958e-09
1921,2.2718242842501013e-09,2.2718242842501013e-09
1922,7.377935595798135e-09,0.0
1923,2.1231896241147297e-09,4.246379248229459e-09
1924,1.289162443462999e-09,1.289162443462999e-09
1925,6.598906754362588e-09,5.499089184013428e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,7.804457524684949e-09,0.0
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,0.0
1931,1.1405356659111021e-09,0.0
1932,4.383814644626227e-09,0.0
1933,9.176529758292418e-09,0.0
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,0.0,1.196828414151696e-09
1936,0.0,0.0
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,0.0,4.1763312808029696e-09
1947,2.3841741914054637e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,0.0
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,0.0,0.0
1952,0.0,4.2179215675730575e-09
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,3.9090144454689835e-09
1955,6.569925492527773e-09,2.815682353940474e-09
1956,6.104799332717903e-09,0.0
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,6.200598257066758e-09,7.750747821333448e-10
1960,3.460416619915918e-09,0.0
1961,4.16889545107324e-09,1.3896318540318475e-09
1962,4.43936931660005e-09,0.0
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,1.8251904432275978e-09,1.2167936658258327e-09
1965,7.1136563306595235e-09,0.0
1966,1.6617224263271169e-09,4.431259803538978e-09
1967,0.0,1.4791006197611978e-09
1968,2.6948494546985557e-09,4.4914158503495116e-10
1969,4.541757636644661e-09,2.2708788183223305e-09
1970,6.438214850135182e-09,1.3796175313274261e-09
1971,1.541519245584766e-09,0.0
1972,2.565073486948677e-09,0.0
1973,1.102640756478479e-09,1.102640756478479e-09
1974,3.3753431161187564e-09,0.0
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,1.142705374768127e-09
1977,5.289103821581875e-09,0.0
1978,1.1881182704343018e-09,1.7821774056514528e-09
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,0.0
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,5.052252838311233e-09,2.5261264191556165e-09
1984,0.0,4.059305780401701e-09
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,4.277571630240118e-09,0.0
1988,2.398621523624911e-09,5.996553809062277e-10
1989,1.0976244357863152e-09,0.0
1990,1.089730194969718e-09,1.089730194969718e-09
1991,5.861465202094962e-10,0.0
1992,0.0,0.0
1993,2.7696036575264316e-09,3.323524566667402e-09
1994,0.0,3.6924485691258724e-09
1995,0.0,1.0844901643380922e-09
1996,1.067618438099771e-09,0.0
1997,1.917957792585412e-09,1.917957792585412e-09
1998,2.3840645013706308e-09,1.9072516899143466e-09
1999,2.285100553223174e-09,0.0
2000,2.6508188977203417e-09,8.836062992401139e-10
2001,2.6287270138425356e-09,2.6287270138425356e-09
2002,2.6287327870022636e-09,2.1906108038649563e-09
2003,2.083461403401543e-09,3.333538334260311e-09
2004,2.642874807889939e-09,8.809582507929292e-10
2005,0.0,9.007499190971657e-10
2006,2.8825228870488218e-09,8.235779835885637e-10
2007,1.5977917877663117e-09,3.994479469415779e-10
2008,0.0,2.9802078582719105e-09
2009,9.53638501499654e-10,1.430457752249481e-09
2010,4.723793023408973e-10,4.723793023408973e-10
2011,2.2943831279320648e-09,1.529588788962144e-09
2012,1.0212758416727752e-09,1.3617010852229328e-09
2013,1.9523875849358774e-09,1.9523875849358774e-09
2014,1.5158115873603606e-09,6.496335691608124e-10
2015,2.438232948875907e-09,1.10828768384863e-09
2016,2.899876117012923e-09,2.4856081637381067e-09
2017,1.0062445321423752e-09,1.0062445321423752e-09
2018,7.744400121190154e-10,1.8070267504555204e-09
2019,7.65296326310505e-10,1.2754939326953263e-09
