year,avaient_VERB eu_VERB,avaient_VERB chu_VERB
1910,4.059951152157737e-06,5.344150677544235e-10
1911,4.146699666307541e-06,5.320374141248863e-10
1912,3.952908627979923e-06,0.0
1913,3.933227617380908e-06,3.71209285532359e-09
1914,4.140596502111293e-06,0.0
1915,4.807729055755772e-06,1.1780761921542648e-09
1916,4.5597967073263135e-06,0.0
1917,4.3098048081446905e-06,7.676496771580332e-09
1918,4.540564532362623e-06,1.1486376294556067e-09
1919,4.156422619416844e-06,5.524709134618888e-09
1920,3.920144536095904e-06,3.028892692213958e-09
1921,4.064293534611352e-06,7.572747429129834e-10
1922,4.133119546168018e-06,1.1804696775641332e-08
1923,3.78777031073696e-06,4.246379248229459e-09
1924,3.742438593690167e-06,5.156649773851996e-09
1925,3.8064692944317358e-06,2.1996355847875293e-09
1926,3.739529347512871e-06,0.0
1927,4.0605477806821e-06,3.3447675740205796e-09
1928,3.94541211790056e-06,5.713020723163709e-09
1929,4.057335900142789e-06,0.0
1930,3.7886497921135742e-06,5.2518016602221e-09
1931,3.816232492681593e-06,5.7026783295555106e-09
1932,3.830357854894828e-06,3.287861094491973e-09
1933,3.8094069623184623e-06,1.1470662197865522e-09
1934,3.692723112180829e-06,4.7926320689839486e-09
1935,3.454046691331314e-06,3.590485242455088e-09
1936,3.5464790926198475e-06,8.487299751891442e-09
1937,3.5783957628154894e-06,1.1332006444320086e-08
1938,3.4915321975859115e-06,1.2965214457594243e-09
1939,3.1979859613784356e-06,1.5294050470515685e-09
1940,3.2990535601129523e-06,5.0715658339584024e-09
1941,3.5919786114391172e-06,2.9515025978810172e-09
1942,3.601609478209866e-06,0.0
1943,3.809044528679806e-06,0.0
1944,4.080746293766424e-06,1.2852744646352221e-08
1945,4.258975422999356e-06,2.178504043826024e-09
1946,3.956377895519836e-06,2.7842208538686464e-09
1947,3.870706677844282e-06,3.5762612871081956e-09
1948,3.5833743368129944e-06,1.0871887834440486e-09
1949,3.3564351724635344e-06,2.945102384188658e-09
1950,3.345884806549293e-06,2.1270722960764488e-09
1951,3.412714704609243e-06,1.0661401761424827e-09
1952,3.1634410788683454e-06,2.1089607837865287e-09
1953,3.376517497599707e-06,9.69644453618912e-09
1954,3.38129757437855e-06,5.863521668203475e-09
1955,3.083172259721323e-06,3.754243138587299e-09
1956,3.1465879146708176e-06,2.616342476002842e-09
1957,3.382936029083794e-06,8.835037590415595e-09
1958,3.123599071841454e-06,1.6544486891589827e-09
1959,3.0762719234189717e-06,1.5501495642666896e-09
1960,3.084615400439361e-06,6.920833350854139e-10
1961,3.1766983283887384e-06,6.94815938118154e-09
1962,3.319380084576551e-06,3.805173953708163e-09
1963,3.463218035903992e-06,5.819448034571906e-09
1964,3.3376650208083447e-06,6.083968329129164e-10
1965,3.0802132187091047e-06,3.830430195250756e-09
1966,3.443642754064058e-06,7.754704434148607e-09
1967,3.219509153495892e-06,1.9721342336964653e-09
1968,3.7085619624122046e-06,5.3896989093971115e-09
1969,3.3949638691410655e-06,9.083515606356229e-10
1970,3.098620936725638e-06,4.1388523719376735e-09
1971,3.0866353881719988e-06,4.624557625731995e-09
1972,2.9113582513673464e-06,5.130146862875051e-10
1973,3.0642386263934895e-06,2.205281512956958e-09
1974,2.8482270408858312e-06,5.625571675160757e-10
1975,2.85802457256068e-06,3.4268881066168433e-09
1976,2.9338959848246304e-06,1.7140580066410394e-09
1977,2.823793693096377e-06,2.938390863960194e-09
1978,2.9399986942735268e-06,3.5643548113029055e-09
1979,3.0125959256110946e-06,2.3407893401383717e-09
1980,2.6458690172148636e-06,4.548120546843393e-09
1981,2.664321527845459e-06,5.060439622894819e-09
1982,2.8250342438695952e-06,3.1037510339615437e-09
1983,2.8279985144763486e-06,4.4207211225000265e-09
1984,2.795701902869041e-06,4.059305780401701e-09
1985,2.777984718704829e-06,5.414002135495366e-09
1986,2.9115215056663146e-06,4.196139880008332e-09
1987,2.716869175856118e-06,1.2221633705067347e-09
1988,2.7032465368392877e-06,5.996553809062277e-10
1989,2.9103512133588083e-06,2.1952488715726304e-09
1990,2.652948069226113e-06,2.179460389939436e-09
1991,2.6716559204942314e-06,4.10302547493302e-09
1992,2.8249482966202777e-06,1.65298330578878e-09
1993,2.8421673050615937e-06,1.661762283333701e-09
1994,2.792018676700536e-06,2.637463358823311e-09
1995,2.7692456114891684e-06,2.7112254663563817e-09
1996,2.6759855700220214e-06,2.6690460952494277e-09
1997,2.7690516617440153e-06,4.79489448146353e-10
1998,2.7521641641214956e-06,2.3840645013706308e-09
1999,2.7672567739500664e-06,1.3710603763428253e-09
2000,2.6883722057391424e-06,5.743440834038438e-09
2001,2.6975121727446094e-06,1.3143635069212678e-09
2002,2.80003860098077e-06,1.752488598683044e-09
2003,2.8643428322538966e-06,0.0
2004,2.9186146548454417e-06,1.3214374039449694e-09
2005,2.856277887985925e-06,9.007499190971657e-10
2006,2.887052687583491e-06,1.6471559671771274e-09
2007,3.11849021272792e-06,2.3966877371606188e-09
2008,3.158594608976273e-06,2.554463751636149e-09
2009,3.41784038937476e-06,4.291373478793048e-09
2010,3.870676209771773e-06,4.2514138876015295e-09
2011,3.857240699289832e-06,7.647943611743813e-09
2012,4.562719823297812e-06,8.170206733382201e-09
2013,4.952649305778323e-06,6.414987652192394e-09
2014,5.433102160168346e-06,7.362513709807672e-09
2015,5.042930752097163e-06,6.64972610309178e-09
2016,5.262860668153735e-06,6.628288140575478e-09
2017,4.765322501043556e-06,5.7859059765519305e-09
2018,5.0787775762728415e-06,7.744399788123246e-09
2019,5.122383299749345e-06,5.612172948588068e-09
