year,petit_ADJ ange_NOUN,petit_ADJ change_NOUN
1889,1.597609839976144e-07,1.8795409673089125e-09
1890,1.4288563027209378e-07,0.0
1891,2.116241102356753e-07,0.0
1892,1.5859336710555283e-07,6.268512375839919e-10
1893,1.4780199891761825e-07,6.158416554491453e-10
1894,1.6131940983044046e-07,6.301539290376468e-10
1895,1.5768769379143066e-07,0.0
1896,2.3706056939687414e-07,4.717623069971921e-09
1897,1.8703751192283846e-07,1.1653427112179315e-09
1898,1.6126311563890994e-07,3.960848538042683e-09
1899,1.4924461311238701e-07,5.527578395003729e-10
1900,1.6455638718326782e-07,1.038210628578895e-09
1901,1.8331064055576718e-07,5.588738916095792e-10
1902,1.3012251837141164e-07,3.4371986368242347e-09
1903,2.5273032155936903e-07,4.860198021816586e-09
1904,1.5962637256450307e-07,1.0749250378694342e-09
1905,1.5172631578908025e-07,3.096455536422127e-09
1906,1.2757577250166463e-07,5.144184522798412e-10
1907,1.4091390521109304e-07,1.5428530120153994e-09
1908,1.6993405882459456e-07,6.875944702500192e-09
1909,1.58978426645362e-07,2.750491723269022e-09
1910,1.4963622130270693e-07,5.344150677544235e-10
1911,1.2928509574017255e-07,4.25629931299909e-09
1912,1.870182221308525e-07,0.0
1913,1.6121088863840782e-07,0.0
1914,1.928662167749451e-07,1.3393487430235496e-09
1915,1.1073916539316997e-07,0.0
1916,1.296520533156098e-07,5.493730803607377e-09
1917,1.1295417157164422e-07,2.1932848870420685e-09
1918,1.2979605212848355e-07,0.0
1919,9.11577006657005e-08,0.0
1920,1.2115570902082595e-07,3.786115865267448e-09
1921,1.1813486056055922e-07,1.5145494858259667e-09
1922,1.5419885435186131e-07,0.0
1923,1.9745663060177776e-07,0.0
1924,1.804827485241134e-07,2.578324886925998e-09
1925,2.144644690726949e-07,0.0
1926,1.3598288250982193e-07,0.0
1927,1.7281298814175727e-07,0.0
1928,1.7481843550548604e-07,1.1426041224282812e-09
1929,1.2588659537016156e-07,2.2280812750352652e-09
1930,1.3654684960506813e-07,0.0
1931,1.3686428435022435e-07,0.0
1932,1.304184880090986e-07,0.0
1933,1.0094182623099357e-07,0.0
1934,1.329955416906614e-07,1.1981580172459871e-09
1935,1.304542944779996e-07,1.196828414151696e-09
1936,8.244805771440156e-08,1.2124714565686645e-09
1937,1.1961562484952282e-07,0.0
1938,1.4132083903106718e-07,0.0
1939,1.2235240376412548e-07,0.0
1940,1.5214697723919812e-07,5.0715658339584024e-09
1941,1.1215709738721102e-07,0.0
1942,1.0012899087641358e-07,3.034211770724937e-09
1943,1.422585296229073e-07,0.0
1944,1.7029886656416693e-07,9.639558484764166e-09
1945,1.764588262176403e-07,0.0
1946,1.406031469031177e-07,0.0
1947,2.2292028312165257e-07,2.3841741914054637e-09
1948,1.848220911870868e-07,0.0
1949,1.4332832554142527e-07,5.890204768377316e-09
1950,1.7867406687521736e-07,2.1270722960764488e-09
1951,2.0469890960050918e-07,0.0
1952,1.739892636631879e-07,3.163441175679793e-09
1953,1.508335765176838e-07,3.232148326759443e-09
1954,1.4072451870461578e-07,9.772536113672459e-10
1955,1.0511880565999832e-07,1.8771215692936494e-09
1956,2.0756316709835687e-07,0.0
1957,1.2015651340568922e-07,2.6505113659425206e-09
1958,1.273925508415985e-07,0.0
1959,1.6819123249689483e-07,1.5501495642666896e-09
1960,1.910149990402843e-07,3.460416619915918e-09
1961,1.4938542969300528e-07,0.0
1962,1.439624080501467e-07,0.0
1963,1.5777170370157023e-07,1.2932106496776896e-09
1964,1.7947706010268405e-07,4.258777774879263e-09
1965,1.2695140672036587e-07,0.0
1966,1.6783395950792368e-07,1.6617224263271169e-09
1967,1.7256173856505796e-07,2.9582012395223956e-09
1968,1.1857337856024941e-07,1.7965663401398047e-09
1969,9.628526814742244e-08,0.0
1970,1.1404838115569582e-07,2.2993625059530842e-09
1971,1.7265014906620024e-07,1.541519245584766e-09
1972,1.277406560529215e-07,1.5390440033513642e-09
1973,1.1191803628296526e-07,1.102640756478479e-09
1974,7.763288867312923e-08,3.3753431161187564e-09
1975,8.45299052976145e-08,5.711480177694739e-10
1976,9.712995874266994e-08,4.570821499072508e-09
1977,1.1577260095041453e-07,1.1753563677885381e-09
1978,1.1821776568776698e-07,1.7821774056514528e-09
1979,1.3108420116036967e-07,3.5111840102075575e-09
1980,9.892162344815603e-08,1.7055452605774235e-09
1981,1.157575550969625e-07,3.1627747087981106e-09
1982,7.883528008179042e-08,2.483000915987077e-09
1983,7.76783868339237e-08,1.2630632095778083e-09
1984,1.0612185868952295e-07,3.479405208395292e-09
1985,1.0707693642864058e-07,2.4062232206745193e-09
1986,1.0190625499006956e-07,5.9944854635674005e-09
1987,1.0082847734516065e-07,4.888653482026939e-09
1988,8.155313202529157e-08,0.0
1989,9.659095123737416e-08,6.585746614717891e-09
1990,9.317192928293139e-08,4.903786043897185e-09
1991,1.3071067095360434e-07,5.275318626374315e-09
1992,2.115818527048674e-07,2.754972139307199e-09
1993,1.5565172262199667e-07,2.769603768548734e-09
1994,1.4558797467589812e-07,4.219941229788304e-09
1995,1.1007574896026995e-07,1.626735190995987e-09
1996,1.2758039802385213e-07,2.6690460952494277e-09
1997,1.5199815350808166e-07,1.438468344439059e-09
1998,1.668845217572823e-07,9.536258449571733e-10
1999,1.3802007359231538e-07,3.199140841125825e-09
2000,1.3033193102529594e-07,3.092622158362701e-09
2001,1.2661701920269053e-07,2.6287270138425356e-09
2002,1.564096017148131e-07,7.009954394732176e-09
2003,1.1500707330913684e-07,6.250384321226932e-09
2004,1.2597703274996874e-07,3.0833537945085254e-09
2005,1.1844861136367513e-07,2.251874686720612e-09
2006,1.7253958173313322e-07,4.941468012553685e-09
2007,2.2409029543091208e-07,1.5977917877663117e-09
2008,3.508130381746355e-07,5.960415355721338e-09
2009,2.4079372140661803e-07,6.198650481792356e-09
2010,3.4625401479360107e-07,6.140930874920514e-09
2011,3.823972054561864e-07,2.6767803529281764e-09
2012,4.527656058961327e-07,3.744677928851914e-09
2013,5.787434593784724e-07,5.578249973048344e-09
2014,4.686023360456204e-07,4.547434762081082e-09
2015,6.736172792898287e-07,4.211493292993751e-09
2016,6.912061980557382e-07,6.62828825159778e-09
2017,5.868921184593034e-07,2.7671725466582586e-09
2018,8.134201658904772e-07,3.3559066081600974e-09
2019,6.739709519365533e-07,6.122370777017494e-09
