year,seraient_VERB aux_ADP,seraient_VERB chauds_ADJ
1879,3.29903571127943e-08,3.665595160740054e-09
1880,4.428314070992201e-08,6.417846254436199e-10
1881,6.205532088188193e-08,1.3945015142624584e-09
1882,6.455723422504889e-08,0.0
1883,4.802697617378726e-08,2.5277355764075082e-09
1884,3.1688145440966764e-08,6.601696966868076e-10
1885,4.640857653726016e-08,0.0
1886,2.8395241713496944e-08,0.0
1887,3.7867764035581786e-08,0.0
1888,5.199304098368884e-08,0.0
1889,3.132568338060082e-08,0.0
1890,3.2771932723107966e-08,0.0
1891,4.079500826037474e-08,0.0
1892,3.322311670217459e-08,1.2537024751679837e-09
1893,6.404753349897874e-08,0.0
1894,4.663139208105349e-08,1.2603078580752936e-09
1895,4.634333095054899e-08,0.0
1896,5.248355705589347e-08,5.89702897624278e-10
1897,3.437761009195128e-08,0.0
1898,3.168678830434146e-08,0.0
1899,2.9296165493519766e-08,0.0
1900,3.322274011452464e-08,1.5573159428683425e-09
1901,3.7444550571308355e-08,0.0
1902,2.6024505217492333e-08,0.0
1903,4.1581696308412575e-08,0.0
1904,4.568431322127253e-08,1.6123875568041512e-09
1905,2.7352022868853965e-08,0.0
1906,2.1605574218597212e-08,0.0
1907,3.445705232252294e-08,0.0
1908,4.469363901193901e-08,4.911389073214423e-10
1909,3.300590023513905e-08,0.0
1910,5.076943310200477e-08,5.344150677544235e-10
1911,4.256299490634774e-08,0.0
1912,2.7609932118366487e-08,0.0
1913,4.295421618394357e-08,0.0
1914,3.147469485043075e-08,0.0
1915,8.010918151057922e-08,0.0
1916,2.197492321442951e-08,0.0
1917,4.8252267959014716e-08,0.0
1918,4.5945505178224266e-08,0.0
1919,5.800944435918609e-08,0.0
1920,4.619061400035207e-08,0.0
1921,2.196096815509918e-08,0.0
1922,4.426761179843197e-08,0.0
1923,3.715581797791856e-08,0.0
1924,2.4494086758863887e-08,0.0
1925,3.079489729884699e-08,1.0998177923937646e-09
1926,2.6750733184144337e-08,6.687683296036084e-09
1927,2.6758140592164636e-08,2.2298449753321847e-09
1928,2.0566874425753667e-08,0.0
1929,3.342121956961819e-08,0.0
1930,1.8906487042613662e-08,0.0
1931,4.334035708097872e-08,3.4216069977333063e-09
1932,4.164623845781534e-08,1.0959536611565568e-09
1933,3.4411986149507356e-08,0.0
1934,3.1152108448395666e-08,0.0
1935,3.231436807027421e-08,0.0
1936,2.182448710641438e-08,0.0
1937,4.280980192561401e-08,0.0
1938,4.537825049055755e-08,0.0
1939,2.9058696782158222e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,4.064529335323641e-08,0.0
1944,3.534504600111177e-08,0.0
1945,3.267756198965799e-08,0.0
1946,3.6194869323935563e-08,0.0
1947,2.9802176726434482e-08,0.0
1948,3.261566305923225e-08,0.0
1949,3.043272656100271e-08,0.0
1950,2.0207187034770868e-08,0.0
1951,2.3455083209000804e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,2.5857186614075545e-08,0.0
1954,4.9839933069506515e-08,0.0
1955,2.3464020060259827e-08,0.0
1956,1.3953826538681824e-08,0.0
1957,2.9155623693100097e-08,0.0
1958,3.3088973339090444e-08,0.0
1959,1.4726420971555854e-08,0.0
1960,2.7683332959327345e-08,0.0
1961,2.431855783413539e-08,6.948159270159238e-10
1962,3.4880759613997725e-08,6.341956404476434e-10
1963,2.9743844720542256e-08,1.2932106496776896e-09
1964,2.1902286206909594e-08,2.4335873316516654e-09
1965,2.0793764932136583e-08,0.0
1966,2.658755882123387e-08,0.0
1967,2.267954357648705e-08,0.0
1968,2.4253646202510026e-08,0.0
1969,3.633406109315729e-08,0.0
1970,3.49503110896876e-08,0.0
1971,2.928886644326667e-08,0.0
1972,2.8215808356435446e-08,1.0260293725750103e-09
1973,2.866866033457427e-08,1.102640756478479e-09
1974,2.2502286256553816e-08,0.0
1975,3.826691852282238e-08,0.0
1976,3.028169359708954e-08,1.142705374768127e-09
1977,2.3507126911681553e-08,0.0
1978,3.683166482915112e-08,5.940591352171509e-10
1979,1.6970723493159312e-08,0.0
1980,1.8760998088396263e-08,5.685150683554241e-10
1981,2.4037088763861902e-08,6.325549528618524e-10
1982,1.4898005495922462e-08,0.0
1983,3.410270821291306e-08,0.0
1984,1.9136727757995686e-08,5.799008495621649e-10
1985,2.1656008541981464e-08,1.2031116103372597e-09
1986,2.2179596825822046e-08,0.0
1987,1.8943532964499354e-08,0.0
1988,2.878345739532051e-08,0.0
1989,3.457516939420202e-08,0.0
1990,2.179460345530515e-08,5.44865097484859e-10
1991,2.4032006606944378e-08,0.0
1992,2.1488782309120324e-08,0.0
1993,2.1048988330107932e-08,0.0
1994,2.479215588380157e-08,0.0
1995,3.3619194539369346e-08,1.0844901643380922e-09
1996,2.882569738460461e-08,0.0
1997,2.2536003285722472e-08,4.79489448146353e-10
1998,2.3363833534517653e-08,0.0
1999,2.559312584082818e-08,4.570201161957499e-10
2000,2.8275401575683645e-08,0.0
2001,2.6287271026603776e-08,0.0
2002,2.6725450297249154e-08,4.38122149670761e-10
2003,3.2918691772465536e-08,4.1669229178253886e-10
2004,2.334539317416784e-08,0.0
2005,2.1617998058331978e-08,0.0
2006,2.8825230202755847e-08,0.0
2007,2.75619083112133e-08,0.0
2008,2.3841662866175284e-08,0.0
2009,2.0026408975581944e-08,4.76819250749827e-10
2010,2.8342757474320024e-08,9.447586046817946e-10
2011,2.370862617340208e-08,7.64794394481072e-10
2012,2.655317032917992e-08,0.0
2013,3.3190588055731496e-08,5.578250084070646e-10
2014,3.659602398897732e-08,2.3819897165822113e-09
2015,2.5933932334964993e-08,1.10828768384863e-09
2016,3.5212782023563705e-08,0.0
2017,2.968421419780043e-08,1.2578056374223934e-09
2018,3.020316086121966e-08,1.5488800242380307e-09
2019,3.698932360407525e-08,2.55098775436835e-10
