year,fût_VERB au_ADP,fût_VERB chaud_ADJ
1942,2.912843228841666e-07,0.0
1943,4.093561756235431e-07,8.709705845433291e-09
1944,4.7233837108251464e-07,6.4263723231761105e-09
1945,4.2698678726083017e-07,4.357008087652048e-09
1946,4.092804601896205e-07,2.7842208538686464e-09
1947,4.4584058400687354e-07,8.344609447874518e-09
1948,3.859520063542732e-07,2.174377566888097e-09
1949,3.2003447358874837e-07,3.9268033269479474e-09
1950,3.1055256499712414e-07,4.2541445921528975e-09
1951,4.296544773296773e-07,4.264560704569931e-09
1952,3.384882063528494e-07,1.0544803918932644e-09
1953,3.5338155157660367e-07,4.3095309543161875e-09
1954,3.615838295445428e-07,1.4658803948464083e-08
1955,3.144178606362402e-07,3.754243138587299e-09
1956,3.0175149845490523e-07,8.72114158667614e-10
1957,2.8890573844364553e-07,6.184526224473075e-09
1958,3.07727447079742e-07,5.790570245522986e-09
1959,2.906530482960079e-07,6.200598257066758e-09
1960,3.169741660258296e-07,1.3841666701708277e-09
1961,3.1475161677008145e-07,2.779263708063695e-09
1962,3.1646362685933127e-07,5.7077609305622445e-09
1963,3.233026575344411e-07,5.819448034571906e-09
1964,3.32793064217185e-07,4.867174663303331e-09
1965,3.184729280292231e-07,3.2832261354087677e-09
1966,2.697529453143943e-07,1.1078149508847446e-09
1967,3.3575585689504805e-07,2.9582012395223956e-09
1968,3.458390267496725e-07,4.940557296606585e-09
1969,2.8749326475008274e-07,3.6334062425424918e-09
1970,2.6534644348430447e-07,9.197450023812337e-10
1971,2.2352028850036731e-07,2.569198631618974e-09
1972,2.631765312344214e-07,1.0260293725750103e-09
1973,2.4423493982794753e-07,1.6539611902288698e-09
1974,1.8058085515804123e-07,0.0
1975,1.9647491455998534e-07,2.8557400888473694e-09
1976,1.9083179836343334e-07,1.142705374768127e-09
1977,1.868816639216675e-07,2.3507127355770763e-09
1978,2.1920781989592797e-07,5.940591352171509e-10
1979,2.0891545204904105e-07,5.851973350345929e-10
1980,1.9556918573471194e-07,1.7055452605774235e-09
1981,1.7964561038752436e-07,6.325549528618524e-10
1982,1.9739857748390932e-07,1.2415004579935385e-09
1983,1.9703786335867335e-07,6.315316047889041e-10
1984,1.9948589624618762e-07,1.739702604197646e-09
1985,1.6482628950598155e-07,1.2031116103372597e-09
1986,2.008152648613759e-07,1.1988970927134801e-09
1987,1.9126856898310507e-07,2.4443267410134695e-09
1988,1.960873134976282e-07,1.1993107618124554e-09
1989,1.6299722460644261e-07,2.1952488715726304e-09
1990,1.7871575153094454e-07,1.089730194969718e-09
1991,1.6529331503534195e-07,1.1722930404189924e-09
1992,1.9339904611115344e-07,3.856960972825618e-09
1993,1.6229877530804515e-07,1.1078414852150331e-09
1994,1.6985264039703907e-07,0.0
1995,1.6592699125794752e-07,2.1689803286761844e-09
1996,1.633456179206405e-07,1.6014276571496566e-09
1997,1.5919049189960788e-07,4.79489448146353e-10
1998,1.5877870396252547e-07,2.86087753487152e-09
1999,1.6041406070144149e-07,9.140402323914998e-10
2000,1.497712673881324e-07,3.092622158362701e-09
2001,1.5903798100680433e-07,0.0
2002,1.6122895374337531e-07,4.38122149670761e-10
2003,1.625099912416772e-07,1.6667691671301554e-09
2004,1.3522709707558533e-07,1.3214374039449694e-09
2005,1.463718604099995e-07,4.5037495954858286e-10
2006,1.758339038815393e-07,0.0
2007,1.5618414295204275e-07,0.0
2008,1.7838672761172347e-07,1.2772318758180745e-09
2009,1.630721868650653e-07,1.907277002999308e-09
2010,1.8942409951705486e-07,3.3066551718974324e-09
2011,2.0037613523982145e-07,3.059177577924288e-09
2012,2.8834020326939935e-07,2.382976926895708e-09
2013,2.886744425723009e-07,6.136075203500013e-09
2014,3.1810390055397875e-07,5.630157673408576e-09
2015,3.7969937238813145e-07,5.54143841924315e-09
2016,3.8278363945210003e-07,5.59261792432153e-09
2017,2.052738778957064e-07,5.534344982294215e-09
2018,3.1158302249423286e-07,7.486253394972664e-09
2019,3.2601624866401835e-07,5.3570743396846865e-09
