year,fût_VERB au_ADP,fût_VERB chaud_ADJ
1800,8.049061079873354e-07,3.144164484325529e-09
1801,7.738843237348192e-07,2.6193008650921e-08
1802,6.556871312568546e-07,8.951360541686881e-09
1803,7.41128928893886e-07,0.0
1804,8.255981924776279e-07,9.887403784603066e-09
1805,7.363053100561956e-07,1.1371510844071508e-08
1806,8.011040222299926e-07,3.458002950651462e-08
1807,8.910969313546957e-07,2.8469551160981155e-09
1808,7.047490271361312e-07,2.2660739951163578e-09
1809,8.155100204021437e-07,0.0
1810,7.441603315783141e-07,0.0
1811,8.198140903914464e-07,0.0
1812,5.254400434751005e-07,0.0
1813,8.886041769073927e-07,0.0
1814,6.482155185949523e-07,1.5733386149463513e-08
1815,7.39039251129725e-07,5.394447111228828e-09
1816,1.008157710202795e-06,6.257530316133852e-08
1817,9.138846621681296e-07,0.0
1818,1.0097237463924102e-06,1.4305412854298538e-08
1819,9.08822187284386e-07,0.0
1820,9.49318518905784e-07,4.746592452420373e-09
1821,8.658386718707334e-07,0.0
1822,8.481671329718665e-07,0.0
1823,1.1948168321396224e-06,1.680056804787e-08
1824,1.1082183846156113e-06,1.9368560089105813e-08
1825,1.2098678325855872e-06,2.201360693732113e-08
1826,1.0411037010271684e-06,7.0463874735082754e-09
1827,1.2166800615887041e-06,0.0
1828,9.447470006307412e-07,2.7516904310687096e-09
1829,9.970603969122749e-07,8.57317605795771e-10
1830,9.194852168548096e-07,8.349468672008697e-09
1831,7.951514930937265e-07,3.1182412207897414e-09
1832,8.618590641162882e-07,0.0
1833,7.309269562938425e-07,3.8225973497674204e-08
1834,6.954225568733818e-07,2.42697808516823e-08
1835,9.12108419015567e-07,1.285724948729694e-08
1836,8.878110975274467e-07,1.2769425516978572e-08
1837,8.989595130515227e-07,1.530736071231331e-08
1838,9.020079119181901e-07,1.3255539776935166e-08
1839,7.410963576148788e-07,1.11863602825224e-08
1840,9.656448582973098e-07,8.917564464638872e-09
1841,8.526488386451092e-07,3.2102742686390684e-09
1842,7.607172847201582e-07,5.366612043644636e-09
1843,8.80129732649948e-07,1.063243981747064e-08
1844,7.969391049300611e-07,4.9397050894128824e-09
1845,7.499826324419701e-07,1.674068350610014e-08
1846,7.967976216605166e-07,6.439951683034906e-09
1847,7.092089049365313e-07,1.1865092020002521e-08
1848,6.661443308075832e-07,4.82713291560799e-09
1849,6.661634870397393e-07,0.0
1850,7.753033628432604e-07,2.0366988096043315e-09
1851,7.339461376432155e-07,3.2247193804124663e-09
1852,6.451950298469455e-07,8.463708844885787e-09
1853,7.405195674436982e-07,2.388772735173461e-09
1854,6.905037821525184e-07,6.754363734984281e-09
1855,6.692047804790491e-07,1.0613874223963649e-09
1856,7.631176686118124e-07,2.0708756931497874e-09
1857,8.669559861118614e-07,7.810414537345878e-09
1858,8.147970333993726e-07,1.468102794888182e-08
1859,7.678997349103156e-07,3.5645213447565993e-09
1860,8.765306915847759e-07,0.0
1861,8.017138384275313e-07,1.8863854922557266e-09
1862,7.346245638473192e-07,1.3553959066214816e-09
1863,8.161210303114785e-07,3.995696662428827e-09
1864,6.794129490117484e-07,3.3563094525845827e-09
1865,7.465055205102544e-07,1.4120533631256649e-09
1866,7.541700028923515e-07,6.811858188626729e-09
1867,7.036576903374225e-07,6.308654931785895e-09
1868,6.046406042514718e-07,1.2349684830326169e-08
1869,6.456012329181249e-07,5.371870948067681e-09
1870,6.548283977281244e-07,4.013834153937523e-09
1871,5.469906341204478e-07,1.0621177271019633e-09
1872,6.573457653757941e-07,1.0280476914203973e-08
1873,6.500800964204245e-07,4.190203295451056e-09
1874,6.870800461911131e-07,5.974609140757536e-10
1875,6.225021706995904e-07,1.1443054281912168e-09
1876,6.039968525328732e-07,6.04601479992084e-10
1877,5.547780119741219e-07,8.040260901509555e-09
1878,5.604274520010222e-07,2.4156354694326865e-09
1879,5.993248350932845e-07,4.887460214320072e-09
1880,5.84665770020365e-07,6.417846254436199e-09
1881,4.6088274530120543e-07,2.091752326904839e-09
1882,5.550591026803886e-07,2.6621540527571597e-09
1883,5.352480343390198e-07,5.687405213450347e-09
1884,6.509273475785449e-07,5.941527270181268e-09
1885,4.776215973834042e-07,5.80107206715752e-09
1886,5.730676093662623e-07,3.2267319927115068e-09
1887,4.942396003571048e-07,2.6115698492645834e-09
1888,5.338797564036213e-07,1.9021844099853524e-09
1889,4.692587367571832e-07,3.759081934617825e-09
1890,4.765038852383441e-07,0.0
1891,4.557567194751755e-07,2.5496880162734215e-09
1892,4.124681254324969e-07,1.8805537127519756e-09
1893,5.173070007913338e-07,1.2316833108982905e-09
1894,4.7324559204753314e-07,4.411077725308132e-09
1895,5.958428346275468e-07,4.814891596538473e-09
1896,4.747108448555082e-07,2.358811590497112e-09
1897,4.533183073363034e-07,1.1653427112179315e-09
1898,4.3342998878870276e-07,6.7900258748920805e-09
1899,4.5713073859587894e-07,3.3165470370022376e-09
1900,4.147651395669527e-07,2.595526460424935e-09
1901,4.107723157176224e-07,3.353243460679778e-09
1902,4.0558944647273165e-07,9.820567692386817e-10
1903,3.6613494103221456e-07,5.400220270956879e-10
1904,4.278201686247485e-07,5.374625189347171e-10
1905,3.911855230853689e-07,0.0
1906,4.4497195972326153e-07,2.572092316910357e-09
1907,3.944560944546538e-07,1.5428529565042481e-09
1908,4.0960983938020945e-07,9.331639461152008e-09
1909,4.829863655686495e-07,2.7504918342913243e-09
1910,3.9119183270486246e-07,7.481810726517324e-09
1911,3.405039592507819e-07,5.3203743632934675e-09
1912,4.157118098646606e-07,6.251305251225858e-09
1913,4.104514061964437e-07,2.121195885607108e-09
1914,3.8841113791932e-07,2.0090231700464756e-09
1915,4.0290206015924923e-07,2.3561523843085297e-09
1916,4.4718970571011596e-07,8.789969641043172e-09
1917,3.761483640118968e-07,1.7546279096336548e-08
1918,3.618208666011924e-07,3.44591288836682e-09
1919,4.751249775836186e-07,7.366278698128781e-09
1920,3.8391215184674365e-07,3.028892692213958e-09
1921,4.142292766573519e-07,0.0
1922,4.5374304136203136e-07,2.2133805899215986e-09
1923,3.704965934048232e-07,1.2739137744688378e-08
1924,4.215561091314157e-07,0.0
1925,3.9813403418520465e-07,5.499089184013428e-09
1926,4.068340615503985e-07,3.343841648018042e-09
1927,4.481988469251519e-07,5.574612327308159e-09
1928,3.6677593584499846e-07,3.4278122562625413e-09
1929,4.244494959948497e-07,4.4561625500705304e-09
1930,4.0753982943897427e-07,3.1510811737689437e-09
1931,3.501444609810278e-07,6.843213995466613e-09
1932,4.1207857748304377e-07,2.1919073223131136e-09
1933,4.0262023048853735e-07,2.2941324395731044e-09
1934,3.55852932898415e-07,1.1981580172459871e-09
1935,3.8657557865917624e-07,0.0
1936,3.1524257337878225e-07,4.849885826274658e-09
1937,3.0344594392772706e-07,2.5182236296217297e-09
1938,3.5135730058755144e-07,0.0
1939,3.288220966624067e-07,1.2235240376412548e-08
1940,3.0682971896567324e-07,0.0
1941,2.8924725370416127e-07,2.9515025978810172e-09
