year,était_VERB au_ADP,était_VERB chaud_ADJ,etait_VERB au_ADP
1888,7.849681423977017e-06,8.623236169569282e-08,1.0144983297877275e-08
1889,7.586454103147844e-06,7.580815264418561e-08,8.14467782106476e-09
1890,7.314695267268689e-06,7.406456603575862e-08,9.83157938394541e-09
1891,7.239201750053326e-06,8.477712754029199e-08,8.92390783491237e-09
1892,7.515319339290727e-06,7.647584965297938e-08,1.567128071755519e-08
1893,7.736818588455208e-06,6.527921669885473e-08,1.046930819814662e-08
1894,7.505763278459199e-06,6.742646974089439e-08,1.07126170156846e-08
1895,7.680353519390337e-06,6.801034402315054e-08,9.027921521465032e-09
1896,7.210297553683631e-06,8.255840810988957e-08,9.435246584033052e-09
1897,7.077709142322419e-06,8.099132031702538e-08,9.322741911788057e-09
1898,6.979580575716682e-06,8.204614942997068e-08,6.7900258748920805e-09
1899,7.390372502413811e-06,6.688370035590196e-08,1.2713430308508578e-08
1900,7.004287908785045e-06,7.371295396296773e-08,6.7483690857628176e-09
1901,6.6584234446054325e-06,7.32124831870351e-08,1.676621691482083e-08
1902,5.914436769671738e-06,5.254003809795904e-08,1.2275709337927765e-08
1903,6.845859388704412e-06,8.478345847606761e-08,6.48026410310365e-09
1904,6.594127626158297e-06,4.568431322127253e-08,1.0211787859759625e-08
1905,6.734790531481849e-06,6.089695858690902e-08,5.1607592088664944e-09
1906,6.540830781887053e-06,7.356183573392627e-08,8.745113522223846e-09
1907,6.473811026808107e-06,4.731415970127273e-08,9.771402076363955e-09
1908,6.722218131471891e-06,6.72860309691714e-08,1.080505551698252e-08
1909,7.04235935700126e-06,8.03143578309573e-08,1.1001967337165297e-08
1910,6.762488283129642e-06,7.1077202790093e-08,1.1222716089775986e-08
1911,6.63450646243291e-06,4.8947441655400326e-08,5.852411666396051e-09
1912,6.497711183328647e-06,6.251305251225858e-08,9.897900277167082e-09
1913,6.532222869282123e-06,4.719660751106858e-08,1.0605979317013237e-08
1914,6.329762072709855e-06,7.634287868540923e-08,1.1384464482233625e-08
1915,6.67380163577036e-06,5.0657277483878715e-08,8.246533234057551e-09
1916,6.469417712651193e-06,5.6036057571873243e-08,1.538244731591476e-08
1917,6.971356015128549e-06,8.77313937053259e-08,2.522277586791688e-08
1918,6.658652182522928e-06,5.972916028440522e-08,1.4932289182922887e-08
1919,6.471275810326915e-06,9.668240608107226e-08,1.7494911408455494e-08
1920,6.426553227356635e-06,5.073395215049459e-08,9.086678076641874e-09
1921,6.256604137888644e-06,6.058198209757393e-08,1.4388219726768625e-08
1922,6.5552958403714e-06,1.1730917748309366e-07,3.6889677978990676e-09
1923,6.506514637294458e-06,8.598917844437892e-08,1.1677542488541803e-08
1924,6.5283184085274115e-06,9.153053071031536e-08,6.445812328337297e-09
1925,6.545015821757261e-06,7.6987248576188e-08,1.5397448649423495e-08
1926,6.522720013890648e-06,7.244990030130793e-08,4.458455382660986e-09
1927,7.399740752589423e-06,1.1818178080602593e-07,1.2264147031260109e-08
1928,6.331169515760848e-06,1.0054916543822401e-07,9.140832757381645e-09
1929,6.744402071490185e-06,9.35794162160164e-08,8.912325100141061e-09
1930,6.378838406817522e-06,8.087774716614149e-08,8.402883056035648e-09
1931,5.80418600293342e-06,8.325910272333203e-08,9.124285327288817e-09
1932,6.434343958972022e-06,1.0301964437076094e-07,1.2055489939655217e-08
1933,6.3318057073047385e-06,9.635355979753513e-08,8.02946376055047e-09
1934,6.121389105828712e-06,9.585264137967897e-08,8.38710612072191e-09
1935,6.011669029248878e-06,1.1848601388919633e-07,2.5133395809007197e-08
1936,5.7058905440499075e-06,1.0790996185505719e-07,9.699771208460106e-09
1937,5.833464911120245e-06,9.191516170403702e-08,1.8886676889096066e-08
1938,5.831753242091509e-06,8.557041297763135e-08,1.6854778905894818e-08
1939,5.845386112923734e-06,7.341144225847529e-08,4.588215141154706e-09
1940,5.715654879168142e-06,7.353770570261986e-08,1.5214697057785997e-08
1941,5.89119918004144e-06,7.67390702094417e-08,1.1806010391524069e-08
1942,5.816583779960638e-06,9.406056733496371e-08,3.034211770724937e-09
1943,6.439375738409581e-06,1.0451646659248581e-07,1.1612940831184915e-08
1944,6.378174475685228e-06,1.124615138792251e-07,6.4263723231761105e-09
1945,6.947249403310707e-06,9.367567344042982e-08,1.5249527862692958e-08
1946,6.4287660279660486e-06,1.3364260098569503e-07,1.6705325123211878e-08
1947,6.447999112424441e-06,1.1563244584067434e-07,1.5497132688224724e-08
1948,6.043682333256584e-06,1.2176514019301976e-07,6.523132700664291e-09
1949,5.714480721508153e-06,7.657266820615405e-08,1.178041031391075e-08
1950,5.570802386500873e-06,1.0954422435816014e-07,7.444752814222966e-09
1951,6.181480785016902e-06,8.422507136174318e-08,1.1727541826545007e-08
1952,5.971522568870569e-06,1.1599284022167922e-07,1.7926167217297007e-08
1953,5.659491307596909e-06,7.757155628951296e-08,1.1851209791302608e-08
1954,5.821499598823721e-06,1.202021877588777e-07,1.9545072227344917e-09
1955,5.620102001557825e-06,1.023031259705931e-07,1.595553333899602e-08
1956,5.547517957893433e-06,8.197873313520176e-08,1.2209597777257386e-08
1957,5.730405518988846e-06,8.835037590415595e-08,5.301022731885041e-09
1958,5.782298103440553e-06,1.0257581806172311e-07,9.099467679352102e-09
1959,5.360417162592057e-06,7.983270222666761e-08,6.200598368089061e-09
1960,5.657089332089527e-06,7.612916874677467e-08,7.612916630428401e-09
1961,5.694016635970911e-06,9.032606840264634e-08,2.153929390402709e-08
1962,6.0546658460225444e-06,1.1098423868816099e-07,1.4586500007851555e-08
1963,5.657796464220155e-06,8.147227248400668e-08,1.0345685197421517e-08
1964,5.756042355642421e-06,9.186792482296369e-08,7.30076216148845e-09
1965,5.773552857135655e-06,9.028871517102743e-08,1.4227312661319047e-08
1966,5.870311269973172e-06,9.582599602708797e-08,5.539074754423723e-09
1967,5.805470209452324e-06,9.466243966471666e-08,1.627010748350699e-08
1968,6.161324108688859e-06,8.713346488775642e-08,1.392338955241712e-08
1969,5.56819486519089e-06,5.8588675244664046e-08,9.083515689622956e-09
1970,5.26278108736733e-06,6.484201975354154e-08,1.057706744411746e-08
1971,5.28073087480152e-06,8.375587867703871e-08,1.3873673321285196e-08
1972,5.181448159419233e-06,6.617889170001945e-08,1.179933784012377e-08
1973,5.236440756561933e-06,7.994145789780305e-08,1.3783009178425232e-08
1974,4.93868947160081e-06,7.538265833773039e-08,1.2938814686336286e-08
1975,4.755949703394435e-06,6.568202337575713e-08,1.5420996479775795e-08
1976,5.02333296026336e-06,5.942067815567498e-08,1.0284348428424295e-08
1977,5.040515588916605e-06,6.405691976851813e-08,8.22749424145286e-09
1978,5.319799583958229e-06,6.178215272711896e-08,1.5445537515645924e-08
1979,5.09121673530899e-06,7.080888053678791e-08,1.4629933375864823e-08
1980,5.104128376842709e-06,8.357171310535705e-08,1.1938816268930452e-08
1981,5.16860654897755e-06,6.072527725109467e-08,1.1385989540091401e-08
1982,5.434668310044799e-06,8.193902800712749e-08,1.738100596782033e-08
1983,5.249922196526313e-06,8.14675757965233e-08,8.209910973278056e-09
1984,5.306092589307809e-06,1.0090274571439295e-07,9.278413815039244e-09
1985,5.443478585220873e-06,8.542092189145478e-08,9.624893104742682e-09
1986,5.475363195728278e-06,9.291452585102888e-08,2.997242765090391e-08
1987,5.401961971074343e-06,7.882953667603942e-08,8.555143260480236e-09
1988,5.44906833965797e-06,8.455140942942307e-08,1.3792073927376691e-08
1989,5.399763267632807e-06,8.177302390777186e-08,1.2073868349560257e-08
1990,5.213813892623875e-06,7.90054386357042e-08,1.5801088049105516e-08
1991,5.677415174432099e-06,9.319729343815197e-08,9.378344600907695e-09
1992,5.654304914060049e-06,8.209816826365568e-08,8.264916417921597e-09
1993,5.524251719180029e-06,1.3958802469460352e-07,6.64704896680135e-09
1994,5.510715709533542e-06,8.861876921173462e-08,1.6352272202979634e-08
1995,5.680559297616128e-06,9.380839571804245e-08,8.675921092660133e-09
1996,5.557487838814268e-06,7.90037617548478e-08,8.007138063703678e-09
1997,5.609546860796399e-06,6.521056405972558e-08,1.5343662340683295e-08
1998,5.7866018323693424e-06,7.962776038539232e-08,3.0516027038629545e-08
1999,5.614035217149649e-06,6.992407719508265e-08,1.690974427148717e-08
2000,5.472615612234222e-06,6.627047355323157e-08,1.0603275923948274e-08
2001,5.626790425594663e-06,7.141375135688577e-08,9.638665865452367e-09
2002,5.887047336727846e-06,8.806254925275425e-08,7.448076710936391e-09
2003,6.123710136307636e-06,9.292238445368639e-08,7.91715359937939e-09
2004,6.100635800976306e-06,7.091713882800832e-08,7.92862434040309e-09
2005,6.102580755396048e-06,8.241861593205613e-08,1.216012357474483e-08
2006,6.370787559717428e-06,8.853463384639326e-08,1.029472451730129e-08
2007,6.924829449417302e-06,1.5618414295204275e-07,6.790614959228947e-09
2008,7.200607797130942e-06,1.5454506296919135e-07,7.2376473703172906e-09
2009,7.638167517143302e-06,1.940654357213134e-07,4.76819250749827e-09
2010,8.917576451494824e-06,2.475267422141769e-07,7.558068837454357e-09
2011,9.417295586899854e-06,3.3689192946440016e-07,3.82397197240536e-09
2012,1.1385863217583392e-05,4.2689327983680414e-07,6.127654827992046e-09
2013,1.1943870049435645e-05,5.045527018410212e-07,5.299337524355963e-09
2014,1.2907785276183859e-05,5.097458029013069e-07,3.4647122532094343e-09
2015,1.2684352441283409e-05,4.628209353541024e-07,2.881548111233201e-09
2016,1.2870063983427826e-05,4.919432399219659e-07,2.485607997204653e-09
2017,1.2344607966952026e-05,5.262658646643104e-07,1.5093667982135628e-09
2018,1.3175547792343423e-05,5.181003643883741e-07,1.0842160336199669e-08
2019,1.2619480912690051e-05,4.7626940613554325e-07,1.53059265262101e-09
