year,grand_ADJ art_NOUN,grand_ADJ char_NOUN
1901,1.1373083541599271e-06,3.968004591570207e-08
1902,9.530860882733805e-07,2.5533476499806085e-08
1903,1.0800440346514506e-06,5.6702313511181046e-08
1904,1.1614564883188905e-06,2.9022976022474722e-08
1905,1.09459703878656e-06,3.6641388589941926e-08
1906,1.014947600630478e-06,6.533114316198407e-08
1907,9.683973978269478e-07,2.6228500871194882e-08
1908,1.087381567899115e-06,3.192402875384914e-08
1909,1.1480553130382987e-06,2.585462333115629e-08
1910,1.0565386086014428e-06,3.527139458281425e-08
1911,1.0050186620702561e-06,3.085817112946643e-08
1912,1.1476354551120949e-06,4.115442625574062e-08
1913,1.133248865414771e-06,5.302989858346763e-08
1914,9.9714515400251e-07,6.094036564263661e-08
1915,6.114215636010556e-07,1.8849219074468238e-08
1916,8.932806521144698e-07,3.076489463182952e-08
1917,6.864981809684423e-07,3.509255752653928e-08
1918,9.154642155451143e-07,4.479686666059024e-08
1919,1.1841292923975288e-06,2.301962176431971e-08
1920,1.0305807904842368e-06,2.4231141093622455e-08
1921,1.14727118827318e-06,2.801916526573578e-08
1922,1.1421044234793953e-06,6.566362892312938e-08
1923,1.1061817559721021e-06,2.1231896685236507e-08
1924,1.1847403342812868e-06,3.996403541428606e-08
1925,1.050326021712067e-06,3.299453377181294e-08
1926,1.1814907026064247e-06,5.127223767775746e-08
1927,1.1528298529128733e-06,2.7873062080630007e-08
1928,1.1951639038443318e-06,2.742249805010033e-08
1929,1.0850756151370433e-06,1.7824650422326727e-08
1930,1.1574971523486965e-06,1.7856125467119455e-08
1931,9.238338876116359e-07,2.623232031595535e-08
1932,8.022380657557449e-07,3.835837791843488e-08
1933,8.47681913995757e-07,2.2941325283909464e-08
1934,8.494940484382596e-07,1.7972370258689807e-08
1935,9.407071477340878e-07,2.393656828303392e-08
1936,8.1356833270263e-07,3.152425653851765e-08
1937,7.667990864490548e-07,1.76275650742852e-08
1938,9.140475949465099e-07,2.0744343354195394e-08
1939,7.738789706834837e-07,2.7529290846928234e-08
1940,6.339457536697068e-07,3.550096039361961e-08
1941,8.765962817847139e-07,5.9030050181263505e-08
1942,1.055905647362465e-06,4.247896612241675e-08
1943,8.883899509370963e-07,3.774205858952939e-08
1944,8.900525756416755e-07,6.7476911169706e-08
1945,9.215072167556571e-07,3.0499055725385915e-08
1946,9.842220904943133e-07,2.227376683094917e-08
1947,1.040692046316849e-06,2.7418002757073623e-08
1948,1.0002137091902341e-06,1.4133454184772631e-08
1949,9.306523907071096e-07,2.4542519905246252e-08
1950,7.551106691039422e-07,1.914365022059883e-08
1951,9.040868711451822e-07,2.2388944032059044e-08
1952,7.803155028796027e-07,2.1089608281954497e-08
1953,7.918763023084807e-07,2.693456835345387e-08
1954,9.1861840090246e-07,1.7590565448699635e-08
1955,9.010183301683128e-07,2.5341140741375057e-08
1956,7.927517700068165e-07,4.6222051963695776e-08
1957,7.712987697416906e-07,1.5903067862588216e-08
1958,7.138946163109949e-07,2.812562788223616e-08
1959,7.766249074947496e-07,2.092702000577873e-08
1960,9.121658628430396e-07,2.0070416439921246e-08
1961,8.240517033186734e-07,1.1811870370692645e-08
1962,8.130388362559415e-07,1.5220695481765745e-08
1963,8.593384954735939e-07,3.103705381590771e-08
1964,8.255944905499746e-07,2.7986254869105665e-08
1965,8.74979727782943e-07,3.556828309658755e-08
1966,8.081510340929299e-07,2.1602391209185612e-08
1967,9.352846674914872e-07,1.9721342781053863e-08
1968,1.1745052308498316e-06,2.110965446888713e-08
1969,7.730072031364443e-07,2.5888018728714712e-08
1970,8.663997963509473e-07,1.7935027685211935e-08
1971,9.876000035546895e-07,2.260894960137705e-08
1972,1.0403937462655222e-06,3.745007060018679e-08
1973,6.946636901261627e-07,1.4885650267970618e-08
1974,6.328767963026394e-07,1.518904385600095e-08
1975,7.447770116186803e-07,1.1994108817248161e-08
1976,6.930508353875098e-07,2.4568166168137395e-08
1977,6.105976435577531e-07,9.990529126202574e-09
1978,6.938610885853791e-07,2.257424647211792e-08
1979,7.432006103869071e-07,4.03786155622754e-08
1980,8.067228982611141e-07,1.989802728141754e-08
1981,7.502101873058109e-07,3.1627749308427155e-08
1982,6.797215075238228e-07,2.0484758112004897e-08
1983,7.180514565163776e-07,1.5156758848000607e-08
1984,6.953011038035584e-07,8.698512410365566e-09
1985,6.996094246147777e-07,2.2257564347150094e-08
1986,7.517084883446046e-07,3.476801613278013e-08
1987,8.280156951201434e-07,1.5888123539031795e-08
1988,7.7535441800336e-07,1.679035038781862e-08
1989,7.968753461540246e-07,1.8110803523541108e-08
1990,7.58997105165804e-07,1.3621627381610324e-08
1991,7.748857164813217e-07,1.934283488935762e-08
1992,8.286956258984901e-07,8.815910668147353e-09
1993,8.657780945497962e-07,1.550978012687665e-08
1994,7.590619572894752e-07,1.4242301449307604e-08
1995,8.29634984711447e-07,1.6809597269684673e-08
1996,7.702867250714007e-07,1.1743802375008272e-08
1997,7.278649887254574e-07,2.8289877107567918e-08
1998,8.930706307808123e-07,1.3827574973923618e-08
1999,6.873582716337978e-07,2.1479944767310855e-08
2000,7.983382896981084e-07,1.590491294223284e-08
2001,7.062513187605646e-07,1.8839211413101964e-08
2002,7.009954554604292e-07,2.8916061323158715e-08
2003,8.125499402211744e-07,1.6250998602362898e-08
2004,7.254691380964573e-07,2.334539406234626e-08
2005,7.976140246057639e-07,9.007498746882447e-09
2006,7.910466379712489e-07,1.729513776638214e-08
2007,7.61347795474876e-07,1.6776813188679185e-08
2008,7.109924009540691e-07,1.7029759102893394e-08
2009,6.966329433311103e-07,1.8595950335154043e-08
2010,6.48576788719879e-07,1.2754241662804588e-08
2011,7.376442088258273e-07,1.6060682450635966e-08
2012,6.144676216734979e-07,1.565956322946427e-08
2013,6.122129718733049e-07,2.7891249809730567e-08
2014,7.472951164544384e-07,2.511916347147647e-08
2015,9.107908205407966e-07,2.8150507883073494e-08
2016,8.285359909265821e-07,3.3762841550322165e-08
2017,5.300393288720784e-07,1.4842107098900215e-08
2018,6.389130211559291e-07,2.1684320061776674e-08
2019,6.910625938161274e-07,2.3213988120662776e-08
