year,sont_VERB aux_ADP,sont_VERB chaud_ADJ
1800,2.5499173261778196e-06,0.0
1801,2.5169099444610765e-06,0.0
1802,2.2714077658747556e-06,0.0
1803,2.76558102996205e-06,0.0
1804,2.8352130811981624e-06,0.0
1805,3.033350594705553e-06,0.0
1806,2.4811170078464784e-06,0.0
1807,2.644821279318421e-06,0.0
1808,2.7034263894165633e-06,0.0
1809,2.79216169474239e-06,0.0
1810,2.2301408080238616e-06,0.0
1811,2.0332392978161806e-06,0.0
1812,2.3444761154678417e-06,0.0
1813,2.0590309759427328e-06,0.0
1814,1.8974462818732718e-06,0.0
1815,2.0121287889196537e-06,0.0
1816,2.180865294576506e-06,2.3176038865813098e-09
1817,2.0675279301940463e-06,0.0
1818,1.952688762685284e-06,0.0
1819,1.7120636357503827e-06,0.0
1820,2.1893656594329514e-06,1.1866481131050932e-09
1821,2.112330776071758e-06,0.0
1822,2.2276917661656626e-06,0.0
1823,1.717610984997009e-06,0.0
1824,2.10275175049901e-06,0.0
1825,2.3211148345581023e-06,0.0
1826,1.6788018228908186e-06,0.0
1827,1.9015234329344821e-06,9.217273055917019e-10
1828,1.8729839439401985e-06,0.0
1829,1.8389462184131844e-06,0.0
1830,1.8473199361324077e-06,0.0
1831,1.7727201111483737e-06,0.0
1832,2.02002433979942e-06,0.0
1833,1.9008734852832276e-06,0.0
1834,1.965852106877719e-06,0.0
1835,1.891528313535673e-06,0.0
1836,2.0646143639169168e-06,0.0
1837,2.0031768599437783e-06,0.0
1838,2.1013186142226914e-06,0.0
1839,1.798207449610345e-06,0.0
1840,1.8962563217428396e-06,6.369688665408546e-10
1841,2.01733632820833e-06,0.0
1842,1.858860287029529e-06,0.0
1843,1.7638036524658673e-06,0.0
1844,1.8540359860708122e-06,0.0
1845,1.7761865365173435e-06,0.0
1846,1.9565743514249334e-06,0.0
1847,1.7290675486947293e-06,0.0
1848,1.8906271179730538e-06,0.0
1849,1.8660956584426458e-06,0.0
1850,1.915175744215958e-06,0.0
1851,1.8232562979392242e-06,0.0
1852,1.8730838746705558e-06,0.0
1853,1.6697521232345025e-06,0.0
1854,1.6662495454511372e-06,0.0
1855,1.6472732795591583e-06,0.0
1856,1.666537173150573e-06,0.0
1857,1.7226846011908492e-06,0.0
1858,2.0147263057879172e-06,0.0
1859,1.8398022803012282e-06,0.0
1860,1.6999661056615878e-06,0.0
1861,1.819418798731931e-06,0.0
1862,1.8315915895072976e-06,0.0
1863,1.718649059512245e-06,0.0
1864,1.80233826085896e-06,0.0
1865,1.894975525829068e-06,0.0
1866,1.837742047428037e-06,0.0
1867,1.88871422324155e-06,0.0
1868,1.9077792785537895e-06,2.4699371437009177e-09
1869,1.6525829096281086e-06,0.0
1870,1.7632199842410046e-06,0.0
1871,1.7142580190920853e-06,0.0
1872,1.617058501324209e-06,0.0
1873,1.700623897704645e-06,5.986004469882289e-10
1874,1.5115761016204488e-06,0.0
1875,1.668397317189374e-06,0.0
1876,1.648143665988755e-06,0.0
1877,1.7762791912900866e-06,0.0
1878,1.53755195242411e-06,0.0
1879,1.7381030374963302e-06,0.0
1880,1.6095958699224866e-06,0.0
1881,1.8560815533419373e-06,0.0
1882,1.5779918385305791e-06,0.0
1883,2.039250603047549e-06,0.0
1884,1.6425021840404952e-06,6.601696966868076e-10
1885,1.5495307934543234e-06,0.0
1886,1.584970732437796e-06,6.453463874400711e-10
1887,1.6263551287920563e-06,0.0
1888,1.6929441244428745e-06,0.0
1889,1.650236981731723e-06,0.0
1890,1.6379411817979417e-06,1.9663159989136147e-09
1891,1.531087605144421e-06,6.374220040683554e-10
1892,1.6956325907813152e-06,0.0
1893,1.5063486671351711e-06,0.0
1894,1.5779054365339107e-06,0.0
1895,1.7044716287273332e-06,6.018614495673091e-10
1896,1.752007278810197e-06,0.0
1897,1.5662205896660453e-06,0.0
1898,1.654502966630389e-06,0.0
1899,1.6085252809716621e-06,5.527578395003729e-10
1900,1.670480855864298e-06,0.0
1901,1.628558493393939e-06,0.0
1902,1.5987884580681566e-06,0.0
1903,1.609805622138083e-06,5.400220270956879e-10
1904,1.414601342730748e-06,0.0
1905,1.585385234648129e-06,0.0
1906,1.5159911299633677e-06,5.144184522798412e-10
1907,1.5263958630384877e-06,5.142843373384665e-10
1908,1.6291077145069721e-06,0.0
1909,1.5809827118573594e-06,0.0
1910,1.5770588106533978e-06,0.0
1911,1.5514210645051207e-06,0.0
1912,1.5237557136060786e-06,0.0
1913,1.6264269788734964e-06,5.30298971401777e-10
1914,1.848970896389801e-06,0.0
1915,2.293714260304114e-06,0.0
1916,2.2183685359777883e-06,0.0
1917,2.005759142775787e-06,2.1932848870420685e-09
1918,2.1847088191861985e-06,0.0
1919,1.7890849903778872e-06,0.0
1920,1.5659375094401184e-06,0.0
1921,1.5683159517720924e-06,0.0
1922,1.4291060779214604e-06,0.0
1923,1.6051313878051587e-06,0.0
1924,1.5147659269132419e-06,0.0
1925,1.5540425692961435e-06,0.0
1926,1.540396283417067e-06,2.229227691330493e-09
1927,1.5207542674033903e-06,0.0
1928,1.389406634189072e-06,1.1426041224282812e-09
1929,1.5150952776821214e-06,4.4561625500705304e-09
1930,1.380173557663511e-06,0.0
1931,1.4062804893910652e-06,0.0
1932,1.3819975492879166e-06,0.0
1933,1.3684499435839825e-06,0.0
1934,1.4713380096509354e-06,0.0
1935,1.3512192253983812e-06,0.0
1936,1.5216517113003647e-06,2.424942913137329e-09
1937,1.2062291716574691e-06,0.0
1938,1.3626440704683773e-06,0.0
1939,1.312229528593889e-06,0.0
1940,1.5113266726984875e-06,0.0
1941,1.3990122624818468e-06,2.9515025978810172e-09
1942,1.5413795608765213e-06,0.0
1943,1.718715225251799e-06,0.0
1944,1.59052717663144e-06,0.0
1945,1.7231966467079474e-06,0.0
1946,1.5132239923332236e-06,0.0
1947,1.3625555084217922e-06,1.1920870957027319e-09
1948,1.438350750504469e-06,0.0
1949,1.5147643352975138e-06,0.0
1950,1.3719616163143655e-06,0.0
1951,1.4371569250215543e-06,1.0661401761424827e-09
1952,1.2590495543918223e-06,0.0
1953,1.267002062377287e-06,0.0
1954,1.2313395245655556e-06,0.0
1955,1.2557943591673393e-06,0.0
1956,1.3055548606644152e-06,8.72114158667614e-10
1957,1.2369052910798928e-06,0.0
1958,1.2648259826164576e-06,0.0
1959,1.3052259646428865e-06,0.0
1960,1.2215270999149652e-06,0.0
1961,1.3993592347105732e-06,0.0
1962,1.354007736154017e-06,0.0
1963,1.4904252338965307e-06,1.2932106496776896e-09
1964,1.317787564403261e-06,0.0
1965,1.3390090316534042e-06,0.0
1966,1.343225676464499e-06,0.0
1967,1.3459815590977087e-06,1.9721342336964653e-09
1968,1.4219822332961485e-06,0.0
1969,1.5687231780248112e-06,0.0
1970,1.3699601595362765e-06,0.0
1971,1.4140870234768954e-06,1.0276794970565106e-09
1972,1.3661581306223525e-06,0.0
1973,1.3783009080725606e-06,0.0
1974,1.3191965990699828e-06,0.0
1975,1.3033597952016862e-06,0.0
1976,1.3198247188483947e-06,0.0
1977,1.2352995781839127e-06,0.0
1978,1.2599994079209864e-06,0.0
1979,1.2400331570461276e-06,0.0
1980,1.3706898016607738e-06,0.0
1981,1.2961050970261567e-06,6.325549528618524e-10
1982,1.381169226988277e-06,6.207502289967692e-10
1983,1.30474427351146e-06,0.0
1984,1.4085791235629586e-06,0.0
1985,1.3306414530234179e-06,0.0
1986,1.3451625591187621e-06,0.0
1987,1.328491634922102e-06,0.0
1988,1.2976541938769515e-06,0.0
1989,1.3956295106254402e-06,5.488122178931576e-10
1990,1.2896956604890875e-06,0.0
1991,1.3422754818748217e-06,0.0
1992,1.3504873095371295e-06,5.509944167592096e-10
1993,1.3454734926199308e-06,0.0
1994,1.4041854683455313e-06,0.0
1995,1.402245743520325e-06,0.0
1996,1.338793481409084e-06,0.0
1997,1.375175770590431e-06,0.0
1998,1.4342532494993065e-06,4.768129224785866e-10
1999,1.3381549024416017e-06,4.570201161957499e-10
2000,1.4062594573260867e-06,0.0
2001,1.3713192856812384e-06,0.0
2002,1.4129439023236046e-06,0.0
2003,1.4392551292985445e-06,0.0
2004,1.5570936966469162e-06,0.0
2005,1.4195818494044943e-06,0.0
2006,1.4354964150697924e-06,0.0
2007,1.3537290897147614e-06,0.0
2008,1.3904798379371641e-06,0.0
2009,1.516762040409958e-06,0.0
2010,1.4280026334745344e-06,0.0
2011,1.3747179536949261e-06,7.64794394481072e-10
2012,1.3882543044019258e-06,6.808505426114664e-10
2013,1.274072360502032e-06,8.367375126105969e-10
2014,1.2869240890722722e-06,8.661780737106994e-10
2015,1.3130992329024593e-06,6.649726325136385e-10
2016,1.2757383274220047e-06,1.6570720351438695e-09
2017,1.248497937922366e-06,2.264050280587071e-09
2018,1.1848932217617403e-06,1.5488800242380307e-09
2019,1.2198823924336466e-06,1.02039510174734e-09
