year,tout_ADV aux_ADP,tout_ADV chaud_ADJ
1965,9.302474013317408e-09,1.154601116937215e-07
1966,1.1078149952936656e-08,1.7392694418028043e-07
1967,1.0846737952263652e-08,1.8883185592954987e-07
1968,2.200793763895703e-08,1.6708067507309465e-07
1969,1.362527324300089e-08,1.4442789919577592e-07
1970,1.1036939723263473e-08,1.5313754242463062e-07
1971,1.2332153964678128e-08,1.818992716451362e-07
1972,1.846852804021637e-08,1.3902697437728762e-07
1973,1.1026407453762488e-08,1.3948405253039198e-07
1974,6.750685843659454e-09,1.0463563548945842e-07
1975,5.140332159925265e-09,1.1822764234281635e-07
1976,6.2848797277581525e-09,1.114137723190467e-07
1977,1.2928920378740827e-08,1.1577260172757065e-07
1978,1.1287123458103565e-08,1.2831677298486e-07
1979,7.022368020415115e-09,1.3576578239415937e-07
1980,6.253665585376211e-09,1.4781391777241026e-07
1981,2.5302198669585607e-09,1.5877129566632675e-07
1982,9.9320033308814e-09,1.2787454739537907e-07
1983,1.0736036948344463e-08,1.5851442958236817e-07
1984,1.159801704675445e-08,1.3975610768657276e-07
1985,6.015558162708601e-09,1.3234227269620646e-07
1986,1.019062523255343e-08,1.282819943604352e-07
1987,8.555143982125202e-09,1.2771607149630881e-07
1988,4.797243047249822e-09,1.5051349944172898e-07
1989,8.780995486290522e-09,1.3939830523224117e-07
1990,1.3621627825699534e-08,1.531070910054666e-07
1991,5.275318626374315e-09,1.365721451485058e-07
1992,8.26491608485469e-09,1.4766650657804803e-07
1993,1.0524493831987058e-08,1.6119093138033946e-07
1994,4.2199412852994556e-09,1.3925806263692664e-07
1995,4.337960657352369e-09,1.371880005152093e-07
1996,9.074756723848054e-09,1.4359468214486526e-07
1997,5.753873377756236e-09,1.3138010990232374e-07
1998,9.536258005482523e-09,1.344612376996679e-07
1999,6.398281821029528e-09,1.3207881743859673e-07
2000,4.859834756842929e-09,1.298901244339845e-07
2001,6.571817756650944e-09,1.3231259599066902e-07
2002,1.0076809331405201e-08,1.375703480022139e-07
2003,5.000307390368164e-09,1.420920754391375e-07
2004,5.285749615779878e-09,1.4447715179777276e-07
2005,3.15262471684008e-09,1.324102351096812e-07
2006,5.353256837814513e-09,1.3918468333429246e-07
2007,7.988958827809256e-09,1.6856703366485704e-07
2008,6.811903568992861e-09,2.0307987647072423e-07
2009,4.76819250749827e-09,1.807144904830693e-07
2010,7.085689812669216e-09,2.3524488801385246e-07
2011,2.6767803251726008e-09,2.978874040771018e-07
2012,8.170206733382201e-09,3.6731885710850065e-07
2013,4.7415126269712005e-09,3.681645175390713e-07
2014,4.3308902714089825e-09,3.852327004061351e-07
2015,9.309616411101729e-09,3.8634910026758007e-07
2016,1.3877977989018575e-08,3.651772542134779e-07
2017,5.0312225496895735e-09,3.6325427554828593e-07
2018,5.6792268665617485e-09,4.17681308206852e-07
2019,6.632568272380013e-09,3.5866886616275906e-07
