year,veut_VERB armer_VERB,veut_VERB charmer_VERB
1855,2.0697054736729115e-08,1.5920811335945473e-09
1856,9.318940286107136e-09,1.0354378465748937e-09
1857,2.39193944651106e-08,4.881509085841174e-10
1858,1.1255455234504552e-08,4.404308473482388e-09
1859,1.629495471888731e-08,6.619825576592575e-09
1860,2.197048232233101e-08,1.373155189554609e-08
1861,2.263662679524714e-08,5.659156698811785e-09
1862,2.5300723294208183e-08,6.325180823552046e-09
1863,2.7969877081091e-08,1.4484400345793347e-08
1864,1.2466292886870178e-08,6.712618905169165e-09
1865,3.718406915709238e-08,3.765475486972036e-09
1866,2.1408697037372804e-08,1.2650593461671633e-08
1867,2.1837651686951176e-08,8.73506067478047e-09
1868,2.667531973088444e-08,3.951899252285784e-09
1869,1.0255390314739543e-08,3.4184632902167778e-09
1870,4.7019199200803996e-08,4.013834153937523e-09
1871,1.5931766128574054e-08,2.1242353653860846e-08
1872,2.4189358072135292e-08,9.675742873582749e-09
1873,1.855661402316855e-08,1.1972008939764578e-09
1874,3.4055272379873713e-08,5.974609251779839e-09
1875,5.721527140956084e-10,5.721527251978387e-09
1876,1.934724735974669e-08,2.418405919968336e-09
1877,6.80329748092845e-09,4.329371083855449e-09
1878,1.8117265909722846e-08,9.058632954861423e-09
1879,1.8327975581655664e-08,1.3440515367335593e-08
1880,1.8611753915820373e-08,8.343199908722454e-09
1881,1.8128519130300447e-08,6.2752567586699115e-09
1882,3.9932310791357395e-09,1.3310770263785798e-09
1883,3.791603475633565e-09,3.159669414998234e-09
1884,7.922036360241691e-09,1.9805090900604227e-09
1885,1.2246707647989297e-08,1.6758653131887513e-08
1886,1.936039106809062e-09,6.4534639854230136e-09
1887,2.6115698048556624e-08,4.570247291724172e-09
1888,4.4384300679212174e-09,1.9021844099853524e-09
1889,1.3783300722991498e-08,8.14467782106476e-09
1890,1.1797895993481688e-08,5.898947996740844e-09
1891,6.3742202627281586e-09,8.92390783491237e-09
1892,1.1283322720601063e-08,3.761107425503951e-09
1893,8.005941687372342e-09,5.542574843531156e-09
1894,1.5753848003896564e-08,1.8904617871129403e-09
1895,1.6852119699706236e-08,6.018614495673091e-09
1896,7.66613794667137e-09,3.5382172747233653e-09
1897,9.905413378419325e-09,1.7480140668268973e-09
1898,6.7900258748920805e-09,7.355861253444118e-09
1899,9.39688327150634e-09,5.527578395003729e-09
1900,9.863001082521805e-09,3.114631885736685e-09
1901,9.500856101851696e-09,5.029864968975062e-09
1902,8.838511256215043e-09,4.910283846193408e-10
1903,1.296052865029651e-08,1.6200660812870638e-09
1904,9.13686282189019e-09,1.6123875568041512e-09
1905,1.1353670004154992e-08,3.6125313851442797e-09
1906,6.173021205313489e-09,8.230695236477459e-09
1907,4.6285588695127444e-09,5.65712765521198e-09
1908,1.0313916831705683e-08,9.822778146428846e-10
1909,5.5009836685826485e-09,1.6502950117569526e-09
1910,2.137660271017694e-09,2.137660271017694e-09
1911,6.384448969498635e-09,3.1922244847493175e-09
1912,7.814131564032323e-09,3.125652625612929e-09
1913,8.484783542428431e-09,1.590896969716482e-09
1914,1.2054139020278853e-08,5.357394972094198e-09
1915,5.890381071793627e-09,1.1780761921542648e-09
1916,7.69122365795738e-09,0.0
1917,3.289927441585405e-09,6.57985488317081e-09
1918,4.594550517822427e-09,5.743188147278033e-09
1919,7.366278698128781e-09,9.207848372660976e-10
1920,0.0,7.572231730534895e-09
1921,1.5145494858259667e-09,4.543648568500203e-09
1922,6.640141769764796e-09,3.6889677978990676e-09
1923,1.0615948120573648e-08,3.1847844361720945e-09
1924,1.804827398643738e-08,5.156649773851996e-09
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,1.0031524944054127e-08,3.343841648018042e-09
1927,6.689535148041159e-09,4.4596899506643695e-09
1928,9.14083297942625e-09,7.998228745975666e-09
1929,8.912325100141061e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,1.9727165678773417e-08,2.1919073223131136e-09
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,8.38710612072191e-09
1935,3.590485242455088e-09,9.574627313213568e-09
1936,6.0623572828433225e-09,6.0623572828433225e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,2.5930428915188486e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,0.0,3.2615663503321457e-09
1949,5.890204768377316e-09,9.817008317369869e-10
1950,2.2334258886758107e-08,1.0635361480382244e-09
1951,7.462981344019681e-09,1.0661401539380222e-08
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,3.232148326759443e-09
1954,4.886268278880834e-09,9.772536113672459e-10
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,0.0,2.616342476002842e-09
1957,9.718541527092839e-09,3.534015080575159e-09
1958,8.272243445794913e-10,5.790570245522986e-09
1959,3.8753737996444215e-09,2.325224457422337e-09
1960,2.7683333403416555e-09,6.920833350854139e-10
1961,1.320150300188061e-08,7.64297514166401e-09
1962,5.7077609305622445e-09,8.244543714397423e-09
1963,3.2330267352165265e-09,1.939815863494232e-09
1964,9.734349326606662e-09,4.258777774879263e-09
1965,7.1136563306595235e-09,1.0396882466068291e-08
1966,1.0524241922382771e-08,6.092982118843793e-09
1967,4.437302081328198e-09,6.902469706915326e-09
1968,8.982831367632116e-09,5.838840522187638e-09
1969,1.1808570121729645e-08,2.2708788183223305e-09
1970,5.978342709767048e-09,5.518470125309705e-09
1971,4.1107179882260425e-09,3.5968783507200897e-09
1972,9.234264020108185e-09,6.669190977248718e-09
1973,7.1671650836435674e-09,2.7566018356850464e-09
1974,3.937900228123681e-09,3.3753431161187564e-09
1975,3.998036124386317e-09,2.8557400888473694e-09
1976,5.713526984862938e-09,2.856763492431469e-09
1977,4.7014254711541525e-09,2.3507127355770763e-09
1978,7.128709622605811e-09,2.970295565063452e-09
1979,9.363157360553487e-09,2.3407893401383717e-09
1980,2.2740602734216964e-09,2.2740602734216964e-09
1981,3.795329828193417e-09,3.1627747087981106e-09
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,2.5261264191556165e-09,6.315316269933646e-09
1984,3.479405208395292e-09,4.059305780401701e-09
1985,3.609334831011779e-09,1.8046674155058895e-09
1986,2.997242676272549e-09,2.997242676272549e-09
1987,0.0,2.4443267410134695e-09
1988,2.99827696004229e-09,1.1993107618124554e-09
1989,3.841685636274406e-09,2.7440609784434855e-09
1990,3.2691906959314565e-09,3.2691906959314565e-09
1991,5.861465202094962e-10,4.10302547493302e-09
1992,3.30596661157756e-09,1.65298330578878e-09
1993,1.661762283333701e-09,4.985286850001103e-09
1994,2.637463358823311e-09,1.0549853213248639e-09
1995,3.795715741716776e-09,3.253470381991974e-09
1996,1.6014276571496566e-09,6.4057106285986265e-09
1997,4.315404922294874e-09,4.315404922294874e-09
1998,4.291316191284977e-09,5.2449422582867555e-09
1999,6.398281460207045e-09,3.656160929565999e-09
2000,4.859834756842929e-09,1.7672125984802278e-09
2001,4.8193329327261836e-09,4.8193329327261836e-09
2002,2.6287327870022636e-09,6.133709984368352e-09
2003,3.7502307925763034e-09,2.083461403401543e-09
2004,3.9643119897903034e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,3.1526248278623825e-09
2006,2.4707338397433887e-09,2.0589450144825605e-09
2007,5.592271090648637e-09,3.994479469415779e-10
2008,4.6831836186811415e-09,3.405951742863067e-09
2009,2.384096253749135e-09,4.291373478793048e-09
2010,4.2514138876015295e-09,4.723792912386671e-09
2011,7.265546830836911e-09,2.6767803529281764e-09
2012,2.7234021704458655e-09,3.4042526575461807e-09
2013,3.3469500504423877e-09,4.183687618564136e-09
2014,2.815078836704288e-09,3.4647122948427977e-09
2015,3.546520632724537e-09,2.659890530054554e-09
2016,3.935546111222266e-09,2.4856081637381067e-09
2017,5.031222660711876e-10,2.264050280587071e-09
2018,3.3559066636712487e-09,4.130346731301415e-09
2019,3.3162841361900064e-09,1.7856913725466939e-09
