year,grand_ADJ an_NOUN,grand_ADJ champ_NOUN
1800,1.2576658381391326e-08,1.5720821977538435e-07
1801,2.1430642593855964e-08,7.857902772911984e-08
1802,1.7902721083373763e-08,1.208433673127729e-07
1803,5.851017670366332e-09,1.540767999852477e-07
1804,9.887403784603066e-09,1.483110523281539e-07
1805,2.842877711017877e-09,1.3077237781544682e-07
1806,8.645007376628655e-09,2.4782355012575863e-07
1807,2.8469551160981155e-09,5.124519342203371e-08
1808,6.798221985349073e-09,1.631573209870396e-07
1809,6.7770915546105925e-09,1.1295152746448878e-07
1810,4.680253518074551e-09,1.7082924985700743e-07
1811,2.5070767684098882e-09,4.512738049911036e-08
1812,2.6672082320544632e-09,2.7738966457135916e-07
1813,2.0130190847567064e-08,4.6011866094985976e-08
1814,6.293354282149721e-09,1.541871728072408e-07
1815,2.697223555614414e-09,5.502335929108426e-07
1816,1.3905623319487859e-08,1.367386257555836e-07
1817,7.784366928831332e-09,7.784366717888958e-08
1818,1.549753059215675e-08,6.079800307645655e-08
1819,3.1053151161586356e-09,7.452755679260292e-08
1820,5.933240565525466e-09,1.317179378901301e-07
1821,7.88919063410276e-09,9.664258238117895e-08
1822,4.010246357211145e-09,6.51665033046811e-08
1823,9.882686669016039e-09,1.5713472523160021e-07
1824,0.0,9.684279422828013e-08
1825,7.044354433105582e-09,1.3208164362232822e-07
1826,3.5231936257318353e-09,9.60070269950819e-08
1827,7.373818333711313e-09,5.806881975267686e-08
1828,7.337841112509125e-09,1.0823315088615004e-07
1829,1.714635211591542e-09,6.344150349502087e-08
1830,1.0436835840010872e-09,7.82762670237247e-08
1831,1.5591206103948707e-09,7.483778574624012e-08
1832,1.3529969367098715e-09,1.2988771080912898e-07
1833,4.633451511359965e-09,8.919394289819138e-08
1834,4.667265685043276e-09,8.214387103855358e-08
1835,3.781543966852041e-09,1.0739584865859797e-07
1836,1.881810018922181e-08,1.2231764950909607e-07
1837,6.957891152126194e-09,9.671468359506719e-08
1838,5.049729523420865e-09,1.3634269380169428e-07
1839,0.0,1.272448427735995e-07
1840,1.2739377552861697e-08,8.853867522473635e-08
1841,1.926164561183441e-09,1.1556987145056041e-07
1842,2.0124795163667386e-09,1.5227761052116762e-07
1843,1.7720733769266417e-09,1.075057805000057e-07
1844,3.841992946007622e-09,1.1800406995998713e-07
1845,5.022205262772417e-09,1.238810627413045e-07
1846,7.610851726624901e-09,1.3348262672963074e-07
1847,1.0786447290911383e-09,7.388716394274297e-08
1848,8.045221711050488e-10,1.0700145214315171e-07
1849,7.54147322368226e-09,8.211826574289205e-08
1850,4.073397619208663e-09,7.196335971570988e-08
1851,2.579775504329973e-09,1.2189439502208188e-07
1852,3.2552727180501506e-09,9.830923608511455e-08
1853,5.3747384320956826e-09,1.1585547388115458e-07
1854,3.117398783558656e-09,1.3196988080110827e-07
1855,1.5920811335945473e-09,1.5814672948977204e-07
1856,6.73034605824796e-09,1.2114622727210644e-07
1857,1.9526036898476207e-09,1.5474383441294037e-07
1858,1.761723344984034e-08,1.3310799062971057e-07
1859,3.055304009791371e-09,1.0235268255165408e-07
1860,8.696649622663699e-09,1.396041151568994e-07
1861,1.886385547766878e-09,1.1506951491657702e-07
1862,2.2589932147099034e-09,1.1882303896371127e-07
1863,6.493007131957995e-09,1.2436605700827386e-07
1864,7.192092144059359e-09,1.5103393125048825e-07
1865,2.8241066707401785e-09,1.7038776700672997e-07
1866,7.784980604608194e-09,1.7175613975517479e-07
1867,5.338092634588065e-09,1.7858346801347125e-07
1868,2.4699371437009177e-09,1.76353507019833e-07
1869,5.371870948067681e-09,1.4113370006008097e-07
1870,1.7202146374017957e-09,1.0550649598428663e-07
1871,1.0621177271019633e-09,1.210814204455346e-07
1872,1.8142017887967654e-09,1.2638939639320057e-07
1873,4.1902031844287535e-09,1.1193828208799772e-07
1874,3.5847653734322193e-09,1.1650487469205828e-07
1875,1.4303817741367908e-08,1.0413179307722231e-07
1876,1.813804439976252e-09,1.1547888423280028e-07
1877,3.7108897066318036e-09,1.0947124318150259e-07
1878,3.0195443923020093e-09,1.4252249869173284e-07
1879,3.0546627449723474e-09,1.4418007421301837e-07
1880,5.134277225593564e-09,1.2193908061064462e-07
1881,3.486253785656146e-09,1.1434912672303454e-07
1882,3.3276925659464496e-09,1.6971232152940274e-07
1883,4.423537314224291e-09,2.1359365265372077e-07
1884,6.601696966868076e-09,1.4985852381244058e-07
1885,3.2228177904158883e-09,1.7789954864788626e-07
1886,6.453463874400711e-10,1.542377889851565e-07
1887,1.3057849246322917e-09,1.7823964193475206e-07
1888,1.9021844099853524e-09,1.1539918665093296e-07
1889,1.8795409673089125e-09,1.3532695425366725e-07
1890,4.588070479094597e-09,1.389530004947126e-07
1891,6.374220040683554e-10,1.402328461130864e-07
1892,8.14906586654729e-09,1.5608596481975212e-07
1893,1.2316833108982905e-09,1.6504556399343784e-07
1894,1.8904617871129403e-09,1.9345725688069138e-07
1895,4.213030146971164e-09,1.600951398117445e-07
1896,5.89702897624278e-09,2.223179988991575e-07
1897,4.078699378240458e-09,2.342338791816445e-07
1898,2.8291773368493978e-09,1.8729154627195044e-07
1899,4.4220627160029835e-09,1.5974701383925094e-07
1900,5.191053142894475e-10,2.1542870376478618e-07
1901,0.0,1.7548640052211795e-07
1902,1.4730851538580225e-09,1.9297416153918334e-07
1903,3.2401321625741275e-09,1.798273405739792e-07
1904,1.0749250378694342e-09,1.521018964112386e-07
1905,4.128607289377584e-09,1.899159374207926e-07
1906,3.0865107691901983e-09,1.7695994825039918e-07
1907,1.028568674676933e-09,1.7125668261286364e-07
1908,2.4556945366072114e-09,1.5765558858404916e-07
1909,2.750491778780173e-09,2.0848727277922308e-07
1910,2.2979847136284093e-08,2.4315886293369005e-07
1911,3.1922244847493175e-09,1.925975379180045e-07
1912,2.6047105583515417e-09,2.2608887562114433e-07
1913,3.8181524719682614e-08,2.2802855204062666e-07
1914,2.6786975415582504e-09,2.0358101426865005e-07
1915,1.1780761921542648e-09,3.086559762222052e-07
1916,6.592477230782379e-09,2.966614656152444e-07
1917,5.483212106582869e-09,2.7196731589018697e-07
1918,4.594550517822427e-09,2.7452439343989e-07
1919,2.762354567309444e-09,2.9096801473782463e-07
1920,3.786115865267448e-09,1.718896589508745e-07
1921,2.27182422873895e-09,2.1203693362226161e-07
1922,3.688967686876765e-09,2.818371352963922e-07
1923,2.1231896241147297e-09,2.728298542642449e-07
1924,3.867487330388997e-09,2.2560342505251185e-07
1925,2.1996355847875293e-09,2.5845717988026706e-07
1926,2.229227691330493e-09,2.2849584147000002e-07
1927,2.2298449753321847e-09,1.9845619814162774e-07
1928,3.4278123672848437e-09,1.9081488211725173e-07
1929,3.342121912552898e-09,1.5485165372197685e-07
1930,2.100720708497761e-09,2.75194422472147e-07
1931,5.7026783295555106e-09,2.44074630728619e-07
1932,3.287861094491973e-09,2.465895745373814e-07
1933,5.735331320977366e-09,1.8467765805496583e-07
1934,1.1981580172459871e-09,2.3723529096741913e-07
1935,1.196828414151696e-09,2.0585448368137804e-07
1936,3.6374143697059935e-09,2.097575682036279e-07
1937,0.0,2.581179080474172e-07
1938,1.2965214457594243e-09,2.1651908510555984e-07
1939,1.5294050470515685e-09,3.058810040812432e-07
1940,0.0,2.1554155349434723e-07
1941,0.0,3.2761678525616844e-07
1942,3.034211770724937e-09,3.5196855696639773e-07
1943,2.9032352077962287e-09,3.16452642090681e-07
1944,0.0,3.4381093350077663e-07
1945,2.178504043826024e-09,2.5488498023307216e-07
1946,0.0,2.4222722050382117e-07
1947,1.1920870957027319e-09,3.170951587971871e-07
1948,1.0871887834440486e-09,2.5331498898495397e-07
1949,1.9634016634739737e-09,2.2284608292011399e-07
1950,5.317680740191122e-09,3.2544205685880456e-07
1951,3.198420528427448e-09,3.624876684371614e-07
1952,2.1089607837865287e-09,2.815462778471556e-07
1953,2.1547654771580937e-09,2.3702419993387736e-07
1954,1.9545072227344917e-09,2.521314343972847e-07
1955,6.569925492527773e-09,2.7781399802861984e-07
1956,1.744228317335228e-09,2.982630427084132e-07
1957,3.534015080575159e-09,2.4826456268556285e-07
1958,3.3088974338291166e-09,3.0110965482110785e-07
1959,3.100299128533379e-09,2.1082034395991656e-07
1960,1.3841666701708277e-09,3.148979200728874e-07
1961,4.863711433600315e-09,2.883486032723148e-07
1962,1.2683912808952869e-09,2.644595835654684e-07
1963,4.526237273871914e-09,2.1725938503802666e-07
1964,6.083968329129164e-10,2.6282743181837986e-07
1965,1.0944086747954884e-09,3.398138836985254e-07
1966,2.215629901769489e-09,2.398419323146328e-07
1967,7.888537101319315e-09,2.5884262022657367e-07
1968,8.982831700699023e-10,2.1558795834653033e-07
1969,1.3625273131978588e-09,2.28904593474466e-07
1970,1.3796175035718505e-09,2.009642842415449e-07
1971,7.70759622792383e-09,2.584614051670542e-07
1972,1.5390440588625154e-09,2.2367439900250474e-07
1973,8.269805618077442e-09,2.640824603994396e-07
1974,2.250228725575454e-09,2.5540095416332065e-07
1975,1.7134440533084216e-09,1.856231053309898e-07
1976,2.8567633814091664e-09,2.0568697089995425e-07
1977,1.7630346071939584e-09,1.9863522388030574e-07
1978,4.752473081737207e-09,2.548513751143844e-07
1979,2.3407893401383717e-09,2.0833025526911797e-07
1980,2.2740602734216964e-09,2.2626899887079333e-07
1981,4.427884781055269e-09,2.3088256445591426e-07
1982,3.103751144983846e-09,2.2284933220984016e-07
1983,1.8945948143667124e-09,2.917676148461723e-07
1984,2.319603453759811e-09,2.499372622755125e-07
1985,3.0077789148208467e-09,2.8212966174390175e-07
1986,8.39227959348321e-09,2.2059706183963357e-07
1987,7.94406213033838e-09,2.1021210133698176e-07
1988,2.9982769045311386e-09,2.0987938564864805e-07
1989,4.390497743145261e-09,1.608019806198513e-07
1990,3.269190584909154e-09,2.2775361774307612e-07
1991,3.5168792322792797e-09,1.6001799868492483e-07
1992,5.5099441120809445e-09,1.933990354530124e-07
1993,2.769603768548734e-09,1.927644153187913e-07
1994,5.8024192117756e-09,2.0202969491789347e-07
1995,3.253470381991974e-09,1.9520823235641416e-07
1996,3.736664311304594e-09,1.8416418190447814e-07
1997,3.835915696193126e-09,1.8939832913122956e-07
1998,4.29131630230728e-09,1.6402365132783814e-07
1999,3.6561608462992723e-09,1.7869486096389053e-07
2000,4.418031274155965e-09,1.7804667362675275e-07
2001,3.943090687297257e-09,1.8313465693919895e-07
2002,5.25746568502683e-09,1.9496436187704802e-07
2003,3.7502307925763034e-09,1.8292791154062016e-07
2004,1.761916529341434e-09,1.8412027061320835e-07
2005,3.1526246058177776e-09,2.0582135451530092e-07
2006,2.470733950765691e-09,1.8571684046175818e-07
2007,1.5977917877663117e-09,2.480571750229643e-07
2008,6.3861594623570994e-09,1.728520560018154e-07
2009,9.53638501499654e-10,2.1027728736022766e-07
2010,0.0,1.5966421007540532e-07
2011,3.82397197240536e-10,2.1720160914284747e-07
2012,6.808505426114664e-10,2.7846786371243937e-07
2013,8.367375126105969e-10,2.3289193590292356e-07
2014,1.5158116567492996e-09,2.2390703602326312e-07
2015,6.649726186358507e-10,2.2343079508768682e-07
2016,2.0713400439298368e-10,2.2681173217353745e-07
2017,0.0,2.3244248625875485e-07
2018,5.162933414126769e-10,2.253620399739198e-07
2019,5.1019755087367e-10,2.127523763273409e-07
