year,tout_DET an_NOUN,tout_DET champ_NOUN
1907,5.965698218757254e-08,4.217131488459813e-08
1908,5.598983587873363e-08,5.8936667546305443e-08
1909,5.115914536446553e-08,5.831042404480513e-08
1910,5.451033668890659e-08,9.031614389698461e-08
1911,4.9479480068725934e-08,7.129301415886857e-08
1912,5.7303632061689314e-08,8.022508701799325e-08
1913,4.719660712249052e-08,9.545381374209683e-08
1914,5.960101834290299e-08,7.232483412167312e-08
1915,6.008188702111283e-08,2.238344753990873e-08
1916,4.394984731703744e-08,5.603605646165022e-08
1917,5.154219528957782e-08,1.041810344659666e-07
1918,5.628324206696789e-08,7.236417154388164e-08
1919,6.077179848240633e-08,1.6297890859107156e-07
1920,5.3762846174976175e-08,1.0525402416305951e-07
1921,6.66401783200321e-08,1.1056211501880853e-07
1922,5.164554894854234e-08,1.6231457866666688e-07
1923,8.386599104071024e-08,7.325004203195817e-08
1924,8.89522118185937e-08,8.637388360099862e-08
1925,1.0888196300129493e-07,3.51941706888681e-08
1926,7.133528434621894e-08,8.471065271464795e-08
1927,7.469980900509654e-08,4.571182032897525e-08
1928,9.9406560316595e-08,4.7989372364831695e-08
1929,8.689517105864297e-08,2.8965056131369238e-08
1930,8.192810962981412e-08,5.671945979557336e-08
1931,6.38699964028433e-08,6.843213906648771e-08
1932,6.356531168094648e-08,4.822195975862087e-08
1933,6.42357074198685e-08,8.258876782463176e-08
1934,5.990790086229936e-08,7.907842913823515e-08
1935,5.0266792506192814e-08,5.146362180852293e-08
1936,6.426098586587159e-08,7.759817455266216e-08
1937,4.5328025333191135e-08,9.695160896328048e-08
1938,4.797129227185337e-08,8.68669356446361e-08
1939,4.894096239382861e-08,7.647025057622159e-08
1940,5.0715657451405605e-08,1.1664601284877563e-07
1941,4.7224043342453115e-08,8.264207540520374e-08
1942,5.158160010232393e-08,7.888950426249153e-08
1943,4.935499942071431e-08,1.5967794020355086e-07
1944,4.498460803858961e-08,5.7837350908584995e-08
1945,6.7533628023142e-08,1.4595977404496807e-07
1946,5.150808668474838e-08,6.9605523123073e-08
1947,6.079644165879472e-08,9.17907039266197e-08
1948,5.87081931957556e-08,7.284164738052823e-08
1949,6.970075883128146e-08,7.559096415477029e-08
1950,7.338399132805762e-08,1.1273483035978416e-07
1951,4.904244743642039e-08,7.143139257870246e-08
1952,5.061505825576518e-08,8.014051200433414e-08
1953,4.632745842503283e-08,9.588706273433445e-08
1954,4.202190417856855e-08,8.013479746438179e-08
1955,5.5375088070519496e-08,1.069959285615596e-07
1956,4.8838391997207964e-08,1.2471232757604866e-07
1957,4.417518734145531e-08,1.2987505293438062e-07
1958,3.722509600567747e-08,1.0505749337141879e-07
1959,4.1854038901334434e-08,1.3641315987911184e-07
1960,3.668041603788197e-08,7.82054163650514e-08
1961,3.7520061002549454e-08,1.195083401128727e-07
1962,3.9320131595133034e-08,9.512934440181198e-08
1963,3.233026713012066e-08,8.535190421099514e-08
1964,4.3804573079953e-08,9.916868548565105e-08
1965,3.5021076982832966e-08,5.472043551613126e-08
1966,2.6587559043278475e-08,8.25322103992221e-08
1967,4.7824256055317704e-08,6.508042638131428e-08
1968,3.27873352912178e-08,8.398947359822273e-08
1969,3.179230539940292e-08,7.085142250673471e-08
1970,2.3913370506001286e-08,6.852100464804778e-08
1971,3.5454943092538826e-08,6.936836349780151e-08
1972,3.385896840679692e-08,1.1132418720194437e-07
1973,2.3155456718715328e-08,7.332560780781705e-08
1974,2.5315072926801463e-08,7.144476388276644e-08
1975,2.341706872854843e-08,1.1708534231047452e-07
1976,3.713792601223176e-08,6.170608890521123e-08
1977,2.9971587101051966e-08,6.523227957799804e-08
1978,2.5544542925359792e-08,8.851481325677923e-08
1979,2.5163484851375983e-08,6.671249686007741e-08
1980,2.2172088387506506e-08,6.367369076443197e-08
1981,2.150686922997025e-08,6.515316020028195e-08
1982,1.6760255627801257e-08,7.449002570325547e-08
1983,1.957747897129991e-08,1.1241262676264796e-07
1984,1.3337719650952096e-08,6.668859775516012e-08
1985,1.02264483547998e-08,9.865514982720924e-08
1986,1.7983456945813714e-08,1.1149743084359898e-07
1987,2.13878585952898e-08,6.47746567494778e-08
1988,1.3792073927376691e-08,6.236415817095775e-08
1989,1.0427432250992297e-08,6.421102893838793e-08
1990,7.628111586832631e-09,6.919787054471271e-08
1991,8.20605094986604e-09,8.323280464850313e-08
1992,6.060938473329003e-09,8.09961813175164e-08
1993,1.1632335650268999e-08,5.9269518182247793e-08
1994,1.8989735950381004e-08,6.435410337957137e-08
1995,1.0844901865425527e-08,6.615389924746751e-08
1996,1.0676184603042316e-08,5.658377766337708e-08
1997,6.233362936924891e-09,7.384137301613691e-08
1998,1.144350969539687e-08,7.104512267375185e-08
1999,1.416762326900134e-08,5.529943303272944e-08
2000,1.1045078296412214e-08,5.787621404351739e-08
2001,7.448060113102173e-09,7.272811242131638e-08
2002,7.448076710936391e-09,9.112940713151829e-08
2003,5.833692029444393e-09,5.0003073237547824e-08
2004,1.1452457482352685e-08,5.285749526962036e-08
2005,8.557124120400772e-09,7.070886898219442e-08
2006,1.1118302611912156e-08,8.688747676899311e-08
2007,1.0385646564969875e-08,8.148737773439052e-08
2008,9.792111205220166e-09,5.236650801876408e-08
2009,1.0966842323156811e-08,7.438380178470538e-08
2010,4.2514138876015295e-09,7.794258394255849e-08
2011,7.64794394481072e-09,5.69771807512609e-08
2012,3.744677928851914e-09,7.3872286954213e-08
2013,3.904775169871755e-09,4.7415126713801214e-08
2014,4.7639794331644225e-09,5.478576481365849e-08
2015,6.649726325136385e-10,4.255824848087286e-08
2016,4.349813981230355e-09,3.7076986370010445e-08
2017,1.0062445598979508e-09,4.980910528473714e-08
2018,5.421080029321956e-09,5.059674723639773e-08
2019,5.101975730781305e-09,3.443833529459539e-08
